MeasurementDateGMT,Greenwich - Trafalgar Road (Hoskins St): Nitric Oxide (ug/m3),Greenwich - Trafalgar Road (Hoskins St): Nitrogen Dioxide (ug/m3),Greenwich - Trafalgar Road (Hoskins St): Oxides of Nitrogen (ug/m3),Greenwich - Trafalgar Road (Hoskins St): PM10 Particulate (ug/m3)
2019-05-19,267.0,846.0,1257.0,698.2999999999998
2019-05-20,250.0,813.0,1191.0,529.3000000000001
2019-05-21,153.0,641.0,872.0,394.99999999999994
2019-05-22,362.0,1010.0,1565.0,451.9000000000001
2019-05-23,624.0,1265.0,2222.0,450.79999999999995
2019-05-24,346.0,856.0,1386.0,422.2
2019-05-25,389.0,768.0,1364.0,344.09999999999997
2019-05-26,517.0,686.0,1485.0,368.3999999999999
2019-05-27,560.0,908.0,1768.0,430.00000000000006
2019-05-28,247.0,504.0,881.0,235.69999999999996
2019-05-29,733.0,787.0,1914.0,362.70000000000005
2019-05-30,915.0,870.0,2272.0,453.09999999999997
2019-05-31,824.0,797.0,2059.0,362.49999999999994
2019-06-01,514.0,821.0,1608.0,380.29999999999995
2019-06-02,322.0,577.0,1070.0,457.7
2019-06-03,632.0,771.0,1735.0,494.20000000000005
2019-06-04,372.0,764.0,1334.0,476.4
2019-06-05,637.0,778.0,1754.0,341.99999999999994
2019-06-06,673.0,825.0,1855.0,303.7
2019-06-07,291.0,776.0,1224.0,383.0
2019-06-08,560.0,698.0,1559.0,263.09999999999997
2019-06-09,415.0,696.0,1334.0,281.4
2019-06-10,117.0,555.0,736.0,236.60000000000005
2019-06-11,328.0,479.0,980.0,198.39999999999998
2019-06-12,333.0,739.0,1257.0,223.0
2019-06-13,475.0,682.0,1408.0,276.0
2019-06-14,721.0,757.0,1862.0,275.0
2019-06-15,422.0,663.0,1312.0,240.5
2019-06-16,374.0,541.0,1112.0,238.1
2019-06-17,535.0,792.0,1611.0,284.2
2019-06-18,411.0,927.0,1554.0,385.4999999999999
2019-06-19,427.5,954.0,1607.5,488.8999999999999
2019-06-20,842.0,1055.0,2344.0,366.75
2019-06-21,728.0,1008.0,2127.0,336.7
2019-06-22,270.0,654.0,1072.0,381.8
2019-06-23,86.0,734.0,862.0,659.6
2019-06-24,573.0,1210.0,2089.0,671.1999999999999
2019-06-25,109.0,701.0,869.0,455.00000000000006
2019-06-26,31.0,310.0,358.0,346.90000000000003
2019-06-27,61.0,337.5,439.5,446.5
2019-06-28,123.0,465.0,658.0,605.1999999999999
2019-06-29,280.0,1094.0,1521.0,693.6
2019-06-30,543.0,981.0,1813.0,357.7
2019-07-01,501.0,674.0,1443.0,273.79999999999995
2019-07-02,97.0,396.0,547.0,332.7
2019-07-03,200.0,683.0,988.0,395.0
2019-07-04,222.0,778.0,1116.0,417.5
2019-07-05,518.0,1321.0,2114.0,517.0
2019-07-06,82.0,419.0,550.0,244.20000000000007
2019-07-07,173.0,469.0,738.0,300.20000000000005
2019-07-08,263.0,643.0,1048.0,343.50000000000006
2019-07-09,550.0,1004.0,1846.0,420.29999999999995
2019-07-10,704.0,1164.0,2247.0,471.2
2019-07-11,709.0,1152.0,2238.0,393.40000000000003
2019-07-12,229.0,480.0,836.0,247.49999999999997
2019-07-13,68.0,337.0,442.0,251.29999999999998
2019-07-14,68.0,298.0,401.0,240.5
2019-07-15,181.0,417.0,695.0,251.70000000000002
2019-07-16,643.0,1079.0,2064.0,476.59999999999997
2019-07-17,657.0,1144.0,2154.0,824.4000000000002
2019-07-18,1040.0,1165.0,2757.0,505.29999999999995
2019-07-19,877.0,837.0,2181.0,349.09999999999997
2019-07-20,651.0,851.0,1849.0,275.1
2019-07-21,463.0,668.0,1383.0,245.29999999999998
2019-07-22,757.0,765.0,1927.0,368.6
2019-07-23,442.5,915.0,1597.5,548.8000000000001
2019-07-24,935.0,1514.0,2950.0,931.8
2019-07-25,486.0,1384.0,2125.0,861.2999999999998
2019-07-26,1062.0,1222.0,2849.0,967.6
2019-07-27,452.0,809.0,1496.0,235.20000000000005
2019-07-28,594.0,958.0,1865.0,308.5
2019-07-29,616.0,814.0,1762.0,357.3999999999999
2019-07-30,267.0,448.0,854.0,495.50000000000006
2019-07-31,917.0,929.0,2332.0,324.2
2019-08-01,503.0,749.0,1526.0,662.8
2019-08-02,60.0,429.0,523.0,502.3
2019-08-03,240.0,697.0,1064.0,336.40000000000003
2019-08-04,222.0,657.0,1000.0,360.5
2019-08-05,563.0,798.0,1660.0,1015.5999999999998
2019-08-06,511.0,656.0,1439.0,491.9999999999999
2019-08-07,663.0,809.0,1821.0,523.9
2019-08-08,530.0,757.0,1570.0,260.90000000000003
2019-08-09,353.0,532.0,1074.0,355.40000000000003
2019-08-10,254.0,409.0,795.0,468.6000000000001
2019-08-11,290.0,509.0,956.0,395.7
2019-08-12,642.0,897.0,1883.0,322.4
2019-08-13,782.0,1075.0,2272.0,573.1
2019-08-14,539.0,780.0,1607.0,2519.9999999999995
2019-08-15,658.0,906.5,1917.5,848.1
2019-08-16,550.0,670.0,1512.0,277.6
2019-08-17,462.0,634.0,1343.0,347.79999999999995
2019-08-18,342.0,624.0,1152.0,330.4
2019-08-19,622.0,834.0,1791.0,2599.0000000000005
2019-08-20,768.0,1219.0,2395.0,906.3
2019-08-21,713.0,1035.0,2129.0,528.3
2019-08-22,830.0,1146.0,2412.0,523.8
2019-08-23,696.0,1176.0,2245.0,580.8
2019-08-24,422.0,1430.0,2076.0,916.3
2019-08-25,166.0,1230.0,1491.0,984.9
2019-08-26,294.0,1371.0,1822.0,709.0999999999999
2019-08-27,791.0,1677.0,2892.0,1100.1
2019-08-28,603.0,1035.0,1960.0,527.1
2019-08-29,722.0,1067.0,2173.0,839.4000000000001
2019-08-30,617.0,968.0,1918.0,636.45
2019-08-31,580.0,1005.0,1892.0,1357.2000000000003
2019-09-01,378.0,766.0,1344.0,286.49999999999994
2019-09-02,802.0,1035.0,2268.0,506.09999999999997
2019-09-03,699.0,956.0,2026.0,504.29999999999995
2019-09-04,793.0,835.0,2047.0,355.59999999999997
2019-09-05,286.0,646.0,1088.0,508.29999999999995
2019-09-06,846.0,1047.0,2332.0,429.2000000000001
2019-09-07,71.0,414.0,521.0,394.90000000000003
2019-09-08,186.0,608.0,889.0,356.09999999999997
2019-09-09,581.0,959.0,1851.0,383.90000000000003
2019-09-10,1017.0,1173.0,2736.0,488.49999999999994
2019-09-11,749.0,799.0,1952.0,329.1
2019-09-12,869.0,832.0,2165.0,348.9
2019-09-13,95.0,522.0,670.0,442.3
2019-09-14,738.0,1219.0,2354.0,479.59999999999997
2019-09-15,548.0,1130.0,1974.0,411.09999999999985
2019-09-16,732.0,874.0,1992.0,433.9999999999999
2019-09-17,72.0,513.0,620.0,378.40000000000003
2019-09-18,297.0,819.0,1275.0,485.6
2019-09-19,1027.0,1147.0,2720.0,577.9
2019-09-20,582.0,1077.0,1964.0,701.6
2019-09-21,214.0,1179.0,1503.0,758.5999999999999
2019-09-22,332.0,903.0,1413.0,418.5
2019-09-23,583.0,668.0,1560.0,279.99999999999994
2019-09-24,623.0,716.0,1675.0,266.7
2019-09-25,773.0,799.0,1984.0,271.30000000000007
2019-09-26,592.0,771.0,1677.0,347.6
2019-09-27,656.0,774.0,1778.0,417.90000000000003
2019-09-28,530.0,684.0,1497.0,327.49999999999994
2019-09-29,305.0,498.0,969.0,179.79999999999993
2019-09-30,902.0,884.0,2264.0,282.5
2019-10-01,657.0,799.0,1806.0,280.00000000000006
2019-10-02,340.0,687.0,1206.0,230.59999999999997
2019-10-03,1404.0,1005.0,3157.0,379.29999999999995
2019-10-04,1360.0,1312.0,3398.0,539.7
2019-10-05,307.0,821.0,1287.0,346.09999999999997
2019-10-06,263.0,568.0,969.0,270.30000000000007
2019-10-07,1146.0,1002.0,2765.0,276.7
2019-10-08,951.0,996.0,2454.0,540.5999999999999
2019-10-09,996.0,1059.0,2584.0,353.90000000000003
2019-10-10,913.0,905.0,2307.0,406.99999999999994
2019-10-11,607.0,805.0,1741.0,311.40000000000003
2019-10-12,880.0,1160.0,2509.0,258.5
2019-10-13,388.0,779.0,1373.0,279.19999999999993
2019-10-14,515.0,927.0,1711.0,417.5
2019-10-15,1092.0,1156.0,2828.0,422.9
2019-10-16,1262.0,1288.0,3223.0,448.6000000000001
2019-10-17,1013.0,1107.0,2657.0,314.5
2019-10-18,813.0,943.0,2190.0,396.5
2019-10-19,1129.0,1202.0,2931.0,397.5
2019-10-20,289.0,660.0,1106.0,316.4000000000001
2019-10-21,48.0,500.0,577.0,259.50000000000006
2019-10-22,2001.0,1427.0,4491.0,526.6999999999999
2019-10-23,1619.0,1356.0,3841.0,788.2199999999998
2019-10-24,2046.0,1392.0,4531.0,628.98
2019-10-25,793.0,851.0,2069.0,367.49999999999994
2019-10-26,245.0,483.0,859.0,395.05000000000007
2019-10-27,688.0,1021.0,2073.0,324.6
2019-10-28,1269.0,1144.0,3093.0,634.9
2019-10-29,144.0,984.0,1201.0,353.79999999999995
2019-10-30,337.0,1112.0,1629.0,573.6
2019-10-31,846.0,1072.0,2366.0,857.2
2019-11-01,986.0,1034.0,2545.0,461.0263157894736
2019-11-02,441.0,562.0,1235.0,404.77368421052637
2019-11-03,849.0,1094.0,2399.0,414.1000000000001
2019-11-04,1709.0,1268.0,3886.0,457.1
2019-11-05,254.0,808.0,1197.0,376.8
2019-11-06,1567.0,1219.0,3615.0,623.8000000000001
2019-11-07,1385.0,1268.0,3388.0,348.5
2019-11-08,1369.0,1154.0,3250.0,426.59999999999997
2019-11-09,603.0,959.0,1882.0,443.49999999999994
2019-11-10,978.0,993.0,2492.0,456.70000000000005
2019-11-11,1247.0,1299.5,3212.5,405.09999999999997
2019-11-12,1214.0,1256.0,3115.0,339.2
2019-11-13,1355.0,1274.0,3358.0,434.09999999999997
2019-11-14,744.0,1208.0,2345.0,251.2
2019-11-15,91.0,740.0,879.0,356.4
2019-11-16,1280.0,1193.0,3158.0,508.8
2019-11-17,1942.0,1369.0,4343.0,707.6
2019-11-18,296.0,835.0,1292.0,307.1
2019-11-19,2863.0,1727.0,6114.0,742.8000000000001
2019-11-20,785.0,1170.0,2380.0,445.2999999999999
2019-11-21,538.0,931.0,1757.0,655.6999999999999
2019-11-22,529.0,1062.0,1874.0,354.49999999999994
2019-11-23,506.0,1109.0,1882.0,474.6
2019-11-24,1442.0,1035.0,3243.0,541.2999999999998
2019-11-25,739.0,870.0,2009.0,284.29999999999995
2019-11-26,683.0,896.0,1945.0,317.00000000000006
2019-11-27,1068.0,1332.0,2975.0,339.4
2019-11-28,1008.5,1077.5,2624.0,321.2
2019-11-29,1409.0,1291.0,3454.0,556.8
2019-11-30,1474.0,1605.0,3870.0,696.4
2019-12-01,34.0,627.0,678.0,236.29999999999998
2019-12-02,2609.0,1715.0,5719.0,700.7999999999997
2019-12-03,2540.0,1941.0,5841.0,664.5999999999999
2019-12-04,4092.0,1848.0,8126.0,795.8999999999999
2019-12-05,2144.0,1425.0,4721.0,563.2
2019-12-06,756.0,970.0,2128.0,251.5
2019-12-07,846.0,1052.0,2349.0,419.5999999999999
2019-12-08,355.0,587.0,1131.0,423.1
2019-12-09,549.0,778.0,1621.0,328.79999999999995
2019-12-10,676.0,864.0,1903.0,333.20000000000005
2019-12-11,1215.0,1329.0,3197.0,418.9
2019-12-12,870.0,1119.0,2454.0,283.50000000000006
2019-12-13,1055.0,1177.0,2795.0,430.3999999999999
2019-12-14,596.0,953.0,1867.0,445.29999999999995
2019-12-15,373.0,692.0,1260.0,356.9
2019-12-16,1034.0,1304.0,2886.0,371.3
2019-12-17,827.0,1409.0,2675.0,303.9
2019-12-18,998.0,1169.0,2701.0,383.70000000000005
2019-12-19,460.0,577.0,1284.0,421.29999999999995
2019-12-20,958.0,1263.0,2730.0,212.2
2019-12-21,361.0,671.0,1221.0,240.59999999999997
2019-12-22,626.0,1090.0,2043.0,269.3
2019-12-23,936.0,1194.0,2628.0,361.29999999999995
2019-12-24,593.0,988.0,1898.0,369.2999999999999
2019-12-25,702.0,987.0,2063.0,347.6
2019-12-26,387.0,834.0,1429.0,300.7
2019-12-27,1051.0,962.0,2566.0,365.09999999999997
2019-12-28,831.0,1016.0,2294.0,386.4
2019-12-29,823.0,1008.0,2271.0,464.3999999999999
2019-12-30,1624.0,1332.0,3824.0,593.6000000000001
2019-12-31,589.0,1063.0,1963.0,660.0000000000001
2020-01-01,1187.0,1272.0,3089.0,933.1000000000001
2020-01-02,401.0,736.0,1350.0,324.95
2020-01-03,461.0,970.0,1673.0,357.19999999999993
2020-01-04,900.0,1448.0,2835.0,468.0
2020-01-05,453.0,1079.0,1776.0,259.1
2020-01-06,600.0,952.0,1873.0,374.79999999999995
2020-01-07,606.0,964.0,1894.0,472.9
2020-01-08,1080.0,1264.0,2920.0,838.1999999999999
2020-01-09,505.0,837.0,1611.0,339.6000000000001
2020-01-10,705.0,1122.0,2206.0,306.90000000000003
2020-01-11,276.0,611.0,1035.0,442.5
2020-01-12,416.0,816.0,1457.0,288.40000000000003
2020-01-13,474.0,738.0,1465.0,356.8999999999999
2020-01-14,379.0,647.0,1227.0,319.8
2020-01-15,818.0,1122.0,2380.0,308.2
2020-01-16,507.0,760.0,1538.0,399.09999999999997
2020-01-17,788.0,1177.0,2388.0,340.9
2020-01-18,651.0,1202.0,2202.0,419.0
2020-01-19,887.0,1202.0,2563.0,534.6
2020-01-20,3158.0,2054.0,6894.0,1024.7
2020-01-21,3913.0,2128.0,8126.0,960.6999999999999
2020-01-22,2601.0,1692.0,5678.0,909.0000000000001
2020-01-23,806.0,1397.0,2636.0,531.1
2020-01-24,1100.0,1338.0,3024.0,490.99999999999994
2020-01-25,694.0,988.0,2056.0,706.5999999999999
2020-01-26,339.0,773.0,1287.0,583.0000000000001
2020-01-27,721.0,1203.0,2305.0,331.6
2020-01-28,894.0,1265.0,2636.0,339.20000000000005
2020-01-29,931.0,1272.0,2707.0,539.6999999999999
2020-01-30,756.0,1009.0,2165.0,290.09999999999997
2020-01-31,546.0,805.0,1647.0,175.3
2020-02-01,476.0,851.0,1579.0,453.4
2020-02-02,339.0,752.0,1274.0,493.9
2020-02-03,1155.0,1225.0,2997.0,536.0999999999999
2020-02-04,569.0,942.0,1810.0,335.20000000000005
2020-02-05,2656.0,1805.0,5880.0,793.7999999999998
2020-02-06,2200.0,1770.0,5143.0,730.8000000000002
2020-02-07,1342.0,1293.0,3345.0,803.6
2020-02-08,813.0,1051.0,2297.0,529.8000000000001
2020-02-09,136.0,360.0,570.0,364.9
2020-02-10,712.0,872.0,1963.0,403.7999999999999
2020-02-11,774.0,1006.0,2190.0,470.2
2020-02-12,1146.0,1262.0,3019.0,398.5
2020-02-13,813.0,1094.0,2338.0,298.79999999999995
2020-02-14,1027.0,1190.0,2761.0,572.5999999999999
2020-02-15,177.0,401.0,675.0,282.0
2020-02-16,229.0,546.0,892.0,211.70000000000002
2020-02-17,768.0,933.0,2107.0,497.7999999999999
2020-02-18,917.0,1113.0,2518.0,378.6
2020-02-19,1086.0,1215.0,2880.0,410.1
2020-02-20,684.0,939.0,1985.0,248.4
2020-02-21,722.0,974.0,2085.0,621.4
2020-02-22,500.0,754.0,1525.0,563.5
2020-02-23,324.0,650.0,1142.5,249.29999999999998
2020-02-24,578.0,798.0,1686.0,262.4
2020-02-25,962.0,1167.5,2644.0,345.49999999999994
2020-02-26,1274.5,1387.0,3333.5,469.39999999999986
2020-02-27,438.0,1025.0,1697.0,274.40000000000003
2020-02-28,631.0,984.0,1948.0,311.6
2020-02-29,486.0,719.0,1466.0,524.5000000000001
2020-03-01,335.0,606.0,1121.0,340.90000000000003
2020-03-02,572.0,1016.0,1898.0,312.4
2020-03-03,1681.0,1684.0,4259.0,637.0999999999999
2020-03-04,1089.0,1424.0,3094.0,458.90000000000003
2020-03-05,38.0,572.0,625.0,308.5
2020-03-06,783.0,1038.0,2238.0,475.80000000000007
2020-03-07,743.0,1240.0,2378.0,608.3000000000001
2020-03-08,383.0,705.0,1289.0,366.7
2020-03-09,904.0,1079.0,2461.0,465.8999999999999
2020-03-10,678.0,796.0,1835.0,227.00000000000006
2020-03-11,628.0,926.0,1885.0,292.0
2020-03-12,679.0,879.0,1923.0,423.7
2020-03-13,965.0,1253.0,2732.0,471.7
2020-03-14,357.0,683.0,1229.0,286.8
2020-03-15,285.0,714.0,1152.0,230.7
2020-03-16,903.5,1267.0,2652.5,460.8
2020-03-17,547.0,928.0,1765.0,415.5
2020-03-18,493.0,852.0,1610.0,379.6
2020-03-19,74.0,599.0,710.0,396.20000000000005
2020-03-20,39.0,414.0,473.0,357.40000000000003
2020-03-21,52.0,462.0,544.0,397.0
2020-03-22,44.0,524.0,593.0,403.99999999999983
2020-03-23,288.0,999.0,1442.0,603.5
2020-03-24,348.0,925.0,1459.0,497.69999999999993
2020-03-25,532.0,1191.0,2002.0,770.3000000000001
2020-03-26,76.0,737.0,851.0,876.9999999999999
2020-03-27,21.0,435.0,473.0,877.9999999999999
2020-03-28,11.0,240.0,255.0,538.3000000000001
2020-03-29,10.0,173.0,192.0,347.09999999999997
2020-03-30,41.0,351.0,413.0,296.1
2020-03-31,58.0,469.0,556.0,375.50000000000006
2020-04-01,363.0,813.0,1368.0,377.19999999999993
2020-04-02,361.0,830.0,1384.0,296.2
2020-04-03,336.0,866.0,1380.0,387.70000000000005
2020-04-04,237.0,664.0,1025.0,385.6
2020-04-05,60.0,341.0,433.0,373.40000000000003
2020-04-06,285.0,785.0,1218.0,357.30000000000007
2020-04-07,353.0,1078.0,1622.0,713.2
2020-04-08,152.0,1123.0,1356.0,1190.7
2020-04-09,325.0,1119.0,1618.0,1355.5999999999997
2020-04-10,101.0,871.0,1028.0,1000.5
2020-04-11,259.0,1118.0,1516.0,740.5
2020-04-12,86.0,613.0,743.0,591.9000000000001
2020-04-13,25.0,151.0,195.0,355.09999999999997
2020-04-14,96.0,409.0,556.0,307.7
2020-04-15,195.0,751.0,1055.0,668.7
2020-04-16,213.0,1059.0,1384.0,1249.3000000000002
2020-04-17,70.0,411.0,522.0,620.5
2020-04-18,88.0,448.0,583.0,612.5999999999999
2020-04-19,42.0,347.0,414.0,554.1
2020-04-20,53.0,388.0,470.0,746.7999999999998
2020-04-21,49.0,425.0,501.0,915.0000000000001
2020-04-22,62.0,473.0,567.0,847.9
2020-04-23,87.0,651.0,782.0,860.5
2020-04-24,77.0,675.0,791.0,855.8
2020-04-25,86.0,422.0,548.0,459.4000000000001
2020-04-26,95.0,506.0,657.0,465.69999999999993
2020-04-27,296.0,796.0,1254.0,608.3000000000001
2020-04-28,47.0,426.0,499.0,271.4
2020-04-29,341.0,575.0,1094.0,393.59999999999997
2020-04-30,271.0,516.0,929.0,333.2
2020-05-01,590.5862068965519,842.5862068965517,1758.689655172414,324.84482758620686
2020-05-02,417.4137931034483,787.4137931034484,1430.310344827586,320.85517241379307
2020-05-03,117.0,536.0,711.0,312.40000000000003
2020-05-04,58.0,478.0,567.0,435.99999999999994
2020-05-05,54.0,368.0,450.0,396.39999999999986
2020-05-06,86.0,562.0,697.0,525.8999999999999
2020-05-07,284.0,1046.0,1478.0,713.5000000000001
2020-05-08,152.0,873.0,1108.0,595.8
2020-05-09,88.0,856.0,992.0,883.1000000000003
2020-05-10,6.0,309.0,322.0,676.9000000000001
2020-05-11,11.0,212.0,229.0,461.8000000000001
2020-05-12,82.0,431.0,556.0,304.3
2020-05-13,10.0,252.0,270.0,315.8999999999999
2020-05-14,57.0,378.0,464.0,273.8
2020-05-15,225.0,692.0,1038.0,370.6
2020-05-16,194.0,630.0,932.0,298.6000000000001
2020-05-17,217.0,716.0,1045.0,373.2
2020-05-18,396.0,847.0,1454.0,381.7
2020-05-19,325.0,841.0,1340.0,362.09999999999997
2020-05-20,297.0,772.0,1227.0,422.99999999999994
2020-05-21,272.0,895.0,1313.0,554.9
2020-05-22,270.0,602.0,1016.0,712.9999999999998
2020-05-23,240.0,467.0,839.0,564.7
2020-05-24,118.0,410.0,589.0,427.5
2020-05-25,181.0,665.0,944.0,466.79999999999995
2020-05-26,166.0,668.0,919.0,436.1000000000001
2020-05-27,105.0,742.0,905.0,522.2
2020-05-28,78.0,446.0,569.0,445.79999999999995
2020-05-29,119.0,615.0,798.0,506.90000000000003
2020-05-30,53.0,460.0,540.0,469.2
2020-05-31,30.0,374.0,422.0,412.00000000000006
2020-06-01,64.0,465.0,565.0,437.5
2020-06-02,43.0,435.0,505.0,442.4
2020-06-03,102.0,586.0,747.0,562.0000000000001
2020-06-04,193.0,479.0,773.0,272.40000000000003
2020-06-05,402.0,685.0,1299.0,254.1
2020-06-06,410.0,637.0,1267.0,292.2
2020-06-07,180.0,485.0,758.0,181.8
2020-06-08,29.0,266.0,316.0,287.9
2020-06-09,154.5,561.5,802.5,409.3
2020-06-10,376.0,669.0,1246.0,362.09999999999997
2020-06-11,67.0,443.0,545.0,431.7
2020-06-12,114.0,621.0,795.0,624.6999999999998
2020-06-13,158.0,684.0,920.0,342.99999999999994
2020-06-14,205.0,619.0,937.0,354.80000000000007
2020-06-15,421.0,848.0,1493.0,334.2999999999999
2020-06-16,323.0,745.0,1236.0,326.70000000000005
2020-06-17,386.0,915.0,1510.0,644.2
2020-06-18,402.0,797.0,1413.0,284.00000000000006
2020-06-19,417.0,638.0,1275.0,328.5
2020-06-20,333.0,577.0,1086.0,287.6
2020-06-21,253.0,495.0,880.0,312.9
2020-06-22,412.0,671.0,1303.0,507.70000000000005
2020-06-23,271.0,770.0,1183.0,496.30000000000007
2020-06-24,143.0,1035.0,1254.0,812.5999999999999
2020-06-25,95.0,993.0,1142.0,823.7
2020-06-26,317.0,1052.0,1538.0,546.4000000000001
2020-06-27,218.0,376.0,713.0,330.2
2020-06-28,220.0,413.0,753.0,267.59999999999997
2020-06-29,414.0,603.0,1236.0,430.2
2020-06-30,568.0,687.0,1562.0,318.70000000000005
2020-07-01,519.0,721.0,1513.0,274.6
2020-07-02,547.0,885.0,1721.0,294.00000000000006
2020-07-03,504.0,753.0,1529.0,391.20000000000005
2020-07-04,364.0,458.0,1012.0,270.90000000000003
2020-07-05,233.0,441.0,798.0,358.59999999999997
2020-07-06,449.0,648.0,1333.0,338.1000000000001
2020-07-07,559.0,875.0,1733.0,440.5999999999999
2020-07-08,792.0,712.0,1927.0,316.59999999999997
2020-07-09,617.0,536.0,1480.0,261.8
2020-07-10,195.0,452.0,751.0,189.29999999999998
2020-07-11,213.0,473.0,797.0,274.6
2020-07-12,288.0,730.0,1169.0,437.6000000000001
2020-07-13,531.0,921.0,1734.0,410.40000000000003
2020-07-14,81.0,374.0,497.0,305.2
2020-07-15,537.0,687.0,1511.0,298.4
2020-07-16,147.0,420.0,646.0,265.6
2020-07-17,638.0,893.0,1874.0,475.40000000000003
2020-07-18,362.0,569.0,1127.0,352.5
2020-07-19,116.0,333.0,514.0,209.39999999999998
2020-07-20,71.0,356.0,465.0,373.0999999999999
2020-07-21,119.0,443.0,628.0,342.84999999999997
2020-07-22,525.0,933.0,1742.0,488.2
2020-07-23,557.0,971.0,1823.0,472.8
2020-07-24,687.0,818.0,1873.0,353.49999999999994
2020-07-25,456.0,540.0,1241.0,260.3999999999999
2020-07-26,364.0,535.0,1096.0,349.40000000000003
2020-07-27,431.0,489.0,1149.0,377.9
2020-07-28,574.0,686.0,1561.0,321.90000000000003
2020-07-29,555.0,875.0,1727.0,375.90000000000003
2020-07-30,503.0,1001.0,1771.0,425.4
2020-07-31,295.0,1309.0,1756.0,918.0
2020-08-01,392.0,715.0,1315.0,386.1000000000001
2020-08-02,331.0,675.0,1182.0,315.20000000000005
2020-08-03,61.0,418.0,513.0,292.49999999999994
2020-08-04,607.0,914.0,1840.0,375.59999999999997
2020-08-05,404.0,714.0,1335.0,360.7999999999999
2020-08-06,536.0,873.0,1698.0,338.5
2020-08-07,562.0,1653.0,2516.0,832.4
2020-08-08,159.0,1132.0,1371.0,839.8999999999999
2020-08-09,17.0,473.0,501.0,731.3
2020-08-10,93.0,896.0,1032.0,900.5
2020-08-11,132.0,1224.0,1430.0,1138.8
2020-08-12,106.0,1258.0,1423.0,1281.8000000000002
2020-08-13,18.0,593.0,619.0,761.3000000000001
2020-08-14,45.0,440.0,508.0,431.09999999999997
2020-08-15,186.0,638.0,927.0,546.9999999999999
2020-08-16,130.0,737.0,941.0,700.1999999999999
2020-08-17,470.0,1008.0,1736.0,368.0
2020-08-18,559.0,850.0,1708.0,305.1
2020-08-19,327.0,592.0,1094.0,263.20000000000005
2020-08-20,597.0,983.0,1898.0,592.6999999999999
2020-08-21,346.0,611.0,1136.0,526.1999999999999
2020-08-22,372.0,710.0,1285.0,385.2
2020-08-23,382.0,723.0,1307.0,311.8
2020-08-24,677.0,933.0,1977.0,302.9
2020-08-25,296.0,510.0,965.0,316.09999999999997
2020-08-26,632.0,950.0,1922.0,311.2
2020-08-27,526.0,817.0,1629.0,422.8999999999999
2020-08-28,471.0,687.0,1414.0,264.49999999999994
2020-08-29,31.0,281.0,327.0,246.8
2020-08-30,14.0,263.0,285.0,317.50000000000006
2020-08-31,296.0,684.0,1134.0,314.59999999999997
2020-09-01,839.0,1070.0,2355.0,458.80000000000007
2020-09-02,828.0,1171.0,2443.0,393.7
2020-09-03,615.0,777.0,1719.0,344.7000000000001
2020-09-04,1040.0,1150.0,2743.0,468.50000000000006
2020-09-05,635.0,960.0,1932.0,402.5999999999999
2020-09-06,518.0,921.0,1721.0,389.1
2020-09-07,991.0,1000.0,2523.0,362.1
2020-09-08,794.0,841.0,2063.0,345.4
2020-09-09,499.0,696.0,1460.0,332.00000000000006
2020-09-10,235.0,782.0,1146.0,460.3000000000001
2020-09-11,1262.0,1374.0,3309.0,503.0
2020-09-12,760.0,977.0,2140.0,373.4999999999999
2020-09-13,387.0,733.0,1326.0,326.6999999999999
2020-09-14,652.0,1131.0,2135.0,802.8
2020-09-15,490.0,1765.0,2516.5,1325.8
2020-09-16,33.0,622.0,677.0,879.2000000000002
2020-09-17,64.0,375.0,466.0,658.4
2020-09-18,72.0,481.0,591.0,748.0
2020-09-19,34.0,397.0,448.0,587.6999999999999
2020-09-20,53.0,435.0,513.0,524.5000000000001
2020-09-21,442.0,983.0,1660.0,670.5000000000001
2020-09-22,977.0,1418.0,2917.0,697.5999999999998
2020-09-23,686.0,899.0,1949.0,333.4
2020-09-24,870.0,904.0,2237.0,276.49999999999994
2020-09-25,312.0,548.0,1024.0,178.00000000000003
2020-09-26,77.0,258.0,376.0,225.4
2020-09-27,15.0,170.0,194.0,204.9
2020-09-28,804.0,968.0,2195.0,408.0
2020-09-29,783.0,941.0,2142.0,411.6499999999999
2020-09-30,651.0,747.0,1742.0,353.3000000000001
2020-10-01,1057.0,1082.0,2701.0,400.0
2020-10-02,109.0,546.0,713.0,267.6
2020-10-03,460.0,700.0,1413.0,300.9
2020-10-04,299.0,501.0,956.0,188.5
2020-10-05,996.0,961.0,2486.0,377.0
2020-10-06,846.5,792.0,2092.0,345.7
2020-10-07,1073.0,1048.0,2694.0,393.0
2020-10-08,453.0,651.0,1343.0,295.40000000000003
2020-10-09,1558.0,1375.0,3766.0,450.3000000000001
2020-10-10,877.0,1098.0,2441.0,338.2
2020-10-11,118.0,470.0,650.0,267.3
2020-10-12,1359.0,1186.0,3269.0,361.40000000000003
2020-10-13,233.0,614.0,977.0,349.7000000000001
2020-10-14,92.0,501.0,644.0,355.79999999999995
2020-10-15,61.0,455.0,550.0,300.80000000000007
2020-10-16,133.0,735.0,939.0,352.9
2020-10-17,73.0,510.0,629.0,379.3
2020-10-18,651.0,1051.0,2048.0,506.29999999999995
2020-10-19,484.0,750.0,1495.0,432.7
2020-10-20,445.0,603.6666666666666,1288.0,535.1
2020-10-21,627.0,850.3333333333333,1820.0,324.30000000000007
