MeasurementDateGMT,City of London - Beech Street: Nitric Oxide (ug/m3),City of London - Beech Street: Nitrogen Dioxide (ug/m3),City of London - Beech Street: Oxides of Nitrogen (ug/m3),City of London - Beech Street: PM10 Particulate (ug/m3)
2019-03-04,766.0,1443.2999999999997,2617.7999999999997,322.0
2019-03-05,1041.1,1580.1000000000001,3176.0999999999995,361.0
2019-03-06,586.5,1072.1999999999998,1971.1999999999998,411.0
2019-03-07,711.1999999999999,1333.3999999999996,2423.0999999999995,322.0
2019-03-08,1156.2,1689.6000000000001,3462.5,365.0
2019-03-09,385.09999999999997,1125.8999999999999,1715.7,534.0
2019-03-10,270.2,831.0,1245.1,234.0
2019-03-11,731.2999999999998,1386.6999999999998,2508.0,399.0
2019-03-12,717.1,1305.2000000000003,2404.7000000000003,326.0
2019-03-13,773.9,1311.8999999999999,2499.0,472.0
2019-03-14,827.0,1419.6000000000001,2687.7999999999997,381.0
2019-03-15,672.6999999999999,1283.4,2314.9,261.0
2019-03-16,228.00000000000006,664.5,1014.3,318.0
2019-03-17,380.2,1085.0,1668.4,152.0
2019-03-18,1629.9,1994.1000000000001,4493.3,482.0
2019-03-19,1638.6,1912.1999999999998,4424.6,508.0
2019-03-20,1448.1000000000001,1806.7000000000003,4027.2999999999997,388.0
2019-03-21,2202.136363636364,1561.4181818181821,4937.981818181818,625.0
2019-03-22,1263.6636363636364,1559.1818181818182,3496.918181818181,483.0
2019-03-23,575.2,1381.8999999999999,2264.1,590.0
2019-03-24,479.69999999999993,1337.3999999999999,2073.7000000000003,566.0
2019-03-25,902.8,1490.3999999999999,2874.7999999999997,587.0
2019-03-26,2148.7000000000003,2267.1,5561.599999999999,842.0
2019-03-27,2626.2999999999997,2290.0,6316.499999999999,730.0
2019-03-28,2559.1000000000004,2518.75,6442.6,729.0
2019-03-29,1749.1999999999998,2233.6,4916.099999999999,1107.0
2019-03-30,1629.6000000000001,2164.3,4663.2,1421.0
2019-03-31,195.69999999999996,885.9999999999999,1186.1,788.0
2019-04-01,1689.1,1924.4000000000003,4514.500000000001,735.0
2019-04-02,1255.6999999999998,1958.9999999999995,3884.2,683.0
2019-04-03,1838.8999999999999,2115.2000000000003,4935.2,436.5
2019-04-04,693.0000000000002,1350.4999999999998,2412.7,190.0
2019-04-05,774.1000000000001,1516.8000000000004,2703.9,354.0
2019-04-06,408.70000000000005,1164.3999999999999,1791.1999999999998,470.0
2019-04-07,542.1,1058.0,1888.9000000000003,990.0
2019-04-08,2042.2,1929.3,5061.3,1193.0
2019-04-09,1091.2,1707.4999999999998,3380.5000000000005,1066.0
2019-04-10,834.3000000000001,1539.0,2818.1,678.0
2019-04-11,1111.8999999999999,1881.3,3586.2999999999997,563.0
2019-04-12,1415.2999999999997,2020.1999999999998,4190.3,655.0
2019-04-13,388.0,1290.5,1885.0999999999995,468.0
2019-04-14,185.2,974.6,1258.4000000000003,517.0
2019-04-15,876.9000000000001,1621.1999999999998,2965.8999999999996,1007.0
2019-04-16,1965.1000000000001,2191.0,5204.0,1550.0
2019-04-17,1296.4,2039.9,4027.7000000000007,1501.0
2019-04-18,899.0000000000002,1868.8,3247.4,1369.0
2019-04-19,236.3,1427.6,1789.6000000000001,970.0
2019-04-20,174.40000000000003,1363.6000000000004,1630.4,936.0
2019-04-21,103.20000000000002,1299.4000000000003,1457.3,1005.0
2019-04-22,143.6,1633.8999999999999,1854.4000000000003,1393.0
2019-04-23,984.7000000000002,2259.3999999999996,3769.6000000000004,1236.0
2019-04-24,989.0999999999999,1771.6000000000004,3287.8000000000006,904.0
2019-04-25,696.9,1242.6,2311.4000000000005,302.0
2019-04-26,1498.1,1793.1999999999998,4089.9,387.0
2019-04-27,522.6,1113.6999999999998,1914.7000000000003,472.0
2019-04-28,517.3,1041.3,1834.5,407.0
2019-04-29,3389.3,2574.1,7771.200000000001,702.0
2019-04-30,1209.5,2096.0,3950.0999999999995,911.0
2019-05-01,1860.4999999999998,2466.1,5318.8,828.0
2019-05-02,1031.6000000000001,1688.4,3270.4000000000005,494.0
2019-05-03,1391.8999999999999,1818.3,3953.1000000000004,608.0
2019-05-04,244.1,758.3000000000002,1132.3999999999999,463.0
2019-05-05,219.8,896.6000000000001,1233.8,478.0
2019-05-06,140.60000000000002,874.1999999999999,1089.6999999999998,309.0
2019-05-07,820.8000000000001,1657.9999999999998,2916.2,508.0
2019-05-08,946.0999999999999,1674.1000000000004,3124.9,474.0
2019-05-09,1568.5,2059.9999999999995,4465.400000000001,574.0
2019-05-10,1180.65,1933.65,3744.3999999999996,517.0
2019-05-11,423.30000000000007,1401.5999999999997,2050.4999999999995,574.0
2019-05-12,283.7,1223.6000000000001,1659.0999999999997,354.0
2019-05-13,928.7999999999998,1838.4,3262.7999999999997,692.0
2019-05-14,836.3000000000001,1709.0000000000005,2991.2,549.0
2019-05-15,1287.9999999999995,2034.2000000000003,4009.6,818.0
2019-05-16,914.5000000000001,1767.9999999999995,3170.600000000001,739.0
2019-05-17,892.0,1650.2000000000003,3018.4999999999995,816.0
2019-05-18,810.0999999999998,1781.2,3023.0,675.0
2019-05-19,441.2000000000001,1429.8,2105.7,715.0
2019-05-20,891.6,1741.3000000000002,3108.2,648.0
2019-05-21,969.8,1795.9,3282.8999999999996,449.0
2019-05-22,1346.2999999999997,2118.8,4182.9,553.5151515151515
2019-05-23,889.25,2041.4500000000003,3404.7000000000003,519.5757575757576
2019-05-24,1054.8999999999999,1724.1999999999998,3341.4,464.30303030303025
2019-05-25,558.8,1315.8999999999999,2172.8,409.030303030303
2019-05-26,248.8,786.0,1167.5000000000002,353.75757575757575
2019-05-27,144.69999999999996,729.7000000000002,951.8000000000001,298.4848484848485
2019-05-28,894.0999999999998,1402.0,2772.7000000000003,243.21212121212122
2019-05-29,603.1,1232.4999999999998,2157.6,187.93939393939397
2019-05-30,789.8999999999999,1261.1,2472.0000000000005,162.6818181818182
2019-05-31,864.6000000000001,1305.1999999999998,2631.1000000000004,254.0
2019-06-01,343.09999999999997,1140.7999999999997,1666.5,352.0
2019-06-02,134.2,730.1,936.4000000000001,380.0
2019-06-03,677.8000000000001,1295.2,2334.7000000000003,522.0
2019-06-04,1238.1000000000001,1642.0,3541.2999999999993,485.0
2019-06-05,1006.2,1561.1000000000004,3104.100000000001,379.0
2019-06-06,1080.8,1815.8,3472.699999999999,357.0
2019-06-07,973.8000000000001,1876.6999999999998,3369.9,394.0
2019-06-08,264.4,1103.0,1507.6999999999998,264.0
2019-06-09,347.1,1300.7,1833.4999999999995,302.0
2019-06-10,1331.5000000000002,1769.5000000000002,3810.8000000000006,347.0
2019-06-11,1540.6,1566.5000000000002,3928.4999999999995,422.0
2019-06-12,2381.0999999999995,2014.1999999999994,5664.900000000001,502.0
2019-06-13,1015.3000000000001,1474.1,3030.7,269.0
2019-06-14,622.4,1154.6,2108.8,280.0
2019-06-15,288.3,818.3999999999999,1260.9,235.0
2019-06-16,164.79999999999998,522.6,775.4000000000001,221.0
2019-06-17,609.8,1201.8999999999999,2136.6,378.0
2019-06-18,2092.2,2073.7,5281.7,551.0
2019-06-19,2310.9999999999995,2149.8,5692.700000000001,677.0
2019-06-20,1205.5,1667.8,3516.3000000000006,365.0
2019-06-21,1384.1000000000004,1852.8000000000002,3974.9,478.0
2019-06-22,309.29999999999995,1080.2999999999997,1554.4999999999998,321.0
2019-06-23,184.59999999999997,1082.0,1365.4,672.0
2019-06-24,1407.85,1972.9,4131.400000000001,691.0
2019-06-25,1559.8,1924.1,4316.199999999999,775.0
2019-06-26,719.3999999999999,1270.3000000000004,2372.9,506.0
2019-06-27,875.0999999999999,1281.4,2623.1,488.0
2019-06-28,868.1,1325.8000000000002,2656.7,602.0
2019-06-29,544.4000000000001,1329.7000000000003,2164.5,699.0
2019-06-30,186.79999999999998,699.4,985.5,307.0
2019-07-01,573.4000000000001,937.0,1815.8999999999999,259.0
2019-07-02,1206.1,1416.2,3265.4999999999995,559.0
2019-07-03,1465.8,1871.3999999999999,4118.9,514.0
2019-07-04,1905.1000000000001,2298.4,5219.5,616.0
2019-07-05,1280.7,2279.5,4243.099999999999,568.0
2019-07-06,501.20000000000005,967.4,1735.7999999999997,350.0
2019-07-07,335.00000000000006,857.9999999999999,1371.4000000000003,296.0
2019-07-08,1036.6,1479.0,3068.2,397.5
2019-07-09,1028.7,1658.1000000000001,3234.8999999999996,519.0
2019-07-10,1041.2,1666.0000000000002,3262.7000000000003,512.0
2019-07-11,1197.8000000000002,1757.8000000000002,3594.5000000000005,488.0
2019-07-12,449.6,848.5999999999998,1537.9999999999993,287.0
2019-07-13,343.29999999999995,856.7,1383.6000000000001,363.0
2019-07-14,243.7,766.5,1140.1000000000001,293.0
2019-07-15,1106.8,1293.3999999999999,2991.0999999999995,427.5
2019-07-16,1577.9,1914.8,4334.099999999999,621.0
2019-07-17,874.0,1824.8,3165.8,538.0
2019-07-18,1133.8000000000002,1431.9000000000003,3170.2,425.0
2019-07-19,837.0,1115.1499999999999,2398.8,325.0
2019-07-20,602.5999999999999,1002.2,1925.8000000000004,264.0
2019-07-21,419.09999999999997,851.5,1494.6999999999998,237.0
2019-07-22,786.8999999999999,1047.0,2253.8,385.0
2019-07-23,1266.6,2003.1,3945.5,650.0
2019-07-24,1208.7,2272.0,4125.599999999999,642.0
2019-07-25,1424.2,2714.7000000000003,4898.799999999999,792.0
2019-07-26,1237.1999999999998,1736.3,3633.7,601.0
2019-07-27,480.2999999999999,920.3000000000001,1657.1999999999998,252.0
2019-07-28,318.2,872.5999999999999,1360.4,271.0
2019-07-29,923.9,1403.3,2820.2000000000003,368.0
2019-07-30,526.6999999999999,910.5999999999999,1717.7999999999997,373.0
2019-07-31,734.3999999999999,1168.7999999999997,2294.9999999999995,332.0
2019-08-01,1480.3,1878.4,4148.1,576.0
2019-08-02,864.5,1642.3,2967.7999999999997,656.0
2019-08-03,461.9000000000001,1309.0,2017.2000000000003,353.0
2019-08-04,152.15,873.6500000000001,1106.9999999999998,408.5
2019-08-05,544.6,1040.0,1874.9000000000003,390.0
2019-08-06,506.5,932.1500000000001,1708.8999999999999,407.0
2019-08-07,666.5999999999999,1171.6000000000001,2193.4,380.0
2019-08-08,1140.6000000000001,1405.1000000000001,3153.8000000000006,344.0
2019-08-09,375.69999999999993,795.2999999999998,1371.2,395.0
2019-08-10,85.80000000000001,353.29999999999995,484.8,498.0
2019-08-11,85.00000000000001,461.3,591.9,405.0
2019-08-12,1095.6000000000001,1533.6,3213.6999999999994,612.0
2019-08-13,871.7999999999998,1507.5,2844.3,369.0
2019-08-14,652.3000000000001,1157.0,2156.7,261.0
2019-08-15,737.0,1225.9999999999998,2356.6,329.0
2019-08-16,524.7999999999998,965.4,1770.1,328.0
2019-08-17,251.9,722.2999999999998,1108.7,329.0
2019-08-18,158.40000000000003,679.9000000000001,922.5999999999999,287.0
2019-08-19,447.00000000000006,1045.5,1730.8,374.0
2019-08-20,862.9000000000002,1592.2,2914.9,450.0
2019-08-21,987.0,1564.8,3077.7000000000003,486.0
2019-08-22,684.3,1477.1000000000001,2526.7,440.0
2019-08-23,1281.2000000000003,1903.0999999999997,3866.9999999999995,578.0
2019-08-24,510.80000000000007,1917.0000000000002,2700.6,927.0
2019-08-25,246.2,1693.6000000000001,2071.1000000000004,998.0
2019-08-26,212.30000000000004,1550.3999999999999,1875.9000000000003,765.0
2019-08-27,900.3,2333.1,3713.2999999999997,1167.0
2019-08-28,762.5000000000001,1361.5,2530.5999999999995,407.0
2019-08-29,1021.7,1372.9,2940.0,390.0
2019-08-30,554.05,1138.7499999999998,1988.0500000000002,407.0
2019-08-31,305.5000000000001,922.5000000000001,1391.0,408.0
2019-09-01,252.89999999999998,692.5,1080.5,276.0
2019-09-02,776.8999999999999,1266.8000000000002,2458.2,381.0
2019-09-03,752.0999999999999,1195.2,2348.2,390.0
2019-09-04,716.5999999999999,990.8000000000001,2089.6,358.0
2019-09-05,1034.5,1238.2,2825.0,385.0
2019-09-06,886.5000000000001,1329.9999999999998,2689.2,469.0
2019-09-07,301.50000000000006,777.1000000000001,1239.6000000000001,353.0
2019-09-08,281.59999999999997,934.2999999999998,1365.9,367.0
2019-09-09,595.3000000000001,1236.6000000000001,2149.5,328.0
2019-09-10,2198.0,1965.1999999999998,5335.3,558.0
2019-09-11,907.7500000000001,1171.7499999999998,2564.35,285.5
2019-09-12,1086.1000000000001,1224.8,2890.2000000000003,334.0
2019-09-13,1214.8999999999999,1494.7,3357.600000000001,522.0
2019-09-14,887.4000000000001,1683.8999999999999,3044.3,490.0
2019-09-15,568.4000000000001,1430.3999999999999,2302.2000000000003,385.0
2019-09-16,1840.3000000000002,1442.9,4264.399999999999,557.0
2019-09-17,1293.1,1528.1000000000001,3510.7000000000003,524.0
2019-09-18,2036.7000000000007,1978.2,5100.900000000001,796.0
2019-09-19,2046.1999999999998,2130.8,5268.599999999999,708.0
2019-09-20,1438.0,1931.9,4136.2,743.0
2019-09-21,703.0,1811.8000000000002,2889.7,707.0
2019-09-22,294.7,1066.6999999999998,1518.8000000000002,388.0
2019-09-23,586.5999999999999,860.3000000000002,1759.7999999999995,285.0
2019-09-24,879.8,1170.7000000000003,2519.7,285.0
2019-09-25,1103.4,1198.8000000000002,2890.1,271.0
2019-09-26,693.5999999999998,1112.3000000000002,2175.7,361.0
2019-09-27,109.10000000000001,771.4,938.9,400.0
2019-09-28,61.6,583.0,677.3,296.0
2019-09-29,48.699999999999996,489.59999999999997,564.3000000000001,170.0
2019-09-30,368.2,822.3,1386.4999999999998,321.0
2019-10-01,300.4,929.1,1389.6000000000001,394.0
2019-10-02,277.09999999999997,861.1,1286.3999999999999,375.0
2019-10-03,824.3999999999999,1049.6000000000001,2313.7000000000007,481.0
2019-10-04,1381.8,1505.0,3624.1,565.0
2019-10-05,823.8000000000001,1260.5,2524.1999999999994,441.0
2019-10-06,188.1,602.8000000000001,891.4000000000001,256.0
2019-10-07,1483.3000000000006,1355.0999999999997,3629.2000000000007,366.0
2019-10-08,818.4000000000001,1187.1999999999998,2442.5,538.0
2019-10-09,819.1999999999999,1249.9000000000003,2506.2999999999997,356.0
2019-10-10,821.7999999999998,1088.5,2348.3999999999996,447.0
2019-10-11,587.8,1095.6000000000001,1996.9,302.0
2019-10-12,811.2,1423.4,2667.4000000000005,206.0
2019-10-13,244.89999999999998,847.4,1223.1,237.0
2019-10-14,2066.7000000000003,1611.3999999999999,4779.999999999999,397.0
2019-10-15,1751.5,1607.4,4293.000000000001,389.0
2019-10-16,1560.2,1744.1,4136.5,441.0
2019-10-17,1025.6000000000001,1610.3,3183.100000000001,308.0
2019-10-18,591.9999999999999,1138.8999999999999,2046.4999999999998,405.0
2019-10-19,597.0,1267.7,2183.0,351.0
2019-10-20,439.9,1024.8000000000002,1698.8999999999999,365.0
2019-10-21,1030.7,1218.1,2798.1,353.0
2019-10-22,2591.7000000000003,1975.3,5949.200000000002,612.0
2019-10-23,3240.000000000001,1969.4,6937.399999999999,986.0
2019-10-24,2714.3999999999996,1861.3,6023.200000000002,673.0
2019-10-25,692.9000000000001,1031.6000000000001,2094.2999999999997,339.0
2019-10-26,345.30000000000007,754.4,1283.6999999999998,315.0
2019-10-27,558.4000000000001,1255.3,2111.0,324.0
2019-10-28,1575.3999999999999,1535.2,3950.6000000000004,687.0
2019-10-29,1481.9,1752.1999999999998,4024.4999999999995,493.0
2019-10-30,1445.6565217391303,1733.1565217391305,3949.3608695652174,610.0
2019-10-31,2000.4434782608696,1756.04347826087,4822.939130434783,733.5
2019-11-01,1010.3000000000001,1285.6999999999998,2834.6000000000004,260.0
2019-11-02,224.20000000000002,701.5000000000001,1045.4,318.0
2019-11-03,508.45,1214.6000000000001,1993.85,331.0
2019-11-04,1924.3000000000002,1680.6,4630.899999999999,381.0
2019-11-05,2056.4,1580.2,4733.599999999999,515.0
2019-11-06,2493.0000000000005,1861.6999999999998,5684.500000000001,651.0
2019-11-07,1769.4999999999998,1839.8,4553.1,318.0
2019-11-08,2714.0,1907.3000000000006,6069.0,577.0
2019-11-09,1822.3999999999999,1670.3000000000002,4464.500000000001,370.0
2019-11-10,558.8999999999999,1218.3,2075.5,388.0
2019-11-11,1042.1999999999998,1589.1000000000001,3187.5,383.0
2019-11-12,1409.3000000000004,1716.9000000000003,3877.0999999999995,309.0
2019-11-13,3225.4999999999995,2156.6,7102.099999999999,366.0
2019-11-14,4397.2,2584.2000000000007,9326.699999999999,356.0
2019-11-15,2431.2999999999993,1733.3000000000002,5461.300000000001,503.0
2019-11-16,2530.4,1669.3999999999996,5549.4,514.0
2019-11-17,2841.5,1842.3000000000002,6199.499999999999,769.0
2019-11-18,2366.9000000000005,1742.7,5371.399999999999,366.0
2019-11-19,5050.9,2651.4,10396.1,623.0
2019-11-20,2484.1,1891.2000000000003,5700.300000000001,390.0
2019-11-21,3971.7,1927.5,8017.4,671.0
2019-11-22,1873.9000000000003,1752.2,4625.7,317.0
2019-11-23,2212.0,1585.7,4976.999999999999,537.0
2019-11-24,1738.5000000000002,1279.8,3945.2000000000003,542.0
2019-11-25,2029.4,1604.2,4716.099999999999,261.0
2019-11-26,1435.7999999999997,1502.1999999999998,3703.7000000000003,298.0
2019-11-27,2571.5000000000005,2127.0,6069.55,324.0
2019-11-28,2800.0000000000005,1968.0999999999997,6261.1,410.0
2019-11-29,4643.7,2416.8999999999996,9537.0,921.0
2019-11-30,3030.5000000000005,2136.2999999999997,6782.8,739.0
2019-12-01,910.7000000000002,1319.3,2715.5,429.0
2019-12-02,5187.600000000001,2554.0999999999995,10508.200000000003,794.0
2019-12-03,2673.4,2291.2000000000003,6390.4,696.0
2019-12-04,4534.900000000001,2393.5,9347.0,1152.0
2019-12-05,2159.6,1807.3,5118.7,606.0
2019-12-06,727.4999999999999,1362.6000000000004,2477.8,243.0
2019-12-07,568.6999999999999,1201.2,2073.2,344.0
2019-12-08,207.79999999999998,679.5999999999999,998.3000000000001,396.0
2019-12-09,469.43600000000004,783.0640000000001,1503.2079999999999,351.0
2019-12-10,580.6640000000001,1051.236,1941.3919999999998,393.0
2019-12-11,1725.8,1858.2,4504.7,490.0
2019-12-12,1338.6,1682.2999999999997,3735.1,337.0
2019-12-13,1130.9000000000003,1630.1,3364.0000000000005,426.0
2019-12-14,425.0000000000001,1186.9,1838.1,445.0
2019-12-15,239.89999999999995,845.3,1213.1,338.0
2019-12-16,1966.1999999999998,1706.8999999999999,4721.200000000002,422.0
2019-12-17,2944.1,2138.1,6652.099999999999,407.0
2019-12-18,997.1,1495.9,3024.3999999999996,422.0
2019-12-19,586.6999999999999,934.3,1834.2,446.0
2019-12-20,1331.4,1732.6999999999998,3773.7999999999997,163.5
2019-12-21,335.8,869.5000000000001,1384.7999999999997,194.0
2019-12-22,373.1000000000001,1167.5000000000002,1739.9999999999995,226.0
2019-12-23,583.1,1315.3000000000004,2209.1000000000004,334.0
2019-12-24,165.7,841.7000000000002,1095.5,329.0
2019-12-25,214.7,879.8000000000001,1208.6000000000001,274.0
2019-12-26,199.70000000000005,876.9000000000002,1182.8,307.0
2019-12-27,1097.5,1082.9999999999998,2765.6,453.0
2019-12-28,478.9,982.7,1716.7000000000005,378.0
2019-12-29,416.0,865.9,1503.6,431.0
2019-12-30,953.3000000000001,1253.9,2715.1000000000004,563.0
2019-12-31,901.6,1096.8999999999999,2480.1,655.0
2020-01-01,736.5999999999998,1143.0999999999997,2272.1,794.0
2020-01-02,220.7,826.0,1164.4999999999995,294.0
2020-01-03,419.19999999999993,1021.6999999999998,1664.6000000000001,311.0
2020-01-04,593.6,1447.8,2358.7000000000003,338.0
2020-01-05,209.6,946.6999999999998,1267.7,212.0
2020-01-06,440.99999999999994,1099.9,1776.0,405.0
2020-01-07,458.3,1082.6,1785.8999999999999,494.0
2020-01-08,897.0999999999999,1339.9999999999998,2715.4999999999995,650.0
2020-01-09,167.79999999999998,778.0999999999999,1035.2,308.0
2020-01-10,272.25000000000006,997.0500000000001,1414.65,246.0
2020-01-11,83.29999999999998,540.9000000000001,668.9999999999999,455.0
2020-01-12,145.49999999999997,712.4000000000001,935.4999999999999,238.0
2020-01-13,286.5,812.3,1251.6999999999998,332.0
2020-01-14,350.40000000000003,832.3,1370.5,310.0
2020-01-15,1030.8000000000002,1477.2000000000003,3057.8,332.0
2020-01-16,468.6,938.0999999999999,1656.6000000000001,391.0
2020-01-17,717.6999999999998,1363.8,2464.4,293.0
2020-01-18,674.9999999999999,1418.1999999999998,2453.5000000000005,396.0
2020-01-19,844.5,1368.5,2663.5,612.0
2020-01-20,4393.6,2476.4000000000005,9213.0,1127.0
2020-01-21,4270.4,2365.8,8913.6,1339.0
2020-01-22,3038.2999999999993,1721.9999999999998,6380.5,809.0
2020-01-23,2330.3999999999996,1676.9,5250.000000000002,989.0
2020-01-24,2210.1999999999994,1640.1,5028.7,679.0
2020-01-25,496.7,1010.7999999999998,1772.9999999999998,639.0
2020-01-26,164.4,727.9,979.5999999999999,512.0
2020-01-27,863.2000000000002,1583.7,2906.9,321.5
2020-01-28,716.6999999999999,1454.3999999999996,2553.2,290.0
2020-01-29,1261.8999999999999,1769.2000000000003,3704.3,493.0
2020-01-30,1563.6000000000001,1603.4999999999998,4001.3,300.0
2020-01-31,1218.3333333333333,1515.6166666666668,3383.2500000000005,212.0
2020-02-01,1527.6923076923076,1863.1846153846154,4205.584615384616,452.0
2020-02-02,1427.2615384615383,1979.1230769230772,4167.923076923077,449.0
2020-02-03,1166.4128205128209,1857.125641025641,3646.092307692308,463.0
2020-02-04,832.5000000000002,1293.7000000000003,2569.3999999999996,367.0
2020-02-05,2618.8,1962.8,5978.200000000001,843.0
2020-02-06,3249.4999999999995,2187.1000000000004,7169.700000000002,909.0
2020-02-07,1184.5000000000002,1348.0000000000002,3164.3999999999996,739.0
2020-02-08,278.3,867.0999999999999,1293.4999999999998,495.5
2020-02-09,83.89999999999999,336.69999999999993,465.0,400.0
2020-02-10,413.29999999999995,1041.8000000000002,1675.8999999999996,383.0
2020-02-11,507.0999999999999,1140.9,1918.5,469.0
2020-02-12,788.9,1343.1000000000001,2552.7000000000003,430.0
2020-02-13,804.0999999999999,1352.1000000000001,2584.4999999999995,358.5
2020-02-14,854.6000000000001,1380.6999999999998,2691.0,588.0
2020-02-15,178.5,492.90000000000003,766.8,252.0
2020-02-16,157.9,616.8999999999999,859.0000000000002,191.0
2020-02-17,634.6000000000001,1115.9999999999998,2088.9,491.0
2020-02-18,618.2499999999999,1194.9500000000003,2143.0000000000005,392.0
2020-02-19,896.0000000000001,1324.8999999999999,2698.7000000000003,458.0
2020-02-20,603.8,1131.9999999999998,2057.7000000000003,250.5
2020-02-21,437.2,951.8999999999999,1622.1999999999996,568.0
2020-02-22,253.99999999999994,721.0999999999999,1110.4999999999998,519.0
2020-02-23,240.89999999999998,637.4000000000001,1006.6,228.5
2020-02-24,436.2000000000001,928.8,1597.6,278.5
2020-02-25,675.5000000000001,1291.2,2327.2,316.0
2020-02-26,1115.6,1508.0000000000007,3218.7000000000003,329.0
2020-02-27,1392.8999999999999,1538.5,3675.3,308.0
2020-02-28,639.2,1116.1999999999998,2095.8,334.0
2020-02-29,285.7,630.0000000000001,1067.1000000000004,508.0
2020-03-01,198.7,553.6,858.0999999999999,312.0
2020-03-02,936.9000000000001,1358.6,2795.2999999999993,292.0
2020-03-03,1233.6,1631.5,3523.0000000000005,438.0
2020-03-04,1555.4999999999998,1768.1000000000001,4153.1,410.0
2020-03-05,762.6,1152.2,2321.5,497.0
2020-03-06,1873.8,1702.2,4575.4,678.0
2020-03-07,841.1000000000001,1377.0000000000002,2667.099999999999,568.0
2020-03-08,301.20000000000005,760.05,1222.1,322.0
2020-03-09,1123.6999999999998,1399.8000000000002,3122.6,410.0
2020-03-10,819.6999999999999,1054.9,2311.9999999999995,200.0
2020-03-11,526.0999999999999,1125.2999999999997,1932.1000000000004,306.0
2020-03-12,566.35,1089.05,1957.6000000000001,432.0
2020-03-13,854.6,1340.3999999999999,2651.2,465.0
2020-03-14,272.0,760.7,1178.0,286.0
2020-03-15,118.7,600.9,782.7,227.0
2020-03-16,969.9,1419.6999999999998,2906.6,487.0
2020-03-17,303.70000000000005,937.8,1403.3999999999996,399.0
2020-03-18,123.30000000000001,695.5,884.8,363.0
2020-03-19,141.39999999999998,669.2,885.9999999999999,428.0
2020-03-20,66.3,379.8,481.69999999999993,383.0
2020-03-21,48.8,332.1,406.79999999999995,405.0
2020-03-22,33.400000000000006,349.30000000000007,400.6,444.0
2020-03-23,144.30000000000004,957.9,1179.0999999999997,529.0
2020-03-24,71.89999999999999,555.1999999999999,665.3999999999999,434.0
2020-03-25,309.1,1216.8000000000002,1690.7999999999997,734.0
2020-03-26,79.50000000000001,620.8,742.8000000000001,894.0
2020-03-27,55.80000000000001,496.3,581.7,935.0
2020-03-28,44.199999999999996,303.40000000000003,370.8,574.0
2020-03-29,35.300000000000004,207.79999999999995,261.80000000000007,482.0
2020-03-30,78.89999999999999,379.4,500.3,400.0
2020-03-31,67.19999999999999,460.9,564.2,449.0
2020-04-01,167.49999999999994,704.6000000000001,961.3,392.0
2020-04-02,69.60000000000001,610.7000000000002,717.2,278.0
2020-04-03,87.80000000000001,659.3,793.9,419.0
2020-04-04,45.8,500.19999999999993,570.3,378.0
2020-04-05,34.60000000000001,309.69999999999993,363.1,396.5
2020-04-06,65.40000000000002,541.4000000000001,642.0,303.0
2020-04-07,91.3,882.0000000000002,1022.2000000000002,614.0
2020-04-08,69.3,938.6000000000001,1044.9999999999998,1119.0
2020-04-09,113.00000000000001,1036.3000000000002,1209.5000000000002,1245.0
2020-04-10,53.70000000000001,860.6999999999999,942.8000000000001,1024.0
2020-04-11,89.00000000000001,1014.4999999999998,1150.5000000000002,829.0
2020-04-12,35.5,504.09999999999997,558.1999999999998,670.0
2020-04-13,36.8,101.10000000000001,157.1,495.0
2020-04-14,57.099999999999994,324.0,411.1000000000001,451.0
2020-04-15,78.5,772.4000000000001,892.2999999999997,687.0
2020-04-16,89.39999999999999,918.7999999999998,1055.9,1160.0
2020-04-17,51.4,290.1,368.3,527.0
2020-04-18,70.59999999999998,432.2000000000001,539.9999999999999,630.0
2020-04-19,60.79999999999999,322.79999999999995,415.70000000000005,589.0
2020-04-20,86.69999999999997,378.09999999999997,511.8,643.0
2020-04-21,74.69999999999999,398.5999999999999,512.7,828.0
2020-04-22,53.1,437.1,517.9,763.0
2020-04-23,53.09999999999999,596.5000000000001,678.1,810.0
2020-04-24,60.500000000000014,558.0999999999999,650.9000000000001,819.0
2020-04-25,35.7,272.5,327.4,420.0
2020-04-26,46.7,414.9000000000001,486.19999999999993,431.0
2020-04-27,81.90000000000002,660.4999999999998,786.1000000000003,629.0
2020-04-28,70.9,370.90000000000003,479.59999999999997,228.0
2020-04-29,61.19999999999999,337.8,431.0999999999999,323.0
2020-04-30,63.300000000000004,367.5,464.7,280.0
2020-05-01,73.70000000000002,434.9,547.9000000000001,297.0
2020-05-02,46.10000000000001,303.1,373.0,207.0
2020-05-03,43.1,379.4,445.30000000000007,316.0
2020-05-04,41.949999999999996,339.1,403.75000000000006,423.5
2020-05-05,25.699999999999996,275.1,315.19999999999993,374.0
2020-05-06,26.5,460.3,500.8,533.0
2020-05-07,69.50000000000001,737.3,843.2000000000002,614.0
2020-05-08,12.6,760.5000000000001,779.8000000000001,585.0
2020-05-09,13.6,716.0,737.5,838.0
2020-05-10,7.700000000000001,284.8,296.19999999999993,661.0
2020-05-11,32.9,242.7,293.0,417.0
2020-05-12,36.00000000000001,364.9,420.2,350.0
2020-05-13,29.2,303.70000000000005,348.79999999999995,398.0
2020-05-14,38.7,325.6999999999999,385.00000000000006,304.0
2020-05-15,43.70000000000001,521.5000000000001,588.6,420.0
