MeasurementDateGMT,Ealing - Hanger Lane Gyratory: Nitric Oxide (ug/m3),Ealing - Hanger Lane Gyratory: Nitrogen Dioxide (ug/m3),Ealing - Hanger Lane Gyratory: Oxides of Nitrogen (ug/m3),Ealing - Hanger Lane Gyratory: PM10 Particulate (ug/m3)
2019-01-23,4385.7,2118.7000000000003,8843.2,573.6
2019-01-24,9150.5,2811.3500000000004,16842.149999999998,1347.6000000000001
2019-01-25,4836.500000000001,2095.899999999999,9511.900000000001,841.6999999999999
2019-01-26,1465.6000000000001,1169.9000000000003,3416.9999999999995,397.1
2019-01-27,1159.6,856.8000000000002,2635.0000000000005,384.0
2019-01-28,3517.9,1709.6000000000001,7103.6,1122.5000000000002
2019-01-29,4794.600000000001,2166.0,9518.099999999999,1053.2
2019-01-30,5756.400000000001,2282.3,11109.0,838.4000000000001
2019-01-31,3251.5999999999995,1364.9999999999995,6350.0999999999985,793.8999999999999
2019-02-01,162.20000000000002,355.40000000000003,603.6,276.19999999999993
2019-02-02,1018.5999999999999,647.6000000000001,2209.9999999999995,532.0
2019-02-03,2779.2000000000003,1511.9,5773.400000000001,743.7
2019-02-04,4645.1,1941.6499999999999,9064.499999999998,541.0000000000001
2019-02-05,5740.9000000000015,2121.7000000000003,10924.699999999999,602.1000000000003
2019-02-06,5124.299999999999,2151.7000000000003,10009.199999999999,699.3999999999999
2019-02-07,1836.6000000000001,1154.0000000000002,3969.8999999999996,441.49999999999994
2019-02-08,1850.0,1183.9,4020.6000000000004,342.0
2019-02-09,1368.2,935.8000000000001,3034.3,443.29999999999995
2019-02-10,2074.1000000000004,1327.7000000000005,4508.1,296.90000000000003
2019-02-11,3441.7000000000003,1664.6,6941.500000000001,749.6999999999999
2019-02-12,4727.2,2087.3,9335.699999999997,850.7
2019-02-13,6844.099999999999,2598.0,13092.500000000002,1401.9
2019-02-14,5970.2,2677.3000000000006,11831.600000000004,1100.9999999999998
2019-02-15,10244.400000000001,3485.7,19193.300000000003,1836.1
2019-02-16,7328.6,3076.3999999999996,14313.4,1065.3
2019-02-17,3768.7,2536.5999999999995,8315.0,982.1000000000001
2019-02-18,6551.7,2723.2000000000003,12769.100000000002,620.9999999999998
2019-02-19,3672.490163934426,1513.0032786885245,7144.2795081967215,823.15
2019-02-20,3218.9704918032794,1454.4098360655737,6390.388524590164,858.1999999999999
2019-02-21,3805.3573770491803,1633.3475409836067,7468.027868852459,1016.4999999999999
2019-02-22,4391.744262295083,1812.2852459016394,8545.667213114755,1009.7
2019-02-23,4978.131147540983,1991.222950819672,9623.30655737705,1081.1000000000001
2019-02-24,5564.5180327868875,2170.160655737705,10700.945901639343,1057.6999999999998
2019-02-25,6150.904918032787,2349.098360655737,11778.585245901639,1330.6
2019-02-26,6737.29180327869,2528.0360655737704,12856.224590163933,1487.3
2019-02-27,7323.678688524592,2706.973770491803,13933.86393442623,2085.1
2019-02-28,7910.065573770493,2885.911475409836,15011.503278688524,997.55
2019-03-01,7345.44754098361,2864.1508196721306,14124.457377049179,1215.2
2019-03-02,2128.2000000000007,1325.8000000000004,4589.4,614.5000000000001
2019-03-03,960.2,864.8,2337.9000000000005,342.6999999999999
2019-03-04,2096.1,1251.9999999999998,4466.300000000001,397.1
2019-03-05,2873.7999999999997,1639.0,6044.699999999999,583.8
2019-03-06,2970.2000000000003,1481.0000000000005,6035.6,519.0
2019-03-07,1639.6,1048.3000000000002,3562.1000000000004,325.20000000000005
2019-03-08,3826.4999999999995,1867.1999999999998,7734.400000000001,595.3
2019-03-09,2155.8,1472.1999999999996,4777.700000000001,627.6999999999999
2019-03-10,1204.7000000000003,1063.3,2910.4,210.5
2019-03-11,2562.8,1511.3000000000002,5440.899999999999,666.0
2019-03-12,2092.8,1386.6,4595.299999999999,327.6
2019-03-13,1853.3500000000001,1194.7499999999998,4036.8,523.6
2019-03-14,1850.3000000000002,1322.0,4159.099999999999,427.9
2019-03-15,1490.0,1046.0,3330.3500000000004,256.49999999999994
2019-03-16,716.8,719.6,1818.7,263.4
2019-03-17,1880.4,1371.0999999999995,4254.599999999999,243.70000000000005
2019-03-18,4474.099999999999,2283.7,9143.9,741.0
2019-03-19,4412.2,2076.8999999999996,8844.699999999999,778.6999999999999
2019-03-20,3966.9000000000005,2059.1999999999994,8142.099999999999,634.5999999999999
2019-03-21,4701.2,1924.6000000000001,9133.1,755.6999999999998
2019-03-22,4380.599999999999,2124.75,8841.6,731.1500000000001
2019-03-23,757.9999999999999,1028.8,2191.3999999999996,516.5999999999999
2019-03-24,2109.2,1793.2,5027.500000000001,630.2
2019-03-25,1096.5,1230.2,2911.5,487.5
2019-03-26,4212.5,2298.4,8757.400000000001,956.8999999999999
2019-03-27,3493.7000000000003,2213.1000000000004,7570.0999999999985,756.3999999999999
2019-03-28,3054.1000000000004,2203.2,6886.399999999999,970.6
2019-03-29,4069.1,2525.5,8765.199999999999,1241.0
2019-03-30,3437.699999999999,2126.6000000000004,7398.2,1486.8999999999999
2019-03-31,64.9,351.7000000000001,450.9,646.9000000000001
2019-04-01,247.2,842.5999999999999,1221.6000000000001,547.8
2019-04-02,4460.0,2271.0,9109.499999999998,896.4
2019-04-03,4475.6,2376.9,9239.499999999998,1158.6999999999998
2019-04-04,2361.2000000000007,1767.0,5382.1,582.3
2019-04-05,1195.2,1241.6000000000004,3074.3999999999996,472.7999999999999
2019-04-06,85.69999999999999,511.2,642.6,403.8
2019-04-07,360.70000000000005,696.9000000000001,1249.8,942.1
2019-04-08,2586.8,1683.8,5650.5,1250.5000000000002
2019-04-09,316.7,954.9000000000001,1440.6,824.1999999999998
2019-04-10,168.29999999999998,499.79999999999995,758.0000000000001,420.50000000000017
2019-04-11,206.47477064220186,581.2275229357799,897.2486238532109,324.00645161290316
2019-04-12,255.78440366972472,464.47155963302754,855.5064220183486,288.90967741935486
2019-04-13,293.96422018348625,519.6935779816514,969.3853211009174,289.8387096774194
2019-04-14,332.14403669724766,574.9155963302751,1083.2642201834863,290.7677419354839
2019-04-15,370.32385321100895,630.137614678899,1197.143119266055,291.6967741935484
2019-04-16,408.5036697247708,685.3596330275229,1311.0220183486238,292.62580645161285
2019-04-17,446.6834862385321,740.5816513761469,1424.9009174311925,293.5548387096774
2019-04-18,484.86330275229346,795.8036697247705,1538.7798165137615,294.48387096774206
2019-04-19,523.043119266055,851.0256880733946,1652.6587155963302,295.4129032258064
2019-04-20,561.2229357798166,906.2477064220183,1766.537614678899,296.34193548387094
2019-04-21,599.4027522935778,961.4697247706421,1880.4165137614677,297.27096774193535
2019-04-22,637.5825688073394,1016.6917431192662,1994.2954128440365,298.20000000000005
2019-04-23,675.7623853211012,1071.9137614678898,2108.1743119266052,299.12903225806457
2019-04-24,713.9422018348623,1127.1357798165136,2222.0532110091744,300.0580645161289
2019-04-25,752.1220183486237,1182.3577981651374,2335.9321100917427,300.98709677419356
2019-04-26,790.3018348623852,1237.5798165137617,2449.811009174312,301.91612903225814
2019-04-27,828.4816513761469,1292.8018348623852,2563.6899082568802,302.84516129032255
2019-04-28,866.6614678899082,1348.023853211009,2677.56880733945,303.7741935483871
2019-04-29,693.5853211009174,1373.6614678899082,2437.711926605505,423.13064516129026
2019-04-30,2096.3,2045.8,5260.5,837.4
2019-05-01,3731.199999999999,2674.2999999999997,8395.2,908.1
2019-05-02,2531.4,1898.65,5779.900000000001,565.4000000000001
2019-05-03,1763.6000000000004,1513.5000000000002,4217.400000000001,499.99999999999994
2019-05-04,476.3,693.1,1423.6000000000001,390.29999999999995
2019-05-05,1588.6,1501.4,3937.0000000000005,555.0
2019-05-06,2342.1,1852.3000000000002,5443.799999999999,467.8999999999999
2019-05-07,3819.3,2414.7000000000003,8270.7,733.8999999999999
2019-05-08,2678.8999999999996,1897.8999999999999,6005.799999999998,541.8
2019-05-09,3681.9000000000005,2138.7,7784.8,712.5
2019-05-10,4381.199999999999,2502.9,9220.199999999999,781.9999999999999
2019-05-11,527.3,1115.8,1924.6000000000001,412.80000000000007
2019-05-12,1193.4,1176.8,3006.2000000000003,382.8
2019-05-13,377.14999999999986,976.5,1554.5,351.34999999999985
2019-05-14,152.1,635.4,868.6,407.50000000000006
2019-05-15,510.2000000000001,1069.8,1852.4,713.5999999999999
2019-05-16,131.4,628.1000000000001,830.0,625.8000000000001
2019-05-17,213.7,701.9000000000002,1030.1000000000001,460.49999999999994
2019-05-18,1459.1000000000004,1632.9,3869.7999999999993,648.6999999999998
2019-05-19,800.1999999999998,1258.2,2484.7000000000003,591.6000000000001
2019-05-20,1634.9,1679.3999999999999,4186.699999999999,1166.5
2019-05-21,1797.6000000000004,1740.7000000000005,4497.100000000001,531.9
2019-05-22,2211.1000000000004,2044.8000000000004,5434.9,625.5999999999999
2019-05-23,3462.8000000000006,2659.6,7969.299999999999,686.1999999999999
2019-05-24,2705.7000000000003,1879.2,6028.299999999998,617.5999999999999
2019-05-25,1988.6999999999998,1601.3999999999999,4650.1,491.6
2019-05-26,1528.8000000000002,1148.1,3492.4,421.40000000000003
2019-05-27,1851.6999999999998,1302.6999999999998,4141.799999999999,471.7
2019-05-28,1785.8,1333.9000000000003,4071.9,294.90000000000003
2019-05-29,3380.7000000000003,1723.0999999999995,6906.699999999999,541.5000000000001
2019-05-30,2168.1000000000004,1248.1,4572.2,498.2
2019-05-31,2811.2,1407.4,5717.499999999999,471.5
2019-06-01,3116.0499999999997,2058.4500000000003,6836.500000000001,564.25
2019-06-02,1192.8999999999999,1217.7,3046.7999999999997,446.5
2019-06-03,2422.6,1635.0000000000005,5349.3,582.4
2019-06-04,1541.9999999999995,1413.2000000000003,3777.5,587.4999999999999
2019-06-05,2973.9,1818.0000000000002,6377.499999999999,542.0
2019-06-06,3168.6,1922.9,6781.300000000001,516.5999999999999
2019-06-07,842.6999999999998,1073.6000000000001,2365.9,406.70000000000005
2019-06-08,1421.3999999999999,975.6999999999999,3155.0,344.6
2019-06-09,2212.5,1569.5000000000002,4961.799999999999,489.20000000000005
2019-06-10,601.6,846.1999999999999,1768.8999999999996,240.69999999999996
2019-06-11,1351.5,849.3000000000001,2921.7999999999997,285.79999999999995
2019-06-12,1333.0000000000002,1307.9,3352.1499999999996,282.25
2019-06-13,3290.2999999999997,1860.5,6905.999999999999,442.9500000000001
2019-06-14,3141.85,1818.0000000000005,6635.049999999998,511.5
2019-06-15,2704.7000000000003,1860.4999999999998,6007.2,479.1
2019-06-16,1671.1,1279.4,3841.9999999999995,358.49999999999994
2019-06-17,2588.5,1685.3000000000002,5654.1,494.0
2019-06-18,2300.9999999999995,1774.1999999999998,5302.200000000001,523.5
2019-06-19,2544.6000000000004,1742.9999999999998,5644.7,668.6
2019-06-20,2623.6,1554.2000000000003,5576.999999999998,553.1999999999999
2019-06-21,3134.100000000001,1929.0,6734.7,561.0
2019-06-22,1492.6999999999996,1205.3999999999999,3494.2000000000007,401.79999999999984
2019-06-23,57.29999999999999,491.0,578.9000000000001,566.6
2019-06-24,3057.5000000000005,2225.6,6913.599999999999,960.1999999999999
2019-06-25,671.1999999999999,989.1999999999999,2018.1000000000004,497.8000000000001
2019-06-26,157.20000000000007,414.6,656.6,294.3
2019-06-27,93.7,272.40000000000003,416.40000000000003,356.5
2019-06-28,103.4,357.6,516.0,517.2999999999998
2019-06-29,1599.8999999999999,2129.3,4582.400000000001,811.8000000000001
2019-06-30,1453.6000000000001,1078.1000000000001,3307.4,418.6
2019-07-01,1771.8999999999996,1139.6000000000001,3856.4000000000005,367.0
2019-07-02,1005.0000000000001,859.8,2400.6000000000004,354.29999999999995
2019-07-03,396.09999999999997,690.0000000000001,1297.3,385.4
2019-07-04,1980.3,1757.3000000000002,4793.8,493.5
2019-07-05,2240.2,1986.3000000000002,5421.0,602.2
2019-07-06,1427.7,1095.3999999999999,3284.0,386.29999999999984
2019-07-07,1030.1,803.5999999999999,2382.8999999999996,341.0
2019-07-08,2016.1000000000001,1437.3000000000004,4528.6,469.4
2019-07-09,3249.0999999999995,1933.7499999999998,6915.6500000000015,616.95
2019-07-10,3292.7000000000003,2072.8999999999996,7122.0,739.8
2019-07-11,3151.7999999999997,1927.6000000000008,6760.500000000001,614.8000000000001
2019-07-12,1730.1,1161.2000000000003,3813.6,398.9
2019-07-13,791.1,631.2,1844.0000000000002,315.70000000000005
2019-07-14,168.1,238.00000000000006,495.79999999999995,203.7
2019-07-15,573.0999999999999,536.9,1415.9999999999998,275.5
2019-07-16,3263.2,2140.6,7144.200000000001,659.1
2019-07-17,3589.600000000001,2286.7000000000003,7790.700000000001,2622.6
2019-07-18,3298.6,1620.5,6677.800000000001,873.1000000000003
2019-07-19,4413.7,1710.1,8477.999999999998,620.7000000000002
2019-07-20,2224.0999999999995,1109.0000000000002,4519.3,393.29999999999995
2019-07-21,1907.6000000000001,1072.8000000000002,3997.2999999999993,355.70000000000005
2019-07-22,2522.75,1195.95,5064.75,578.8999999999999
2019-07-23,1819.7999999999995,1444.5,4234.7,637.4999999999999
2019-07-24,2601.2000000000003,2042.5,6030.899999999999,758.5
2019-07-25,1833.3999999999999,2559.2999999999997,5370.8,899.8000000000002
2019-07-26,2987.1000000000004,1761.0000000000002,6341.199999999999,664.1999999999999
2019-07-27,2246.1,1233.6,4677.4,391.5
2019-07-28,1543.6,1034.1,3401.0999999999995,333.7
2019-07-29,3041.0000000000005,1715.3,6378.000000000001,484.40000000000003
2019-07-30,1775.7,1127.3000000000002,3849.7999999999993,431.90000000000003
2019-07-31,1944.1000000000001,1188.6,4168.9,435.45
2019-08-01,1906.3999999999999,1301.9,4225.000000000001,504.90000000000015
2019-08-02,400.40000000000003,786.6999999999999,1400.5000000000002,349.79999999999995
2019-08-03,1219.7999999999997,1365.3000000000002,3236.1,382.8
2019-08-04,1252.1,1417.5,3337.3999999999996,418.40000000000003
2019-08-05,2687.0,1579.2999999999997,5699.8,507.7571428571428
2019-08-06,2244.25,1412.4500000000003,4853.85,665.5928571428572
2019-08-07,2168.5999999999995,1348.2,4673.6,458.4
2019-08-08,3005.6,1701.7999999999993,6310.6,484.8999999999999
2019-08-09,1791.2000000000003,1168.1,3915.0,410.0000000000001
2019-08-10,605.4000000000001,596.0000000000001,1524.2,429.3
2019-08-11,1131.3,952.8000000000001,2687.1,369.4
2019-08-12,3245.4,1748.3000000000004,6724.599999999999,512.6
2019-08-13,2904.6,1673.1000000000001,6126.999999999999,494.9
2019-08-14,3896.0,1708.3999999999996,7682.099999999999,446.7
2019-08-15,2296.5,1194.1000000000001,4715.100000000001,446.8999999999999
2019-08-16,3019.1999999999994,1277.7000000000005,5907.299999999999,458.1999999999999
2019-08-17,1525.8000000000002,901.4999999999999,3240.7000000000003,408.00000000000006
2019-08-18,1480.9,904.6999999999997,3175.899999999999,349.6
2019-08-19,2233.2,1140.8000000000002,4565.1,439.30000000000007
2019-08-20,3199.2999999999993,1750.6000000000001,6656.199999999999,650.2999999999998
2019-08-21,3749.1,2028.8,7777.199999999999,630.5000000000001
2019-08-22,3076.2000000000003,1794.5,6511.400000000001,596.4000000000001
2019-08-23,3347.099999999999,1947.1999999999996,7079.300000000001,662.5
2019-08-24,1327.7999999999997,2029.1999999999998,4064.7000000000003,815.3
2019-08-25,1238.6,2241.3000000000006,4140.2,908.0000000000001
2019-08-26,2024.8999999999999,2751.6000000000004,5856.0999999999985,814.6999999999999
2019-08-27,3481.7000000000003,3079.9999999999995,8418.399999999998,1026.8
2019-08-28,2826.4,1651.7,5985.8,555.0
2019-08-29,2877.0000000000005,1528.3000000000002,5939.6,492.7000000000001
2019-08-30,3157.6,1767.6,6609.7,654.15
2019-08-31,2544.5999999999995,1641.5999999999997,5543.4,563.1999999999999
2019-09-01,2246.4,1306.0,4750.500000000001,369.2
2019-09-02,3129.8999999999996,1622.9999999999998,6421.999999999998,831.3000000000001
2019-09-03,2567.6999999999994,1415.6000000000001,5352.999999999999,784.9
2019-09-04,2017.3000000000002,996.1999999999999,4089.2999999999993,470.3
2019-09-05,2358.2999999999997,1367.2999999999997,4983.000000000001,457.60000000000014
2019-09-06,3235.2999999999997,1596.1000000000004,6556.400000000001,580.4
2019-09-07,1272.0,820.8,2771.4999999999995,452.19999999999993
2019-09-08,1353.4,1114.0,3189.5999999999995,372.4
2019-09-09,3569.5000000000005,2014.0,7487.5,522.4999999999999
2019-09-10,3663.1,1864.9,7481.5999999999985,740.2
2019-09-11,2265.5000000000005,1154.0,4624.400000000001,436.49999999999994
2019-09-12,2610.5000000000014,1251.9999999999998,5254.9000000000015,455.9
2019-09-13,695.5000000000002,740.4,1806.4999999999995,325.90000000000003
2019-09-14,2777.2,2044.0,6302.500000000001,580.5
2019-09-15,3018.8000000000006,1921.8999999999999,6550.699999999999,531.0
2019-09-16,2640.9000000000005,1219.3999999999999,5268.9,484.4000000000001
2019-09-17,1169.2499999999998,966.6999999999999,2759.4499999999994,365.1
2019-09-18,649.8,1038.1000000000001,2035.1,444.79999999999995
2019-09-19,2684.299999999999,1547.0999999999997,5663.0,594.3
2019-09-20,472.2,1128.1,1852.1999999999998,601.0
2019-09-21,244.80000000000004,1257.3,1632.6,651.8
2019-09-22,2140.7000000000003,1824.9,5106.9,465.79999999999995
2019-09-23,3097.1999999999994,1597.7999999999997,6346.7,454.5000000000001
2019-09-24,2950.4999999999995,1592.7,6116.799999999999,382.19999999999993
2019-09-25,2631.9999999999995,1364.1,5400.000000000001,372.4
2019-09-26,2369.8000000000006,1429.0,5062.7,401.50000000000006
2019-09-27,2264.7999999999997,1399.5000000000002,4871.900000000001,446.0000000000001
2019-09-28,1511.8999999999999,1158.5,3476.7999999999997,316.99999999999994
2019-09-29,1105.1000000000001,920.0000000000002,2614.1,159.30000000000004
2019-09-30,4150.900000000001,1853.8999999999999,8218.199999999999,478.79999999999995
2019-10-01,3076.2000000000007,1587.8000000000002,6304.499999999999,616.3399999999999
2019-10-02,2650.3,1461.4000000000003,5525.150000000001,649.26
2019-10-03,4041.9999999999995,1828.1999999999998,8025.900000000001,631.2999999999998
2019-10-04,3905.6,1866.5000000000005,7854.900000000001,835.5000000000001
2019-10-05,625.1,1131.3,2089.7,332.1
2019-10-06,1348.1999999999998,1142.5,3209.7999999999997,315.99999999999994
2019-10-07,3899.5,1844.2000000000003,7822.9,502.1000000000001
2019-10-08,2229.6000000000004,1376.5,4795.500000000001,579.0
2019-10-09,2389.6000000000004,1482.0,5145.600000000001,502.5999999999999
2019-10-10,2474.1,1300.9999999999998,5094.6,501.99999999999994
2019-10-11,1832.1999999999998,1355.6999999999998,4164.9,340.5000000000001
2019-10-12,2907.2999999999997,1970.8000000000002,6428.6,390.5999999999999
2019-10-13,1304.3999999999999,1303.4,3303.9999999999995,299.40000000000003
2019-10-14,715.6,1216.6,2313.8,316.20000000000005
2019-10-15,4155.25,1851.9,8223.050000000001,548.8000000000002
2019-10-16,3593.5,1867.3000000000002,7377.200000000001,529.9
2019-10-17,3608.3,1998.3000000000002,7531.2,481.0000000000001
2019-10-18,2365.7999999999997,1585.7000000000003,5213.2,420.7000000000001
2019-10-19,3531.7,2032.45,7447.649999999999,533.4
2019-10-20,1994.1999999999998,1104.2000000000005,4162.1,391.29999999999995
2019-10-21,853.8999999999999,926.9000000000002,2236.4,303.8
2019-10-22,5187.199999999999,2165.4,10118.7,784.7999999999998
2019-10-23,2315.3,1562.3000000000002,5112.400000000001,748.1
2019-10-24,4171.8,1896.5000000000002,8293.499999999998,757.9999999999999
2019-10-25,3708.6,1615.8999999999999,7302.5,530.0
2019-10-26,1453.8999999999999,1231.5,3460.4,327.9
2019-10-27,3762.8,2033.6999999999998,7803.5,1507.6999999999998
2019-10-28,2376.7999999999997,1303.2,4947.799999999998,1138.2999999999997
2019-10-29,237.3,838.3000000000001,1202.3999999999996,292.40000000000003
2019-10-30,450.69999999999993,958.3999999999999,1649.8,509.00000000000006
2019-10-31,951.3,1156.2000000000003,2614.2,760.9
2019-11-01,3409.1000000000004,1774.5999999999997,7001.4,482.1999999999999
2019-11-02,1201.0,1005.5,2847.2000000000003,379.6
2019-11-03,3204.7999999999997,1832.1999999999996,6746.099999999999,564.0999999999998
2019-11-04,3419.1,1749.2,6991.799999999999,529.0
2019-11-05,1038.0,930.1000000000001,2521.7,317.6
2019-11-06,3736.1000000000004,1800.1,7528.7,798.5000000000001
2019-11-07,3377.3999999999996,1711.9999999999998,6890.9,477.05
2019-11-08,5632.3,2075.7999999999993,10711.699999999999,754.8999999999999
2019-11-09,1995.6,1321.0999999999997,4380.3,342.40000000000003
2019-11-10,1544.6999999999998,1098.3000000000002,3466.7000000000003,424.59999999999997
2019-11-11,2859.5000000000005,1765.7500000000002,6150.150000000001,455.8
2019-11-12,2762.4000000000005,1670.1000000000001,5905.5,408.5
2019-11-13,3974.7,1868.0,7962.700000000001,596.0999999999999
2019-11-14,2589.4999999999995,1825.1,5795.0999999999985,293.6
2019-11-15,563.6999999999999,931.5,1795.7,325.05000000000007
2019-11-16,2645.9,1600.1,5656.999999999999,576.8833333333333
2019-11-17,4605.299999999999,1950.1,9011.1,828.1666666666665
2019-11-18,3496.3,1775.3,7136.5,565.25
2019-11-19,5002.999999999999,2107.5,9778.6,859.1
2019-11-20,1034.5,1477.3999999999999,3063.7,411.19999999999993
2019-11-21,683.6,1128.2,2176.3,528.4
2019-11-22,972.1,1444.5999999999997,2935.1000000000004,251.20000000000002
2019-11-23,525.2,1177.5,1983.1000000000001,319.19999999999993
2019-11-24,3080.0999999999995,1501.1000000000001,6224.2,541.7
2019-11-25,2573.6,1548.0,5494.900000000001,288.0
2019-11-26,4045.1000000000004,2112.4999999999995,8315.3,390.7
2019-11-27,3329.0,1893.8999999999999,6999.0,339.8
2019-11-28,3269.2999999999997,1513.7,6526.7,468.60000000000014
2019-11-29,2894.2999999999997,1657.0000000000002,6095.000000000001,596.1999999999999
2019-11-30,1420.8000000000002,1513.6,3692.6000000000004,398.2
2019-12-01,404.0,1075.4,1694.8000000000002,155.20000000000002
2019-12-02,6267.599999999999,2384.2,11994.4,847.1999999999999
2019-12-03,6552.999999999999,2495.3999999999996,12543.1,927.2
2019-12-04,8322.6,2808.9,15569.999999999998,1050.0
2019-12-05,5450.1,1854.6999999999998,10211.5,621.6999999999999
2019-12-06,1870.0000000000002,1399.1999999999998,4266.5,228.1
2019-12-07,2250.8999999999996,1515.8999999999999,4967.1,479.40000000000003
2019-12-08,517.1999999999999,845.2999999999998,1638.3,420.2
2019-12-09,2682.8,1564.8999999999999,5678.500000000001,564.1
2019-12-10,2521.6000000000004,1523.7000000000003,5389.800000000002,422.3
2019-12-11,3835.9,2051.6,7933.499999999999,474.8
2019-12-12,3985.2000000000003,2073.7999999999997,8184.5,414.2
2019-12-13,2040.3,1406.6999999999998,4535.299999999999,455.8
2019-12-14,1740.6999999999998,1416.4,4085.4000000000005,506.90000000000003
2019-12-15,1204.6,1069.5,2916.6,317.30000000000007
2019-12-16,5660.4,2392.0999999999995,11072.350000000002,456.69999999999993
2019-12-17,4926.276923076923,2358.2769230769236,9913.453846153847,457.70000000000005
2019-12-18,2533.9230769230767,1799.8230769230772,5686.046153846154,481.0
2019-12-19,3408.8000000000006,1754.4999999999998,6981.299999999999,630.7
2019-12-20,2645.8000000000006,1808.75,5865.85,307.5
2019-12-21,2766.7,1891.2,6133.9000000000015,405.50000000000006
2019-12-22,2076.8,1590.1,4774.2,329.3999999999999
2019-12-23,2860.0000000000005,1733.6000000000001,6118.9,615.2
2019-12-24,1657.5000000000002,1394.1000000000001,3935.6,438.00000000000006
2019-12-25,2421.5,1629.6999999999998,5342.6,543.5
2019-12-26,1286.6999999999998,1293.0,3266.4000000000005,334.1
2019-12-27,2645.1,1469.7,5526.200000000001,516.8000000000001
2019-12-28,3430.499999999999,1901.3,7161.599999999999,674.0000000000001
2019-12-29,2960.0999999999995,1616.6999999999998,6155.4,628.3
2019-12-30,3426.8999999999996,1570.2999999999997,6825.100000000001,729.1
2019-12-31,563.1000000000001,1099.4,1962.8999999999999,553.5
2020-01-01,2181.3999999999996,1595.1999999999998,4940.1,931.6999999999997
2020-01-02,2561.9999999999995,1547.8,5476.399999999999,428.70000000000005
2020-01-03,2520.2,1683.9999999999998,5547.6,460.0
2020-01-04,2837.2000000000003,1913.5999999999997,6264.100000000001,506.79999999999995
2020-01-05,1554.5,1464.5000000000002,3847.9,246.29999999999998
2020-01-06,2787.7999999999997,1755.25,6030.3,528.25
2020-01-07,2586.2,1549.1000000000001,5514.0,561.9999999999999
2020-01-08,2852.2,1568.3,5942.0,935.1
2020-01-09,2057.8999999999996,1309.4,4464.9,426.6
2020-01-10,3364.3000000000006,1851.5,7009.599999999999,601.6
2020-01-11,1330.9999999999998,1067.9999999999998,3109.000000000001,504.49999999999994
2020-01-12,1365.3999999999999,1059.4999999999998,3153.0999999999995,260.3
2020-01-13,2639.7000000000003,1503.8,5551.3,455.8999999999999
2020-01-14,2105.3,1182.0000000000002,4409.200000000001,315.70000000000005
2020-01-15,2810.3,1654.7,5963.600000000002,414.40000000000003
2020-01-16,2551.2999999999997,1577.1999999999998,5488.7,603.4
2020-01-17,2720.7000000000003,1620.5,5792.5,472.69999999999993
2020-01-18,4126.9,2015.2999999999995,8343.100000000002,681.2
2020-01-19,4431.499999999999,2047.4,8842.399999999998,719.8000000000001
2020-01-20,7803.299999999998,2342.9,14307.7,1336.3999999999999
2020-01-21,9084.4,2374.6,16304.099999999999,1260.6
2020-01-22,3368.7999999999993,1576.3999999999999,6741.4,727.5
2020-01-23,1035.6000000000001,1291.9,2879.5,444.50000000000006
2020-01-24,4522.6,1690.5999999999997,8625.1,645.5999999999999
2020-01-25,3257.2999999999997,1644.5,6638.9000000000015,814.5999999999999
2020-01-26,2007.1999999999998,1336.4999999999998,4414.099999999999,612.0000000000001
2020-01-27,3409.2999999999997,1923.0,7150.499999999999,407.1
2020-01-28,2110.8999999999996,1348.6,4584.950000000001,341.59999999999997
2020-01-29,2324.8,1482.4,5047.0,619.0
2020-01-30,2971.9000000000005,1492.3000000000002,6049.2,294.8
2020-01-31,1566.9000000000003,1086.6,3488.9999999999995,185.40000000000003
2020-02-01,1080.5,987.0,2643.7,494.5000000000001
2020-02-02,953.3999999999999,1011.7,2473.3999999999996,472.2
2020-02-03,1795.05,1228.5000000000002,3981.4000000000005,931.8499999999999
2020-02-04,2037.6999999999998,1374.1,4498.200000000001,945.9000000000001
2020-02-05,4948.700000000001,2284.5,9872.2,1287.3
2020-02-06,4940.900000000001,2210.1,9786.399999999998,1152.8
2020-02-07,2859.350000000001,1728.8500000000001,6113.650000000001,1222.7
2020-02-08,1790.5999999999997,1339.9000000000003,4085.8999999999996,729.0
2020-02-09,315.4,412.1,895.8,324.4
2020-02-10,1063.0,845.8,2475.7000000000007,365.3
2020-02-11,1259.3,933.1999999999999,2864.4,616.4999999999999
2020-02-12,2464.2000000000003,1518.3000000000002,5296.8,660.3
2020-02-13,2508.6,1605.0999999999992,5451.700000000001,370.3
2020-02-14,3200.0999999999995,1752.8999999999999,6659.700000000001,807.2000000000002
2020-02-15,908.4000000000002,774.6000000000001,2167.2000000000003,201.39999999999998
2020-02-16,507.20000000000005,629.0,1406.4,115.1
2020-02-17,1210.1999999999998,884.8000000000003,2740.5999999999995,611.9000000000001
2020-02-18,1511.8000000000002,1091.9,3409.8,407.7999999999999
2020-02-19,2844.3000000000006,1552.8000000000002,5913.499999999999,476.79999999999984
2020-02-20,1805.1999999999996,1249.0,4017.0000000000005,260.8
2020-02-21,1100.4,914.9999999999998,2602.1000000000004,575.2
2020-02-22,766.2,678.5000000000001,1852.8999999999999,454.2000000000001
2020-02-23,1711.1000000000001,1114.3999999999999,3737.9999999999995,282.0
2020-02-24,1296.1,1046.1,3033.6000000000004,210.7
2020-02-25,1723.0000000000002,1221.3999999999999,3862.6999999999994,409.99999999999994
