MeasurementDateGMT,Ealing - Western Avenue: Nitric Oxide (ug/m3),Ealing - Western Avenue: Nitrogen Dioxide (ug/m3),Ealing - Western Avenue: Oxides of Nitrogen (ug/m3),Ealing - Western Avenue: PM10 Particulate (ug/m3)
2019-01-19,760.5,1171.8999999999999,2337.7999999999997,811.9000000000002
2019-01-20,933.6999999999999,1174.8,2606.4999999999995,914.4999999999999
2019-01-21,3534.0,1543.6,6962.7,1472.6
2019-01-22,1859.3999999999996,1410.7,4262.299999999999,589.8999999999999
2019-01-23,1457.3,1270.4,3505.1,522.6000000000001
2019-01-24,4122.0,1764.4,8084.599999999999,1098.0
2019-01-25,1889.6000000000004,1308.8999999999996,4206.9,620.9
2019-01-26,375.70000000000005,613.6,1189.5000000000002,365.9000000000001
2019-01-27,321.6,500.9,994.7,396.3
2019-01-28,1446.9,1147.2,3365.7,797.8
2019-01-29,2417.8999999999996,1585.7999999999997,5293.2,1071.8
2019-01-30,2537.2000000000003,1464.5,5354.9,731.7
2019-01-31,3122.0,1324.6999999999998,6111.700000000001,1036.8000000000002
2019-02-01,525.4000000000001,738.5999999999999,1544.1,405.09999999999997
2019-02-02,389.1000000000001,615.6,1211.7999999999997,521.9
2019-02-03,957.1,1020.3999999999999,2487.8999999999996,740.9
2019-02-04,1922.0,1205.4999999999998,4152.1,475.0
2019-02-05,1837.6000000000001,1409.0000000000002,4226.6,495.90000000000003
2019-02-06,2038.4,1575.8000000000002,4701.700000000001,688.3000000000001
2019-02-07,503.90000000000003,790.6,1563.1000000000001,474.9
2019-02-08,511.4999999999999,691.6999999999999,1476.3999999999999,390.59999999999997
2019-02-09,395.50000000000006,617.6,1224.4,489.1000000000001
2019-02-10,497.00000000000006,1092.1,1854.1,291.3
2019-02-11,1864.1,1709.7000000000003,4567.900000000001,781.5999999999999
2019-02-12,1964.7,1673.4000000000003,4686.0,887.5
2019-02-13,1700.4,1556.5000000000002,4163.500000000001,1057.0
2019-02-14,4434.900000000001,2261.2999999999997,9061.199999999999,1545.7999999999997
2019-02-15,4073.2999999999997,2322.7,8568.3,1641.6
2019-02-16,1426.5000000000002,1613.2000000000003,3800.5000000000005,956.8000000000002
2019-02-17,796.6999999999999,1309.7999999999997,2531.7000000000007,1018.8000000000002
2019-02-18,1445.9,1546.3999999999999,3763.6,616.0
2019-02-19,1445.6,1416.45,3632.5499999999997,699.4000000000002
2019-02-20,989.4,1158.9,2675.7000000000003,761.5
2019-02-21,1237.2000000000003,1513.8999999999999,3411.0,905.6999999999999
2019-02-22,1709.7,1590.5000000000002,4211.7,1197.4999999999998
2019-02-23,1589.9,1582.8,4020.7000000000003,1280.4999999999998
2019-02-24,1691.9,1640.1999999999998,4233.8,1308.8999999999999
2019-02-25,2345.1999999999994,2110.2000000000003,5706.000000000001,1597.4
2019-02-26,3307.5999999999995,2376.3,7447.800000000001,1722.6000000000001
2019-02-27,4020.6,2448.6999999999994,8613.300000000001,1991.4999999999995
2019-02-28,1123.55,1473.1000000000001,3196.0499999999997,906.4
2019-03-01,1476.7,1547.4,3811.7999999999997,1051.4
2019-03-02,416.40000000000003,730.9,1369.5,547.6
2019-03-03,189.79999999999998,390.9000000000001,682.4999999999999,350.09999999999997
2019-03-04,686.5,837.5999999999999,1890.2999999999997,359.1000000000001
2019-03-05,857.1,1015.3999999999999,2329.7999999999997,539.4999999999999
2019-03-06,806.2000000000002,849.7999999999998,2085.9,459.29999999999995
2019-03-07,394.5,624.1,1229.0000000000002,273.6
2019-03-08,1115.3999999999999,1184.3,2894.3,467.3
2019-03-09,364.09999999999997,846.8,1405.1,543.4999999999999
2019-03-10,300.99999999999994,760.1999999999998,1222.0,229.8
2019-03-11,717.1999999999999,1061.6999999999998,2161.0,601.5
2019-03-12,559.3,834.3000000000001,1692.1999999999998,291.9000000000001
2019-03-13,464.50000000000006,779.2,1491.4000000000003,477.99999999999994
2019-03-14,541.1,985.7999999999998,1815.0000000000002,438.9999999999999
2019-03-15,350.1000000000001,663.9000000000001,1201.0,265.59999999999997
2019-03-16,143.4,349.5,569.7,280.90000000000003
2019-03-17,270.5,726.8000000000001,1141.1999999999998,204.7
2019-03-18,1486.8999999999999,1645.8,3925.8,659.4
2019-03-19,1461.4,1501.8999999999996,3742.8000000000006,776.7
2019-03-20,1057.4,1336.2,2957.3,722.4999999999999
2019-03-21,1386.3999999999999,1307.0,3432.5999999999995,854.3000000000001
2019-03-22,1119.7000000000003,1272.1000000000001,2989.2499999999995,784.75
2019-03-23,278.09999999999997,1089.9,1515.7000000000003,620.85
2019-03-24,429.4999999999999,1306.3000000000004,1965.1999999999996,670.1999999999999
2019-03-25,294.79999999999995,1107.1000000000001,1559.4,588.8000000000001
2019-03-26,1932.6000000000001,1889.6999999999998,4853.200000000001,974.9000000000001
2019-03-27,1451.6000000000001,1829.8,4055.3999999999996,798.7000000000002
2019-03-28,1290.0000000000002,1977.4,3954.999999999999,1047.5
2019-03-29,1947.8000000000002,1974.8000000000004,4961.8,1279.5
2019-03-30,1979.4999999999998,1703.6000000000004,4738.5,1433.0
2019-03-31,54.69999999999999,375.40000000000003,459.2,795.9999999999998
2019-04-01,330.7,1106.3000000000004,1613.2000000000005,719.1000000000001
2019-04-02,1578.1999999999998,1736.6000000000001,4156.600000000001,802.3000000000001
2019-04-03,1244.4,1623.3,3531.1000000000004,727.3000000000001
2019-04-04,965.3999999999997,1455.8,2935.8,598.2
2019-04-05,500.99999999999983,1190.5999999999997,1958.3999999999996,634.2
2019-04-06,121.3,716.1999999999998,901.9999999999999,580.0000000000001
2019-04-07,114.0,556.5,731.4000000000001,1065.4999999999998
2019-04-08,936.4999999999998,1355.6999999999998,2791.9,1264.8
2019-04-09,322.39999999999986,1037.4,1531.9,1019.0000000000001
2019-04-10,146.20000000000002,567.0000000000001,790.9000000000002,556.3
2019-04-11,221.50000000000003,867.0,1206.3999999999999,491.54999999999995
2019-04-12,262.0,931.8,1333.8000000000002,597.1
2019-04-13,263.5,869.9000000000001,1274.1999999999998,517.9
2019-04-14,137.79999999999998,743.8000000000001,955.3000000000002,574.6999999999999
2019-04-15,348.70000000000005,1226.0999999999997,1761.0000000000002,1077.4
2019-04-16,982.0000000000001,1737.4000000000003,3243.0999999999995,1471.3999999999999
2019-04-17,649.5,1501.2,2496.7000000000003,1475.0000000000005
2019-04-18,379.09999999999997,1180.3000000000002,1762.3999999999994,1422.8
2019-04-19,137.5,1058.2,1269.8,985.7999999999998
2019-04-20,97.99999999999999,1006.1999999999999,1156.3000000000002,898.9999999999999
2019-04-21,70.0,1109.0,1216.4,957.4000000000001
2019-04-22,105.59999999999998,1384.3,1545.6999999999998,1280.0000000000002
2019-04-23,250.7,1391.4999999999998,1775.8999999999994,1144.0
2019-04-24,851.2,1456.3,2761.6,995.9
2019-04-25,783.7999999999998,1039.6000000000001,2241.6,515.0
2019-04-26,907.3500000000001,1145.0500000000002,2535.95,552.5
2019-04-27,167.39999999999998,450.4,707.3,434.99999999999994
2019-04-28,91.6,465.4,605.3999999999999,354.5
2019-04-29,282.0999999999999,1156.9,1589.2,563.6999999999998
2019-04-30,707.9,1643.4,2728.7,889.6
2019-05-01,954.2,1615.7999999999997,3078.699999999999,847.0999999999999
2019-05-02,647.4,1181.2,2174.1000000000004,484.3
2019-05-03,719.0999999999999,1106.1,2208.7999999999997,488.70000000000005
2019-05-04,97.7,398.8,548.5999999999999,365.1
2019-05-05,219.20000000000002,791.4000000000002,1127.8,546.1999999999999
2019-05-06,340.6,1017.6,1540.0999999999997,396.2
2019-05-07,1017.4,1429.1,2989.2999999999993,642.5999999999999
2019-05-08,821.7,1201.4,2461.3999999999996,487.09999999999997
2019-05-09,1270.1,1463.0000000000002,3410.3000000000006,577.5000000000001
2019-05-10,971.1999999999998,1424.3999999999999,2913.2,618.4
2019-05-11,125.9,752.0,944.7999999999998,407.50000000000006
2019-05-12,208.6,864.8999999999999,1184.6999999999998,355.3
2019-05-13,332.2999999999999,988.65,1497.7499999999998,497.6
2019-05-14,310.40000000000003,842.3,1318.6999999999996,597.1000000000001
2019-05-15,395.90000000000003,1175.4,1782.0,849.7
2019-05-16,297.2,798.7999999999998,1254.8,770.3999999999999
2019-05-17,200.70000000000002,707.4,1015.3000000000002,596.6
2019-05-18,484.3000000000001,1125.4999999999998,1868.3,667.9000000000001
2019-05-19,328.2,938.7,1442.0000000000002,623.6
2019-05-20,405.50000000000006,1056.3999999999999,1678.3,613.0999999999999
2019-05-21,422.79999999999995,996.1000000000001,1644.4,487.49999999999994
2019-05-22,676.7,1283.4999999999998,2321.0,557.1
2019-05-23,828.6,1423.7,2694.2,599.2
2019-05-24,674.7999999999998,1203.4,2238.1999999999994,618.5999999999999
2019-05-25,301.8,755.5999999999998,1218.0999999999997,376.4
2019-05-26,266.2,490.1,897.7,326.2
2019-05-27,271.5,528.2,944.5999999999999,356.40000000000003
2019-05-28,692.1500000000002,906.85,1967.95,326.0
2019-05-29,876.8,1002.5999999999999,2347.3999999999996,454.90000000000003
2019-05-30,459.59999999999997,540.4000000000001,1244.8999999999999,384.40000000000003
2019-05-31,789.6,761.6999999999999,1972.1000000000004,371.6000000000001
2019-06-01,518.7,945.5999999999999,1740.3999999999999,475.69999999999993
2019-06-02,221.49999999999997,588.5999999999997,928.3,416.0000000000001
2019-06-03,505.09999999999997,728.1999999999999,1502.5,454.20000000000005
2019-06-04,743.5000000000001,1249.7,2389.7,644.2
2019-06-05,706.9000000000001,962.4,2046.4999999999998,437.99999999999994
2019-06-06,990.4,1191.6,2710.1,612.6999999999999
2019-06-07,662.1,1219.9999999999998,2234.9999999999995,515.0
2019-06-08,241.79999999999998,437.7,808.6,303.0
2019-06-09,406.20000000000005,896.5999999999999,1519.1000000000004,427.8999999999999
2019-06-10,341.3000000000001,912.0000000000001,1435.5,312.2
2019-06-11,694.5000000000002,736.0,1800.9999999999995,360.5999999999999
2019-06-12,430.4,994.5000000000001,1654.5999999999997,335.79999999999995
2019-06-13,849.0,1021.0999999999999,2322.1,365.6
2019-06-14,832.4999999999999,957.7999999999998,2233.9,441.70000000000005
2019-06-15,455.8999999999999,858.4,1557.4999999999998,413.9000000000001
2019-06-16,304.6,573.5,1041.0,344.1000000000001
2019-06-17,626.3999999999999,837.3000000000001,1797.4999999999998,465.20000000000005
2019-06-18,856.9,1459.1000000000001,2772.7000000000003,614.4000000000001
2019-06-19,808.4999999999998,1277.2,2516.5,632.6
2019-06-20,717.4999999999999,940.7000000000002,2040.7,363.0
2019-06-21,694.8,1052.6000000000001,2117.6,416.50000000000006
2019-06-22,579.3999999999999,1103.1999999999996,1991.8999999999999,998.3999999999997
2019-06-23,147.5,789.4,1015.7000000000002,685.0
2019-06-24,868.4000000000001,1483.1999999999998,2814.8999999999996,942.4000000000001
2019-06-25,341.9999999999999,983.15,1507.5,603.9999999999999
2019-06-26,191.6,488.8999999999999,782.4000000000001,372.59999999999997
2019-06-27,229.10000000000002,457.0,808.1000000000001,431.0
2019-06-28,368.69999999999993,679.4,1244.9,634.3
2019-06-29,432.2,1310.1,1973.1,779.0000000000001
2019-06-30,209.6,480.0999999999999,801.1,284.6
2019-07-01,599.7,750.8000000000001,1670.1000000000001,338.90000000000003
2019-07-02,346.19999999999993,660.2,1190.8000000000002,361.20000000000005
2019-07-03,291.0,790.0999999999998,1236.3000000000002,403.70000000000005
2019-07-04,638.3999999999997,1182.8,2161.6999999999994,469.59999999999997
2019-07-05,500.59999999999997,1175.8,1943.3,528.9000000000001
2019-07-06,323.29999999999995,698.7999999999998,1193.8000000000002,335.59999999999997
2019-07-07,377.90000000000003,731.3999999999999,1311.2,328.79999999999995
2019-07-08,680.2000000000002,1074.1999999999998,2117.0,405.0
2019-07-09,905.3000000000002,1284.9,2672.8500000000004,521.65
2019-07-10,928.9,1222.6000000000001,2647.0999999999995,601.9
2019-07-11,835.6999999999999,1176.0,2457.1,530.9999999999999
2019-07-12,473.99999999999994,752.2000000000002,1478.3000000000002,398.5999999999999
2019-07-13,221.30000000000004,531.1000000000001,869.9999999999999,325.1
2019-07-14,119.50000000000001,434.70000000000005,618.0,259.20000000000005
2019-07-15,281.4000000000001,615.8,1047.6999999999998,319.19999999999993
2019-07-16,750.1999999999999,1250.3999999999999,2400.4000000000005,569.0000000000001
2019-07-17,745.8,1254.7,2398.0,621.4000000000001
2019-07-18,812.3000000000001,990.8,2235.6,457.0
2019-07-19,1061.9999999999998,1063.6000000000001,2692.2999999999997,468.90000000000003
2019-07-20,573.7,707.0999999999999,1586.8,268.9
2019-07-21,389.40000000000003,622.0999999999999,1219.1,309.2
2019-07-22,615.5999999999998,744.75,1688.3000000000002,450.90000000000003
2019-07-23,792.2,1528.8,2744.0,660.9000000000001
2019-07-24,663.1000000000001,1496.4999999999995,2513.6000000000004,625.4999999999999
2019-07-25,958.1,2071.2000000000007,3540.3,926.0
2019-07-26,649.0,1066.9,2062.1,625.4
2019-07-27,513.6000000000001,848.6000000000001,1636.2999999999997,356.3
2019-07-28,194.70000000000002,581.8000000000001,880.3000000000001,303.2
2019-07-29,700.7,991.6,2065.9,423.5
2019-07-30,583.6999999999999,887.5000000000001,1782.2,475.20000000000005
2019-07-31,330.40000000000003,623.8,1130.2,323.4
2019-08-01,463.10000000000014,822.8000000000001,1532.6000000000001,413.7999999999999
2019-08-02,164.99999999999994,694.1000000000001,947.2,468.7
2019-08-03,311.8999999999999,970.8999999999997,1449.6,427.1
2019-08-04,227.30000000000004,773.8,1122.3,444.7
2019-08-05,398.19999999999993,710.0,1320.3000000000002,408.99999999999994
2019-08-06,379.29999999999995,560.0,1141.4999999999998,421.2
2019-08-07,432.9000000000001,698.8000000000001,1362.9000000000003,318.2
2019-08-08,640.9000000000001,888.6999999999999,1871.6000000000004,384.8999999999999
2019-08-09,524.0,661.8,1465.2000000000003,446.9
2019-08-10,97.4,219.20000000000005,368.6,384.6
2019-08-11,141.89999999999998,418.6,636.0999999999999,317.59999999999997
2019-08-12,725.8,1349.7000000000003,2462.6,423.74999999999994
2019-08-13,600.2000000000002,1144.1000000000001,2064.3999999999996,350.49999999999994
2019-08-14,889.8000000000001,1281.6000000000001,2645.9,365.90000000000003
2019-08-15,580.3000000000001,930.3000000000001,1820.1000000000001,313.70000000000005
2019-08-16,838.9,977.1000000000004,2263.4999999999995,418.2
2019-08-17,321.09999999999997,545.6999999999999,1037.8,320.70000000000005
2019-08-18,329.5,640.5999999999999,1146.2,304.20000000000005
2019-08-19,513.7999999999998,803.6,1591.3000000000002,376.50000000000006
2019-08-20,789.1999999999999,1259.05,2469.5499999999997,517.0842105263158
2019-08-21,999.8999999999997,1306.9999999999998,2840.0000000000005,650.0157894736842
2019-08-22,573.1,1020.2000000000003,1899.2000000000003,470.6
2019-08-23,1356.6000000000001,1595.3,3675.2999999999997,521.6
2019-08-24,523.4999999999999,1837.2,2640.2999999999997,854.4
2019-08-25,294.29999999999995,1707.4,2158.2999999999997,940.8
2019-08-26,505.3999999999999,1966.5,2741.4,704.9
2019-08-27,1110.2999999999997,2254.7000000000003,3956.7000000000007,873.6999999999998
2019-08-28,702.4,1014.8,2091.9,399.7999999999999
2019-08-29,560.4,897.5999999999999,1757.3,336.1
2019-08-30,683.9000000000001,999.6,2048.2999999999997,471.29999999999995
2019-08-31,574.6,1039.9,1920.6,424.8999999999999
2019-09-01,464.0,941.6,1652.5999999999997,297.3999999999999
2019-09-02,795.7000000000003,1112.3000000000002,2332.3000000000006,464.7999999999999
2019-09-03,532.9000000000001,847.8000000000001,1664.6000000000001,401.3
2019-09-04,513.6000000000001,740.0,1527.6999999999998,315.19999999999993
2019-09-05,765.0000000000001,1090.1000000000001,2262.8999999999996,427.59999999999997
2019-09-06,939.8999999999999,1165.5000000000002,2607.1999999999994,478.09999999999997
2019-09-07,312.90000000000003,733.1000000000001,1212.5,329.8
2019-09-08,423.5,989.4999999999999,1639.2,533.1
2019-09-09,998.1999999999996,1549.8000000000002,3080.7000000000003,517.4000000000001
2019-09-10,1100.9,1375.7000000000003,3063.3,540.9
2019-09-11,575.5999999999999,768.0999999999999,1650.7999999999997,330.4000000000001
2019-09-12,778.9999999999999,811.9,2006.3999999999996,389.9
2019-09-13,290.40000000000003,802.9000000000001,1248.1999999999998,388.79999999999995
2019-09-14,1006.1,1654.1999999999998,3196.9,640.1
2019-09-15,703.4,1275.6,2354.4,512.3
2019-09-16,867.9,928.1999999999999,2259.4999999999995,448.99999999999994
2019-09-17,354.6000000000001,833.45,1376.7500000000002,401.20000000000005
2019-09-18,428.8,1091.0,1748.1999999999998,545.6999999999999
2019-09-19,1029.3999999999999,1386.1000000000001,2964.7999999999997,640.9
2019-09-20,612.3000000000001,1383.6000000000001,2322.8,743.9
2019-09-21,574.4,1702.3,2583.0999999999995,702.1999999999998
2019-09-22,630.0999999999999,1412.0000000000002,2377.6000000000004,508.59999999999985
2019-09-23,800.7,958.9,2186.5999999999995,334.8
2019-09-24,1035.6,1060.5000000000002,2648.8,329.5
2019-09-25,715.3000000000001,884.6999999999999,1981.7,270.6
2019-09-26,668.6,892.1999999999999,1916.8999999999996,325.20000000000005
2019-09-27,661.6,876.9000000000001,1891.5,407.09999999999997
2019-09-28,431.8,732.4000000000001,1394.8,308.30000000000007
2019-09-29,275.40000000000003,593.5999999999998,1016.0999999999999,167.10000000000005
2019-09-30,1393.6000000000001,1241.3,3377.6000000000004,439.0999999999999
2019-10-01,964.9999999999999,1118.3,2598.2999999999993,363.0499999999999
2019-10-02,953.35,1191.4,2653.2,473.9000000000001
2019-10-03,2314.9999999999995,1677.1,5226.900000000001,712.3
2019-10-04,1269.5999999999997,1316.3000000000002,3263.1,671.0
2019-10-05,724.8,1391.6999999999998,2502.9999999999995,471.4
2019-10-06,416.6,981.0000000000001,1619.9000000000003,321.1
2019-10-07,1409.8,1284.1999999999998,3444.8999999999996,502.4999999999999
2019-10-08,877.4999999999999,945.7999999999997,2291.5000000000005,553.5
2019-10-09,824.2,1004.7000000000002,2268.2999999999997,407.7
2019-10-10,758.3,850.5,2013.6999999999998,478.00000000000006
2019-10-11,710.5000000000001,893.1999999999999,1982.9,359.90000000000003
2019-10-12,1444.5000000000002,1690.4000000000003,3905.7999999999997,375.6846153846154
2019-10-13,521.7,1081.5,1881.6000000000001,313.31538461538463
2019-10-14,932.8000000000001,1340.2,2770.5,469.70000000000005
2019-10-15,1359.7,1264.85,3350.0000000000005,466.79999999999995
2019-10-16,1851.8,1529.9,4369.5,583.0
2019-10-17,1837.1,1674.3999999999996,4490.7,623.6
2019-10-18,778.8000000000001,1025.0,2218.9999999999995,465.2
2019-10-19,1081.8999999999999,1281.9999999999998,2940.8999999999996,468.2
2019-10-20,941.7999999999997,927.1000000000001,2371.2999999999997,414.0
2019-10-21,302.1000000000001,874.9000000000003,1338.5,346.3
2019-10-22,2791.2000000000003,1741.6000000000001,6021.499999999999,901.0000000000001
2019-10-23,2278.5,1622.1000000000001,5115.099999999999,902.4999999999999
2019-10-24,1905.7999999999997,1542.6,4464.299999999999,818.8999999999999
2019-10-25,1299.7000000000003,1138.8,3131.5,526.1
2019-10-26,361.4,787.8000000000001,1342.4,382.29999999999995
2019-10-27,1091.8999999999999,1303.7,2978.4000000000005,1057.5
2019-10-28,1807.5999999999997,1274.1999999999998,4045.9000000000005,1386.6999999999998
2019-10-29,392.40000000000003,1096.4,1699.0,495.6
2019-10-30,616.0,1357.6999999999998,2302.0000000000005,714.5999999999998
2019-10-31,1285.6999999999998,1393.2999999999997,3365.6,1034.4
2019-11-01,1420.5000000000002,1343.8999999999999,3521.4,632.9
2019-11-02,342.3,573.7,1099.0,323.6000000000001
2019-11-03,1061.0,1219.1000000000001,2845.5999999999995,519.5
2019-11-04,2278.7000000000003,1680.3999999999999,5174.500000000001,674.2000000000002
2019-11-05,639.0999999999999,1066.0,2046.3000000000002,435.29999999999995
2019-11-06,2186.2000000000003,1737.2,5089.0999999999985,988.0999999999998
2019-11-07,1548.0,1441.5000000000002,3815.2000000000003,615.0000000000001
2019-11-08,3276.7999999999997,1637.1999999999998,6661.4,846.4000000000001
2019-11-09,1113.4,1364.4999999999998,3071.7000000000003,546.4000000000001
2019-11-10,1002.3,1206.0,2743.1000000000004,544.4
2019-11-11,896.2,1208.6999999999998,2583.1000000000004,458.4764705882352
2019-11-12,882.7,1096.3000000000002,2449.5999999999995,783.6
2019-11-13,1639.0000000000002,1509.1,4022.5000000000005,979.1235294117648
2019-11-14,1294.6999999999998,1729.1000000000001,3714.4000000000005,430.00000000000006
2019-11-15,431.4,959.4000000000003,1621.3,469.80000000000007
2019-11-16,1350.0,1377.9,3448.2,643.8
2019-11-17,2435.3,1515.4,5249.5999999999985,817.7000000000002
2019-11-18,1258.0,1384.3999999999999,3313.5000000000005,571.1
2019-11-19,3995.9,2174.5,8301.3,1157.8000000000002
2019-11-20,1363.5,1705.3000000000002,3795.7,814.1999999999999
2019-11-21,1117.2,1343.5,3056.300000000001,812.1
2019-11-22,1404.7,1757.5999999999995,3911.6999999999994,467.79999999999995
2019-11-23,693.5999999999999,1296.7,2360.2999999999997,518.1
2019-11-24,1624.8,1419.3,3910.6,637.0999999999999
2019-11-25,1835.2000000000003,1633.6,4447.799999999999,451.6999999999999
2019-11-26,1701.4000000000003,1673.8,4282.7,401.7
2019-11-27,1653.9999999999998,1763.5000000000002,4299.700000000001,468.30000000000007
2019-11-28,1241.6,1216.3000000000002,3120.0,460.80000000000007
2019-11-29,1728.5,1583.4,4233.799999999999,747.4000000000001
2019-11-30,1107.8000000000002,1692.4000000000003,3391.0,611.5999999999999
2019-12-01,184.4,833.7,1116.2,267.40000000000003
2019-12-02,2651.2,1979.1000000000001,6044.500000000001,1040.0
2019-12-03,3345.2999999999997,2346.1,7475.600000000001,1336.9999999999998
2019-12-04,5795.900000000001,2706.0000000000005,11592.5,1609.9000000000003
2019-12-05,2951.600000000001,1689.5,6215.199999999999,621.1
2019-12-06,748.4,985.7,2133.75,242.79999999999995
2019-12-07,721.5000000000001,1049.8,2156.5000000000005,386.69999999999993
2019-12-08,269.5,667.1999999999999,1080.7,408.79999999999995
2019-12-09,1420.4,1370.6000000000001,3548.5,569.6
2019-12-10,1399.5000000000005,1404.1,3549.499999999999,442.6
2019-12-11,1786.7999999999997,1760.8999999999996,4500.500000000001,392.8
2019-12-12,1892.5,1836.8,4738.500000000001,403.0
2019-12-13,833.5000000000001,1187.7,2466.0,428.80000000000007
2019-12-14,635.9000000000001,1118.7999999999997,2094.1,484.2
2019-12-15,364.5,762.2,1320.5999999999997,352.0999999999999
2019-12-16,1851.4499999999998,1983.6499999999999,4822.35,611.6000000000001
2019-12-17,1486.8000000000002,1976.1,4256.3,460.4
2019-12-18,2509.7000000000003,2121.7000000000003,5961.1,626.0999999999999
2019-12-19,1029.8,1238.2,2817.2999999999997,539.8999999999999
2019-12-20,1403.8,1733.3500000000001,3886.0,446.5999999999999
2019-12-21,702.4000000000001,1268.7,2345.6000000000004,402.99999999999994
2019-12-22,472.4,1076.3000000000002,1800.1999999999998,343.5
2019-12-23,649.1999999999999,1128.0,2123.5,550.9
2019-12-24,341.2999999999999,911.5999999999999,1435.1000000000001,416.0000000000001
2019-12-25,1175.1,1285.5,3087.3999999999996,486.5
2019-12-26,476.2000000000001,1013.8,1743.8999999999996,394.7
2019-12-27,1105.8000000000002,1277.4000000000003,2972.5,561.5999999999999
2019-12-28,818.1999999999998,1246.4,2500.3,594.6
2019-12-29,620.5999999999999,915.9000000000001,1866.8999999999999,585.3000000000001
2019-12-30,1162.0,1114.1,2895.7999999999997,745.3
2019-12-31,591.8999999999999,1124.5999999999997,2032.0000000000002,749.0000000000001
2020-01-01,925.0,1330.1,2748.7999999999997,934.3999999999999
2020-01-02,391.7,758.6,1359.2,357.8
2020-01-03,597.3,1140.1000000000001,2056.3999999999996,483.9
2020-01-04,557.7,1180.3999999999999,2035.9,377.3
2020-01-05,299.2000000000001,817.8,1276.7,206.5
2020-01-06,513.3000000000001,892.4999999999999,1680.0,500.29999999999995
2020-01-07,793.2,1102.7000000000003,2318.8,472.1000000000001
2020-01-08,961.0999999999999,1217.0000000000002,2690.4,847.4
2020-01-09,573.6999999999999,851.7,1731.1000000000001,361.8
2020-01-10,1018.9000000000001,1410.6999999999998,2972.4,449.49999999999994
2020-01-11,245.20000000000002,543.3000000000001,918.9999999999999,437.69999999999993
2020-01-12,240.79999999999998,668.8,1037.9,229.8
2020-01-13,838.4999999999999,966.3,2251.9999999999995,396.50000000000006
2020-01-14,647.3000000000001,796.2999999999998,1788.9000000000003,291.1000000000001
2020-01-15,1067.5000000000002,1257.1,2893.399999999999,321.8
2020-01-16,1031.6999999999998,1139.4000000000003,2721.0,478.80000000000007
2020-01-17,881.0,1195.4,2545.6999999999994,317.19999999999993
2020-01-18,1154.2,1513.6999999999998,3283.5,572.8
2020-01-19,1600.1,1612.0000000000002,4066.1,702.5999999999999
2020-01-20,4405.199999999999,2394.4,9149.099999999999,1374.1999999999998
2020-01-21,5200.599999999999,2438.9,10412.8,1621.2
2020-01-22,2513.7000000000003,1715.7999999999997,5569.799999999999,892.9
2020-01-23,843.9000000000001,1410.4,2704.0000000000005,590.1999999999999
2020-01-24,1682.0,1522.6000000000001,4101.5,619.1
2020-01-25,1013.8,1254.9000000000003,2808.8000000000006,963.0000000000001
2020-01-26,472.0999999999999,840.9999999999999,1564.8000000000002,600.5999999999999
2020-01-27,1014.1999999999999,1340.0000000000002,2895.0000000000005,409.29999999999995
2020-01-28,675.4000000000001,928.1,1963.7999999999997,401.6
2020-01-29,747.9000000000001,1031.5,2178.3999999999996,601.1999999999999
2020-01-30,883.1999999999999,977.0,2331.6000000000004,272.79999999999995
2020-01-31,612.3000000000001,712.1,1650.2,239.10000000000002
2020-02-01,292.2,600.4999999999999,1048.8000000000002,578.8
2020-02-02,231.29999999999998,630.5,985.1,533.5999999999999
2020-02-03,602.1500000000001,923.45,1846.1,697.3000000000001
2020-02-04,673.2999999999998,1103.5000000000002,2135.8,636.0999999999999
2020-02-05,2250.7,1816.1,5266.700000000001,1346.9
2020-02-06,3133.7,1977.2000000000003,6782.299999999998,1265.3999999999999
2020-02-07,1304.6999999999998,1378.1,3379.1,1138.8
2020-02-08,425.6,840.4000000000001,1493.1,649.1999999999999
2020-02-09,98.79999999999998,336.7,488.5,388.7
2020-02-10,375.3,635.7,1211.1999999999998,361.2999999999999
2020-02-11,976.5285714285715,1143.4571428571428,2640.757142857143,612.4586206896553
2020-02-12,771.3214285714284,1167.9928571428572,2351.442857142858,898.7413793103448
2020-02-13,747.8,1163.5,2310.2,333.4
2020-02-14,1438.8999999999999,1286.5,3492.6,756.5
2020-02-15,210.4,358.1000000000001,680.9000000000001,237.10000000000002
2020-02-16,101.4,302.8,458.5,171.20714285714283
2020-02-17,321.9,558.2,1051.9999999999998,423.34285714285716
2020-02-18,425.9,669.0,1321.7999999999997,718.7485714285714
2020-02-19,741.1000000000003,1010.0000000000002,2146.7000000000003,803.3514285714285
2020-02-20,415.4,853.1999999999999,1490.3999999999996,278.8999999999999
2020-02-21,289.70000000000005,541.4999999999999,986.3000000000001,629.4999999999999
2020-02-22,138.3,342.6,554.1999999999999,522.9
2020-02-23,313.09999999999997,691.1,1171.1,338.5999999999999
2020-02-24,319.09999999999997,659.3999999999999,1149.1999999999998,266.90000000000003
2020-02-25,573.1000000000001,835.4000000000001,1713.6999999999998,381.4
2020-02-26,680.6000000000001,1054.4,2097.6,550.2
2020-02-27,646.6000000000001,1285.0,2276.2000000000003,555.2
2020-02-28,1217.8,1324.7000000000003,3192.0000000000005,475.7
2020-02-29,252.19999999999996,485.20000000000005,871.9000000000001,486.8
2020-03-01,213.8,498.2,826.6,380.6
2020-03-02,555.0500000000001,1159.65,2010.4999999999998,463.50000000000006
