MeasurementDateGMT,Tower Hamlets - Mile End Road: Nitric Oxide (ug/m3),Tower Hamlets - Mile End Road: Nitrogen Dioxide (ug/m3),Tower Hamlets - Mile End Road: Oxides of Nitrogen (ug/m3)
2019-05-21,584.2000000000002,1005.8000000000002,1901.8999999999996
2019-05-22,338.35,828.0500000000001,1346.8
2019-05-23,177.5,653.0999999999999,925.1000000000001
2019-05-24,656.0999999999998,1034.4,2040.5999999999997
2019-05-25,413.3999999999999,698.0999999999999,1332.1000000000001
2019-05-26,283.09999999999997,474.9999999999999,909.5000000000002
2019-05-27,263.79999999999995,557.7,962.0
2019-05-28,468.99999999999994,657.5,1376.8
2019-05-29,128.60000000000002,500.90000000000003,697.9
2019-05-30,284.09999999999997,477.5999999999999,913.5
2019-05-31,228.29999999999998,420.59999999999997,770.5999999999999
2019-06-01,116.2,398.59999999999997,576.3
2019-06-02,145.2,401.5000000000001,623.6
2019-06-03,225.0,473.9,818.6999999999999
2019-06-04,288.90000000000003,665.6999999999998,1108.6999999999998
2019-06-05,177.19999999999996,479.9000000000001,751.4000000000002
2019-06-06,158.5,410.1,653.5999999999998
2019-06-07,210.20000000000002,850.5999999999999,1173.1
2019-06-08,130.79999999999998,424.20000000000005,624.7000000000002
2019-06-09,174.8,425.3999999999999,693.6
2019-06-10,333.09999999999997,1075.6000000000001,1586.2000000000003
2019-06-11,297.00000000000006,689.0999999999998,1144.1
2019-06-12,588.0000000000002,911.9,1813.3000000000002
2019-06-13,46.00000000000001,437.19999999999993,508.09999999999997
2019-06-14,94.29999999999998,347.29999999999995,491.79999999999995
2019-06-15,72.89999999999998,307.9,419.6000000000001
2019-06-16,73.1,256.50000000000006,368.5
2019-06-17,117.6,299.2,479.3
2019-06-18,534.7000000000002,952.7,1772.9999999999998
2019-06-19,662.9499999999999,1025.95,2042.7499999999998
2019-06-20,373.5,704.1999999999999,1277.2
2019-06-21,512.0,785.8,1571.0000000000002
2019-06-22,145.8,513.7,737.8
2019-06-23,193.49999999999997,630.9999999999999,927.9
2019-06-24,297.3,802.0000000000001,1257.8000000000004
2019-06-25,541.4,882.9,1712.8999999999999
2019-06-26,439.0,583.9000000000001,1256.9999999999998
2019-06-27,342.3,446.0,971.1
2019-06-28,250.9,410.90000000000003,795.6000000000001
2019-06-29,234.00000000000003,649.9,1008.5999999999998
2019-06-30,241.60000000000005,479.2,849.8000000000001
2019-07-01,538.0000000000001,598.5,1423.7
2019-07-02,535.1,690.8,1511.5000000000002
2019-07-03,465.09999999999997,769.8999999999997,1482.95
2019-07-04,496.20000000000005,864.8999999999999,1625.6999999999998
2019-07-05,481.50000000000006,1019.8,1758.1000000000001
2019-07-06,467.8,669.5000000000001,1386.5999999999997
2019-07-07,157.6,501.00000000000006,742.6999999999999
2019-07-08,321.20000000000005,629.9999999999999,1122.8000000000002
2019-07-09,224.1,669.1,1013.0
2019-07-10,259.9,660.6000000000001,1059.0
2019-07-11,500.7,869.2,1636.6
2019-07-12,541.0999999999999,752.1999999999998,1582.2
2019-07-13,392.8,597.4,1199.3999999999999
2019-07-14,301.7999999999999,542.3,1005.1
2019-07-15,515.1,673.1,1463.0000000000002
2019-07-16,313.09999999999997,740.8,1220.8999999999999
2019-07-17,161.45000000000002,564.6500000000002,812.1999999999999
2019-07-18,342.50000000000006,621.5999999999999,1147.05
2019-07-19,120.2,496.7,681.5999999999999
2019-07-20,216.3,434.9000000000001,767.1000000000001
2019-07-21,155.19999999999996,319.19999999999993,556.8
2019-07-22,204.70000000000002,293.1,606.7
2019-07-23,324.1999999999999,671.3,1168.3999999999999
2019-07-24,270.5,749.9,1165.1000000000001
2019-07-25,390.09999999999997,1086.1000000000004,1684.3
2019-07-26,482.49999999999994,872.5000000000001,1612.3000000000004
2019-07-27,327.9,730.0000000000001,1232.6
2019-07-28,342.8999999999999,641.0,1166.9
2019-07-29,137.5,450.0,660.4000000000001
2019-07-30,45.3,297.7,366.70000000000005
2019-07-31,238.6,450.99999999999994,817.1999999999999
2019-08-01,452.9999999999999,699.5000000000001,1394.0999999999997
2019-08-02,331.79999999999995,545.8,1054.5
2019-08-03,138.8,434.79999999999995,647.4
2019-08-04,136.9,422.5,632.9
2019-08-05,124.39999999999999,306.59999999999997,497.5
2019-08-06,89.79999999999997,206.60000000000002,344.59999999999997
2019-08-07,164.90000000000003,294.09999999999997,546.8
2019-08-08,136.8,318.20000000000005,528.2999999999998
2019-08-09,69.5,224.10000000000002,330.7
2019-08-10,53.29999999999999,156.20000000000002,238.60000000000005
2019-08-11,84.0,171.9,300.8
2019-08-12,299.0,534.7,992.8
2019-08-13,323.1,553.7999999999998,1049.2
2019-08-14,68.9,471.84999999999997,577.4000000000002
2019-08-15,410.6,578.3,1207.8000000000002
2019-08-16,89.89999999999999,374.69999999999993,512.6999999999999
2019-08-17,130.6,318.9,518.7000000000002
2019-08-18,88.60000000000001,312.99999999999994,448.99999999999994
2019-08-19,207.5,366.6,684.8
2019-08-20,412.40000000000003,698.0999999999999,1330.5000000000002
2019-08-21,167.70000000000002,543.7999999999998,800.6
2019-08-22,205.9,482.5999999999999,798.1
2019-08-23,379.79999999999995,762.7999999999998,1344.9999999999998
2019-08-24,385.7,1085.6000000000001,1676.7000000000003
2019-08-25,219.9,1123.2,1460.2000000000003
2019-08-26,320.79999999999995,1158.6000000000001,1650.3999999999996
2019-08-27,436.19999999999993,1262.4,1931.5000000000002
2019-08-28,159.10000000000002,488.80000000000007,732.9000000000002
2019-08-29,250.5,458.9,843.1999999999998
2019-08-30,113.69999999999999,346.50000000000006,520.1999999999999
2019-08-31,230.5,504.4,857.8
2019-09-01,341.99999999999994,565.3,1089.5
2019-09-02,262.7,599.4000000000001,1002.2000000000002
2019-09-03,253.90000000000003,538.5,927.8000000000001
2019-09-04,306.0,460.1,929.1999999999999
2019-09-05,549.9000000000002,720.2,1563.3000000000002
2019-09-06,376.0,663.1000000000001,1239.6
2019-09-07,418.3999999999999,623.4,1264.6999999999998
2019-09-08,403.0000000000001,723.5,1341.3999999999999
2019-09-09,118.2,576.8,757.8999999999999
2019-09-10,850.3,988.8,2292.6999999999994
2019-09-11,237.84999999999997,451.24999999999994,816.0500000000001
2019-09-12,250.10000000000002,483.50000000000006,867.0
2019-09-13,524.0000000000001,671.6000000000001,1475.0000000000005
2019-09-14,455.09999999999997,926.9000000000001,1624.8000000000002
2019-09-15,428.89999999999986,820.9,1478.6000000000004
2019-09-16,772.1,624.0999999999999,1808.2
2019-09-17,658.3,821.1999999999999,1830.8000000000002
2019-09-18,701.7,924.1000000000003,1999.9999999999998
2019-09-19,851.5999999999998,1027.5,2333.100000000001
2019-09-20,556.9,911.3,1764.9999999999998
2019-09-21,328.9,1007.7,1512.8
2019-09-22,161.60000000000002,657.2999999999998,905.0
2019-09-23,116.3,388.69999999999993,566.9000000000002
2019-09-24,61.3,491.1000000000001,585.1999999999999
2019-09-25,232.7,436.1000000000001,792.7000000000002
2019-09-26,129.39999999999998,431.6,630.0999999999999
2019-09-27,136.5,292.0,501.5
2019-09-28,124.0,349.30000000000007,539.3000000000001
2019-09-29,74.7,333.49999999999994,448.40000000000003
2019-09-30,262.8999999999999,459.80000000000007,863.1999999999999
2019-10-01,235.90000000000003,580.3000000000001,942.3000000000002
2019-10-02,956.4,819.3000000000001,2285.9999999999995
2019-10-03,814.1999999999998,765.3000000000001,2013.8999999999996
2019-10-04,624.5000000000001,713.0,1670.8999999999996
2019-10-05,339.5,790.5000000000001,1310.7
2019-10-06,236.79999999999998,575.5999999999999,938.6999999999999
2019-10-07,337.59999999999997,563.6,1081.6
2019-10-08,214.0,564.4,892.2
2019-10-09,274.15,548.45,968.7500000000001
2019-10-10,254.39999999999998,488.6000000000001,878.6
2019-10-11,77.2,472.29999999999995,590.6
2019-10-12,100.30000000000001,839.8999999999999,994.0000000000001
2019-10-13,111.40000000000002,488.8,659.6999999999999
2019-10-14,562.8000000000001,798.4000000000002,1661.8999999999999
2019-10-15,306.9,601.0999999999999,1071.8
2019-10-16,419.8,759.3000000000001,1402.5
2019-10-17,149.30000000000004,658.5,887.3
2019-10-18,100.80000000000001,552.5,707.3
2019-10-19,378.90000000000003,616.9000000000001,1197.9999999999998
2019-10-20,660.1,728.8,1741.4
2019-10-21,441.7,752.7,1429.4
2019-10-22,1209.1000000000001,1104.2,2958.1000000000004
2019-10-23,2053.2,938.1,4086.1
2019-10-24,1068.8,860.0999999999999,2498.3999999999996
2019-10-25,128.7,613.6,810.8
2019-10-26,135.2,567.4,774.9999999999999
2019-10-27,769.8999999999999,1003.3000000000001,2184.1000000000004
2019-10-28,1055.2,1020.9999999999999,2638.7999999999997
2019-10-29,640.5999999999999,1019.8,2002.0
2019-10-30,524.9000000000001,1022.8000000000001,1827.7000000000003
2019-10-31,809.5,875.2,2116.1000000000004
2019-11-01,305.90000000000003,713.6,1182.3999999999999
2019-11-02,28.3,387.69999999999993,430.7
2019-11-03,372.1,624.6,1194.8000000000002
2019-11-04,741.4,737.1999999999999,1873.9
2019-11-05,888.1999999999999,891.3000000000001,2253.4
2019-11-06,531.0500000000001,1020.9499999999999,1834.95
2019-11-07,307.7,917.8000000000001,1389.0999999999997
2019-11-08,1745.7,1077.8,3754.7999999999997
2019-11-09,378.39999999999986,886.0999999999999,1466.4
2019-11-10,823.4,1121.3999999999996,2383.7999999999997
2019-11-11,313.20000000000005,963.9999999999999,1444.5000000000002
2019-11-12,313.30000000000007,843.1,1323.5
2019-11-13,422.99999999999994,868.6999999999998,1517.5000000000002
2019-11-14,530.8000000000001,902.7000000000002,1716.8
2019-11-15,656.1999999999999,858.5,1864.3999999999996
2019-11-16,1007.2,973.7,2517.4000000000005
2019-11-17,2416.2,1445.1,5150.1
2019-11-18,960.3000000000002,1188.8999999999999,2661.0000000000005
2019-11-19,2024.0,1318.9,4422.899999999999
2019-11-20,456.30000000000007,1104.6999999999998,1804.3999999999999
2019-11-21,541.4999999999999,727.9,1558.0000000000002
2019-11-22,286.59999999999997,800.9000000000002,1240.7
2019-11-23,675.6999999999999,808.5999999999999,1844.6999999999998
2019-11-24,919.7,676.7999999999998,2087.5
2019-11-25,188.60000000000002,764.5000000000001,1054.1000000000001
2019-11-26,23.0,650.3999999999999,685.4
2019-11-27,356.50000000000006,1098.4999999999998,1644.7000000000003
2019-11-28,595.0000000000001,971.6999999999998,1883.7
2019-11-29,1654.2999999999997,1046.2,3583.0000000000005
2019-11-30,1798.3000000000002,1242.0,3999.399999999999
2019-12-01,554.4999999999999,1143.8,1994.6000000000001
2019-12-02,1757.6,1566.0,4260.7
2019-12-03,842.0999999999998,1412.1000000000001,2703.2
2019-12-04,3332.5000000000005,1394.75,6504.750000000001
2019-12-05,893.3999999999999,975.4000000000001,2345.7000000000003
2019-12-06,87.80000000000001,750.6999999999999,884.9999999999999
2019-12-07,170.80000000000004,852.8,1114.4
2019-12-08,75.50000000000001,529.0,644.8999999999999
2019-12-09,588.1,869.8999999999999,1771.8
2019-12-10,104.80000000000001,610.1,770.6
2019-12-11,321.79999999999995,686.3000000000001,1179.3
2019-12-12,142.10000000000002,779.4,996.9999999999999
2019-12-13,209.1,909.7000000000002,1230.3000000000002
2019-12-14,111.4,788.3000000000001,958.8
2019-12-15,63.79999999999999,425.2,522.9999999999999
2019-12-16,565.2,724.7,1592.1
2019-12-17,619.4000000000001,1268.8999999999999,2219.1000000000004
2019-12-18,353.2,870.5000000000001,1411.6999999999998
2019-12-19,44.49999999999999,435.49999999999994,504.09999999999997
2019-12-20,240.69999999999996,1002.8,1371.4499999999998
2019-12-21,9.200000000000001,514.3000000000001,528.6999999999999
2019-12-22,126.8,619.9999999999999,814.5999999999999
2019-12-23,203.60000000000002,818.9,1131.3
2019-12-24,112.89999999999999,557.1999999999999,730.4
2019-12-25,887.6,810.1999999999999,2170.2
2019-12-26,199.89999999999998,647.6,954.4000000000001
2019-12-27,831.8000000000001,696.1,1971.7999999999997
2019-12-28,349.70000000000005,686.6999999999998,1223.3
2019-12-29,194.00000000000003,607.4000000000001,904.5
2019-12-30,592.0000000000001,711.2999999999998,1618.9999999999998
2019-12-31,643.0999999999999,717.0000000000001,1702.6999999999998
2020-01-01,557.6999999999998,678.2,1532.8999999999999
2020-01-02,88.80000000000001,675.1000000000001,811.3999999999999
2020-01-03,319.35,806.1,1295.6
2020-01-04,376.1,997.6999999999999,1574.1000000000001
2020-01-05,150.60000000000002,644.2000000000002,874.8
2020-01-06,74.7,542.0,656.2
2020-01-07,102.59999999999998,472.1,629.7000000000002
2020-01-08,340.2,671.3,1192.8999999999999
2020-01-09,68.79999999999998,479.29999999999995,584.6999999999999
2020-01-10,421.70000000000005,875.6999999999999,1522.2000000000003
2020-01-11,61.499999999999986,361.59999999999997,455.99999999999994
2020-01-12,104.79999999999998,405.59999999999997,567.0
2020-01-13,58.800000000000004,395.0,485.4000000000001
2020-01-14,37.60000000000001,363.8,421.6000000000001
2020-01-15,93.8,616.4499999999999,759.85
2020-01-16,53.00000000000001,486.7999999999999,568.2
2020-01-17,172.34999999999997,607.25,871.8499999999999
2020-01-18,713.3,1084.2000000000003,2178.1
2020-01-19,1261.3,1235.2,3169.3
2020-01-20,2077.0999999999995,1421.2999999999997,4606.300000000001
2020-01-21,2889.7999999999997,1741.4999999999998,6172.300000000001
2020-01-22,2062.7,1131.2,4294.200000000001
2020-01-23,1157.7000000000003,1143.9999999999998,2919.2000000000003
2020-01-24,747.4000000000001,999.5,2145.0
2020-01-25,194.1,817.5,1114.0
2020-01-26,101.30000000000003,514.1,669.0999999999999
2020-01-27,121.49999999999997,780.9000000000001,967.3000000000002
2020-01-28,228.60000000000002,916.7999999999998,1267.4000000000003
2020-01-29,252.6,873.3,1260.2000000000003
2020-01-30,176.20000000000002,428.79999999999995,699.5
2020-01-31,90.39999999999999,437.19999999999993,575.5999999999999
2020-02-01,127.50000000000001,534.1999999999999,729.2
2020-02-02,100.80000000000003,477.4999999999999,632.0
2020-02-03,284.1,653.0999999999999,1088.7
2020-02-04,461.50000000000006,727.2,1435.0
2020-02-05,1169.1999999999998,1291.2,3083.4000000000005
2020-02-06,1516.9000000000003,1381.5,3707.399999999999
2020-02-07,917.2,974.8000000000002,2381.1
2020-02-08,85.9,529.3,660.7
2020-02-09,28.300000000000008,265.8,309.1
2020-02-10,82.39999999999999,582.2,708.3000000000001
2020-02-11,207.9,581.4999999999999,900.4000000000001
2020-02-12,254.04999999999995,666.45,1056.25
2020-02-13,128.2,844.5,1041.0
2020-02-14,337.70000000000005,692.5999999999999,1210.0000000000002
2020-02-15,21.499999999999996,285.4000000000001,318.40000000000003
2020-02-16,20.299999999999997,373.49999999999994,404.7
2020-02-17,168.99999999999997,526.1000000000001,784.8999999999999
2020-02-18,113.10000000000001,594.6,767.8999999999999
2020-02-19,123.4,800.6000000000001,989.8000000000004
2020-02-20,98.29999999999998,674.3,825.1999999999999
2020-02-21,125.39999999999999,478.59999999999997,671.4
2020-02-22,122.90000000000002,350.00000000000006,538.4000000000001
2020-02-23,204.79999999999998,484.5,798.3
2020-02-24,77.30000000000001,601.9,720.8000000000001
2020-02-25,184.6,682.9,966.4999999999999
2020-02-26,407.0999999999999,805.4000000000001,1429.9
2020-02-27,432.8999999999999,999.3999999999999,1663.3000000000002
2020-02-28,79.1,632.1999999999997,753.8999999999999
2020-02-29,64.6,355.9,454.5
2020-03-01,106.6,339.20000000000005,502.4
2020-03-02,401.7,878.4,1495.0
2020-03-03,433.2,810.5999999999999,1474.6999999999998
2020-03-04,378.5999999999999,1099.1000000000001,1679.1
2020-03-05,356.1,1139.8000000000002,1685.6000000000001
2020-03-06,837.3,1271.9999999999998,2556.5
2020-03-07,367.2,793.3999999999999,1356.3
2020-03-08,61.1,396.19999999999993,490.09999999999997
2020-03-09,202.5,556.3000000000001,867.1
2020-03-10,146.4,470.69999999999993,695.6000000000001
2020-03-11,146.85,461.65,686.8499999999999
2020-03-12,192.6,431.6,726.7
2020-03-13,328.8,640.1999999999998,1144.2
2020-03-14,49.7,345.3,421.6
2020-03-15,162.8,332.7,582.7
2020-03-16,479.4000000000001,879.0000000000002,1613.8
2020-03-17,100.9,438.5,593.6
2020-03-18,110.10000000000001,389.2000000000001,558.0
2020-03-19,512.3,1008.5000000000001,1794.2
2020-03-20,357.2,718.8000000000001,1266.6999999999998
2020-03-21,172.2,462.2999999999999,725.8000000000001
2020-03-22,127.1,438.0000000000001,632.7
2020-03-23,254.00000000000003,842.9000000000001,1232.5
2020-03-24,115.5,702.1999999999999,879.4
2020-03-25,453.1,1066.1000000000001,1761.1000000000006
2020-03-26,221.49999999999997,791.0,1131.0
2020-03-27,173.70000000000002,635.0999999999999,901.4
2020-03-28,85.30000000000001,366.79999999999995,497.99999999999994
2020-03-29,61.199999999999996,236.39999999999998,330.59999999999997
2020-03-30,190.29999999999995,493.5999999999999,785.4999999999999
2020-03-31,182.99999999999997,536.6999999999999,817.1
2020-04-01,290.5,805.2999999999998,1251.1000000000001
2020-04-02,160.40000000000003,547.6999999999999,793.8999999999999
2020-04-03,238.50000000000003,712.3,1078.2
2020-04-04,75.6,559.4999999999999,675.5
2020-04-05,30.300000000000004,333.8999999999999,380.6
2020-04-06,110.6,410.8,580.7999999999998
2020-04-07,238.60000000000002,802.7,1168.5000000000002
2020-04-08,205.25,984.2500000000001,1298.85
2020-04-09,259.09999999999997,1057.1000000000001,1453.8999999999999
2020-04-10,116.80000000000001,811.2999999999998,990.3000000000003
2020-04-11,241.19999999999996,1045.9,1415.8
2020-04-12,58.19999999999999,532.5,621.6000000000001
2020-04-13,92.10000000000001,257.80000000000007,398.79999999999995
2020-04-14,130.09999999999997,429.0999999999999,628.1
2020-04-15,231.40000000000003,831.9999999999999,1187.1000000000001
2020-04-16,230.90000000000003,960.4999999999999,1314.4
2020-04-17,134.89999999999998,482.3,689.8
2020-04-18,113.5,543.9999999999999,718.0
2020-04-19,113.90000000000002,449.8,624.2
2020-04-20,163.39999999999998,451.9000000000001,702.3
2020-04-21,154.7,495.29999999999995,731.9000000000001
2020-04-22,196.5,597.6999999999999,898.9999999999999
2020-04-23,171.49999999999997,622.9,885.5000000000001
2020-04-24,199.49999999999997,755.1999999999998,1061.3
2020-04-25,69.0,353.6,460.0
2020-04-26,65.80000000000001,407.29999999999995,508.20000000000005
2020-04-27,188.60000000000002,646.1000000000001,935.5
2020-04-28,75.3,777.2,892.0999999999998
2020-04-29,33.9,472.2,524.3000000000001
2020-04-30,35.6,384.4999999999999,438.80000000000007
2020-05-01,167.59999999999997,374.19999999999993,631.1000000000001
2020-05-02,162.79999999999998,437.99999999999994,686.9999999999999
2020-05-03,81.90000000000002,421.7,547.0999999999999
2020-05-04,151.1,477.2999999999999,708.9
2020-05-05,111.0,313.20000000000005,483.3
2020-05-06,168.1,500.3,757.9000000000001
2020-05-07,219.3,614.3,949.9
2020-05-08,93.89999999999999,704.9,848.9999999999999
2020-05-09,122.30000000000001,851.1000000000001,1039.0000000000002
2020-05-10,101.80000000000001,383.09999999999997,538.9999999999999
2020-05-11,209.29999999999998,303.50000000000006,624.9000000000001
2020-05-12,303.59999999999997,584.0,1049.1
2020-05-13,277.69999999999993,493.5,919.9000000000001
2020-05-14,255.6,443.3,835.2999999999998
2020-05-15,340.7,780.0000000000001,1302.2
2020-05-16,240.9,612.4,981.6999999999999
2020-05-17,137.1,552.9000000000001,763.8
2020-05-18,164.49999999999997,449.20000000000005,702.0000000000001
2020-05-19,225.2,542.0999999999999,887.4000000000001
2020-05-20,132.99999999999997,489.05,693.1999999999999
2020-05-21,179.19999999999993,565.1,839.7999999999998
2020-05-22,86.00000000000001,265.5,397.4
2020-05-23,86.19999999999999,227.9,360.1
2020-05-24,192.39999999999998,381.2,676.1000000000001
2020-05-25,156.79999999999998,472.59999999999997,713.0999999999999
2020-05-26,255.1,656.3999999999999,1047.0
2020-05-27,204.7,678.7,992.5000000000001
2020-05-28,130.1,323.1000000000001,522.9000000000001
2020-05-29,172.70000000000002,439.00000000000006,703.8000000000001
2020-05-30,156.6,414.49999999999994,654.9
2020-05-31,109.5,352.99999999999994,520.8000000000001
2020-06-01,194.3,461.4,759.2
2020-06-02,272.4,658.7,1076.2999999999997
2020-06-03,277.09999999999997,783.5999999999999,1207.2000000000003
2020-06-04,265.4000000000001,452.59999999999997,859.7
2020-06-05,242.90000000000003,483.7,856.2
2020-06-06,125.10000000000001,488.70000000000005,680.3
2020-06-07,189.3,450.29999999999995,741.1
2020-06-08,308.59999999999997,501.9,974.6
2020-06-09,240.20000000000002,552.5,920.8000000000001
2020-06-10,63.4,417.9,515.6999999999999
2020-06-11,292.6,506.9000000000001,955.4000000000001
2020-06-12,224.1,530.2,873.5999999999999
2020-06-13,133.2,538.5999999999999,742.9000000000001
2020-06-14,62.999999999999986,401.69999999999993,497.59999999999997
2020-06-15,150.2,477.0,707.4999999999999
2020-06-16,104.80000000000001,422.29999999999995,582.9
2020-06-17,194.64999999999998,727.35,1025.6499999999999
2020-06-18,46.900000000000006,587.8,659.5
2020-06-19,92.20000000000002,229.60000000000002,371.2000000000001
2020-06-20,67.10000000000002,201.29999999999998,303.9999999999999
2020-06-21,138.5,269.29999999999995,481.2
2020-06-22,121.09999999999998,263.59999999999997,448.9
2020-06-23,104.49999999999997,363.7,523.3
2020-06-24,206.19999999999996,816.8,1132.8999999999996
2020-06-25,164.69999999999996,786.5999999999999,1039.4
2020-06-26,100.4,608.6,762.5999999999999
2020-06-27,55.20000000000001,212.50000000000006,296.59999999999997
2020-06-28,52.3,194.70000000000002,275.2
2020-06-29,154.99999999999997,258.3,495.40000000000003
2020-06-30,179.6,307.09999999999997,582.6
2020-07-01,179.6,326.65,601.85
2020-07-02,239.6,583.3000000000001,950.7
2020-07-03,141.49999999999997,355.69999999999993,572.8999999999999
2020-07-04,97.49999999999999,220.29999999999998,369.50000000000006
2020-07-05,136.6,193.4,403.09999999999997
2020-07-06,375.79999999999995,440.9,1017.2000000000002
2020-07-07,261.0,579.7999999999998,979.6999999999998
2020-07-08,365.79999999999995,502.90000000000003,1063.9999999999998
2020-07-09,217.30000000000007,385.0,718.1999999999999
2020-07-10,376.1,613.3,1190.4
2020-07-11,591.9,733.3999999999997,1641.0
2020-07-12,347.7,735.8999999999999,1268.8999999999999
2020-07-13,480.09999999999997,683.1,1419.0000000000002
2020-07-14,577.8,723.6,1609.8999999999996
2020-07-15,407.90000000000003,551.9,1177.4
2020-07-16,436.2,515.3999999999999,1183.7
2020-07-17,417.0,644.2,1283.8999999999996
2020-07-18,324.8,473.80000000000007,971.6000000000001
2020-07-19,253.4,454.3,842.9
2020-07-20,385.30000000000007,555.2,1146.1
2020-07-21,430.19999999999993,700.6999999999999,1360.7999999999997
2020-07-22,152.1,502.29999999999995,735.6
2020-07-23,154.1,461.4,697.2
2020-07-24,248.2,430.90000000000003,811.3999999999999
2020-07-25,81.1,308.59999999999997,433.00000000000006
2020-07-26,156.49999999999997,315.80000000000007,555.9000000000001
2020-07-27,97.8,282.5,432.3
2020-07-28,360.1,406.50000000000006,958.8000000000001
2020-07-29,359.90000000000015,576.9,1128.5500000000002
2020-07-30,159.4,516.5999999999999,761.3
2020-07-31,197.9,823.7000000000002,1126.9000000000003
2020-08-01,272.4,438.09999999999997,855.5999999999999
2020-08-02,214.99999999999997,403.09999999999997,733.0
2020-08-03,392.0,516.7,1117.3
2020-08-04,202.4,516.6,826.7000000000002
2020-08-05,80.30000000000001,264.00000000000006,387.3
2020-08-06,163.70000000000002,401.6,652.9000000000001
2020-08-07,489.69999999999993,1219.8000000000002,1970.7
2020-08-08,310.40000000000003,1188.9,1665.1999999999998
2020-08-09,103.6,514.9999999999999,674.0
2020-08-10,164.99999999999997,738.8999999999999,992.3000000000001
2020-08-11,189.7,1134.8,1425.9999999999998
2020-08-12,148.64999999999998,1077.6,1305.1499999999999
2020-08-13,256.99999999999994,747.6000000000001,1141.4000000000003
2020-08-14,334.0,576.1000000000001,1088.6
2020-08-15,181.7,821.9,1100.3
2020-08-16,134.10000000000002,782.5999999999999,988.0000000000001
2020-08-17,177.29999999999998,692.4999999999999,964.1999999999996
2020-08-18,123.40000000000002,230.50000000000003,419.7999999999999
2020-08-19,118.0,405.9,586.9000000000001
2020-08-20,105.7,330.8,493.1
2020-08-21,66.60000000000001,173.0,274.49999999999994
2020-08-22,105.00000000000003,221.79999999999998,382.6
2020-08-23,153.70000000000002,311.49999999999994,547.1
2020-08-24,198.39999999999998,440.90000000000003,744.6000000000001
2020-08-25,64.4,289.3,388.1
2020-08-26,397.85,463.40000000000003,1073.35
2020-08-27,189.3,590.4,880.3999999999999
2020-08-28,475.3,718.7000000000002,1447.5
2020-08-29,429.7,586.1000000000001,1244.8
2020-08-30,297.40000000000003,484.49999999999994,940.3000000000002
2020-08-31,632.1999999999999,795.4000000000001,1765.0000000000002
2020-09-01,753.8000000000002,975.3999999999999,2131.1
2020-09-02,152.40000000000003,691.8000000000001,925.0999999999999
2020-09-03,142.3,389.8999999999999,608.9
2020-09-04,330.40000000000003,587.2000000000002,1094.2
2020-09-05,363.8,615.1,1173.1
2020-09-06,342.8999999999999,650.1,1176.1999999999998
2020-09-07,373.1,620.4000000000001,1192.4000000000003
2020-09-08,321.7,473.29999999999995,967.0
2020-09-09,451.8,609.75,1303.0
2020-09-10,542.8000000000002,831.4000000000001,1663.8
2020-09-11,478.59999999999997,870.1,1604.1000000000001
2020-09-12,190.4,447.0999999999999,739.1999999999998
2020-09-13,127.19999999999999,387.3,582.1999999999999
2020-09-14,736.3,1012.0999999999999,2141.3999999999996
2020-09-15,518.6,1410.8,2205.8999999999996
2020-09-16,332.6,879.9000000000001,1390.2000000000003
2020-09-17,304.49999999999994,527.3000000000001,994.6
2020-09-18,411.20000000000005,668.0999999999999,1298.6999999999996
2020-09-19,241.4,576.2,946.1
2020-09-20,201.39999999999998,537.6999999999999,846.2999999999997
2020-09-21,735.2,1025.9999999999998,2153.2
2020-09-22,403.29999999999995,939.5999999999998,1558.0
2020-09-23,64.40000000000002,523.3,622.1
2020-09-24,144.5,445.20000000000005,667.3000000000002
2020-09-25,345.7,596.2,1126.6
2020-09-26,253.8,383.90000000000003,773.2999999999998
2020-09-27,191.30000000000004,351.99999999999994,645.1999999999999
2020-09-28,515.2,708.9999999999998,1499.3
2020-09-29,438.4,663.8,1336.1
2020-09-30,116.00000000000001,547.8000000000001,725.6000000000001
2020-10-01,261.1,671.1,1070.7000000000003
2020-10-02,170.3,697.0000000000001,957.8999999999999
2020-10-03,55.0,502.3,587.2000000000002
2020-10-04,33.1,389.99999999999994,440.79999999999995
2020-10-05,180.39999999999998,595.1999999999999,872.0
2020-10-06,218.9,410.2,745.9
2020-10-07,353.9000000000001,605.6999999999999,1148.6000000000001
2020-10-08,243.6,492.29999999999995,865.5
2020-10-09,563.8999999999999,895.5999999999998,1760.2
2020-10-10,353.9,660.5,1203.4
2020-10-11,414.6,680.8999999999999,1316.5
2020-10-12,411.0,787.6999999999998,1417.7
2020-10-13,349.50000000000006,693.8,1229.5
2020-10-14,375.4,758.6,1334.5000000000002
2020-10-15,387.79999999999995,673.5,1268.9
2020-10-16,851.6,926.8000000000001,2232.6
2020-10-17,406.7,733.9999999999999,1357.1
2020-10-18,378.30000000000007,834.0000000000001,1413.9
2020-10-19,109.0,660.9999999999999,828.4
2020-10-20,64.60000000000001,347.49999999999994,446.6
2020-10-21,213.4,647.1500000000001,974.5999999999999
2020-10-22,238.89999999999998,528.3000000000001,894.5999999999999
2020-10-23,191.79999999999998,576.8,870.5999999999999
2020-10-24,36.4,352.80000000000007,408.6
2020-10-25,43.6,373.6,439.9
2020-10-26,239.09999999999997,605.0999999999999,971.2999999999998
2020-10-27,86.49999999999999,576.4,708.9999999999999
