MeasurementDateGMT,Barking and Dagenham - Rush Green: Nitric Oxide (ug/m3),Barking and Dagenham - Rush Green: Nitrogen Dioxide (ug/m3),Barking and Dagenham - Rush Green: Oxides of Nitrogen (ug/m3),Barking and Dagenham - Rush Green: Sulphur Dioxide (ug/m3)
2019-01-15,25.773845265588914,309.5970554272518,348.3845265588915,54.79999999999999
2019-01-16,25.482852193995384,309.75502309468817,348.0852193995382,51.7
2019-01-17,25.191859122401844,309.9129907621247,347.7859122401848,54.499999999999986
2019-01-18,24.90086605080831,310.0709584295612,347.4866050808315,77.45000000000002
2019-01-19,24.609872979214774,310.2289260969977,347.18729792147803,52.80000000000001
2019-01-20,24.318879907621238,310.38689376443426,346.8879907621247,68.94999999999999
2019-01-21,24.02788683602771,310.5448614318706,346.58868360277137,84.75000000000004
2019-01-22,23.736893764434186,310.7028290993072,346.289376443418,47.50000000000001
2019-01-23,23.445900692840645,310.8607967667436,345.9900692840647,61.5
2019-01-24,23.15490762124711,311.0187644341801,345.6907621247113,89.3
2019-01-25,22.863914549653582,311.1767321016166,345.391454965358,57.70000000000002
2019-01-26,22.57292147806004,311.33469976905315,345.0921478060046,45.6
2019-01-27,22.28192840646651,311.4926674364897,344.79284064665126,39.499999999999986
2019-01-28,21.99093533487298,311.650635103926,344.493533487298,57.699999999999996
2019-01-29,21.699942263279446,311.80860277136264,344.1942263279446,61.6
2019-01-30,21.40894919168591,311.966570438799,343.89491916859123,78.60000000000001
2019-01-31,21.117956120092384,312.12453810623555,343.59561200923787,94.60000000000004
2019-02-01,20.82696304849884,312.282505773672,343.2963048498845,48.30000000000001
2019-02-02,20.53596997690531,312.44047344110857,342.9969976905312,59.300000000000004
2019-02-03,20.24497690531178,312.5984411085451,342.6976905311779,53.00000000000001
2019-02-04,19.95398383371824,312.7564087759814,342.3983833718245,37.39999999999999
2019-02-05,19.66299076212471,312.9143764434181,342.0990762124711,34.69999999999999
2019-02-06,19.37199769053118,313.07234411085443,341.7997690531178,42.24999999999999
2019-02-07,19.08100461893764,313.23031177829097,341.50046189376445,29.499999999999993
2019-02-08,18.79001154734411,313.38827944572745,341.20115473441103,36.599999999999994
2019-02-09,18.49901847575058,313.546247113164,340.9018475750578,31.999999999999993
2019-02-10,18.20802540415704,313.7042147806005,340.60254041570437,31.79999999999999
2019-02-11,17.917032332563508,313.8621824480369,340.30323325635106,41.599999999999994
2019-02-12,17.62603926096998,314.02015011547354,340.00392609699765,53.2
2019-02-13,17.335046189376442,314.17811778290985,339.70461893764434,35.8
2019-02-14,17.04405311778291,314.3360854503464,339.40531177829104,59.500000000000014
2019-02-15,16.753060046189372,314.49405311778287,339.1060046189376,62.70000000000002
2019-02-16,16.462066974595842,314.6520207852194,338.8066974595843,54.000000000000014
2019-02-17,16.17107390300231,314.80998845265594,338.50739030023095,38.9
2019-02-18,15.880080831408772,314.9679561200923,338.2080831408776,37.39999999999999
2019-02-19,15.58908775981524,315.12592378752896,337.9087759815243,41.39999999999999
2019-02-20,15.298094688221706,315.28389145496527,337.6094688221709,29.549999999999986
2019-02-21,15.007101616628173,315.44185912240187,337.31016166281756,34.9
2019-02-22,14.71610854503464,315.5998267898383,337.0108545034642,39.4
2019-02-23,14.425115473441107,315.7577944572748,336.71154734411084,42.199999999999996
2019-02-24,14.134122401847574,315.91576212471136,336.4122401847575,61.95000000000001
2019-02-25,13.84312933025404,316.07372979214773,336.1129330254042,98.99999999999997
2019-02-26,13.552136258660507,316.2316974595844,335.81362586605087,89.50000000000001
2019-02-27,13.261143187066974,316.38966512702075,335.51431870669745,84.50000000000001
2019-02-28,12.97015011547344,316.54763279445723,335.21501154734415,53.00000000000001
2019-03-01,12.679157043879908,316.70560046189377,334.9157043879908,35.499999999999986
2019-03-02,12.388163972286375,316.86356812933025,334.6163972286375,36.699999999999996
2019-03-03,12.097170900692838,317.0215357967668,334.3170900692841,30.399999999999988
2019-03-04,11.806177829099305,317.17950346420315,334.0177829099307,39.39999999999999
2019-03-05,11.515184757505768,317.3374711316398,333.71847575057745,31.799999999999986
2019-03-06,11.224191685912237,317.49543879907617,333.41916859122404,29.499999999999993
2019-03-07,10.933198614318705,317.6534064665127,333.1198614318706,32.19999999999999
2019-03-08,10.642205542725172,317.8113741339492,332.82055427251737,32.849999999999994
2019-03-09,10.351212471131637,317.96934180138567,332.521247113164,31.899999999999995
2019-03-10,10.060219399538106,318.1273094688222,332.22193995381065,27.199999999999996
2019-03-11,9.769226327944569,318.28527713625857,331.92263279445723,34.4
2019-03-12,9.478233256351038,318.4432448036952,331.6233256351039,33.49999999999999
2019-03-13,9.187240184757503,318.6012124711316,331.3240184757506,42.30000000000001
2019-03-14,8.89624711316397,318.7591801385682,331.0247113163972,27.5
2019-03-15,8.605254041570436,318.9171478060046,330.7254041570439,19.949999999999996
2019-03-16,8.314260969976903,319.0751154734411,330.42609699769054,24.099999999999994
2019-03-17,8.023267898383368,319.2330831408776,330.1267898383372,24.799999999999997
2019-03-18,7.732274826789837,319.391050808314,329.82748267898387,47.9
2019-03-19,7.441281755196302,319.54901847575064,329.5281755196305,32.650000000000006
2019-03-20,7.150288683602767,319.706986143187,329.22886836027715,29.499999999999993
2019-03-21,6.859295612009236,319.86495381062355,328.9295612009238,31.199999999999992
2019-03-22,6.5683025404157025,320.02292147806,328.6302540415704,31.5
2019-03-23,6.277309468822168,320.1808891454965,328.33094688221706,30.999999999999993
2019-03-24,5.986316397228634,320.33885681293305,328.03163972286376,34.89999999999999
2019-03-25,5.695323325635103,320.49682448036947,327.73233256351045,33.9
2019-03-26,5.404330254041568,320.65479214780606,327.43302540415704,53.25
2019-03-27,5.113337182448033,320.81275981524243,327.13371824480373,86.10000000000001
2019-03-28,4.822344110854502,320.970727482679,326.83441108545037,103.99999999999997
2019-03-29,4.531351039260967,321.12869515011545,326.53510392609707,121.65
2019-03-30,4.240357967667435,321.2866628175519,326.23579676674376,110.39999999999998
2019-03-31,3.9493648960739005,321.44463048498847,325.9364896073903,97.59999999999997
2019-04-01,3.6583718244803674,321.6025981524249,325.63718244803704,100.60000000000002
2019-04-02,3.3673787528868333,321.7605658198615,325.3378752886836,96.20000000000003
2019-04-03,3.0763856812932997,321.91853348729785,325.0385681293302,108.20000000000003
2019-04-04,2.785392609699767,322.0765011547345,324.73926096997695,103.30000000000003
2019-04-05,2.494399538106233,322.23446882217087,324.43995381062354,110.40000000000003
2019-04-06,2.2034064665126993,322.39243648960735,324.14064665127023,91.70000000000003
2019-04-07,1.9124133949191662,322.5504041570439,323.8413394919168,96.90000000000005
2019-04-08,1.6214203233256326,322.7083718244803,323.5420323325635,95.30000000000003
2019-04-09,1.330427251732099,322.86633949191696,323.2427251732102,98.20000000000003
2019-04-10,1.0394341801385654,323.02430715935327,322.9434180138568,95.20000000000003
2019-04-11,0.7484411085450322,323.1822748267899,322.6441108545034,101.10000000000004
2019-04-12,0.4574480369514986,323.3402424942263,322.3448036951501,98.40000000000003
2019-04-13,0.16645496535796456,323.49821016166277,322.0454965357968,103.80000000000005
2019-04-14,-0.12453810623556816,323.6561778290993,321.74618937644345,97.20000000000003
2019-04-15,-0.41553117782910176,323.81414549653573,321.4468822170901,105.50000000000006
2019-04-16,-0.7065242494226358,323.9721131639724,321.14757505773673,101.40000000000002
2019-04-17,-0.997517321016169,324.1300808314087,320.84826789838337,97.10000000000004
2019-04-18,-1.2885103926097026,324.28804849884534,320.5489607390301,107.60000000000001
2019-04-19,-1.5795034642032357,324.4460161662817,320.24965357967665,117.00000000000004
2019-04-20,-1.8704965357967698,324.6039838337182,319.9503464203234,103.10000000000001
2019-04-21,-2.161489607390303,324.7619515011547,319.65103926097,103.90000000000002
2019-04-22,-2.452482678983836,324.91991916859115,319.3517321016166,124.39999999999998
2019-04-23,-2.7434757505773706,325.0778868360278,319.0524249422633,112.1
2019-04-24,-3.0344688221709033,325.2358545034641,318.75311778290995,89.60000000000002
2019-04-25,-3.325461893764437,325.39382217090076,318.45381062355665,94.50000000000003
2019-04-26,-3.6164549653579705,325.55178983833713,318.1545034642033,90.50000000000003
2019-04-27,-3.907448036951504,325.7097575057737,317.85519630484987,86.10000000000001
2019-04-28,-4.198441108545038,325.86772517321015,317.55588914549656,93.10000000000004
2019-04-29,-4.489434180138572,326.0256928406466,317.2565819861432,96.30000000000004
2019-04-30,-4.780427251732105,326.1836605080832,316.9572748267898,90.60000000000004
2019-05-01,-5.071420323325638,326.34162817551953,316.65796766743654,91.30000000000005
2019-05-02,-5.362413394919171,326.4995958429562,316.3586605080832,79.60000000000002
2019-05-03,-5.653406466512706,326.6575635103926,316.0593533487298,80.80000000000003
2019-05-04,-5.944399538106238,326.81553117782914,315.7600461893764,88.70000000000005
2019-05-05,-6.2353926096997725,326.97349884526557,315.4607390300231,96.30000000000003
2019-05-06,-6.526385681293306,327.13146651270205,315.1614318706698,79.70000000000003
2019-05-07,-6.817378752886841,327.28943418013864,314.86212471131637,91.20000000000002
2019-05-08,-7.108371824480374,327.44740184757495,314.562817551963,78.50000000000003
2019-05-09,-7.399364896073907,327.6053695150116,314.2635103926097,79.10000000000004
2019-05-10,-7.69035796766744,327.763337182448,313.9642032332564,83.70000000000002
2019-05-11,-7.981351039260973,327.92130484988456,313.664896073903,81.50000000000003
2019-05-12,-8.272344110854506,328.079272517321,313.3655889145497,88.60000000000002
2019-05-13,-8.56333718244804,328.23724018475747,313.0662817551963,85.55000000000003
2019-05-14,-8.854330254041574,328.3952078521941,312.76697459584295,79.90000000000003
2019-05-15,-9.145323325635108,328.5531755196304,312.4676674364897,84.90000000000003
2019-05-16,-9.43631639722864,328.711143187067,312.16836027713623,82.10000000000002
2019-05-17,2.3005051963048495,508.5997257505773,512.0005196304849,81.40000000000002
2019-05-18,31.1,526.1999999999999,574.1,76.80000000000003
2019-05-19,25.500000000000004,532.6,571.9999999999999,90.10000000000004
2019-05-20,30.540000000000003,376.40000000000003,421.44000000000017,109.29999999999995
2019-05-21,22.25142857142857,308.05714285714294,339.90857142857146,122.39999999999995
2019-05-22,20.605714285714285,299.8285714285714,330.03428571428555,122.39999999999995
2019-05-23,18.96,291.6,320.16000000000014,122.39999999999995
2019-05-24,17.314285714285713,283.37142857142857,310.28571428571433,122.39999999999995
2019-05-25,15.668571428571427,275.1428571428571,300.41142857142853,122.39999999999995
2019-05-26,9.460000000000003,263.99999999999994,279.3599999999999,88.50000000000003
2019-05-27,10.9,251.30000000000007,268.1,86.00000000000003
2019-05-28,12.600000000000001,269.8,288.9,83.00000000000001
2019-05-29,15.200000000000001,362.4000000000001,386.00000000000006,84.50000000000003
2019-05-30,17.5,256.29999999999995,283.0999999999999,85.80000000000003
2019-05-31,13.900000000000002,284.00000000000006,305.30000000000007,82.60000000000002
2019-06-01,30.799999999999994,394.19999999999993,441.49999999999994,96.10000000000004
2019-06-02,1.1999999999999997,261.7000000000001,263.30000000000007,90.90000000000003
2019-06-03,5.3,200.2,208.10000000000008,95.00000000000003
2019-06-04,26.349999999999998,443.45000000000005,483.70000000000005,85.20000000000003
2019-06-05,4.6,291.29999999999995,297.9,85.70000000000002
2019-06-06,15.6,291.70000000000005,315.6000000000001,80.10000000000002
2019-06-07,14.700000000000003,426.6,449.20000000000005,93.70000000000003
2019-06-08,0.6,210.7,211.59999999999997,86.10000000000001
2019-06-09,12.600000000000003,313.9,333.40000000000003,90.20000000000003
2019-06-10,39.699999999999996,409.80000000000007,470.79999999999995,87.70000000000003
2019-06-11,32.0,253.14999999999992,302.8499999999999,90.25000000000006
2019-06-12,21.300000000000004,443.90000000000003,476.4,85.10000000000004
2019-06-13,3.0,245.10000000000014,249.30000000000013,82.70000000000002
2019-06-14,4.3999999999999995,222.20000000000005,228.70000000000002,88.20000000000003
2019-06-15,2.800000000000001,230.8,235.10000000000005,97.80000000000004
2019-06-16,4.3,154.10000000000008,160.30000000000007,82.10000000000002
2019-06-17,8.5,240.0,252.9,98.4
2019-06-18,47.0,509.04999999999995,581.1500000000001,92.75000000000001
2019-06-19,32.9,416.5,466.8,79.40000000000002
2019-06-20,30.149999999999995,307.9,354.15,86.05000000000001
2019-06-21,26.900000000000006,291.4,333.2,89.00000000000001
2019-06-22,24.60000000000001,268.95000000000005,307.05,86.20000000000005
2019-06-23,6.699999999999999,250.6,261.09999999999997,83.30000000000003
2019-06-24,31.700000000000003,447.7000000000001,496.4000000000001,78.70000000000003
2019-06-25,24.900000000000006,295.90000000000003,333.7,79.60000000000002
2019-06-26,7.8,125.30000000000003,137.0,81.30000000000003
2019-06-27,7.199999999999999,70.3,81.30000000000001,78.30000000000001
2019-06-28,9.9,108.29999999999998,123.79999999999998,85.10000000000001
2019-06-29,29.700000000000003,365.7000000000001,410.9,82.30000000000001
2019-06-30,13.8,108.30000000000003,128.4,75.75000000000001
2019-07-01,19.100000000000005,158.19999999999996,187.2,79.30000000000001
2019-07-02,33.74999999999999,197.14999999999998,249.75000000000006,75.14999999999998
2019-07-03,40.99999999999999,255.10000000000005,318.59999999999997,79.99999999999999
2019-07-04,25.699999999999996,305.49999999999994,345.40000000000003,90.69999999999999
2019-07-05,38.750000000000014,346.05,405.55000000000007,72.99999999999999
2019-07-06,47.70000000000001,243.29999999999998,316.50000000000006,57.89999999999999
2019-07-07,38.100000000000016,132.4,191.4,52.399999999999984
2019-07-08,61.60000000000002,297.70000000000005,392.4999999999999,59.0
2019-07-09,47.300000000000004,385.40000000000003,458.2,55.3
2019-07-10,82.40000000000002,466.8999999999999,593.6000000000001,57.69999999999999
2019-07-11,57.300000000000004,372.69999999999993,460.69999999999993,58.8
2019-07-12,42.10000000000001,212.39999999999998,277.0,42.70000000000001
2019-07-13,41.40000000000001,192.0,255.9,50.69999999999999
2019-07-14,33.300000000000004,132.39999999999998,184.00000000000003,51.09999999999999
2019-07-15,32.99999999999999,175.19999999999996,226.30000000000004,56.699999999999996
2019-07-16,50.70000000000001,375.49999999999994,453.8999999999999,61.499999999999986
2019-07-17,64.3,401.0,499.3999999999998,67.49999999999997
2019-07-18,56.6,333.00000000000006,420.09999999999997,55.199999999999996
2019-07-19,63.00000000000001,361.9,458.99999999999994,49.900000000000006
2019-07-20,36.900000000000006,144.3,200.89999999999998,45.45000000000001
2019-07-21,48.300000000000004,191.59999999999997,266.4,61.4
2019-07-22,54.50000000000001,243.2,327.09999999999997,49.00000000000001
2019-07-23,130.5,352.49999999999994,553.2999999999998,63.59999999999999
2019-07-24,46.8,485.5,557.5999999999999,66.69999999999999
2019-07-25,47.40000000000002,535.6,608.6,78.79999999999998
2019-07-26,90.8,486.30000000000007,625.9,52.30000000000001
2019-07-27,52.20000000000001,262.2,342.7,47.60000000000001
2019-07-28,35.10000000000001,185.70000000000002,240.2,52.300000000000004
2019-07-29,56.900000000000006,276.0000000000001,363.50000000000006,57.400000000000006
2019-07-30,30.39999999999999,168.70000000000002,215.70000000000002,58.800000000000004
2019-07-31,28.049999999999994,224.54999999999995,267.59999999999997,52.60000000000001
2019-08-01,21.8,311.59999999999997,345.09999999999997,60.699999999999974
2019-08-02,15.299999999999997,267.59999999999997,291.09999999999997,46.0
2019-08-03,9.9,247.2,262.2,56.0
2019-08-04,12.0,293.3,311.5,64.19999999999999
2019-08-05,19.999999999999996,261.40000000000003,292.0,73.79999999999997
2019-08-06,12.900000000000002,164.5,184.3,57.099999999999994
2019-08-07,20.1,263.79999999999995,294.69999999999993,64.99999999999999
2019-08-08,29.100000000000005,303.00000000000006,347.3000000000001,67.79999999999998
2019-08-09,16.0,257.8,282.45000000000005,60.04999999999998
2019-08-10,3.3,80.9,86.1,60.79999999999999
2019-08-11,2.0999999999999996,130.40000000000003,133.70000000000002,66.6
2019-08-12,74.75,525.3000000000001,639.6500000000001,53.650000000000006
2019-08-13,41.800000000000004,389.3,452.9000000000001,50.10000000000001
2019-08-14,23.600000000000005,350.19999999999993,385.70000000000005,47.599999999999994
2019-08-15,27.199999999999996,229.6,271.0,38.3
2019-08-16,57.3,340.0,427.19999999999993,37.9
2019-08-17,20.2,161.29999999999998,191.60000000000002,48.6
2019-08-18,18.2,180.2,207.50000000000006,38.900000000000006
2019-08-19,28.499999999999996,254.25,297.6,44.8
2019-08-20,40.29999999999999,471.4,532.9000000000001,37.400000000000006
2019-08-21,131.10000000000002,513.6999999999999,714.4000000000003,40.8
2019-08-22,33.099999999999994,405.5,456.0,43.400000000000006
2019-08-23,116.7,564.6999999999999,743.4000000000003,43.99999999999999
2019-08-24,105.9,578.8999999999999,740.9,62.400000000000006
2019-08-25,26.00000000000001,453.4000000000001,493.0,44.199999999999996
2019-08-26,26.299999999999997,544.4000000000001,584.3,58.9
2019-08-27,29.800000000000004,688.0,733.3000000000002,37.400000000000006
2019-08-28,35.499999999999986,348.3999999999999,402.49999999999994,28.999999999999996
2019-08-29,34.60000000000001,267.1,320.3,35.9
2019-08-30,35.750000000000014,307.55,362.1,69.99999999999999
2019-08-31,53.700000000000024,375.79999999999995,457.9000000000001,77.89999999999999
2019-09-01,34.99999999999999,294.8,348.0,69.79999999999998
2019-09-02,106.20000000000003,442.59999999999997,605.1999999999999,76.29999999999998
2019-09-03,39.20000000000001,289.0,348.79999999999995,70.69999999999999
2019-09-04,42.00000000000002,203.4,267.20000000000005,72.80000000000001
2019-09-05,64.05,414.2,511.5000000000001,66.25
2019-09-06,98.7,695.9,846.3,45.900000000000006
2019-09-07,48.300000000000004,375.3999999999999,448.3,44.00000000000001
2019-09-08,39.0,443.09999999999997,501.3,53.499999999999986
2019-09-09,55.29999999999999,703.9,786.6999999999999,44.49999999999999
2019-09-10,358.1000000000001,726.7,1275.4000000000003,43.500000000000014
2019-09-11,53.9,401.9,483.09999999999997,49.49999999999999
2019-09-12,63.5,358.0,454.5,32.49999999999999
2019-09-13,46.699999999999996,301.65000000000003,371.45,43.10000000000001
2019-09-14,84.3,545.9,674.3,40.4
2019-09-15,121.0,693.5000000000001,878.6000000000001,45.699999999999996
2019-09-16,95.49999999999999,532.5,678.7,39.5
2019-09-17,66.00000000000001,418.90000000000003,519.2,44.800000000000004
2019-09-18,91.69999999999999,492.90000000000003,632.4,41.499999999999986
2019-09-19,248.09999999999994,612.2,992.0999999999998,50.20000000000001
2019-09-20,203.98745874587456,539.0316831683169,852.712211221122,59.3
2019-09-21,179.22244224422445,469.96435643564354,747.1570957095711,72.10000000000001
2019-09-22,178.01848184818482,473.0059405940594,748.3293729372937,37.699999999999996
2019-09-23,176.81452145214521,476.0475247524752,749.5016501650166,35.6
2019-09-24,175.61056105610558,479.08910891089107,750.6739273927393,35.39999999999999
2019-09-25,174.406600660066,482.1306930693069,751.8462046204621,34.699999999999996
2019-09-26,173.2026402640264,485.17227722772276,753.0184818481848,40.300000000000004
2019-09-27,171.99867986798682,488.21386138613855,754.1907590759075,40.79999999999999
2019-09-28,170.79471947194722,491.2554455445544,755.3630363036305,45.5
2019-09-29,169.5907590759076,494.29702970297024,756.5353135313532,34.99999999999999
2019-09-30,168.386798679868,497.3386138613861,757.707590759076,31.299999999999994
2019-10-01,167.18283828382837,500.3801980198019,758.8798679867988,37.3
2019-10-02,165.9788778877888,503.42178217821777,760.0521452145214,46.60000000000001
2019-10-03,164.77491749174914,506.4633663366336,761.2244224422443,65.7
2019-10-04,163.5709570957096,509.50495049504946,762.396699669967,50.1
2019-10-05,162.36699669966993,512.5465346534653,763.5689768976898,49.6
2019-10-06,161.16303630363038,515.5881188118811,764.7412541254125,49.89999999999999
2019-10-07,159.95907590759077,518.629702970297,765.9135313531352,49.70000000000001
2019-10-08,158.75511551155117,521.6712871287128,767.0858085808582,44.4
2019-10-09,157.55115511551156,524.7128712871287,768.258085808581,37.6
2019-10-10,156.34719471947196,527.7544554455445,769.4303630363037,52.300000000000004
2019-10-11,155.14323432343238,530.7960396039604,770.6026402640265,48.2
2019-10-12,153.93927392739272,533.8376237623762,771.7749174917492,38.2
2019-10-13,152.73531353135314,536.879207920792,772.9471947194718,48.800000000000004
2019-10-14,151.5313531353135,539.920792079208,774.1194719471947,34.39999999999999
2019-10-15,150.32739273927393,542.9623762376237,775.2917491749175,40.2
2019-10-16,149.12343234323433,546.0039603960397,776.4640264026402,51.79999999999999
2019-10-17,147.91947194719472,549.0455445544554,777.636303630363,64.8
2019-10-18,146.71551155115512,552.0871287128714,778.8085808580856,116.70000000000003
2019-10-19,145.5115511551155,555.1287128712871,779.9808580858086,141.50000000000003
2019-10-20,144.30759075907594,558.1702970297031,781.1531353135314,148.69999999999996
2019-10-21,143.10363036303627,561.2118811881187,782.3254125412542,126.30000000000001
2019-10-22,141.8996699669967,564.2534653465348,783.4976897689769,160.80000000000004
2019-10-23,140.6957095709571,567.2950495049504,784.6699669966995,123.80000000000003
2019-10-24,139.4917491749175,570.3366336633665,785.8422442244224,69.69999999999999
2019-10-25,138.28778877887788,573.3782178217821,787.0145214521452,63.8
2019-10-26,137.08382838283828,576.4198019801981,788.1867986798679,49.7
2019-10-27,135.8798679867987,579.4613861386138,789.3590759075907,54.3
2019-10-28,134.67590759075907,582.5029702970298,790.5313531353133,49.65
2019-10-29,133.4719471947195,585.5445544554455,791.7036303630363,36.39999999999999
2019-10-30,132.26798679867986,588.5861386138615,792.8759075907591,48.900000000000006
2019-10-31,131.06402640264028,591.6277227722771,794.0481848184819,55.1
2019-11-01,129.86006600660068,594.6693069306932,795.2204620462046,30.49999999999999
2019-11-02,128.65610561056104,597.7108910891088,796.3927392739272,44.999999999999986
2019-11-03,127.45214521452145,600.7524752475249,797.5650165016501,45.8
2019-11-04,126.24818481848186,603.7940594059405,798.7372937293729,49.6
2019-11-05,125.04422442244224,606.8356435643566,799.9095709570956,45.300000000000004
2019-11-06,123.84026402640266,609.8772277227722,801.0818481848185,53.5
2019-11-07,122.63630363036305,612.9188118811883,802.254125412541,50.89999999999999
2019-11-08,121.43234323432345,615.960396039604,803.426402640264,65.7
2019-11-09,120.22838283828382,619.00198019802,804.5986798679868,44.70000000000001
2019-11-10,119.02442244224422,622.0435643564357,805.7709570957096,64.8
2019-11-11,117.82046204620461,625.0851485148517,806.9432343234323,55.099999999999994
2019-11-12,116.61650165016502,628.1267326732674,808.1155115511549,46.8
2019-11-13,115.41254125412543,631.1683168316833,809.2877887788778,57.99999999999999
2019-11-14,114.20858085808582,634.209900990099,810.4600660066006,47.55
2019-11-15,113.0046204620462,637.251485148515,811.6323432343233,46.50000000000001
2019-11-16,111.80066006600661,640.2930693069306,812.8046204620462,61.50000000000001
2019-11-17,110.596699669967,643.3346534653467,813.9768976897687,80.10000000000001
2019-11-18,109.39273927392739,646.3762376237623,815.1491749174917,57.399999999999984
2019-11-19,108.18877887788781,649.4178217821784,816.3214521452145,99.60000000000002
2019-11-20,106.98481848184818,652.459405940594,817.4937293729373,64.6
2019-11-21,105.78085808580859,655.5009900990101,818.66600660066,60.4
2019-11-22,104.57689768976898,658.5425742574257,819.8382838283826,54.5
2019-11-23,103.37293729372936,661.5841584158418,821.0105610561056,61.2
2019-11-24,102.16897689768979,664.6257425742574,822.1828382838283,60.800000000000004
2019-11-25,100.96501650165017,667.6673267326735,823.355115511551,48.4
2019-11-26,99.76105610561056,670.7089108910891,824.5273927392739,45.650000000000006
2019-11-27,98.55709570957099,673.7504950495052,825.6996699669965,51.3
2019-11-28,97.35313531353135,676.7920792079208,826.8719471947195,55.99999999999999
2019-11-29,96.14917491749176,679.8336633663369,828.0442244224421,75.4
2019-11-30,94.94521452145216,682.8752475247525,829.2165016501648,85.59999999999998
2019-12-01,93.74125412541255,685.9168316831683,830.3887788778877,50.1
2019-12-02,92.53729372937295,688.9584158415842,831.5610561056103,88.0
2019-12-03,91.33333333333334,692.0,832.7333333333335,91.99999999999999
2019-12-04,90.12937293729374,695.0415841584158,833.905610561056,113.39999999999999
2019-12-05,66.01947194719473,637.7455445544556,739.2863036303629,87.2
2019-12-06,15.999999999999998,439.29999999999995,464.59999999999997,50.00000000000001
2019-12-07,31.499999999999996,479.5,528.5000000000001,42.699999999999996
2019-12-08,5.300000000000001,223.3,231.8,45.3
2019-12-09,457.0,639.6999999999999,1340.8999999999999,57.3
2019-12-10,392.49999999999994,575.6,1178.5000000000005,48.59999999999999
2019-12-11,129.4,737.6,936.0999999999999,39.49999999999999
2019-12-12,66.20000000000002,695.6999999999999,798.1999999999999,45.3
2019-12-13,24.499999999999993,394.29999999999995,432.09999999999997,49.49999999999999
2019-12-14,17.299999999999994,374.1,401.7,50.400000000000006
2019-12-15,13.6,255.20000000000005,276.8,55.699999999999996
2019-12-16,151.4,768.6,1001.4,51.2
2019-12-17,114.8,877.4,1053.9,46.6
2019-12-18,262.3,828.5000000000001,1230.8000000000004,54.349999999999994
2019-12-19,17.400000000000002,339.9,367.40000000000003,36.79999999999999
2019-12-20,76.30000000000001,704.7,822.1,49.89999999999999
2019-12-21,16.799999999999997,346.19999999999993,372.49999999999994,40.199999999999996
2019-12-22,17.300000000000004,452.99999999999994,480.0,36.599999999999994
2019-12-23,33.699999999999996,478.4,530.5,42.900000000000006
2019-12-24,16.299999999999997,363.8,389.70000000000005,35.8
2019-12-25,415.4,581.3,1218.2999999999997,52.3
2019-12-26,22.299999999999994,413.80000000000007,449.1,45.2
2019-12-27,539.4000000000001,600.1999999999999,1427.2,63.8
2019-12-28,308.5,496.1,969.7999999999998,53.400000000000006
2019-12-29,163.90000000000003,516.0,767.0,58.699999999999996
2019-12-30,850.6,777.8,2082.5,56.9
2019-12-31,189.99999999999997,566.7,858.3000000000001,49.39999999999999
2020-01-01,278.09999999999997,763.7499999999999,1190.0000000000002,54.74999999999999
2020-01-02,24.7,349.6,388.30000000000007,41.0
2020-01-03,42.2,519.3,583.8999999999999,43.10000000000001
2020-01-04,49.5,664.9999999999999,741.8,52.59999999999999
2020-01-05,15.6,444.8,469.50000000000006,49.90000000000001
2020-01-06,22.299999999999997,385.40000000000003,420.4,46.8
2020-01-07,33.399999999999984,467.79999999999995,519.5999999999999,40.60000000000001
2020-01-08,137.0,601.1,811.1,80.19999999999999
2020-01-09,38.59999999999999,267.30000000000007,325.6000000000001,79.39999999999999
2020-01-10,85.00000000000001,586.6,717.0999999999999,85.3
2020-01-11,26.499999999999996,139.19999999999996,180.09999999999997,84.49999999999999
2020-01-12,25.699999999999992,234.0,273.09999999999997,82.1
2020-01-13,34.79999999999999,260.5,313.8,88.29999999999997
2020-01-14,27.99999999999999,208.59999999999997,251.69999999999996,84.29999999999998
2020-01-15,47.19999999999999,420.9,492.9,83.39999999999998
2020-01-16,39.49999999999999,341.29999999999995,401.19999999999993,81.19999999999999
2020-01-17,42.199999999999996,431.5,496.40000000000003,83.4
2020-01-18,134.70000000000002,779.9999999999999,986.4,86.6
2020-01-19,604.4,826.1,1753.0999999999997,108.00000000000001
2020-01-20,3060.5000000000005,1662.0,6354.7,165.4
2020-01-21,4325.8499999999985,1689.15,8322.25,187.54999999999998
2020-01-22,724.8999999999999,900.7,2011.9000000000003,102.1
2020-01-23,277.7,736.0,1161.7,86.39999999999998
2020-01-24,333.50000000000006,864.2,1375.3,93.09999999999998
2020-01-25,65.10000000000001,505.8,605.6,90.69999999999997
2020-01-26,37.69999999999999,327.6000000000001,384.89999999999986,80.29999999999998
2020-01-27,48.49999999999999,542.7,616.7,82.69999999999996
2020-01-28,54.300000000000004,425.00000000000006,507.7,85.59999999999998
2020-01-29,61.8,481.10000000000014,575.3000000000001,80.89999999999998
2020-01-30,44.300000000000004,475.3,542.7000000000002,74.79999999999998
2020-01-31,33.199999999999996,294.6,344.49999999999994,78.79999999999997
2020-02-01,31.64999999999999,259.5,307.6,85.94999999999997
2020-02-02,29.59999999999999,275.80000000000007,320.50000000000006,77.7
2020-02-03,45.64999999999999,344.74999999999994,414.29999999999995,80.49999999999997
2020-02-04,63.4,477.2,574.4000000000001,81.29999999999998
