MeasurementDateGMT,Greenwich - Woolwich Flyover: Nitric Oxide (ug/m3),Greenwich - Woolwich Flyover: Nitrogen Dioxide (ug/m3),Greenwich - Woolwich Flyover: Oxides of Nitrogen (ug/m3),Greenwich - Woolwich Flyover: Ozone (ug/m3),Greenwich - Woolwich Flyover: PM10 Particulate (ug/m3)
2018-11-28,1949.8999999999999,1368.6,4357.9,426.69999999999993,328.5
2018-11-29,1791.0000000000002,1130.9,3877.2,602.9,406.90000000000003
2018-11-30,2722.6,1651.0,5825.799999999999,345.9000000000001,665.1
2018-12-01,1925.1000000000001,1427.6000000000001,4379.5,366.2000000000001,326.59999999999997
2018-12-02,1266.0,852.8000000000001,2793.8,603.0,193.8
2018-12-03,2311.0000000000005,1434.1000000000004,4977.8,432.30000000000007,428.29999999999995
2018-12-04,4724.8,2134.6,9379.6,39.0,825.9999999999999
2018-12-05,416.68079470198677,732.0655629139073,1370.0960264900664,348.9,318.45
2018-12-06,519.4013245033112,867.4092715231789,1662.9933774834437,393.5,418.1
2018-12-07,600.2701986754967,915.0913907284769,1834.6490066225163,542.9000000000001,394.90000000000003
2018-12-08,681.1390728476821,962.7735099337749,2006.3046357615895,735.9999999999998,470.6000000000001
2018-12-09,762.0079470198675,1010.4556291390729,2177.960264900662,664.0,280.80000000000007
2018-12-10,842.8768211920532,1058.1377483443707,2349.615894039735,152.50000000000003,734.4000000000001
2018-12-11,1060.1238410596027,1196.8668874172188,2821.880794701987,113.7,961.9000000000002
2018-12-12,550.2,955.9,1799.3,429.59999999999997,555.3000000000001
2018-12-13,702.1,1048.6999999999998,2125.5,153.1,529.1
2018-12-14,2225.7000000000003,1433.4000000000003,4846.3,72.3,928.1999999999999
2018-12-15,767.9,791.5,1969.1999999999998,398.1,469.70000000000005
2018-12-16,2284.5,1754.5999999999997,5257.0,308.4,358.50000000000006
2018-12-17,3059.2,1788.5000000000002,6479.1,283.1,477.70000000000005
2018-12-18,1846.9,1312.0,4144.0,469.70000000000005,595.8000000000002
2018-12-19,2686.1000000000004,1745.4999999999998,5864.5,331.1,410.59999999999997
2018-12-20,2451.7,1591.8,5351.6,386.9,539.0
2018-12-21,1768.3,1196.3999999999999,3907.6000000000004,555.0999999999999,490.5
2018-12-22,2027.9,1449.1999999999998,4559.0,434.3,462.9999999999999
2018-12-23,1218.9,1183.5,3052.2000000000007,430.4999999999999,252.69999999999996
2018-12-24,2150.1,1391.3999999999999,4688.3,224.8,526.5999999999999
2018-12-25,2471.7,1486.6000000000001,5276.6,47.0,498.2999999999999
2018-12-26,2258.8000000000006,1518.8000000000002,4982.300000000001,72.0,454.7
2018-12-27,5787.599999999999,2010.5000000000002,10884.900000000001,13.5,937.2
2018-12-28,3876.600000000001,1865.0,7808.900000000001,6.5,757.0
2018-12-29,1856.8999999999999,1426.9,4273.8,223.6,385.50000000000006
2018-12-30,1727.1000000000004,1394.3000000000002,4042.4,179.7,308.90000000000003
2018-12-31,1631.1000000000004,1432.7,3934.2000000000007,347.6,380.2
2019-01-01,687.8999999999999,974.6999999999998,2029.7,606.3999999999999,306.0
2019-01-02,245.95000000000002,812.8499999999999,1189.9499999999998,758.9499999999997,296.95
2019-01-03,561.4,1197.3,2058.2999999999997,469.49999999999994,465.90000000000003
2019-01-04,1559.7999999999997,1567.8,3959.4,211.4,860.8999999999999
2019-01-05,1305.6999999999998,1444.0999999999997,3446.7999999999993,335.9,628.4999999999999
2019-01-06,1896.8,1723.8999999999996,4632.5,114.4,601.1999999999999
2019-01-07,2034.3000000000002,1546.3999999999996,4665.700000000001,261.59999999999997,575.3000000000001
2019-01-08,1021.3999999999999,1277.1000000000004,2842.8000000000006,528.6999999999999,700.6999999999998
2019-01-09,506.4,1017.3,1793.7,548.3999999999999,390.70000000000005
2019-01-10,4003.8999999999996,2034.3999999999999,8174.000000000003,94.6,1011.6999999999999
2019-01-11,2086.3,1656.9999999999998,4855.499999999999,143.8,749.6999999999999
2019-01-12,1750.2999999999997,1413.0,4096.400000000001,333.7,410.80000000000007
2019-01-13,939.9000000000001,1025.9999999999998,2466.9000000000005,655.5999999999999,359.09999999999997
2019-01-14,2103.2,1657.8,4882.900000000001,410.6,772.1999999999999
2019-01-15,2531.7999999999997,1686.8,5568.2,318.5,558.6000000000001
2019-01-16,1988.4999999999998,1461.7000000000003,4510.3,451.45000000000005,294.59999999999997
2019-01-17,1682.2000000000003,1574.9999999999998,4154.5,316.1,544.6
2019-01-18,2959.9,1902.4999999999995,6441.200000000001,194.8,1018.0000000000002
2019-01-19,344.09999999999997,825.8000000000001,1353.6000000000001,575.1999999999999,422.6
2019-01-20,1038.0,1289.2,2880.7,169.4,620.0999999999999
2019-01-21,5719.0,2219.4999999999995,10988.7,92.3,1342.7000000000003
2019-01-22,2768.4000000000005,1944.3,6189.199999999999,288.6,710.6999999999999
2019-01-23,1151.8000000000002,1414.6000000000001,3181.0,391.5,371.90000000000003
2019-01-24,5201.499999999999,2395.0,10370.800000000001,22.3,728.1
2019-01-25,3408.4,1947.1000000000001,7173.3,35.0,546.0000000000001
2019-01-26,1516.5000000000002,1232.7,3558.7000000000003,597.7999999999998,349.6000000000001
2019-01-27,888.7,906.3,2269.1000000000004,831.3999999999997,294.79999999999995
2019-01-28,2292.9,1733.6,5249.799999999999,399.8,751.4
2019-01-29,3994.6,2202.9,8327.699999999999,137.7,1063.3
2019-01-30,4659.300000000001,2314.6,9458.699999999999,218.60000000000002,1123.1
2019-01-31,2422.400000000001,1489.7,5204.0999999999985,332.19999999999993,541.8000000000002
2019-02-01,330.6,836.8999999999999,1343.7,657.5999999999999,296.80000000000007
2019-02-02,631.6999999999999,922.7,1891.0000000000002,608.5999999999999,333.5
2019-02-03,2107.4,1574.4,4805.599999999999,296.79999999999995,656.2000000000002
2019-02-04,2956.5,1625.8,6158.9,427.90000000000003,335.90000000000003
2019-02-05,3278.0,1738.8,6765.1,160.2,394.80000000000007
2019-02-06,3441.3500000000004,1861.5000000000005,7138.950000000002,267.7,535.9999999999999
2019-02-07,1993.1,1293.5,4349.7,682.5999999999998,492.50000000000006
2019-02-08,1434.8999999999999,1027.4,3227.4,817.4999999999997,317.40000000000003
2019-02-09,1392.7,1018.2,3153.4,877.6999999999997,418.7
2019-02-10,1401.6999999999998,1354.4999999999998,3517.0,559.4,202.29999999999998
2019-02-11,2035.3999999999999,1693.9999999999998,4815.6,273.55199999999996,600.1
2019-02-12,3492.8,2053.8,7411.5,155.348,776.2999999999998
2019-02-13,3203.2,1875.9,6790.2,233.0,823.3000000000001
2019-02-14,2981.1999999999994,1801.7999999999997,6372.800000000001,100.7,951.6499999999999
2019-02-15,5191.799999999999,2431.9,10392.699999999999,65.3,1826.6
2019-02-16,2536.8,1867.3999999999999,5757.100000000001,160.3,831.6
2019-02-17,1788.5000000000005,1556.1000000000001,4298.8,343.0,893.5000000000001
2019-02-18,2873.7000000000007,1889.7000000000003,6295.3,359.70000000000005,519.5
2019-02-19,2701.9500000000007,1853.45,5996.249999999999,424.0,803.05
2019-02-20,2440.1,1611.6,5353.3,477.3,855.9999999999999
2019-02-21,2602.4,1745.0000000000002,5735.799999999999,378.8,867.3999999999999
2019-02-22,1794.4,1512.2000000000003,4263.1,180.6,924.4000000000001
2019-02-23,1621.6000000000001,1455.1000000000001,3941.6999999999994,144.5,925.7
2019-02-24,1743.0,1637.5000000000002,4310.700000000001,83.2,980.2999999999997
2019-02-25,2838.2,2058.2,6410.400000000001,86.7,1338.3
2019-02-26,3959.6,2409.9,8481.399999999998,50.3,1706.4999999999998
2019-02-27,5404.799999999998,2809.6,11096.400000000003,52.0,1952.1999999999998
2019-02-28,2634.8000000000006,1994.8999999999996,6035.200000000002,287.0,884.7
2019-03-01,2287.8000000000006,1778.3,5285.799999999999,280.4,1204.1
2019-03-02,1664.2000000000005,1323.5,3874.600000000001,598.7,626.0
2019-03-03,888.7,813.5,2175.7,1045.8000000000002,288.9
2019-03-04,1899.8,1291.0,4203.8,774.0,463.2
2019-03-05,2147.5,1558.7000000000003,4852.0,646.5,698.8
2019-03-06,1717.7,1216.0000000000002,3849.7999999999997,746.6000000000001,571.2
2019-03-07,1571.4999999999998,1128.7,3537.5,740.9000000000002,487.9
2019-03-08,2465.5999999999995,1612.6000000000004,5393.799999999999,509.10000000000014,646.2000000000002
2019-03-09,1531.6,1305.5,3653.9,832.8000000000003,578.9000000000001
2019-03-10,973.6000000000001,950.5999999999999,2443.4,988.0000000000003,254.69999999999996
2019-03-11,1781.3000000000002,1395.8,4126.6,754.0000000000002,670.4000000000001
2019-03-12,1547.2,1148.1,3520.6,933.9000000000004,348.09999999999997
2019-03-13,1450.4000000000003,1108.5,3332.4,886.4000000000003,610.4999999999999
2019-03-14,1470.3000000000002,1265.0000000000002,3519.2,884.7000000000004,418.0
2019-03-15,1415.1999999999998,1030.4,3200.6000000000004,777.3000000000004,364.70000000000005
2019-03-16,1009.5,818.4999999999999,2366.0,1098.2000000000005,350.7
2019-03-17,1265.6,1194.0999999999997,3134.4000000000005,857.2000000000004,210.89999999999998
2019-03-18,2775.2,2013.5,6268.200000000001,373.10000000000014,741.5
2019-03-19,2922.6999999999994,1969.7999999999997,6450.5,182.59999999999997,765.5000000000001
2019-03-20,2484.6,1778.8,5588.5,399.7000000000001,790.0999999999999
2019-03-21,2921.8999999999996,1799.1999999999998,6279.3,267.0,841.5999999999999
2019-03-22,2581.9,1732.2000000000003,5690.600000000002,324.5,792.6000000000001
2019-03-23,475.89999999999986,1009.4,1739.2999999999997,664.4000000000001,523.1
2019-03-24,1183.3,1554.1000000000001,3368.5000000000005,552.7,649.8
2019-03-25,499.5,996.1,1762.1000000000001,953.1000000000003,577.3999999999999
2019-03-26,2247.9,1940.1,5386.6,386.0,885.7000000000002
2019-03-27,2046.2000000000005,1881.3,5018.900000000001,492.19999999999993,753.5000000000001
2019-03-28,1469.4999999999998,1695.3000000000002,3948.7000000000007,547.5000000000001,800.5000000000001
2019-03-29,1990.3999999999999,1883.7,4935.700000000001,311.5,1170.0000000000002
2019-03-30,1594.3,1663.5,4107.799999999999,409.1000000000001,1312.3000000000004
2019-03-31,98.0,450.50000000000006,600.5999999999999,1317.0,666.7
2019-04-01,256.2,787.9999999999999,1180.6000000000001,1012.1999999999999,562.6999999999999
2019-04-02,2889.6,2048.5000000000005,6479.299999999999,277.2,811.5000000000001
2019-04-03,1116.2999999999997,1468.8,3180.8000000000006,623.6,507.5999999999999
2019-04-04,1157.0,1238.8,3012.7999999999997,956.6999999999998,550.0
2019-04-05,297.59999999999997,773.4,1229.8000000000002,1297.7000000000003,476.49999999999994
2019-04-06,213.1,683.1,1009.4999999999999,1124.9999999999995,441.6
2019-04-07,354.30000000000007,649.3,1192.8000000000002,714.7999999999998,926.2
2019-04-08,1633.6000000000004,1648.0,4153.400000000001,409.6500000000001,1158.4
2019-04-09,292.99999999999994,902.4,1351.3999999999999,864.9000000000001,916.5999999999999
2019-04-10,167.30000000000004,516.5,773.0999999999999,1382.8999999999999,524.9
2019-04-11,265.59999999999997,735.8000000000002,1143.4999999999998,1449.0,440.4
2019-04-12,243.4,847.5,1220.5,1303.4,464.2
2019-04-13,243.60000000000002,767.8,1141.2000000000003,1376.2000000000003,395.5
2019-04-14,120.39999999999999,650.1000000000001,834.4999999999998,1421.3999999999996,467.6
2019-04-15,273.6,996.5999999999999,1415.1,886.2000000000002,930.0999999999999
2019-04-16,920.0000000000001,1551.0,2961.6,367.1,1256.6999999999998
2019-04-17,629.1000000000001,1257.5,2221.5000000000005,670.4999999999999,1336.4999999999998
2019-04-18,382.4000000000001,1236.0,1821.9999999999995,793.5,1329.9999999999998
2019-04-19,330.8,1118.6000000000001,1625.8000000000004,1237.4999999999998,935.7
2019-04-20,210.49999999999997,1015.2,1338.1000000000001,1470.6000000000001,876.7
2019-04-21,496.00000000000006,1241.5999999999997,2002.1999999999994,1563.0,1031.3
2019-04-22,138.5,1293.7,1506.3000000000002,1472.9,1298.6000000000001
2019-04-23,359.99999999999994,1566.6000000000001,2119.1000000000004,624.1000000000001,1100.5000000000002
2019-04-24,929.7000000000002,1390.3,2816.400000000001,732.8,972.8000000000001
2019-04-25,1355.4999999999995,1271.6000000000001,3349.8999999999996,923.8999999999996,533.7
2019-04-26,1791.4999999999998,1405.8,4152.3,713.5000000000001,619.5999999999999
2019-04-27,1158.1999999999998,986.9,2762.5000000000005,1164.6000000000001,564.8000000000001
2019-04-28,273.4,591.9,1011.0999999999999,1187.7000000000003,293.09999999999997
2019-04-29,480.40000000000015,983.2999999999998,1719.6999999999998,849.0000000000002,568.6
2019-04-30,474.9,1075.3999999999999,1803.6999999999998,831.5000000000001,691.0000000000001
2019-05-01,2074.2,2018.3,5198.199999999999,576.8,928.8000000000001
2019-05-02,1284.5,1456.4000000000003,3426.2999999999993,668.6,584.1999999999999
2019-05-03,1353.1999999999998,1297.7,3372.4,652.3,629.0
2019-05-04,268.1,523.9,934.6000000000001,1231.6000000000004,327.9
2019-05-05,640.3000000000001,962.0,1943.3,1161.2999999999995,426.50000000000006
2019-05-06,1337.3,1454.2,3504.7,842.9000000000001,369.3999999999999
2019-05-07,1952.5,1685.0000000000002,4678.900000000001,902.4999999999999,722.7999999999998
2019-05-08,1399.6,1299.8,3445.7000000000003,869.6999999999997,478.3
2019-05-09,1841.5000000000002,1524.6999999999998,4348.800000000001,462.30000000000007,616.2
2019-05-10,2461.9,1984.4999999999998,5759.099999999999,384.7000000000001,652.8999999999999
2019-05-11,318.6000000000001,874.4,1362.6,915.6999999999999,364.8
2019-05-12,677.1999999999999,829.7,1867.9000000000005,968.0999999999999,364.40000000000003
2019-05-13,309.7999999999999,855.9,1331.5000000000002,1067.3999999999999,381.1000000000001
2019-05-14,228.19999999999996,677.5000000000001,1027.6,1143.1,362.6
2019-05-15,283.4,827.0999999999999,1261.2999999999997,1284.1,604.3
2019-05-16,269.29999999999995,736.4,1149.7,1330.3,552.3
2019-05-17,183.2,630.6,911.2000000000002,1079.7351351351354,540.0
2019-05-18,705.0000000000001,811.8,1892.5,845.0432432432433,552.6
2019-05-19,550.4999999999999,472.19999999999993,1316.7,677.6918918918919,717.1999999999999
2019-05-20,850.3,1001.8999999999999,2305.7,712.0797297297298,697.5999999999999
2019-05-21,590.1,1048.7,1953.8,1046.8000000000002,488.2999999999999
2019-05-22,1279.6000000000004,1626.4999999999998,3587.8999999999996,878.4000000000002,673.3
2019-05-23,1938.9999999999998,2004.8,4977.9,796.1999999999999,658.5000000000001
2019-05-24,1199.6000000000001,1449.4999999999998,3288.7999999999993,684.5,574.9000000000001
2019-05-25,1077.3,1293.6,2945.4999999999995,691.4999999999998,438.5999999999999
2019-05-26,1007.0000000000002,912.2,2456.5999999999995,520.2999999999998,363.5
2019-05-27,1150.3,1101.3000000000002,2864.900000000001,623.9000000000001,405.0
2019-05-28,866.7,998.8000000000001,2328.0,751.3000000000001,359.59999999999997
2019-05-29,1845.4,1322.1499999999999,4151.85,469.3999999999998,498.39999999999986
2019-05-30,2014.7999999999997,1291.1999999999998,4380.0,335.1,540.6
2019-05-31,2178.2,1314.4999999999998,4654.2,303.29999999999995,500.8999999999999
2019-06-01,1648.2999999999997,1621.3999999999999,4148.8,430.19999999999993,483.59999999999997
2019-06-02,872.0999999999998,1022.0,2359.4,715.6,485.00000000000006
2019-06-03,1612.6,1317.0,3789.6,735.7000000000002,750.5
2019-06-04,808.8999999999999,1049.1,2289.6000000000004,605.5999999999999,502.6
2019-06-05,1815.9,1400.2,4185.0,526.8,482.3
2019-06-06,1634.0000000000005,1370.8000000000002,3876.2,703.3000000000001,426.70000000000005
2019-06-07,549.3,977.45,1819.5,683.6,388.55
2019-06-08,1219.8000000000002,985.6999999999999,2855.8,749.8,321.9
2019-06-09,1288.2,1282.7000000000003,3258.0000000000005,560.6999999999999,389.50000000000006
2019-06-10,426.7999999999999,879.7000000000002,1534.0,733.5,263.29999999999995
2019-06-11,917.4999999999999,806.4000000000001,2213.1999999999994,635.6999999999999,307.9
2019-06-12,973.6,1081.3,2574.2,523.9,314.20000000000005
2019-06-13,1668.1999999999998,1241.1500000000003,3798.750000000001,492.9000000000001,432.70000000000005
2019-06-14,1935.9999999999998,1475.8,4444.000000000001,455.99999999999994,669.3
2019-06-15,1415.1000000000001,1301.9,3471.0,571.1999999999999,375.2
2019-06-16,1051.8,912.3999999999997,2525.2,545.8000000000001,289.59999999999997
2019-06-17,1669.5000000000005,1386.5,3947.2000000000003,624.7,463.1
2019-06-18,1380.5000000000002,1392.1000000000001,3508.500000000001,359.29999999999995,503.70000000000005
2019-06-19,1233.6,1330.6999999999998,3222.3000000000006,326.7,628.7999999999998
2019-06-20,1756.6000000000001,1338.6,4032.5000000000014,417.0,468.49999999999994
2019-06-21,1918.7999999999997,1554.7,4496.9,447.59999999999997,449.40000000000003
2019-06-22,551.6999999999999,805.8000000000001,1651.6,915.9999999999999,301.0
2019-06-23,154.89999999999995,716.7,954.0999999999999,1034.2,552.8000000000001
2019-06-24,1764.4999999999998,1807.9,4513.500000000001,249.09999999999997,791.0
2019-06-25,432.70000000000005,889.3000000000001,1552.8999999999999,273.5,466.8
2019-06-26,106.8,409.09999999999985,545.4999999999999,937.9999999999999,312.99999999999994
2019-06-27,196.50000000000003,406.5,707.9,956.8999999999999,353.59999999999997
2019-06-28,192.99999999999997,487.20000000000005,783.4999999999998,839.3000000000001,489.60000000000014
2019-06-29,652.9,1431.0999999999997,2432.4999999999995,790.3999999999999,620.0999999999999
2019-06-30,1099.3,1102.1,2787.7,614.3000000000002,328.59999999999997
2019-07-01,1210.0,1048.0,2903.8,594.2000000000002,318.0
2019-07-02,396.0,670.0000000000001,1277.1999999999998,780.9000000000002,410.2
2019-07-03,343.1,750.6000000000001,1277.2,741.9,478.3999999999999
2019-07-04,627.9,1036.8000000000002,1999.8000000000002,771.6,499.3999999999999
2019-07-05,1443.6,1889.3999999999999,4102.7,606.7000000000002,626.5
2019-07-06,335.99999999999994,583.4,1098.7,520.7,266.59999999999997
2019-07-07,282.29999999999995,491.20000000000005,923.9,639.3000000000001,287.4
2019-07-08,525.8,775.9,1582.3,789.0,386.1999999999999
2019-07-09,1913.4999999999998,1792.2000000000003,4726.099999999999,465.99999999999994,602.3000000000001
2019-07-10,1828.0,1637.4,4440.500000000001,501.2,609.3000000000001
2019-07-11,1777.6,1599.2000000000003,4336.100000000001,548.2000000000002,532.9
2019-07-12,834.8,916.1999999999999,2196.2,636.1999999999998,363.6
2019-07-13,263.6,441.69999999999993,845.5999999999999,719.0999999999999,290.90000000000003
2019-07-14,161.6,324.1,571.5,739.5,225.6
2019-07-15,376.7,501.3,1078.5,681.0999999999999,313.99999999999994
2019-07-16,1730.7,1619.9,4273.5,590.6,548.1
2019-07-17,1796.1,1740.3,4494.400000000001,615.5999999999999,588.2
2019-07-18,1929.7,1355.7,4314.599999999999,345.4,533.3000000000001
2019-07-19,1976.2000000000003,1119.5,4149.9,181.8999999999999,499.99999999999994
2019-07-20,1341.5999999999997,936.4999999999998,2993.5,335.0,311.90000000000003
2019-07-21,1172.8,826.9,2624.9,360.7,277.2
2019-07-22,1740.1,1000.0000000000002,3667.8,200.1999999999999,501.30000000000007
2019-07-23,886.3999999999999,1062.4,2421.6,746.5,598.7000000000002
2019-07-24,1786.1999999999994,1865.8999999999999,4605.099999999999,427.8,727.7999999999998
2019-07-25,777.6,1737.3,2929.5,686.25,751.9999999999999
2019-07-26,2209.6,1553.7000000000003,4941.7,160.5999999999999,620.0000000000001
2019-07-27,1263.9000000000003,1128.8999999999999,3076.6,238.8999999999999,289.20000000000005
2019-07-28,1049.0,946.3000000000001,2554.5,392.39999999999986,289.49999999999994
2019-07-29,1444.9,1158.3000000000002,3374.3,553.5,408.1
2019-07-30,942.2,840.9999999999999,2285.5,512.9000000000001,427.49999999999994
2019-07-31,1733.7999999999997,1087.1,3745.7000000000007,383.69999999999993,378.59999999999985
2019-08-01,1372.3,1120.5999999999997,3233.5999999999995,519.1000000000001,498.90000000000003
2019-08-02,325.4,552.2,1050.8,812.0,422.9
2019-08-03,396.9,704.6999999999998,1313.0999999999997,679.5000000000001,315.40000000000003
2019-08-04,632.2,947.6000000000001,1916.6000000000001,573.4000000000001,366.4
2019-08-05,1504.2,1125.9,3432.1000000000004,415.4,414.09999999999997
2019-08-06,1507.6999999999998,967.9,3280.2,443.90000000000003,429.2
2019-08-07,1651.1,1088.2000000000003,3619.5000000000005,406.29999999999995,388.79999999999995
2019-08-08,1644.5,1198.3,3727.0999999999995,375.00000000000006,396.70000000000005
2019-08-09,1237.4000000000003,893.8,2791.4000000000005,369.09999999999997,461.99999999999994
2019-08-10,868.6999999999998,638.3,1970.4999999999998,716.7999999999998,577.9999999999999
2019-08-11,972.1000000000001,827.9,2329.7000000000003,640.8,383.8999999999999
2019-08-12,1963.8000000000002,1303.0,4314.000000000001,205.49999999999994,445.1000000000001
2019-08-13,1970.1,1476.8999999999999,4497.499999999999,332.8,451.9
2019-08-14,1726.8000000000002,1223.9,3871.2999999999997,209.90000000000006,357.49999999999994
2019-08-15,1504.2000000000003,1119.3,3425.8,325.2,408.4
2019-08-16,1757.3,1025.5,3720.1000000000004,237.70000000000002,423.2
2019-08-17,1268.6000000000001,929.7000000000003,2874.6,362.6,347.00000000000006
2019-08-18,1011.1000000000001,817.1000000000001,2367.6,503.5,352.3
2019-08-19,1538.8999999999996,1073.9,3433.5,422.0,443.90000000000003
2019-08-20,1932.6,1582.4,4545.300000000001,403.0999999999999,528.5000000000001
2019-08-21,2068.2,1670.8,4842.200000000001,359.1000000000001,624.2
2019-08-22,1771.8000000000002,1550.2,4267.200000000001,420.5999999999999,528.9
2019-08-23,1359.3000000000002,1383.8000000000002,3467.3999999999996,361.1,546.3000000000001
2019-08-24,715.2,1683.5000000000002,2780.3,550.9,826.8000000000001
2019-08-25,451.1000000000001,1416.5,2107.6000000000004,766.5000000000001,847.6
2019-08-26,920.4999999999999,1895.8,3307.2,553.5,695.0999999999998
2019-08-27,1167.4999999999998,2196.6999999999994,3986.2999999999997,520.8,909.0
2019-08-28,1603.2,1396.8,3855.0999999999995,415.70000000000016,471.59999999999985
2019-08-29,1767.8999999999999,1364.8999999999999,4075.9000000000005,466.9,427.79999999999995
2019-08-30,1725.3999999999999,1373.5,4019.3999999999996,399.99999999999994,547.9999999999999
2019-08-31,1527.9,1346.7000000000003,3689.2000000000007,385.59999999999997,455.7
2019-09-01,972.6000000000001,1078.5,2569.4,475.2,274.80000000000007
2019-09-02,1931.2,1418.8999999999999,4379.900000000001,406.5,438.10000000000014
2019-09-03,1616.3,1266.1999999999996,3744.000000000001,463.09999999999997,419.40000000000015
2019-09-04,1448.8999999999999,986.7000000000003,3208.1,448.49999999999994,337.1
2019-09-05,1082.6999999999998,1067.8000000000002,2727.7,496.6,351.49999999999994
2019-09-06,1868.0000000000005,1355.8000000000002,4219.700000000001,269.50000000000006,511.6000000000001
2019-09-07,377.70000000000005,599.0000000000001,1178.0,620.7,282.7
2019-09-08,561.2,862.4000000000001,1722.6,661.4,304.5
2019-09-09,1609.9999999999998,1459.9999999999995,3928.8000000000006,266.49999999999994,448.74999999999994
2019-09-10,2264.2000000000003,1556.8999999999999,5028.299999999999,125.19999999999999,612.0
2019-09-11,1684.2,1046.4,3628.8,259.0,402.8
2019-09-12,1780.3,1075.6,3805.5,229.20000000000007,432.29999999999995
2019-09-13,378.30000000000007,635.6999999999999,1215.9,561.9999999999999,364.40000000000003
2019-09-14,1416.4999999999998,1459.0,3630.7000000000003,298.5000000000001,519.6
2019-09-15,1552.1000000000001,1586.1999999999998,3965.8,248.6,469.80000000000007
2019-09-16,1631.1000000000001,1107.0000000000002,3608.1000000000004,130.0,517.5000000000001
2019-09-17,394.3,712.6999999999998,1317.2000000000003,587.9,409.7999999999999
2019-09-18,558.2,944.8000000000002,1800.3000000000004,564.3,507.00000000000006
2019-09-19,1640.6000000000004,1257.3999999999999,3772.9999999999995,438.3999999999999,613.0
2019-09-20,611.0000000000001,1040.0,1976.6999999999998,599.3000000000001,704.0999999999999
2019-09-21,332.49999999999983,1120.7,1630.4000000000003,509.29999999999995,621.6
2019-09-22,1009.3000000000002,1332.9,2880.2999999999997,279.99999999999994,497.3999999999999
2019-09-23,1476.1,1100.6,3363.9,355.7,434.3000000000001
2019-09-24,1483.8000000000004,1106.4,3381.3999999999996,245.70000000000005,342.5
2019-09-25,1758.9,1115.6000000000001,3812.1000000000004,230.3,309.70000000000005
2019-09-26,1491.8,1130.1999999999998,3417.5999999999995,366.3,400.29999999999995
2019-09-27,1640.5,1086.6000000000001,3601.7999999999997,372.8999999999999,519.3
2019-09-28,1297.1999999999998,967.9000000000002,2956.7999999999997,457.20000000000005,350.9000000000001
2019-09-29,796.9000000000002,715.8,1937.1000000000001,564.1,206.99999999999997
2019-09-30,2097.6,1238.7,4454.999999999998,248.7,433.09999999999997
2019-10-01,1381.2999999999997,1065.5,3183.3,451.30000000000007,372.7
2019-10-02,984.4000000000001,1001.8999999999999,2511.5,378.20000000000005,292.3
2019-10-03,2492.0000000000005,1389.5000000000005,5210.6,200.1,529.3
2019-10-04,2276.2000000000003,1453.8,4944.000000000001,218.60000000000005,608.8
2019-10-05,259.6,731.9,1130.4,388.7,311.20000000000005
2019-10-06,617.2,795.5999999999999,1742.1,459.6,266.79999999999995
2019-10-07,2042.9,1193.6999999999998,4326.1,199.90000000000003,401.4
2019-10-08,1780.0000000000005,1081.9,3811.1,285.09999999999997,565.9
2019-10-09,1703.0,1133.8,3745.2,406.00000000000006,519.9
2019-10-10,1679.9999999999995,987.4,3562.9999999999995,328.4,526.4
2019-10-11,1361.4999999999998,997.0999999999998,3085.2999999999997,424.09999999999997,348.40000000000003
2019-10-12,1864.2999999999997,1451.3,4309.500000000001,324.7999999999999,295.5064516129033
2019-10-13,1010.1999999999998,981.6000000000001,2530.7,500.0,362.0903225806451
2019-10-14,984.1999999999999,1023.4999999999999,2532.2000000000003,157.89999999999998,596.2064516129032
2019-10-15,2478.7,1445.3999999999999,5246.999999999999,148.39999999999998,696.1967741935484
2019-10-16,2186.8999999999996,1449.8,4803.1,194.10000000000002,474.79999999999995
2019-10-17,2383.1999999999994,1562.3000000000002,5216.099999999999,180.1,502.09999999999997
2019-10-18,1679.6999999999998,1252.0000000000002,3827.1000000000004,406.00000000000006,506.1
2019-10-19,2341.7,1534.7,5125.599999999999,206.89999999999995,459.7
2019-10-20,544.9000000000001,712.7000000000002,1548.3,325.50000000000006,293.40000000000003
2019-10-21,364.5999999999999,667.4,1226.8000000000002,533.4,224.39999999999998
2019-10-22,3638.3,1646.8000000000002,7225.4,53.6,788.0000000000001
2019-10-23,2142.8999999999996,1205.1,4491.1,48.0,773.5999999999998
2019-10-24,2751.9000000000005,1390.7000000000003,5610.700000000001,19.0,596.5
2019-10-25,1960.2,1135.8999999999999,4141.6,302.5,428.80000000000007
2019-10-26,826.8999999999999,791.2,2059.1,582.2,343.4
2019-10-27,1651.2000000000003,1367.4999999999998,3898.5000000000005,256.5999999999999,374.0
2019-10-28,1645.8999999999994,1115.7,3639.8,135.5,645.2
2019-10-29,313.40000000000003,869.1,1349.8000000000004,494.69999999999993,326.5
2019-10-30,396.70000000000005,948.5999999999999,1557.1999999999996,388.7,530.7
2019-10-31,844.3000000000001,965.0000000000001,2259.9999999999995,130.19999999999996,759.3
2019-11-01,2047.5,1203.3999999999999,4343.099999999999,118.19999999999999,515.3000000000001
2019-11-02,1222.8000000000002,820.2,2695.1000000000004,550.9,387.4000000000001
2019-11-03,2039.3999999999996,1276.3,4403.900000000001,213.79999999999998,421.1
2019-11-04,2676.7000000000003,1446.8999999999996,5550.699999999999,99.5,515.75
