MeasurementDateGMT,Greenwich - Blackheath: Nitric Oxide (ug/m3),Greenwich - Blackheath: Nitrogen Dioxide (ug/m3),Greenwich - Blackheath: Oxides of Nitrogen (ug/m3),Greenwich - Blackheath: PM10 Particulate (ug/m3)
2019-02-14,1957.1000000000001,1595.8,4596.5,924.3
2019-02-15,1625.7000000000003,1678.9,4171.4000000000015,1092.5
2019-02-16,389.49999999999994,1118.9000000000003,1715.7,885.3
2019-02-17,263.4,805.9999999999998,1209.8,829.9000000000001
2019-02-18,413.7000000000001,1057.0,1691.1,493.09999999999997
2019-02-19,283.90000000000003,821.0999999999999,1256.2999999999997,488.5
2019-02-20,426.5000000000001,842.4,1496.3999999999996,528.8
2019-02-21,409.3999999999999,991.0999999999999,1618.7,638.5
2019-02-22,1247.8999999999999,1315.3,3228.2,824.3999999999999
2019-02-23,931.9000000000002,1202.8,2631.6000000000004,954.2000000000002
2019-02-24,1691.6000000000001,1638.3999999999999,4232.3,1281.8
2019-02-25,3104.3999999999996,2180.1,6939.599999999999,1601.1000000000001
2019-02-26,3805.0,2434.4,8268.9,2231.9870370370368
2019-02-27,2728.6,2168.4000000000005,6352.400000000001,1688.8666666666666
2019-02-28,656.0,1277.8,2283.5,633.3962962962966
2019-03-01,656.6,1262.2,2269.0,900.9999999999999
2019-03-02,196.3,644.1999999999999,944.9000000000002,228.0732673267327
2019-03-03,86.6,366.9999999999999,499.6,165.1960396039604
2019-03-04,143.79999999999998,528.7,749.1,241.61584158415835
2019-03-05,289.2,723.6,1166.6,318.03564356435635
2019-03-06,394.90000000000003,714.3,1320.3,357.879207920792
2019-03-07,114.20000000000002,453.40000000000003,628.3,266.8
2019-03-08,303.19999999999993,768.5,1233.2999999999997,265.95000000000005
2019-03-09,133.10000000000002,499.10000000000014,703.0999999999999,437.1000000000001
2019-03-10,174.20000000000002,537.6,804.7000000000002,214.00000000000003
2019-03-11,433.4,756.2,1420.5000000000002,405.80000000000007
2019-03-12,272.9,617.3000000000001,1036.0000000000002,281.2999999999999
2019-03-13,361.1,562.1999999999999,1115.8,372.1000000000001
2019-03-14,481.50000000000006,731.1,1469.3000000000002,305.99999999999994
2019-03-15,147.4,395.69999999999993,621.9999999999999,146.6
2019-03-16,91.30000000000001,294.99999999999994,435.0,308.65000000000003
2019-03-17,117.90000000000002,501.3,682.2999999999998,148.4
2019-03-18,486.9,1181.6000000000001,1928.8999999999994,389.15
2019-03-19,470.9999999999999,1073.8999999999999,1796.4999999999993,445.9
2019-03-20,240.5,780.0999999999999,1148.6,322.0
2019-03-21,555.9000000000001,982.2,1834.5,379.55000000000007
2019-03-22,351.79999999999995,858.0000000000001,1397.4999999999998,412.1
2019-03-23,386.99999999999994,949.6000000000003,1543.3000000000002,538.5
2019-03-24,548.3,1110.9,1952.2999999999997,568.1999999999999
2019-03-25,532.7,913.7,1730.6999999999996,488.90000000000003
2019-03-26,885.4500000000002,1612.5,2969.2499999999995,685.6
2019-03-27,1039.7,1546.4,3140.6000000000004,546.0000000000001
2019-03-28,1049.9,1632.3999999999999,3242.4,714.8000000000001
2019-03-29,1225.1,1604.4,3483.1,1054.4
2019-03-30,1013.9999999999998,1517.6000000000001,3071.8999999999996,1325.6
2019-03-31,445.29999999999984,839.3000000000002,1521.6000000000001,812.4000000000001
2019-04-01,983.0999999999998,1279.9000000000003,2787.2999999999997,639.9000000000001
2019-04-02,599.0000000000001,1233.6999999999998,2152.5000000000005,625.7
2019-04-03,692.6,1251.6,2313.9,481.7
2019-04-04,628.5,867.1999999999998,1830.5000000000002,454.79999999999995
2019-04-05,659.5,1082.6000000000001,2093.9,595.6999999999999
2019-04-06,455.5,910.8999999999999,1609.3999999999999,565.8000000000001
2019-04-07,445.79999999999995,796.1,1480.2000000000005,1164.1999999999998
2019-04-08,708.0000000000001,1379.0000000000002,2464.9,1181.0
2019-04-09,748.9,1173.4,2321.7999999999993,1023.1999999999999
2019-04-10,830.6999999999999,948.9,2222.3999999999996,586.3000000000001
2019-04-11,756.8,1108.6,2268.9999999999995,496.1
2019-04-12,805.1,1257.6000000000001,2492.2,541.5000000000001
2019-04-13,526.9,1074.5999999999997,1882.5000000000002,483.6000000000001
2019-04-14,431.7000000000001,970.4000000000001,1632.8999999999999,620.9999999999999
2019-04-15,853.8,1317.1000000000001,2626.4000000000005,1000.5
2019-04-16,1049.7,1744.5,3354.4999999999995,1346.9999999999995
2019-04-17,871.0999999999999,1564.2,2899.9999999999995,1489.2999999999995
2019-04-18,1048.0000000000002,1754.4000000000003,3361.0999999999995,1372.2999999999997
2019-04-19,407.19999999999993,1442.6000000000001,2067.2999999999997,1036.0
2019-04-20,271.40000000000003,1279.1000000000001,1695.3000000000002,954.0999999999999
2019-04-21,321.8999999999999,1428.3,1921.7,1127.1000000000001
2019-04-22,266.79999999999995,1575.7,1984.7999999999997,1566.7000000000003
2019-04-23,861.9,1938.9,3260.3,1192.9999999999998
2019-04-24,414.80000000000007,1036.7,1672.9000000000005,832.8
2019-04-25,368.5,728.2,1293.6000000000001,337.79999999999995
2019-04-26,390.0999999999999,805.1000000000003,1403.8000000000004,342.6
2019-04-27,95.3,322.4,468.79999999999995,339.40000000000003
2019-04-28,214.59999999999997,536.6,865.4000000000001,360.00000000000006
2019-04-29,535.4999999999999,1110.3,1931.0,534.4000000000001
2019-04-30,642.1000000000001,1295.8,2280.7,717.4000000000001
2019-05-01,408.75000000000006,1086.95,1713.6000000000001,587.5
2019-05-02,423.79999999999995,933.8000000000001,1583.8000000000002,383.6000000000001
2019-05-03,467.1000000000001,925.9000000000002,1641.9999999999998,413.3999999999999
2019-05-04,268.20000000000005,463.40000000000003,874.4999999999999,375.80000000000007
2019-05-05,221.8,647.6999999999999,987.9999999999999,481.6000000000001
2019-05-06,156.1,635.1000000000001,874.3,301.40000000000003
2019-05-07,371.69999999999993,896.0000000000003,1466.5,500.8
2019-05-08,314.59999999999997,769.2,1251.1999999999998,382.40000000000003
2019-05-09,539.1,1020.2000000000002,1846.8,441.5
2019-05-10,312.4,892.1999999999998,1371.9000000000003,379.4
2019-05-11,392.8,972.8000000000001,1575.6999999999996,456.30000000000007
2019-05-12,482.79999999999995,899.8,1640.3999999999999,413.7999999999999
2019-05-13,652.9,1189.1000000000001,2190.2,452.04999999999995
2019-05-14,706.5,1094.6,2177.8,465.8
2019-05-15,777.8,1285.1000000000004,2477.7000000000003,699.2
2019-05-16,784.3,1150.1999999999998,2353.0999999999995,635.1
2019-05-17,713.0000000000001,1060.5,2154.1,605.4
2019-05-18,321.8,998.8,1492.3999999999999,565.1000000000001
2019-05-19,321.0,1020.2,1512.7999999999997,731.1999999999999
2019-05-20,471.1,1030.2,1752.6999999999998,553.8
2019-05-21,442.2,936.4,1614.2,382.59999999999997
2019-05-22,379.3999999999999,1014.5999999999998,1597.1,367.49999999999994
2019-05-23,188.5,865.4999999999999,1154.2999999999997,338.4
2019-05-24,563.7,1036.3000000000002,1900.4000000000003,462.0
2019-05-25,255.1,675.3999999999999,1066.8999999999999,284.3
2019-05-26,74.60000000000001,373.7,488.3,243.89999999999998
2019-05-27,78.60000000000001,475.3000000000001,595.9,289.70000000000005
2019-05-28,537.4,793.0999999999999,1616.8999999999996,223.59999999999997
2019-05-29,381.2,709.3000000000001,1293.4,288.90000000000003
2019-05-30,141.1,442.49999999999994,658.9,303.99999999999994
2019-05-31,294.6,575.4999999999999,1027.6000000000001,241.29999999999995
2019-06-01,218.6,700.8999999999999,1035.9999999999998,310.9
2019-06-02,103.60000000000002,497.8999999999999,656.2,304.8999999999999
2019-06-03,180.1,520.5000000000001,797.1999999999999,387.9
2019-06-04,609.6000000000001,1007.4000000000001,1942.4999999999998,450.2
2019-06-05,278.34999999999997,678.4499999999999,1105.65,300.79999999999995
2019-06-06,262.3,668.4,1070.3,252.1
2019-06-07,620.6000000000003,1070.2499999999998,2021.6999999999998,397.40000000000003
2019-06-08,89.2,376.1000000000001,512.6999999999999,234.5
2019-06-09,149.99999999999997,577.9999999999999,808.4000000000001,285.0
2019-06-10,462.69999999999993,949.0000000000002,1658.5,276.50000000000006
2019-06-11,462.99999999999994,700.3,1410.2000000000007,263.55
2019-06-12,470.8,935.2999999999998,1657.6000000000001,284.0
2019-06-13,283.7,675.3,1109.3999999999999,275.59999999999997
2019-06-14,315.19999999999993,690.0000000000001,1173.2000000000003,291.49999999999994
2019-06-15,204.6,627.7,941.3999999999997,256.70000000000005
2019-06-16,150.6,490.80000000000007,722.4000000000002,253.3
2019-06-17,225.8000000000001,641.4,987.6999999999999,284.80000000000007
2019-06-18,461.0,1013.8,1721.0,387.4
2019-06-19,414.24999999999994,931.15,1565.9,560.5399999999998
2019-06-20,157.20000000000002,539.8000000000001,780.2,557.8560000000001
2019-06-21,232.0,703.7999999999998,1059.5,544.0320000000002
2019-06-22,292.00000000000006,819.1999999999999,1267.2,530.2079999999997
2019-06-23,278.6,1071.2,1498.9,516.3840000000001
2019-06-24,348.99999999999994,1150.4,1685.1000000000001,502.55999999999995
2019-06-25,405.00000000000006,1002.0999999999999,1623.1999999999998,488.7360000000001
2019-06-26,465.8,811.8000000000002,1525.9,430.5840000000001
2019-06-27,617.5,863.9000000000001,1810.8,444.90000000000003
2019-06-28,691.3999999999999,944.4999999999997,2004.8999999999999,593.9
2019-06-29,294.6,1058.3000000000002,1510.3000000000002,667.8
2019-06-30,2.9999999999999987,422.80000000000007,427.0,307.00000000000006
2019-07-01,337.0,684.2999999999998,1201.2999999999997,272.99999999999994
2019-07-02,491.1000000000001,805.5,1558.6,371.0
2019-07-03,587.9999999999999,1075.5,1977.4999999999998,404.5
2019-07-04,407.2000000000001,1067.7,1692.5000000000002,433.50000000000006
2019-07-05,352.8,1122.6,1663.8999999999999,469.5999999999999
2019-07-06,372.40000000000003,742.5,1313.6000000000001,308.3
2019-07-07,223.79999999999998,656.4,998.9999999999999,346.0000000000001
2019-07-08,430.40000000000003,962.8999999999999,1622.3999999999999,350.00000000000006
2019-07-09,293.1,951.6999999999999,1401.6,426.59999999999997
2019-07-10,175.90000000000003,874.8000000000001,1144.3999999999999,422.1000000000001
2019-07-11,187.6,760.7,1048.5,333.1
2019-07-12,469.2,798.6,1517.9,299.29999999999995
2019-07-13,313.5,694.4000000000001,1175.2999999999997,335.3
2019-07-14,259.90000000000003,614.5000000000001,1012.9,314.9
2019-07-15,538.2,812.3,1637.1999999999998,278.6
2019-07-16,324.09999999999997,986.0000000000001,1482.5999999999997,398.40000000000003
2019-07-17,279.0,943.9999999999999,1371.2,428.1
2019-07-18,179.90000000000003,660.3,936.1,335.6
2019-07-19,405.4000000000001,744.5999999999999,1366.2,296.3
2019-07-20,80.69999999999999,449.1000000000001,572.5,228.10000000000002
2019-07-21,78.2,432.90000000000003,552.5,240.40000000000003
2019-07-22,237.79999999999995,540.1999999999999,905.1,314.7
2019-07-23,606.5999999999999,1316.3999999999999,2246.4000000000005,545.8
2019-07-24,222.0,1009.6999999999999,1350.0000000000005,522.3
2019-07-25,369.30000000000007,1501.2999999999997,2067.2999999999997,686.1
2019-07-26,147.8,729.3,955.5000000000001,471.59999999999997
2019-07-27,275.3,773.7000000000002,1196.0,307.7
2019-07-28,79.0,474.5999999999999,595.6999999999999,276.5
2019-07-29,302.59999999999997,740.1000000000001,1204.3999999999999,330.19999999999993
2019-07-30,208.19999999999996,495.5999999999999,814.9,376.90000000000003
2019-07-31,105.0,420.4,581.2000000000002,257.3
2019-08-01,316.1,785.6000000000003,1270.1000000000004,379.8
2019-08-02,422.8,835.1000000000001,1484.0,473.49999999999994
2019-08-03,256.2,769.0999999999998,1162.0,385.50000000000006
2019-08-04,113.30000000000001,631.0,804.0,386.8
2019-08-05,154.29999999999995,496.90000000000003,733.4999999999999,334.8
2019-08-06,161.5,456.29999999999995,703.9,324.1000000000001
2019-08-07,162.39999999999998,456.60000000000014,705.5000000000001,271.80000000000007
2019-08-08,212.9,564.6,890.8999999999999,261.49999999999994
2019-08-09,180.10000000000002,425.8999999999999,701.6999999999999,336.80000000000007
2019-08-10,64.2,235.90000000000003,333.7,467.3999999999999
2019-08-11,85.30000000000003,344.80000000000007,476.1000000000001,376.00000000000006
2019-08-12,443.3,841.6999999999999,1521.2,321.5
2019-08-13,221.4,600.3,940.1000000000001,279.90000000000003
2019-08-14,326.80000000000007,670.2,1171.4,219.3
2019-08-15,166.7,466.1000000000001,722.0000000000001,278.4
2019-08-16,279.2,537.9999999999999,966.0999999999999,287.79999999999995
2019-08-17,96.10000000000002,324.50000000000006,471.80000000000007,307.4
2019-08-18,88.59999999999998,347.9,484.09999999999997,294.4
2019-08-19,117.99999999999999,409.1,589.9000000000001,300.5
2019-08-20,186.4,711.0,996.7,369.5
2019-08-21,345.99999999999994,853.8000000000001,1384.3,420.2
2019-08-22,150.5,672.1,902.4000000000001,365.69999999999993
2019-08-23,564.8000000000001,1141.6,2007.6000000000001,441.99999999999994
2019-08-24,358.90000000000003,1406.4999999999998,1956.9999999999998,908.9000000000001
2019-08-25,154.79999999999995,1256.1000000000004,1493.3999999999999,1052.9
2019-08-26,246.99999999999997,1306.6,1685.4999999999995,698.9
2019-08-27,462.00000000000006,1527.5,2236.3999999999996,807.6999999999999
2019-08-28,202.00000000000003,740.1,1049.8999999999999,345.7
2019-08-29,203.49999999999994,661.1,973.3000000000001,300.69999999999993
2019-08-30,288.3999999999999,762.7000000000002,1204.7,385.90000000000003
2019-08-31,199.00000000000006,738.8,1044.3,331.59999999999997
2019-09-01,186.00000000000003,604.3000000000001,889.7,269.3
2019-09-02,166.65,687.6999999999999,943.0499999999998,318.1
2019-09-03,110.39999999999998,545.5000000000001,714.8999999999999,285.29999999999995
2019-09-04,166.0,481.50000000000006,735.6,272.59999999999997
2019-09-05,491.9999999999999,837.2999999999996,1591.3999999999996,354.90000000000003
2019-09-06,238.6,725.5000000000001,1090.6,380.5
2019-09-07,277.3,615.5000000000001,1040.8999999999996,342.5999999999999
2019-09-08,336.2000000000001,874.8,1390.2,369.59999999999997
2019-09-09,459.30000000000007,964.6999999999999,1668.8,395.00000000000006
2019-09-10,710.9,992.6999999999999,2083.0000000000005,445.2
2019-09-11,188.10000000000002,470.50000000000006,758.6999999999998,239.89999999999998
2019-09-12,198.1,442.50000000000006,746.2,278.50000000000006
2019-09-13,497.6,752.6000000000001,1515.5,378.40000000000003
2019-09-14,571.6999999999999,1207.4,2083.4999999999995,489.3
2019-09-15,252.5,833.7,1220.8,401.40000000000003
2019-09-16,417.20000000000005,773.8,1413.8000000000002,435.00000000000006
2019-09-17,628.4000000000001,850.8000000000001,1814.4,442.40000000000003
2019-09-18,613.5,1058.4,1999.5,488.9000000000001
2019-09-19,999.4999999999999,1231.1,2763.4000000000005,530.1000000000001
2019-09-20,1043.6000000000001,1406.8,3006.7000000000003,709.6
2019-09-21,508.30000000000007,1231.1,2010.7,681.4000000000001
2019-09-22,158.8,728.2,971.6,428.8999999999999
2019-09-23,261.90000000000003,500.19999999999993,901.9,291.69999999999993
2019-09-24,344.8,574.0999999999999,1102.3000000000002,261.8
2019-09-25,238.10000000000005,445.2,810.4,215.1
2019-09-26,198.60000000000008,434.99999999999994,739.5,321.20000000000005
2019-09-27,235.40000000000006,451.30000000000007,812.2,366.5999999999999
2019-09-28,118.69999999999997,302.40000000000003,484.40000000000003,267.70000000000005
2019-09-29,111.59999999999998,272.0,443.09999999999997,195.90000000000003
2019-09-30,355.4000000000001,589.3000000000001,1134.6000000000001,254.99999999999994
2019-10-01,393.49999999999994,686.6,1290.2,323.59999999999997
2019-10-02,892.0000000000001,908.1999999999999,2275.9,333.40000000000003
2019-10-03,1095.9,930.9000000000002,2611.400000000001,443.0
2019-10-04,298.29999999999995,750.6,1207.6,480.4
2019-10-05,581.8000000000002,965.7,1858.0,427.90000000000003
2019-10-06,240.50000000000003,502.29999999999995,871.5999999999999,308.09999999999997
2019-10-07,451.80000000000007,792.7,1485.1,310.0
2019-10-08,168.29999999999998,459.3999999999999,718.1,433.54999999999995
2019-10-09,194.3,446.8,744.9,275.09999999999997
2019-10-10,240.5,495.09999999999997,863.6999999999998,359.8
2019-10-11,213.69999999999993,507.4000000000001,835.0,263.2
2019-10-12,237.4,802.3000000000001,1165.9999999999998,224.00000000000003
2019-10-13,173.70000000000002,588.1,854.1999999999998,262.1
2019-10-14,700.9,1029.9,2104.5,365.49999999999994
2019-10-15,365.90000000000003,819.4,1380.5,292.4
2019-10-16,381.6,913.7000000000003,1498.7000000000003,352.79999999999995
2019-10-17,599.2,1010.1000000000001,1929.2999999999997,317.79999999999995
2019-10-18,231.60000000000002,611.9000000000001,967.1000000000003,350.00000000000006
2019-10-19,230.4,802.5999999999999,1156.1000000000001,327.0
2019-10-20,410.9999999999999,752.0999999999997,1382.2000000000003,370.0999999999999
2019-10-21,511.1999999999999,784.2,1568.0,327.50000000000006
2019-10-22,1030.5,1129.0999999999997,2709.3,475.0
2019-10-23,1990.2000000000003,1395.7,4448.099999999999,788.8
2019-10-24,1051.3,1072.2,2684.7,576.6
2019-10-25,413.1000000000001,701.9999999999998,1335.4,385.5
2019-10-26,232.1,484.0000000000001,839.3,343.20000000000005
2019-10-27,694.3000000000001,1032.8,2097.1,370.1
2019-10-28,1608.4,1219.6000000000001,3685.2000000000003,768.6000000000001
2019-10-29,920.6,1246.6000000000001,2658.1,388.1
2019-10-30,977.9,1315.3000000000002,2814.6000000000004,589.85
2019-10-31,1183.8,1169.2999999999997,2984.5999999999995,858.7999999999998
2019-11-01,608.8,886.5,1819.9000000000003,360.9
2019-11-02,116.60000000000002,369.40000000000003,548.3000000000001,371.7
2019-11-03,236.9,757.2999999999997,1120.6999999999998,406.5
2019-11-04,905.7,1050.8999999999999,2439.6000000000004,399.7000000000001
2019-11-05,853.7,974.3000000000002,2283.3,483.7999999999999
2019-11-06,688.5999999999999,971.1,2027.1999999999996,599.8000000000001
2019-11-07,385.2,845.9000000000002,1436.8,272.6
2019-11-08,1422.1999999999998,1191.8,3373.0999999999995,441.85
2019-11-09,638.9,957.2999999999998,1936.9,418.25
2019-11-10,850.1000000000001,1030.2,2333.2999999999997,483.4
2019-11-11,283.9,738.0999999999998,1173.4,334.00000000000006
2019-11-12,209.69999999999996,702.1999999999998,1024.1000000000001,256.29999999999995
2019-11-13,571.8000000000001,997.2999999999998,1874.0,366.8999999999999
2019-11-14,873.3000000000002,1243.1,2581.9000000000005,305.2
2019-11-15,699.4999999999999,942.5,2014.9,421.70000000000005
2019-11-16,871.9000000000001,1111.8000000000002,2448.6000000000004,493.4
2019-11-17,1894.1000000000001,1297.7,4202.099999999999,776.2
2019-11-18,928.9,1150.6,2574.7,422.8
2019-11-19,1932.2,1463.7,4425.9,670.5000000000001
2019-11-20,890.2,1194.7000000000003,2559.7,508.00000000000006
2019-11-21,1474.1,1140.5,3400.7999999999997,783.3
2019-11-22,872.7999999999998,1135.3999999999999,2473.7000000000003,366.50000000000006
2019-11-23,866.6,1143.3000000000002,2472.1,556.0
2019-11-24,1001.4000000000001,918.9000000000002,2453.800000000001,555.7
2019-11-25,685.3000000000001,916.6000000000001,1967.3000000000002,303.40000000000003
2019-11-26,513.2,973.7499999999999,1760.5500000000002,288.90000000000003
2019-11-27,452.19999999999993,1128.5,1822.4999999999995,287.40000000000003
2019-11-28,558.3,931.5,1787.0,345.20000000000005
2019-11-29,1562.1999999999998,1351.2,3746.6999999999994,586.6
2019-11-30,1538.6000000000001,1494.3,3853.9000000000005,581.8
2019-12-01,407.9,842.4,1468.0,317.3
2019-12-02,1470.2999999999997,1561.8000000000002,3816.8,638.7
2019-12-03,974.0999999999999,1588.5000000000005,3082.7000000000003,490.5
2019-12-04,2738.4,1597.1999999999998,5796.099999999999,708.4999999999999
2019-12-05,1047.4000000000003,1160.8000000000002,2766.999999999999,517.3000000000001
2019-12-06,130.5,590.7,790.3999999999999,201.0
2019-12-07,164.9,636.2999999999998,888.9999999999999,327.4
2019-12-08,70.60000000000001,360.59999999999997,469.4999999999999,348.1
2019-12-09,722.6,1003.3,2110.9,437.30000000000007
2019-12-10,305.20000000000005,817.9,1285.5000000000005,339.49999999999994
2019-12-11,407.29999999999995,1043.8,1668.6,332.5999999999999
2019-12-12,507.49999999999994,1071.1000000000001,1849.3,234.7
2019-12-13,255.4,713.1999999999999,1105.0,333.3
2019-12-14,171.60000000000002,627.1999999999999,890.4000000000002,390.1
2019-12-15,124.7,493.40000000000003,684.5999999999999,376.8999999999999
2019-12-16,750.6999999999999,1324.8000000000002,2475.7,387.20000000000005
2019-12-17,791.8999999999997,1480.8999999999999,2695.1999999999994,385.0
2019-12-18,901.0999999999999,1202.7,2584.7999999999993,401.80000000000007
2019-12-19,509.29999999999995,700.5000000000001,1481.6000000000006,442.5
2019-12-20,459.19999999999993,1093.5,1797.4000000000003,207.49999999999997
2019-12-21,278.0,731.6999999999999,1158.4,298.7
2019-12-22,132.3,678.9,881.9000000000001,348.3999999999999
2019-12-23,217.39999999999998,730.6,1064.1000000000004,446.2
2019-12-24,112.39999999999999,544.3,716.9,437.40000000000003
2019-12-25,625.9,1025.3,1985.1999999999998,510.20000000000005
2019-12-26,180.49999999999997,666.7999999999998,943.0999999999997,392.50000000000006
2019-12-27,794.0999999999999,939.7999999999998,2156.9,539.3
2019-12-28,496.6,924.8000000000002,1685.9999999999998,517.4
2019-12-29,353.80000000000007,892.6999999999997,1435.2,551.9
2019-12-30,641.9000000000001,1051.6999999999998,2035.6999999999998,638.3999999999999
2019-12-31,828.0999999999999,1107.3999999999999,2377.3,839.3
2020-01-01,723.9000000000003,1141.3,2251.4,1103.3000000000002
2020-01-02,229.89999999999998,665.2000000000003,1017.4999999999999,371.5
2020-01-03,287.99999999999994,954.5999999999999,1396.1,258.87452642073777
2020-01-04,152.2,963.0000000000001,1195.8000000000002,268.4440677966102
2020-01-05,92.89999999999999,704.4000000000001,846.9000000000003,277.1443668993021
2020-01-06,233.6,738.7,1096.5,285.844666001994
2020-01-07,287.39999999999986,769.5999999999999,1210.5,294.54496510468596
2020-01-08,377.79999999999995,917.1999999999999,1496.7999999999997,303.2452642073779
2020-01-09,244.20000000000002,640.5,1015.2999999999998,311.9455633100698
2020-01-10,504.29999999999995,1090.9,1864.2000000000003,320.64586241276174
2020-01-11,118.60000000000002,465.19999999999993,646.8999999999999,329.3461615154537
2020-01-12,75.39999999999999,501.8,617.5,338.0464606181456
2020-01-13,303.09999999999997,705.1,1169.6999999999998,346.7467597208375
2020-01-14,225.09999999999997,555.8000000000003,900.8,355.4470588235294
2020-01-15,292.09999999999997,827.6999999999999,1276.4,364.1473579262213
2020-01-16,435.3,771.9999999999999,1447.1000000000001,372.84765702891326
2020-01-17,252.49999999999997,822.9999999999998,1210.3,381.5479561316052
2020-01-18,527.9000000000001,1169.1,1978.3,390.2482552342971
2020-01-19,1197.8999999999999,1410.2,3246.7000000000003,398.94855433698905
2020-01-20,1968.6,1785.3999999999999,4803.8,407.648853439681
2020-01-21,2741.7000000000003,1894.6,6098.5,416.3491525423729
2020-01-22,3326.7376033057835,1719.1605371900826,6819.297314049588,425.04945164506483
2020-01-23,3668.06776859504,1702.8123966942148,7325.938016528925,433.74975074775676
2020-01-24,3499.3140495867765,1669.1330578512393,7033.534710743802,442.45004985044864
2020-01-25,3330.560330578514,1635.4537190082644,6741.131404958678,451.1503489531407
2020-01-26,3161.806611570248,1601.7743801652891,6448.728099173552,459.8506480558325
2020-01-27,2993.0528925619847,1568.095041322314,6156.324793388431,468.5509471585245
2020-01-28,2824.2991735537194,1534.4157024793387,5863.921487603304,477.2512462612164
2020-01-29,2655.545454545454,1500.7363636363636,5571.518181818182,485.9515453639083
2020-01-30,2486.7917355371887,1467.0570247933883,5279.114876033058,494.6518444666002
2020-01-31,2318.038016528926,1433.3776859504133,4986.711570247932,503.35214356929214
2020-02-01,2149.2842975206613,1399.6983471074382,4694.30826446281,512.0524426719841
2020-02-02,1980.5305785123965,1366.0190082644629,4401.9049586776855,520.752741774676
2020-02-03,1811.7768595041314,1332.3396694214875,4109.501652892563,529.4530408773679
2020-02-04,1643.0231404958688,1298.6603305785125,3817.098347107438,538.1533399800597
2020-02-05,1474.269421487604,1264.9809917355371,3524.695041322313,546.8536390827518
2020-02-06,1305.5157024793389,1231.301652892562,3232.29173553719,555.5539381854436
2020-02-07,1136.7619834710742,1197.6223140495867,2939.8884297520663,564.2542372881356
2020-02-08,968.00826446281,1163.9429752066117,2647.4851239669424,572.9545363908276
2020-02-09,799.2545454545459,1130.2636363636364,2355.081818181818,581.6548354935195
2020-02-10,630.500826446281,1096.584297520661,2062.6785123966943,590.3551345962114
2020-02-11,366.860743801653,883.1208677685953,1444.9956611570246,599.0554336989032
2020-02-12,290.5,880.2000000000002,1325.3999999999996,607.7557328015953
2020-02-13,472.2,974.7000000000004,1698.9,616.4560319042871
2020-02-14,628.0000000000001,1072.6000000000001,2035.3,625.1563310069791
2020-02-15,110.1,416.0,585.1999999999998,633.856630109671
2020-02-16,58.49999999999999,357.0,446.49999999999994,642.556929212363
2020-02-17,118.10000000000002,468.90000000000003,650.6999999999999,651.2572283150548
2020-02-18,167.2,569.0,825.6999999999999,659.9575274177467
2020-02-19,277.7000000000001,742.4,1169.1000000000004,668.6578265204387
2020-02-20,204.19999999999996,608.7,922.4000000000001,677.3581256231306
2020-02-21,110.00000000000001,463.9,632.8,686.0584247258225
2020-02-22,47.6,297.5,371.0,694.7587238285146
2020-02-23,154.0,544.0,780.1999999999999,703.4590229312064
2020-02-24,143.60000000000002,488.2,708.0999999999999,712.1593220338983
2020-02-25,111.79999999999998,507.8,678.6999999999998,720.8596211365902
2020-02-26,308.3,806.3999999999999,1279.6999999999998,729.5599202392822
2020-02-27,680.2,1114.3999999999999,2157.1999999999994,738.2602193419741
2020-02-28,444.6000000000001,847.5999999999998,1529.3,746.9605184446659
2020-02-29,106.60000000000001,386.59999999999997,549.3,755.660817547358
2020-03-01,107.6,433.7999999999999,598.4000000000001,764.3611166500498
2020-03-02,506.49999999999994,917.6999999999999,1694.3999999999999,773.0614157527418
2020-03-03,384.50000000000006,1039.9,1629.9,781.7617148554336
2020-03-04,742.7999999999998,1294.9,2434.1000000000004,790.4620139581257
2020-03-05,593.2,906.8000000000001,1816.4,799.1623130608175
2020-03-06,1250.8,1388.4,3306.4,807.8626121635094
2020-03-07,224.7,785.3999999999997,1129.8000000000002,816.5629112662015
2020-03-08,76.4,398.40000000000003,515.9,825.2632103688933
2020-03-09,150.2,554.8,785.3,833.9635094715852
2020-03-10,91.69999999999997,375.0999999999999,515.8,842.6638085742771
2020-03-11,148.00000000000003,514.6,741.4999999999999,851.3641076769691
2020-03-12,100.19999999999999,381.79999999999995,535.4,860.0644067796611
2020-03-13,241.89999999999998,716.8000000000002,1087.6,868.7647058823529
2020-03-14,226.39999999999998,567.8999999999999,915.3000000000001,877.4650049850449
2020-03-15,106.89999999999999,557.9000000000001,721.8,886.1653040877368
2020-03-16,402.90000000000003,971.8000000000002,1589.4000000000003,894.8656031904286
2020-03-17,270.9,704.8,1120.0,903.5659022931206
2020-03-18,156.3,579.9,819.1,912.2662013958127
2020-03-19,550.9,868.0999999999998,1713.1000000000001,920.9665004985045
2020-03-20,462.20000000000005,685.6999999999999,1394.5,929.6667996011963
2020-03-21,329.7,644.9999999999998,1150.5999999999997,938.3670987038884
2020-03-22,273.8,653.5000000000001,1072.6999999999998,947.0673978065803
2020-03-23,660.5,1165.8999999999999,2178.7000000000003,955.7676969092722
2020-03-24,334.8,893.6999999999998,1407.1000000000001,964.4679960119641
2020-03-25,542.3,1365.3999999999996,2196.7000000000003,973.1682951146561
2020-03-26,402.0,1030.7000000000003,1647.8,981.8685942173479
2020-03-27,223.39999999999998,653.3000000000002,996.4000000000001,898.8999999999997
