MeasurementDateGMT,Ealing - Horn Lane: Nitric Oxide (ug/m3),Ealing - Horn Lane: Nitrogen Dioxide (ug/m3),Ealing - Horn Lane: Oxides of Nitrogen (ug/m3),Ealing - Horn Lane: PM10 Particulate (ug/m3)
2019-03-10,122.20000000000002,406.8999999999999,594.3000000000001,276.0
2019-03-11,328.3,623.7,1127.1000000000001,627.0
2019-03-12,345.3,714.6,1244.7,297.0
2019-03-13,255.0,539.6,931.0999999999998,655.0
2019-03-14,306.09999999999997,738.8999999999999,1207.8000000000002,459.0
2019-03-15,263.7,574.4999999999998,978.6,403.0
2019-03-16,166.1,386.9,642.0000000000001,422.0
2019-03-17,138.1,413.7999999999999,625.6999999999999,249.0
2019-03-18,709.8,1224.8,2313.1,696.0
2019-03-19,873.3999999999999,1399.5,2738.6,788.0
2019-03-20,830.7,1366.4,2639.7999999999997,805.0
2019-03-21,780.5000000000001,1154.0,2350.7,906.0
2019-03-22,801.0999999999999,1201.5,2430.0,794.5
2019-03-23,428.7,1175.0,1832.3,743.7027027027026
2019-03-24,379.2000000000001,1053.0000000000002,1634.3000000000004,929.5135135135137
2019-03-25,467.8,1013.8,1730.8999999999999,1054.054054054054
2019-03-26,1534.5000000000002,1788.7999999999997,4141.799999999999,1221.7297297297296
2019-03-27,1095.9999999999998,1679.9999999999998,3360.5,1183.0
2019-03-28,828.4,1667.9000000000003,2938.1000000000004,1052.0
2019-03-29,1674.1000000000001,1747.3,4314.099999999999,1507.0
2019-03-30,1920.7000000000003,1685.0000000000005,4630.099999999999,1620.0
2019-03-31,132.9,657.0,860.8,786.0
2019-04-01,469.7,1203.1,1923.6999999999998,691.0
2019-04-02,863.2,1499.7,2823.3,732.0
2019-04-03,742.7,1309.3,2448.000000000001,624.0
2019-04-04,194.60000000000002,809.5000000000001,1108.3,383.0
2019-04-05,234.80000000000004,943.1999999999998,1303.3000000000002,522.0
2019-04-06,271.2,979.2000000000002,1395.2,583.0
2019-04-07,297.7999999999999,812.1999999999999,1268.7999999999997,1147.0
2019-04-08,896.7,1431.3000000000002,2805.8999999999996,1274.0
2019-04-09,553.7,1280.1,2129.0999999999995,1055.0
2019-04-10,309.29999999999995,824.2999999999998,1298.6,679.0
2019-04-11,340.8,1044.55,1567.2499999999998,587.0
2019-04-12,398.59999999999997,1182.5000000000002,1794.1000000000004,627.0
2019-04-13,274.30000000000007,1054.9,1475.4000000000003,479.0
2019-04-14,157.90000000000003,797.1999999999999,1038.8999999999999,555.0
2019-04-15,363.20000000000005,1276.5,1833.8000000000002,1019.0
2019-04-16,1285.8999999999996,1910.8,3882.2000000000003,1653.0
2019-04-17,709.8000000000001,1544.1000000000004,2632.9,1659.0
2019-04-18,561.0999999999999,1374.8000000000002,2235.0,1405.0
2019-04-19,279.8,1287.2,1716.3,946.0
2019-04-20,205.10000000000005,1247.6000000000001,1561.8999999999999,837.0
2019-04-21,139.1,1295.8999999999999,1508.9,917.0
2019-04-22,186.10000000000002,1640.1000000000001,1925.2,1267.0
2019-04-23,431.70000000000005,1686.6000000000004,2348.0000000000005,1091.0
2019-04-24,395.5,1175.6000000000004,1782.1,976.0
2019-04-25,206.20000000000002,587.2,903.9,479.0
2019-04-26,327.79999999999995,752.1499999999999,1254.7499999999998,568.0
2019-04-27,136.2,347.9,556.6,536.0
2019-04-28,174.59999999999997,509.7,776.9,385.0
2019-04-29,424.79999999999995,1198.2,1849.5,611.0
2019-04-30,460.40000000000003,1320.8000000000004,2026.2,836.0
2019-05-01,427.7999999999999,1140.8999999999999,1796.3,914.0
2019-05-02,476.5000000000001,859.7,1589.9,838.0
2019-05-03,540.3000000000001,1095.1000000000001,1923.4999999999995,1199.0
2019-05-04,220.39999999999998,522.6999999999999,860.8000000000001,527.0
2019-05-05,168.39999999999998,638.6,896.9,489.0
2019-05-06,146.60000000000002,560.4,784.8000000000001,353.0
2019-05-07,317.2999999999999,905.0,1391.6000000000004,654.0
2019-05-08,412.6000000000001,1011.2,1643.9999999999998,471.0
2019-05-09,1015.3000000000002,1246.3999999999999,2802.6000000000004,596.0
2019-05-10,545.8000000000002,1069.1,1906.2000000000003,636.0
2019-05-11,292.6,940.4,1389.3000000000002,525.0
2019-05-12,219.7,861.5,1198.6000000000001,354.0
2019-05-13,332.1,1104.6000000000001,1614.0499999999997,422.5
2019-05-14,258.0,932.8000000000001,1328.0999999999997,481.0
2019-05-15,286.0,1114.0,1552.9,793.0
2019-05-16,260.29999999999995,899.8,1299.1999999999998,705.0
2019-05-17,376.6,958.5,1536.0000000000002,728.0
2019-05-18,412.1,1155.9999999999998,1787.4999999999998,695.0
2019-05-19,405.0999999999999,1162.6,1783.6999999999996,617.0
2019-05-20,449.9999999999999,1116.7,1806.9,753.0
2019-05-21,430.5999999999999,965.8,1625.8999999999999,738.0
2019-05-22,318.79999999999995,1055.6000000000001,1544.8999999999999,748.0
2019-05-23,431.7999999999999,1179.7999999999997,1842.2000000000003,878.0
2019-05-24,523.5,1031.6999999999998,1834.1999999999998,945.0
2019-05-25,246.29999999999998,601.0,978.7,436.0
2019-05-26,102.7,354.90000000000003,512.5,348.0
2019-05-27,100.1,357.99999999999994,511.70000000000005,401.0
2019-05-28,455.6,811.7499999999999,1510.3999999999999,524.0
2019-05-29,487.5,899.3999999999999,1646.8000000000004,753.0
2019-05-30,479.29999999999995,652.4,1387.4999999999998,903.0
2019-05-31,512.4,684.5,1469.8000000000002,755.0
2019-06-01,248.60000000000002,583.3999999999999,964.4000000000001,475.0
2019-06-02,121.50000000000001,401.8999999999999,588.2000000000002,504.0
2019-06-03,391.9,730.9000000000001,1331.6000000000001,979.0
2019-06-04,353.5000000000001,910.1,1451.9,629.0
2019-06-05,418.0,905.2000000000002,1546.3,722.0
2019-06-06,443.4,884.8,1563.8500000000001,613.0
2019-06-07,352.29999999999995,888.6999999999998,1428.4,459.0
2019-06-08,167.0,454.49999999999994,710.3,415.0
2019-06-09,195.9,577.4000000000001,877.4,373.0
2019-06-10,504.90000000000003,1036.9999999999998,1811.1,292.0
2019-06-11,465.3,798.4,1511.8,444.0
2019-06-12,483.4,973.8,1715.0999999999997,368.0
2019-06-13,556.75,930.6,1784.15,381.5
2019-06-14,394.2,670.5000000000001,1275.1,470.0
2019-06-15,258.1,591.7000000000002,987.1999999999999,398.0
2019-06-16,148.99999999999997,383.29999999999995,611.5,316.0
2019-06-17,361.50000000000006,700.2999999999998,1254.6,760.0
2019-06-18,657.0999999999999,1289.1000000000004,2297.2000000000003,714.0
2019-06-19,631.4999999999999,1130.7000000000003,2099.0,800.0
2019-06-20,514.3000000000001,845.6,1634.2,732.0
2019-06-21,553.2,948.5000000000001,1796.9,842.0
2019-06-22,265.3,799.7,1206.6000000000001,436.0
2019-06-23,205.50000000000003,927.0999999999999,1241.8,767.0
2019-06-24,558.7999999999998,1286.9,2143.5999999999995,1135.0
2019-06-25,591.4000000000001,1041.0,1947.9999999999998,881.0
2019-06-26,339.7,661.2,1182.1999999999998,622.0
2019-06-27,275.4,583.6,1006.1,561.0
2019-06-28,351.6,817.8,1356.4,739.0
2019-06-29,273.50000000000006,904.5,1323.6000000000001,844.0
2019-06-30,160.20000000000002,315.70000000000005,561.5,471.0
2019-07-01,434.9999999999999,697.1999999999999,1364.1000000000006,883.0
2019-07-02,407.7999999999999,713.6000000000001,1339.1,631.0
2019-07-03,350.2,889.0999999999999,1426.2999999999997,572.0
2019-07-04,428.09999999999997,1064.4,1721.2,703.0
2019-07-05,437.00000000000006,1062.9,1732.9,1266.0
2019-07-06,414.20000000000016,721.3,1356.5000000000002,557.0
2019-07-07,228.4,633.2,983.4999999999999,401.0
2019-07-08,294.3,782.5,1233.8,597.0
2019-07-09,520.3,1022.2500000000002,1819.75,996.0
2019-07-10,620.5,1024.2,1975.6000000000004,1162.0
2019-07-11,584.3,955.3000000000001,1851.2,998.0
2019-07-12,546.5,682.0000000000001,1520.2,793.0
2019-07-13,344.2,589.0,1117.0,372.0
2019-07-14,268.2,548.8,959.9000000000001,327.0
2019-07-15,394.1000000000001,683.3,1287.6999999999998,397.0
2019-07-16,414.9000000000001,938.5,1574.5,917.0
2019-07-17,371.49999999999994,984.1000000000001,1553.8999999999999,907.0
2019-07-18,568.5,919.4,1791.1,592.0305343511451
2019-07-19,539.6,826.9000000000001,1654.3999999999999,622.8091603053437
2019-07-20,245.49999999999997,432.2,808.2,653.587786259542
2019-07-21,202.00000000000003,488.5,798.2,684.3664122137404
2019-07-22,494.61,692.63,1450.62,715.1450381679388
2019-07-23,261.73999999999995,1012.2200000000003,1413.7800000000002,796.0610687022901
2019-07-24,487.8,1386.3000000000002,2134.2999999999997,1190.0
2019-07-25,506.8,1421.8,2198.5999999999995,1048.0
2019-07-26,464.9999999999999,986.0,1699.3,878.0
2019-07-27,295.40000000000003,618.1999999999999,1070.8999999999999,353.0
2019-07-28,210.0,554.4000000000001,876.4999999999999,347.0
2019-07-29,325.7,796.4999999999999,1296.0,565.0
2019-07-30,153.2,545.4,780.4,457.0
2019-07-31,409.5,752.6000000000001,1380.4999999999998,784.0
2019-08-01,417.20000000000005,899.2000000000002,1538.6000000000001,724.0
2019-08-02,316.2,910.4,1395.1000000000004,697.0
2019-08-03,268.19999999999993,838.1,1249.3999999999999,450.0
2019-08-04,86.99999999999999,602.9,736.1,466.0
2019-08-05,408.69999999999993,774.4999999999999,1401.1000000000004,801.0
2019-08-06,358.6000000000001,602.7500000000001,1152.8500000000004,880.0
2019-08-07,408.99999999999994,782.1000000000001,1409.3000000000002,757.0
2019-08-08,344.20000000000005,734.7999999999998,1261.0000000000002,579.0
2019-08-09,267.40000000000003,562.1,972.1999999999996,652.0
2019-08-10,79.99999999999997,227.8,350.3,653.0
2019-08-11,74.60000000000001,299.70000000000005,414.6,423.0
2019-08-12,572.4000000000001,1016.3999999999997,1893.9,570.0
2019-08-13,440.1000000000001,863.3999999999999,1536.8999999999999,766.0
2019-08-14,411.70000000000005,797.4000000000002,1428.6000000000001,310.0
2019-08-15,408.9,733.0,1359.8,592.0
2019-08-16,491.2,680.3000000000001,1433.1,545.9407407407407
2019-08-17,188.79999999999998,344.0,633.4999999999999,468.9481481481481
2019-08-18,120.69999999999999,328.59999999999997,513.5,555.7037037037038
2019-08-19,450.2,758.5999999999999,1449.0000000000002,642.4592592592594
2019-08-20,580.7,1101.7,1991.9000000000003,729.2148148148146
2019-08-21,596.8999999999999,966.6000000000001,1881.8,815.9703703703702
2019-08-22,446.5,931.8999999999999,1616.5,902.7259259259262
2019-08-23,569.6999999999999,966.8000000000001,1839.8000000000002,989.4814814814815
2019-08-24,606.8000000000001,1659.6999999999998,2590.1,1076.2370370370368
2019-08-25,632.2000000000002,1858.1000000000001,2826.8,1162.9925925925925
2019-08-26,325.50000000000006,1456.4999999999998,1955.3,1249.7481481481482
2019-08-27,706.4000000000001,1628.3,2711.6999999999994,1336.5037037037043
2019-08-28,392.20000000000005,781.2,1382.4999999999998,1423.2592592592594
2019-08-29,420.3,706.9000000000001,1351.1000000000001,1510.0148148148144
2019-08-30,409.40000000000003,755.5,1383.8000000000002,1596.7703703703712
2019-08-31,258.80000000000007,646.7999999999998,1043.2,1683.525925925926
2019-09-01,221.70000000000002,519.3,859.3000000000001,1770.2814814814808
2019-09-02,616.5,1234.1,2179.1,1554.7222222222222
2019-09-03,499.09999999999997,1099.8999999999999,1864.5,959.0
2019-09-04,435.3,533.5,1201.3,702.0
2019-09-05,499.69999999999993,839.4000000000001,1605.4,816.0
2019-09-06,643.4,1076.3000000000002,2062.3,909.0
2019-09-07,291.4,612.1999999999999,1059.1000000000001,396.0
2019-09-08,302.00000000000006,797.0000000000001,1260.0000000000002,412.0
2019-09-09,334.59999999999997,1012.0999999999999,1524.8000000000002,490.0
2019-09-10,853.5,1210.7,2519.1999999999994,821.0
2019-09-11,548.1000000000001,768.3,1608.3999999999999,674.0
2019-09-12,588.4000000000001,740.9,1643.4999999999998,766.0
2019-09-13,404.4,835.9999999999999,1456.7000000000003,525.0
2019-09-14,431.4,1206.8,1868.4,606.0
2019-09-15,351.8,954.0000000000002,1493.5,525.0
2019-09-16,579.3,763.4,1651.7,757.0
2019-09-17,424.8499999999999,810.9500000000002,1462.0,588.5
2019-09-18,437.20000000000005,1097.5,1767.5,741.0
2019-09-19,1077.0,1306.3999999999999,2957.6,882.0
2019-09-20,506.49999999999994,1219.6000000000001,1996.0000000000002,852.0
2019-09-21,391.3,1448.8000000000004,2048.9,780.0
2019-09-22,164.29999999999998,905.8000000000002,1157.4,486.0
2019-09-23,367.30000000000007,631.3,1194.3999999999999,568.0
2019-09-24,315.9000000000001,666.1,1150.4999999999998,404.0
2019-09-25,468.4000000000001,725.1,1443.2999999999997,539.0
2019-09-26,412.5,713.4999999999999,1344.9999999999998,484.0
2019-09-27,472.2,723.5000000000001,1447.8,616.0
2019-09-28,181.00000000000003,447.3999999999999,725.4000000000001,393.0
2019-09-29,91.3,303.29999999999995,443.5,227.0
2019-09-30,563.8,825.1999999999998,1689.2000000000003,491.0
2019-10-01,572.6,938.5,1816.3999999999999,451.0
2019-10-02,602.9000000000001,955.9500000000002,1880.35,498.5
2019-10-03,1193.3999999999999,1026.6000000000001,2856.3000000000006,567.0
2019-10-04,805.6,1092.05,2327.7,824.0
2019-10-05,312.40000000000003,1034.4,1513.2,502.0
2019-10-06,210.80000000000004,565.5,888.6,366.0
2019-10-07,805.8000000000003,986.0,2221.5,433.0
2019-10-08,618.8,897.6999999999998,1846.2,793.0
2019-10-09,584.0,936.5999999999999,1832.0,723.0
2019-10-10,622.5999999999999,849.6000000000003,1803.8999999999999,905.0
2019-10-11,380.8,756.1,1340.2999999999997,431.0
2019-10-12,341.3999999999999,1029.7999999999997,1553.1,311.0
2019-10-13,200.20000000000002,849.6,1156.4,300.0
2019-10-14,735.4000000000002,1323.6999999999998,2451.8000000000006,446.0
2019-10-15,569.75,1020.7,1894.3,604.0
2019-10-16,871.9000000000001,1079.0000000000002,2415.7,648.0
2019-10-17,599.4000000000001,1057.5,1976.4,426.0
2019-10-18,458.9,789.2999999999998,1492.6000000000001,457.0
2019-10-19,587.9,933.5,1834.4000000000003,454.0
2019-10-20,747.7,813.5,1960.0,459.0
2019-10-21,330.29999999999995,752.0000000000001,1259.2000000000003,358.0
2019-10-22,2155.2,1462.6000000000001,4767.3,922.0
2019-10-23,2191.3999999999996,1628.4,4988.7,977.0
2019-10-24,1187.7999999999997,1290.0999999999997,3110.9000000000005,892.0
2019-10-25,583.0999999999998,755.1000000000003,1649.3000000000002,448.0
2019-10-26,200.0,535.4,841.9999999999999,451.0
2019-10-27,721.9,1056.5,2163.5999999999995,903.0
2019-10-28,1653.1000000000001,1416.8,3951.5000000000005,1452.5
2019-10-29,444.6000000000001,1194.7,1875.9999999999998,441.0
2019-10-30,517.0000000000001,1276.6999999999996,2069.4000000000005,687.0
2019-10-31,908.2000000000002,1295.9,2688.1000000000004,977.0
2019-11-01,633.0,1061.1,2031.7999999999997,436.0
2019-11-02,139.20000000000002,374.40000000000003,587.7,320.0
2019-11-03,386.1,848.0,1440.2000000000003,522.0
2019-11-04,1461.9999999999998,1428.8000000000004,3670.7999999999997,542.0
2019-11-05,675.7000000000002,1047.1000000000001,2083.1999999999994,485.0
2019-11-06,923.8999999999999,1313.4999999999998,2730.6000000000004,747.0
2019-11-07,1013.2,1294.4999999999998,2847.9999999999995,617.0
2019-11-08,2579.7000000000003,1508.5000000000002,5463.7,757.0
2019-11-09,546.4000000000001,1096.8999999999999,1934.3000000000004,389.0
2019-11-10,912.8,1132.4999999999998,2532.2,555.0
2019-11-11,473.1500000000001,953.75,1679.05,396.0
2019-11-12,678.6999999999999,1111.7,2152.5999999999995,398.0
2019-11-13,947.2,1259.4999999999998,2711.9,495.0
2019-11-14,609.6,1336.6999999999998,2271.1,286.0
2019-11-15,541.4,977.8,1808.3000000000002,430.0
2019-11-16,920.0999999999999,1209.6999999999998,2620.5000000000005,625.0
2019-11-17,2147.8999999999996,1417.6000000000004,4711.199999999999,907.0
2019-11-18,897.6000000000001,1194.1999999999998,2570.6,468.0
2019-11-19,2989.3999999999996,1944.8999999999996,6528.700000000001,958.0
2019-11-20,564.8999999999999,1275.3,2142.0,493.5
2019-11-21,692.1999999999999,1107.8,2169.4,710.0
2019-11-22,460.1,1337.1,2042.3000000000002,388.0
2019-11-23,999.9,1421.5,2954.6,523.0
2019-11-24,848.2999999999998,1114.6,2415.7,624.0
2019-11-25,409.50000000000006,1053.4,1681.5,330.0
2019-11-26,405.6,1007.3,1629.5,348.0
2019-11-27,753.3,1367.8999999999996,2523.1000000000004,409.66911764705884
2019-11-28,609.8000000000001,973.1999999999999,1908.0,476.2058823529411
2019-11-29,1929.4000000000003,1630.0,4588.300000000001,471.97058823529414
2019-11-30,1383.4999999999998,1772.0,3893.0,467.7352941176471
2019-12-01,304.40000000000003,911.0999999999998,1378.2,463.5
2019-12-02,1714.6,1788.9000000000003,4417.599999999999,459.2647058823529
2019-12-03,2136.6999999999994,1983.5999999999997,5259.8,542.7581853496115
2019-12-04,5188.499999999999,2474.2999999999997,10429.800000000001,856.7547169811321
2019-12-05,2049.3999999999996,1433.9,4576.1,786.6415094339623
2019-12-06,438.00000000000006,898.95,1570.7500000000002,293.5
2019-12-07,382.3999999999999,796.3000000000001,1382.1000000000004,413.0
2019-12-08,99.5,358.4,510.79999999999995,377.0
2019-12-09,702.6,1003.9999999999999,2081.1,482.0
2019-12-10,688.2000000000002,1050.4999999999998,2105.6,389.0
2019-12-11,1115.2,1584.9999999999998,3295.2000000000003,474.0
2019-12-12,488.5,1183.2999999999997,1932.3000000000002,275.0
2019-12-13,369.7,823.9,1390.4999999999998,553.0
2019-12-14,273.9,790.0,1209.6,507.43478260869574
2019-12-15,133.99999999999997,487.0,692.0999999999999,698.6086956521738
2019-12-16,1264.6000000000001,1773.3000000000002,3712.4999999999995,644.9565217391305
2019-12-17,1207.8,1950.1999999999998,3801.8,458.0
2019-12-18,1329.7999999999995,1522.3000000000002,3560.9999999999995,473.0
2019-12-19,271.50000000000006,635.9000000000002,1052.3,521.3391304347825
2019-12-20,780.05,1375.0000000000002,2571.6,554.5565217391305
2019-12-21,184.3,698.4999999999998,981.0999999999999,557.0608695652173
2019-12-22,177.9,722.0999999999999,994.8,559.5652173913044
2019-12-23,419.00000000000006,1044.0,1686.6000000000001,562.0695652173912
2019-12-24,176.3,632.2,902.6000000000001,564.5739130434782
2019-12-25,1052.3,888.8,2502.2000000000003,567.0782608695652
2019-12-26,226.90000000000003,716.3,1063.9,569.5826086956521
2019-12-27,640.4999999999999,966.7,1948.7000000000003,572.086956521739
2019-12-28,361.79999999999995,906.5999999999999,1461.6000000000001,574.591304347826
2019-12-29,211.3,618.6000000000001,942.7999999999998,577.0956521739132
2019-12-30,552.8000000000001,836.4,1684.1999999999998,579.6
2019-12-31,552.2000000000002,1025.4999999999998,1872.2000000000003,582.104347826087
2020-01-01,578.0999999999999,1056.6000000000001,1943.0000000000002,584.6086956521739
2020-01-02,184.90000000000003,565.9999999999999,851.0000000000001,587.1130434782608
2020-01-03,285.40000000000003,774.7999999999998,1212.1000000000001,589.617391304348
2020-01-04,304.40000000000003,952.8000000000001,1419.5,592.1217391304348
2020-01-05,119.4,558.1,741.0,594.6260869565217
2020-01-06,342.24999999999994,785.35,1310.2,597.1304347826086
2020-01-07,563.0,916.6000000000003,1779.8,459.47826086956513
2020-01-08,545.8000000000001,1038.6000000000001,1875.3000000000002,825.0
2020-01-09,397.4,745.6999999999999,1355.3,393.0
2020-01-10,1226.0999999999997,1265.7,3145.5999999999995,440.0
2020-01-11,202.2,484.70000000000005,794.7,474.0
2020-01-12,118.60000000000001,454.9,636.6999999999999,240.0
2020-01-13,345.09999999999997,673.1000000000001,1202.2,333.0
2020-01-14,370.6,629.8,1198.2,319.0
2020-01-15,670.6,1044.8,2073.4,476.0
2020-01-16,255.2,666.4,1057.8,430.0
2020-01-17,521.5,1033.7000000000003,1833.7999999999997,455.0
2020-01-18,857.8000000000001,1371.0000000000005,2686.399999999999,619.0
2020-01-19,1447.9,1398.9,3619.7999999999997,704.0
2020-01-20,3292.4,1932.1999999999998,6979.9,1296.0
2020-01-21,3883.2000000000003,1948.0500000000002,7902.050000000001,1331.5
2020-01-22,2122.7000000000003,1495.5,4750.200000000001,996.0
2020-01-23,779.3000000000001,1261.2999999999997,2456.2,487.36170212765956
2020-01-24,1089.4999999999998,1246.4,2916.8999999999996,505.2765957446808
2020-01-25,316.0,794.2,1279.0000000000002,591.063829787234
2020-01-26,143.9,538.2,758.8,676.8510638297873
2020-01-27,659.6999999999999,1188.3,2200.0,598.4468085106382
2020-01-28,571.2,1068.4,1943.8,418.0
2020-01-29,593.1,1083.4,1993.1,700.0
2020-01-30,564.5999999999999,924.0,1789.1000000000001,342.0
2020-01-31,475.0,759.6999999999999,1488.2,222.0
2020-02-01,176.40000000000003,466.79999999999995,737.4,515.0
2020-02-02,118.89999999999999,471.8,653.8,521.0
2020-02-03,467.2,829.8000000000001,1546.5000000000005,474.0
2020-02-04,543.3000000000001,928.1999999999999,1761.3,625.0
2020-02-05,1658.6999999999998,1776.2000000000003,4320.1,1073.0
2020-02-06,2747.9999999999995,1955.3,6168.900000000001,1091.0
2020-02-07,882.5000000000002,1182.2999999999997,2535.4999999999995,924.0
2020-02-08,349.2000000000001,768.0,1303.5,668.0
2020-02-09,38.0,211.90000000000003,270.00000000000006,317.0
2020-02-10,263.4,572.9,976.6,626.0
2020-02-11,311.1,686.6999999999999,1163.3000000000004,781.0
2020-02-12,345.4,910.2000000000002,1439.1,675.0
2020-02-13,473.70000000000005,839.0999999999999,1565.5000000000005,328.0
2020-02-14,952.0000000000001,1019.9999999999999,2479.8000000000006,704.0
2020-02-15,134.99999999999997,333.1,540.1,223.0
2020-02-16,76.60000000000001,288.99999999999994,406.0,160.0
2020-02-17,358.19999999999993,693.6,1242.95,596.0
2020-02-18,456.00000000000006,852.6000000000001,1551.6,581.0
2020-02-19,741.2,1032.6000000000001,2169.3999999999996,471.0
2020-02-20,424.00000000000006,817.8,1467.8,249.0
2020-02-21,423.09999999999997,832.1999999999998,1480.8999999999996,745.0
2020-02-22,125.3,341.90000000000003,534.0999999999999,573.0
2020-02-23,156.9,519.5000000000001,759.7,256.0
2020-02-24,308.59999999999997,692.8000000000001,1166.0,299.0
2020-02-25,515.3,1031.7,1821.6999999999998,533.0
2020-02-26,438.4,861.0999999999999,1533.5,562.0
2020-02-27,435.90000000000003,1047.3999999999999,1715.7,407.0
2020-02-28,370.29999999999995,922.1,1489.7000000000005,361.0
2020-02-29,139.20000000000002,395.0,608.8999999999999,461.0
2020-03-01,96.60000000000001,405.09999999999997,553.0000000000001,364.0
2020-03-02,427.74999999999994,1042.65,1698.65,477.0
2020-03-03,682.5,1220.7,2267.5,749.0
2020-03-04,897.3,1384.9999999999998,2761.099999999999,504.0
2020-03-05,423.0000000000001,862.3,1510.4,418.0
2020-03-06,1277.8000000000002,1408.1,3367.0999999999995,825.0
2020-03-07,496.29999999999984,915.3999999999999,1676.6000000000001,834.0
2020-03-08,90.19999999999999,364.20000000000005,502.6,332.0
2020-03-09,437.99999999999994,857.7999999999998,1529.4999999999998,568.0
2020-03-10,316.5,622.0000000000001,1107.3999999999999,323.0
2020-03-11,333.4999999999999,710.5999999999998,1222.0000000000002,664.0
2020-03-12,319.79999999999995,715.0999999999999,1205.3999999999999,861.0
2020-03-13,362.7500000000001,838.8000000000001,1395.0,958.0
2020-03-14,141.79999999999998,476.90000000000003,693.9,337.0
2020-03-15,133.70000000000002,527.3,732.35,268.0
2020-03-16,657.4,1155.6000000000004,2163.8999999999996,770.0
2020-03-17,477.7,938.2999999999998,1670.7,821.0
2020-03-18,476.2,923.8,1654.1999999999996,758.0
2020-03-19,457.50000000000006,964.8999999999999,1666.5999999999997,502.0
2020-03-20,279.09999999999997,645.6999999999999,1073.1999999999998,545.0
2020-03-21,152.0,578.1,811.5000000000001,442.0
2020-03-22,128.4,583.8000000000001,780.2999999999998,465.0
2020-03-23,382.0,1130.6000000000001,1716.3000000000002,694.0
2020-03-24,289.59999999999997,1066.2,1511.0,709.0
2020-03-25,1015.8000000000001,1426.5000000000002,2984.1000000000004,1072.0
2020-03-26,214.19999999999996,910.5000000000001,1238.8000000000002,1036.0
2020-03-27,176.50000000000003,629.7000000000002,900.6999999999998,1107.0
2020-03-28,103.1,350.90000000000003,509.0,665.0
2020-03-29,78.0,257.29999999999995,377.04999999999995,466.0
2020-03-30,177.49999999999997,528.4000000000001,800.5999999999999,353.0
2020-03-31,154.6,610.3,847.4999999999999,431.0
2020-04-01,465.8999999999999,1085.1000000000001,1799.7999999999995,588.0
2020-04-02,178.3,513.3,787.2,404.0
2020-04-03,566.3,909.3000000000002,1777.6999999999998,602.0
2020-04-04,375.80000000000007,678.9999999999999,1256.0000000000002,536.0
2020-04-05,50.699999999999996,378.7,456.3,440.0
2020-04-06,154.89999999999998,593.4999999999999,830.5999999999999,457.0
2020-04-07,608.9,1219.3000000000004,2153.5000000000005,744.0
2020-04-08,223.6,1291.6,1634.6999999999998,1360.0
2020-04-09,270.5,1177.3,1591.3999999999999,2246.590163934426
2020-04-10,149.39999999999998,1025.1999999999998,1254.3,1964.2622950819673
2020-04-11,223.69999999999996,968.9000000000001,1312.0,1577.1147540983607
2020-04-12,102.49999999999999,632.2,790.1,1189.9672131147538
2020-04-13,66.0,274.59999999999997,376.40000000000003,802.8196721311475
2020-04-14,166.7,558.6,814.1,469.2459016393443
2020-04-15,388.7999999999999,1086.7,1682.5,779.0
2020-04-16,331.90000000000003,1221.1999999999998,1729.9999999999998,1349.0
2020-04-17,184.39999999999995,598.4000000000001,881.1,584.0
2020-04-18,258.5,696.9000000000001,1093.0000000000002,680.0
2020-04-19,154.70000000000002,507.89999999999986,745.3000000000001,593.0
2020-04-20,155.00000000000003,499.6,738.0000000000001,696.0
2020-04-21,152.6,567.3,801.4999999999999,857.0
2020-04-22,189.70000000000005,698.0,988.6999999999999,859.0
2020-04-23,208.89999999999998,938.2000000000002,1258.2000000000003,902.0
2020-04-24,204.9,916.6,1230.2,853.0
2020-04-25,134.70000000000002,685.2,892.0000000000001,500.0
2020-04-26,132.6,528.7000000000002,731.9,475.0
2020-04-27,272.80000000000007,848.5,1266.4999999999998,781.0
2020-04-28,388.15,948.8,1543.8999999999996,241.5
2020-04-29,304.4000000000001,598.7999999999998,1065.4,374.0
2020-04-30,253.3,610.8,999.4999999999999,422.0
2020-05-01,280.2,653.3,1083.2000000000003,420.0
2020-05-02,214.40000000000003,583.3000000000001,911.6999999999998,367.0
2020-05-03,197.20000000000005,714.1999999999999,1016.2999999999998,362.0
2020-05-04,185.30000000000004,749.2,1033.6000000000001,454.0
2020-05-05,136.70000000000002,599.3,809.0,455.0
2020-05-06,221.2,889.8,1228.7,586.0
2020-05-07,347.19999999999993,1045.6999999999998,1577.5,754.0
2020-05-08,210.89999999999998,977.3000000000001,1300.6000000000001,618.0
2020-05-09,287.69999999999993,1231.4,1672.8000000000002,845.0
2020-05-10,144.29999999999998,548.6,769.8000000000001,712.0
2020-05-11,206.10000000000002,520.6999999999999,836.7000000000002,567.0
2020-05-12,320.8,871.8000000000001,1364.1999999999998,499.0
2020-05-13,212.70000000000002,664.8000000000001,991.0000000000002,446.0
2020-05-14,245.49999999999994,766.2,1142.5,387.0
2020-05-15,459.8999999999999,1115.1,1820.1,657.0
2020-05-16,318.9,967.7,1456.3000000000002,467.0
2020-05-17,266.5,836.1,1244.6,422.0
2020-05-18,285.8999999999999,835.0999999999999,1273.6000000000004,780.0
2020-05-19,373.1,875.5000000000001,1447.1999999999996,590.0
2020-05-20,456.69999999999993,990.8999999999999,1691.6,576.0
