MeasurementDateGMT,Westminster - Oxford Street: Nitric Oxide (ug/m3),Westminster - Oxford Street: Nitrogen Dioxide (ug/m3),Westminster - Oxford Street: Oxides of Nitrogen (ug/m3),Westminster - Oxford Street: PM10 Particulate (ug/m3)
2019-02-20,1157.0000000000002,1265.1000000000001,3038.6,711.0
2019-02-21,1544.4000000000003,1545.5,3913.4999999999995,869.0
2019-02-22,2432.2999999999997,1749.3,5478.600000000001,1250.0
2019-02-23,1610.4999999999998,1510.0,3979.5999999999995,998.0
2019-02-24,1663.3,1723.7000000000003,4273.400000000001,1026.0
2019-02-25,2878.5999999999995,2259.3,6673.0999999999985,1537.0
2019-02-26,3802.8000000000006,2716.2,8547.1,1987.0
2019-02-27,3782.600000000001,2522.0000000000005,8322.300000000001,1639.0
2019-02-28,2324.1,2000.8999999999994,5564.499999999999,978.0
2019-03-01,1748.1999999999998,1716.9999999999995,4397.299999999999,812.0
2019-03-02,1337.1999999999998,1277.3,3327.600000000001,629.0
2019-03-03,632.6999999999999,863.3000000000001,1833.6999999999996,482.0
2019-03-04,1597.8,1490.6,3941.0000000000005,456.0
2019-03-05,1243.8000000000002,1431.4,3338.5000000000005,461.0
2019-03-06,890.8000000000001,1113.7,2479.7,545.0
2019-03-07,1704.8000000000002,1545.4999999999998,4159.599999999999,490.0
2019-03-08,1562.8999999999999,1608.1,4004.6000000000004,481.0
2019-03-09,1647.1999999999998,1626.3,4151.9,715.0
2019-03-10,770.1,1171.8999999999999,2353.2000000000003,451.0
2019-03-11,1302.8,1439.6000000000001,3436.6000000000004,688.0
2019-03-12,1344.4,1238.9,3300.2000000000003,376.0
2019-03-13,1664.9,1564.5,4117.099999999999,662.0
2019-03-14,1632.1999999999998,1536.6,4039.6000000000004,548.0
2019-03-15,1472.4999999999998,1385.3000000000002,3643.2,390.0
2019-03-16,923.8999999999997,1021.7,2438.3,522.0
2019-03-17,1186.3,1457.1999999999998,3276.2,383.0
2019-03-18,2096.5,1893.9,5108.1,550.0
2019-03-19,2054.9000000000005,1674.0,4824.8,582.0
2019-03-20,2151.7,1797.3,5096.1,495.0
2019-03-21,1980.9,1528.2000000000003,4565.7,548.0
2019-03-22,1603.7,1389.0999999999997,3847.900000000001,500.0
2019-03-23,743.0000000000001,1217.6000000000001,2356.7,771.0
2019-03-24,1036.1000000000001,1684.1999999999998,3273.7,679.0
2019-03-25,623.3000000000001,1315.2000000000005,2270.7,778.0
2019-03-26,1401.9999999999998,1872.3000000000004,4022.0000000000005,893.0
2019-03-27,997.1999999999999,1611.3000000000002,3140.3999999999996,755.0
2019-03-28,1534.5999999999997,1841.8999999999996,4194.4,869.0
2019-03-29,1785.0,2151.4,4888.0,1094.0
2019-03-30,1969.9,1892.7999999999997,4913.1,1409.0
2019-03-31,294.00000000000006,783.9,1234.5,922.0
2019-04-01,890.7000000000002,1359.6000000000004,2724.9,829.0
2019-04-02,2040.8999999999996,2026.1000000000004,5155.099999999999,802.0
2019-04-03,1610.5,1816.5000000000002,4286.0,544.0
2019-04-04,1687.1,1847.7000000000003,4434.499999999999,645.0
2019-04-05,1265.2999999999997,1603.5999999999997,3542.9,767.0
2019-04-06,460.7,992.1,1698.8,650.0
2019-04-07,353.3,808.3000000000001,1349.9999999999998,1180.0
2019-04-08,1531.7000000000003,1608.8999999999999,3957.5,1214.0
2019-04-09,368.8,1089.25,1654.7,1273.9333333333332
2019-04-10,352.5,846.8000000000001,1387.1,1249.0666666666668
2019-04-11,780.3999999999999,1326.4999999999998,2523.0999999999995,990.0
2019-04-12,507.40000000000003,1183.4,1960.8,711.0
2019-04-13,591.8000000000002,1156.5,2063.6000000000004,619.0
2019-04-14,543.9000000000001,1061.8,1896.0,696.0
2019-04-15,367.79999999999995,1209.1000000000001,1772.8000000000002,1269.5
2019-04-16,758.5000000000001,1696.8,2859.7,1594.0
2019-04-17,612.5000000000001,1473.2000000000003,2412.7999999999997,1713.0
2019-04-18,397.3,1365.1,1974.1000000000001,1548.0
2019-04-19,230.9,1157.5,1511.6999999999998,1107.0
2019-04-20,418.0,1159.9,1800.5000000000002,1031.0
2019-04-21,314.20000000000005,1257.9,1739.6,1063.0
2019-04-22,839.5999999999999,2033.6000000000001,3320.9999999999995,1436.0
2019-04-23,683.6000000000001,1644.3999999999996,2692.9,1265.0
2019-04-24,1308.6999999999998,1722.7000000000003,3729.3999999999996,1063.0
2019-04-25,1034.8,1222.0,2808.7,490.0
2019-04-26,1100.1999999999998,1103.8000000000002,2790.6000000000004,505.0
2019-04-27,1652.3,1437.1,3970.2,646.0
2019-04-28,443.2,827.6999999999999,1507.4000000000003,451.0
2019-04-29,780.3,1184.3000000000002,2380.75,672.0
2019-04-30,1035.8000000000002,1432.2999999999997,3020.3999999999996,837.0
2019-05-01,1465.5000000000002,1702.6000000000001,3949.6999999999994,773.0
2019-05-02,1376.3,1537.4999999999998,3647.7999999999997,609.0
2019-05-03,1148.3000000000002,1236.9,2997.399999999999,523.0
2019-05-04,367.1,593.5999999999999,1156.6,558.0
2019-05-05,520.2,900.3,1697.6000000000004,556.0
2019-05-06,1067.6000000000001,1206.3,2843.0000000000005,419.0
2019-05-07,1163.3,1289.1,3072.7999999999997,651.0
2019-05-08,1241.1,1363.2,3266.2000000000007,571.0
2019-05-09,1401.7,1531.8,3680.4000000000005,620.0
2019-05-10,1338.8,1380.8999999999999,3433.9999999999995,540.0
2019-05-11,331.40000000000003,942.5,1450.6,605.0
2019-05-12,421.9,944.9000000000001,1591.3999999999999,419.0
2019-05-13,704.4999999999999,1151.8,2231.7999999999997,569.0
2019-05-14,623.0000000000002,1061.1000000000004,2016.2,554.0
2019-05-15,700.8999999999999,1370.2,2444.8,834.0
2019-05-16,363.6500000000001,907.0000000000001,1464.9,748.0
2019-05-17,248.29999999999998,820.8,1201.6,726.0
2019-05-18,903.6,1406.0,2791.4999999999995,758.0
2019-05-19,335.5000000000001,968.4000000000001,1482.7,615.0
2019-05-20,645.5000000000001,1284.9999999999998,2274.3,825.0
2019-05-21,662.7000000000002,1295.9,2312.5,674.0
2019-05-22,933.4999999999999,1368.8000000000004,2800.3,559.0
2019-05-23,971.4000000000001,1430.9,2920.2,567.0
2019-05-24,977.6999999999998,1303.4999999999998,2802.2,641.0
2019-05-25,965.0000000000002,1240.7,2720.700000000001,452.0
2019-05-26,1066.1999999999998,895.0999999999999,2529.9000000000005,417.0
2019-05-27,1018.6000000000001,1067.7,2629.2,505.0
2019-05-28,599.5000000000001,957.6,1876.9999999999998,404.0
2019-05-29,774.6999999999999,913.8999999999999,2101.1,443.0
2019-05-30,1138.5000000000002,970.4000000000001,2715.4999999999995,447.0
2019-05-31,807.0000000000002,762.2999999999998,1999.6000000000004,346.0
2019-06-01,929.4999999999999,1053.1000000000001,2477.6999999999994,369.0
2019-06-02,338.70000000000005,608.6,1127.9,408.0
2019-06-03,628.0000000000001,798.4000000000002,1761.3,611.0
2019-06-04,570.8,993.8999999999999,1869.7000000000005,796.0
2019-06-05,552.6,776.0,1623.1000000000001,480.0
2019-06-06,462.2,743.9999999999999,1452.9,594.0
2019-06-07,564.6999999999999,1086.7,1952.9,634.0
2019-06-08,889.4000000000001,906.3,2269.7,616.0
2019-06-09,528.2,767.2,1576.9,432.0
2019-06-10,315.3999999999999,774.3999999999999,1257.2999999999997,350.0
2019-06-11,426.0000000000001,659.6999999999999,1312.6999999999998,438.0
2019-06-12,573.1,985.9000000000002,1864.7000000000003,476.0
2019-06-13,451.0999999999999,725.0999999999998,1416.5999999999997,376.0
2019-06-14,307.0,541.9,1012.5000000000001,512.0
2019-06-15,676.2,750.4,1787.4999999999998,514.0
2019-06-16,409.40000000000003,501.70000000000005,1129.1999999999998,523.0
2019-06-17,755.6,906.0999999999999,2064.7,602.0
2019-06-18,771.8000000000002,1171.4,2354.7000000000003,553.0
2019-06-19,1094.1,1192.9999999999998,2870.9,612.0
2019-06-20,1287.8,1176.2999999999997,3151.1000000000004,489.0
2019-06-21,906.0000000000001,1126.5,2515.8999999999996,541.0
2019-06-22,805.7000000000002,1018.0999999999999,2253.0,566.0
2019-06-23,260.4,790.6999999999999,1190.1000000000004,834.0
2019-06-24,1014.7,1441.3999999999999,2997.2000000000003,853.0
2019-06-25,432.40000000000003,847.5999999999999,1511.1,601.0
2019-06-26,153.59999999999997,412.99999999999994,648.5999999999999,515.0
2019-06-27,440.0,582.1999999999999,1257.2,644.0
2019-06-28,595.8000000000001,767.6000000000001,1680.9,834.0
2019-06-29,569.1999999999999,1258.3,2131.1,891.0
2019-06-30,642.6999999999999,815.7999999999998,1800.7,551.0
2019-07-01,705.3,774.9000000000001,1856.3999999999996,493.0
2019-07-02,428.8,681.3000000000001,1338.6999999999998,492.0
2019-07-03,549.6999999999999,869.6000000000001,1712.0000000000002,581.0
2019-07-04,691.3000000000001,1224.8000000000002,2284.8999999999996,579.0
2019-07-05,945.9000000000001,1486.9,2937.2999999999997,655.0
2019-07-06,298.75000000000006,503.34999999999997,961.35,395.0
2019-07-07,542.0999999999999,663.1,1494.1,495.0
2019-07-08,981.0999999999999,1100.8999999999999,2605.7000000000003,560.0
2019-07-09,1076.6,1215.2,2866.0,628.0
2019-07-10,1152.1999999999998,1271.0,3037.6000000000004,643.0
2019-07-11,1216.2000000000003,1229.0000000000002,3093.7999999999997,602.0
2019-07-12,856.8999999999999,971.1000000000001,2284.4,488.0
2019-07-13,390.2,621.5,1219.5999999999997,499.0
2019-07-14,219.9,406.0,743.2,429.0
2019-07-15,485.09999999999997,604.0999999999999,1348.0000000000002,410.0
2019-07-16,1229.2,1374.8999999999996,3259.5,704.0
2019-07-17,1682.3999999999999,1609.3000000000002,4189.5,592.0
2019-07-18,2110.5,1492.7,4729.1,536.0
2019-07-19,1239.6,937.1999999999999,2837.4,387.0
2019-07-20,1764.3000000000002,1099.5,3804.5999999999995,293.0
2019-07-21,854.3,733.7,2043.2999999999997,289.0
2019-07-22,1574.4000000000003,871.7,3286.0000000000005,289.0
2019-07-23,1109.7000000000003,1400.2,3101.7000000000003,400.0
2019-07-24,1597.0,1897.5000000000002,4345.599999999999,459.0
2019-07-25,910.8000000000002,1900.1,3295.9,458.0
2019-07-26,1540.7,1243.1000000000001,3605.6000000000004,367.0
2019-07-27,1150.8000000000002,1070.5,2835.2999999999993,278.0
2019-07-28,876.7000000000002,930.2,2274.3999999999996,294.0
2019-07-29,943.6999999999998,1033.8,2480.8999999999996,314.0
2019-07-30,907.6,809.0,2200.5000000000005,310.0
2019-07-31,330.1427419354839,290.6653225806452,796.2637096774193,222.8571428571429
2019-08-01,460.6741935483871,433.73225806451615,1139.9709677419355,238.47619047619045
2019-08-02,553.1129032258065,552.1838709677419,1400.5645161290322,275.047619047619
2019-08-03,645.5516129032258,670.6354838709677,1661.158064516129,311.61904761904765
2019-08-04,737.9903225806453,789.0870967741935,1921.751612903226,348.19047619047615
2019-08-05,1644.5782258064519,1422.5459677419356,3944.6411290322576,352.8095238095238
2019-08-06,1385.25,1166.15,3289.85,299.0
2019-08-07,1846.4999999999998,1430.6999999999998,4261.8,316.0
2019-08-08,1316.2,1238.3,3255.7999999999997,512.0
2019-08-09,931.3000000000001,902.5,2330.7,871.0
2019-08-10,908.5999999999999,814.0,2206.7999999999997,850.0
2019-08-11,587.8,805.0999999999999,1706.0,615.0
2019-08-12,1432.5,1396.2999999999997,3593.0,588.0
2019-08-13,1813.6000000000001,1644.6000000000001,4425.7,732.0
2019-08-14,1104.3,1205.1,2898.5000000000005,397.0
2019-08-15,1639.4999999999998,1442.6999999999998,3956.6,647.0
2019-08-16,1050.7000000000003,1103.5,2714.5,453.0
2019-08-17,1541.3999999999999,1194.1,3557.3,553.0
2019-08-18,1011.3000000000001,1079.2,2629.8,463.0
2019-08-19,2181.3,1613.4999999999998,4958.099999999999,585.0
2019-08-20,1876.6499999999999,1782.8000000000002,4660.15,687.0
2019-08-21,1726.8,1629.2,4277.1,714.0
2019-08-22,1759.5,1539.6999999999998,4237.399999999999,712.0
2019-08-23,1881.6000000000004,1936.6,4821.900000000001,659.0
2019-08-24,1506.7999999999997,2364.6,4674.6,1136.0
2019-08-25,897.2,2070.2,3446.0,1062.0
2019-08-26,1530.8000000000002,2593.4,4940.4,927.0
2019-08-27,1634.5000000000005,2582.7999999999997,5089.0,1075.0
2019-08-28,2095.7,1688.6999999999998,4902.2,489.0
2019-08-29,1872.6000000000001,1533.4,4403.7,535.0
2019-08-30,1852.1999999999996,1546.6,4386.999999999999,571.0
2019-08-31,1574.6,1440.2999999999997,3854.9,567.0
2019-09-01,862.8999999999999,1089.5999999999997,2413.0999999999995,433.0
2019-09-02,1992.9000000000003,1584.9,4640.0,533.0
2019-09-03,1981.6000000000001,1572.3999999999999,4610.900000000001,474.0
2019-09-04,1555.5,1165.3999999999999,3550.6,462.0
2019-09-05,1242.2,1308.0000000000002,3212.600000000001,549.0
2019-09-06,2098.8999999999996,1502.9,4721.200000000001,615.0
2019-09-07,458.99999999999994,733.9,1437.2000000000003,426.0
2019-09-08,390.9,754.4000000000002,1354.1000000000001,392.0
2019-09-09,1232.3,1423.8000000000002,3313.2999999999997,503.0
2019-09-10,1688.3,1495.6,4084.4,597.0
2019-09-11,1911.1,1176.5,4107.0,392.0
2019-09-12,1741.5000000000002,1168.3999999999999,3838.3,431.0
2019-09-13,558.5999999999998,862.9999999999999,1719.4,533.0
2019-09-14,1656.8000000000002,1719.3,4259.799999999999,590.0
2019-09-15,1013.3,1326.2,2880.3000000000006,513.0
2019-09-16,1041.0,923.4,2520.0,541.0
2019-09-17,360.1,716.9000000000001,1269.1,546.0
2019-09-18,510.19999999999993,959.3000000000001,1741.6000000000004,706.0
2019-09-19,1210.9,1457.8,3314.4000000000005,734.0
2019-09-20,800.0000000000001,1387.6000000000001,2614.3999999999996,914.0
2019-09-21,824.0,1695.0,2958.6,920.0
2019-09-22,829.4000000000001,1238.4999999999998,2510.4,491.0
2019-09-23,929.3000000000001,894.6999999999999,2319.2999999999997,395.0
2019-09-24,1215.3999999999999,1090.9999999999998,2953.9999999999995,343.0
2019-09-25,1517.2,1172.9999999999998,3499.499999999999,354.0
2019-09-26,1247.5,1137.6000000000001,3050.5,422.0
2019-09-27,1069.8,1071.6000000000001,2712.3,496.0
2019-09-28,1294.8000000000002,1050.9999999999998,3036.7000000000003,450.0
2019-09-29,700.0999999999999,750.4,1824.0000000000002,303.0
2019-09-30,1193.3,1117.4,2946.8000000000006,373.0
2019-10-01,903.2999999999998,934.4,2319.4,455.0
2019-10-02,1408.2,1229.3,3388.2999999999997,479.0
2019-10-03,2211.2,1638.4000000000003,5028.700000000001,635.0
2019-10-04,1804.0000000000002,1492.8000000000004,4258.7,712.0
2019-10-05,1159.5,1270.0,3048.0000000000005,563.0
2019-10-06,734.4,1005.2,2131.2000000000003,380.0
2019-10-07,1000.2999999999998,1080.1,2614.0000000000005,361.0
2019-10-08,1315.7,1187.6,3205.4000000000005,564.0
2019-10-09,1435.6,1279.3,3480.500000000001,399.0
2019-10-10,1260.7999999999997,1129.7,3063.100000000001,433.0
2019-10-11,1005.0,1016.4,2557.3,292.0
2019-10-12,1237.2,1327.9000000000003,3224.8999999999996,279.0
2019-10-13,628.5000000000001,998.1999999999998,1961.9000000000003,241.0
2019-10-14,1119.6999999999998,1273.9,2990.4,389.0
2019-10-15,1292.3,1265.4999999999998,3247.2,329.0
2019-10-16,2191.9,1700.8000000000002,5061.500000000001,383.0
2019-10-17,1127.8000000000002,1493.4,3222.7000000000003,358.0
2019-10-18,856.6,1107.6,2421.1000000000004,458.5
2019-10-19,1362.4999999999998,1402.0,3491.4,444.0
2019-10-20,521.5,813.3999999999999,1613.1,429.0
2019-10-21,445.19999999999993,804.9000000000001,1487.1000000000001,429.0
2019-10-22,2014.6000000000004,1643.3999999999999,4732.5,596.0
2019-10-23,2315.8000000000006,1762.1000000000001,5312.899999999998,953.0
2019-10-24,2768.1,1752.8,5997.4,808.0
2019-10-25,934.4,1164.4,2597.0000000000005,460.0
2019-10-26,735.8000000000001,877.4999999999999,2005.2999999999997,417.0
2019-10-27,978.6,1291.8999999999996,2792.2999999999997,484.0
2019-10-28,665.3000000000002,1151.6,2171.2999999999997,637.0
2019-10-29,438.5,1180.7000000000003,1853.3999999999999,440.0
2019-10-30,831.8,1462.2000000000003,2737.7,724.0
2019-10-31,1475.6000000000001,1438.6000000000001,3701.5,984.0
2019-11-01,1411.0000000000002,1290.0,3453.1999999999994,419.0
2019-11-02,926.7999999999998,942.0999999999999,2363.1,421.0
2019-11-03,1062.5999999999997,1254.3,2883.5,494.0
2019-11-04,1827.9999999999998,1436.8,4239.8,492.0
2019-11-05,632.8,967.1,1937.7,455.0
2019-11-06,1816.5,1580.2,4364.900000000001,724.0
2019-11-07,2015.5,1590.5000000000002,4680.9,406.0
2019-11-08,2406.4999999999995,1646.1,5336.000000000001,629.0
2019-11-09,1334.1,1402.6999999999996,3447.8000000000006,544.0
2019-11-10,909.1,1095.3999999999999,2489.0,472.0
2019-11-11,1783.8999999999999,1673.4,4408.7,456.0
2019-11-12,2222.9,1640.6,5048.8,407.0
2019-11-13,1805.4,1675.3,4443.599999999999,486.0
2019-11-14,1166.6999999999996,1610.5,3399.7000000000003,383.0
2019-11-15,338.59999999999997,840.8,1360.3,446.0
2019-11-16,1694.6,1410.3,4008.9,552.0
2019-11-17,2116.6000000000004,1519.3000000000002,4764.9,815.9736842105262
2019-11-18,1453.3000000000002,1352.1000000000004,3580.7000000000003,972.9473684210527
2019-11-19,2916.100000000001,1922.4999999999995,6394.3,1074.578947368421
2019-11-20,1739.6333333333337,1607.1333333333334,4274.833333333333,634.0
2019-11-21,2281.1666666666665,1735.7666666666667,5234.466666666666,850.0
2019-11-22,1471.7,1636.1999999999998,3892.8000000000006,507.0
2019-11-23,950.1000000000001,1215.6,2672.0000000000005,638.0
2019-11-24,1884.9999999999998,1218.6000000000001,4109.299999999999,657.0
2019-11-25,1670.8999999999999,1354.2,3916.2999999999997,459.0
2019-11-26,906.9000000000001,1270.7,2661.1,461.0
2019-11-27,2163.1000000000004,1727.3000000000002,5044.0,456.0
2019-11-28,1803.2999999999997,1249.3999999999996,4014.2,542.0
2019-11-29,978.4999999999999,1276.6000000000001,2776.6999999999994,664.0
2019-11-30,1397.8,1590.6000000000001,3733.9000000000005,754.0
2019-12-01,282.90000000000003,792.2000000000002,1225.8,401.0
2019-12-02,3086.2999999999993,1786.8999999999996,6519.099999999999,799.0
2019-12-03,3070.2999999999997,2013.4,6721.2,741.0
2019-12-04,3641.8000000000006,1983.7,7568.0,927.0
2019-12-05,2632.7999999999997,1610.3000000000004,5647.200000000001,731.0
2019-12-06,1633.6999999999998,1339.3,3843.8999999999996,362.0
2019-12-07,1721.1000000000004,1320.4,3960.0,502.0
2019-12-08,915.2,890.7,2294.1000000000004,490.0
2019-12-09,1955.4,1325.3000000000002,4323.300000000001,536.0
2019-12-10,1166.0,1235.9999999999998,3024.0,494.0
2019-12-11,1990.9999999999998,1592.8,4645.799999999999,530.0
2019-12-12,1311.8000000000002,1408.1999999999996,3419.7000000000003,395.0
2019-12-13,1947.8999999999999,1658.4999999999998,4645.300000000001,566.0
2019-12-14,1485.0,1442.8999999999999,3720.2,608.0
2019-12-15,987.9,1095.8999999999999,2610.7000000000003,490.0
2019-12-16,1833.9000000000003,1495.6999999999996,4307.800000000001,437.0
2019-12-17,2184.1999999999994,1531.5000000000002,4880.4,409.0
2019-12-18,1557.9999999999998,1533.1000000000001,3922.3999999999996,511.0
2019-12-19,1078.55,1048.25,2702.0,559.5
2019-12-20,2090.9,1725.4999999999998,4931.9,359.0
2019-12-21,1343.9999999999998,1359.1,3420.0,420.0
2019-12-22,1982.9,1473.1999999999998,4513.3,481.0
2019-12-23,1946.5,1585.7,4570.099999999999,597.0
2019-12-24,1526.3000000000004,1262.7999999999997,3603.1,506.0
2019-12-25,773.7,1042.7,2229.2000000000003,390.0
2019-12-26,1908.3999999999999,1467.9,4394.2,435.0
2019-12-27,1779.8999999999999,1200.3,3929.3999999999996,550.0
2019-12-28,1711.4999999999995,1359.1000000000001,3983.7,566.0
2019-12-29,1317.9,1093.0,3113.9,562.0
2019-12-30,2828.5,1424.5,5761.3,688.0
2019-12-31,1495.6000000000001,1286.2000000000003,3579.9999999999995,795.0
2020-01-01,2413.6000000000004,1506.1999999999996,5207.0,1204.0
2020-01-02,1536.3000000000002,1316.6,3672.2,347.0
2020-01-03,2014.2,1634.3000000000002,4722.799999999999,409.0
2020-01-04,2327.2,1666.6000000000001,5235.100000000001,415.0
2020-01-05,1139.3,1256.1,3003.2999999999997,268.0
2020-01-06,1512.8000000000002,1351.9999999999998,3671.8999999999996,360.0
2020-01-07,1400.3,1369.1000000000001,3516.3,410.0
2020-01-08,1926.1,1427.8000000000002,4381.2,549.0
2020-01-09,1219.3999999999999,1204.6,3074.1000000000004,272.0
2020-01-10,1588.3000000000002,1555.1,3990.7000000000003,329.0
2020-01-11,851.1000000000003,899.9,2204.6000000000004,370.0
2020-01-12,907.3,959.8999999999999,2350.9,245.0
2020-01-13,587.5,906.2999999999997,1807.3000000000002,301.0
2020-01-14,673.6,848.6999999999997,1881.6000000000001,288.0
2020-01-15,1187.1,1376.2999999999997,3196.6000000000004,323.0
2020-01-16,890.9000000000001,1116.1999999999998,2482.0,355.0
2020-01-17,1772.7,1559.6,4277.6,306.0
2020-01-18,1751.0,1721.0,4406.0,426.0
2020-01-19,1619.9,1598.1000000000001,4081.7999999999993,475.0
2020-01-20,3550.2,2142.2,7586.299999999999,750.0
2020-01-21,4330.0,2347.7999999999997,8987.000000000002,825.0
2020-01-22,1709.8000000000009,1533.5,4154.7,605.0
2020-01-23,883.6000000000001,1293.2,2647.8000000000006,226.7175572519084
2020-01-24,2057.4,1512.2000000000003,4666.8,314.9312977099237
2020-01-25,1038.6000000000001,1209.2,2802.1,411.6641221374046
2020-01-26,513.4,892.4000000000001,1680.1000000000001,508.3969465648855
2020-01-27,825.6999999999999,1290.1,2556.2999999999993,605.1297709923664
2020-01-28,873.3,1257.5500000000002,2596.5,633.1603053435115
2020-01-29,854.6999999999999,1254.2000000000003,2564.5000000000005,578.0
2020-01-30,854.5,1143.3,2453.8,365.0
2020-01-31,583.1,854.4999999999999,1748.7,259.0
2020-02-01,562.5000000000001,953.7000000000002,1816.3999999999999,604.0
2020-02-02,458.8999999999999,921.8000000000001,1625.1000000000001,574.0
2020-02-03,691.8000000000001,1148.9,2209.7500000000005,632.0
2020-02-04,772.3,1218.4,2402.6,521.0
2020-02-05,1712.6000000000001,1652.0,4278.200000000001,859.0
2020-02-06,2056.5,1818.6000000000004,4972.2,952.0
2020-02-07,861.5999999999999,1313.1999999999998,2634.5,1006.0
2020-02-08,676.5999999999999,993.4,2031.1999999999998,670.0
2020-02-09,429.6,505.1000000000001,1163.6999999999998,430.0
2020-02-10,1026.4,1109.1,2682.6,456.0
2020-02-11,1292.0999999999997,1267.6999999999996,3249.6000000000004,585.0
2020-02-12,1355.6,1418.9000000000003,3497.2000000000007,454.0
2020-02-13,1629.1999999999998,1541.2,4038.7000000000003,449.0
2020-02-14,1092.1000000000001,1418.6000000000001,3093.0,691.0
2020-02-15,601.2,647.1999999999999,1569.1,280.0
2020-02-16,535.6999999999999,689.8000000000001,1511.1,257.0
2020-02-17,1058.3000000000002,1093.1000000000001,2715.7,582.0
2020-02-18,1093.8999999999999,1214.2000000000003,2891.2000000000003,424.0
2020-02-19,1190.8,1445.1,3271.2999999999997,494.0
2020-02-20,1474.8999999999999,1280.5,3541.7999999999997,358.0
2020-02-21,1064.1,1138.4000000000003,2769.8000000000006,689.0
2020-02-22,893.6000000000001,1034.6,2404.9,617.0
2020-02-23,679.3000000000001,976.1,2017.7999999999997,338.0
2020-02-24,678.3000000000001,969.0,2009.8999999999999,313.0
2020-02-25,773.3000000000001,1234.9,2420.9999999999995,356.0
2020-02-26,993.5000000000001,1412.8000000000002,2935.7,493.0
2020-02-27,997.8,1440.3999999999999,2970.6000000000004,444.0
2020-02-28,737.1999999999999,1201.9,2331.8,389.0
2020-02-29,604.4,790.6999999999999,1717.3000000000002,558.0
2020-03-01,417.6,709.6,1350.4999999999998,400.0
2020-03-02,853.4999999999999,1291.8,2600.7999999999997,388.0
2020-03-03,1363.8,1515.1,3606.0999999999995,559.5
2020-03-04,771.4000000000001,1517.2000000000003,2700.3,517.0
2020-03-05,228.29999999999998,927.7000000000002,1277.2,444.0
2020-03-06,1320.5,1606.8000000000002,3631.4000000000005,651.0
2020-03-07,1015.6999999999999,1215.6,2773.0000000000005,719.0
2020-03-08,387.8,647.9000000000001,1242.1,377.0
2020-03-09,616.1,1023.0999999999998,1967.8,410.0
2020-03-10,602.4,779.8000000000001,1703.8,231.0
2020-03-11,444.3,836.1,1517.0000000000002,326.0
2020-03-12,607.1000000000001,871.3000000000001,1802.0000000000002,527.0
2020-03-13,783.7,1155.6,2357.5,515.0
2020-03-14,572.4,855.1999999999999,1733.2,357.0
2020-03-15,304.30000000000007,665.0999999999999,1131.1,313.0
2020-03-16,673.0,1224.3,2256.0,455.0
2020-03-17,323.90000000000003,748.1999999999999,1245.4999999999998,453.0
2020-03-18,260.7,629.4,1028.9,459.0
2020-03-19,140.60000000000002,740.3,955.8999999999999,511.0
2020-03-20,77.99999999999999,456.49999999999994,575.8999999999999,462.0
2020-03-21,77.3,461.5,580.3,462.0
2020-03-22,78.9,522.0999999999999,643.5000000000001,465.0
2020-03-23,173.6,843.1999999999999,1109.5,583.0
2020-03-24,583.8,1009.4999999999998,1904.3999999999999,506.0
2020-03-25,411.60000000000014,1163.1999999999998,1794.0000000000002,745.0
2020-03-26,86.30000000000001,684.8,816.8000000000001,908.0
2020-03-27,38.199999999999996,445.3,503.69999999999993,882.0
2020-03-28,20.599999999999998,221.69999999999993,253.20000000000007,544.0
2020-03-29,20.900000000000002,140.0,171.8,400.0
2020-03-30,39.300000000000004,261.40000000000003,321.7,279.0
2020-03-31,55.70000000000001,417.1,502.50000000000006,338.0
2020-04-01,161.79999999999998,820.1,1068.8000000000002,319.0
2020-04-02,153.20000000000002,655.0000000000001,889.3999999999999,262.0
2020-04-03,168.7,748.0,1006.5999999999999,315.0
2020-04-04,250.90000000000003,708.1,1093.0999999999997,315.0
2020-04-05,367.50000000000006,802.6,1365.8999999999999,290.0
2020-04-06,134.9,636.7,843.5999999999999,282.5
2020-04-07,192.60000000000002,965.4999999999999,1260.5000000000002,566.5
2020-04-08,128.4,1104.4999999999998,1301.7000000000003,1198.0
2020-04-09,288.6,1143.6999999999998,1586.4,1353.0
2020-04-10,149.7,929.1,1158.6000000000001,1096.0
2020-04-11,317.99999999999994,1138.9,1626.5,833.0
2020-04-12,99.9,558.8,711.8000000000001,669.0
2020-04-13,46.300000000000004,234.40000000000003,305.6000000000001,506.0
2020-04-14,114.49999999999999,420.8999999999999,596.4,445.0
2020-04-15,288.7,902.8000000000001,1345.6000000000004,714.0
2020-04-16,223.69999999999996,1179.8999999999996,1522.9,1285.0
2020-04-17,82.30000000000001,452.6999999999999,579.7,593.0
2020-04-18,105.19999999999999,497.4,658.8,659.0
2020-04-19,69.30000000000001,338.3999999999999,444.59999999999997,567.0
2020-04-20,75.4,357.99999999999994,473.2999999999999,726.0
2020-04-21,80.3,425.3,548.3000000000001,885.0
2020-04-22,74.80000000000001,439.99999999999994,554.1,822.0
2020-04-23,145.30000000000004,640.0,862.9999999999999,917.0
2020-04-24,117.39999999999999,642.1999999999999,822.3,786.0
2020-04-25,105.4,382.0,544.0,484.0
2020-04-26,153.20000000000002,536.0,770.9000000000001,477.0
2020-04-27,170.20000000000002,568.8,829.6999999999999,612.0
2020-04-28,103.4,469.49999999999994,627.8999999999999,280.0
