MeasurementDateGMT,Havering - Romford: Nitric Oxide (ug/m3),Havering - Romford: Nitrogen Dioxide (ug/m3),Havering - Romford: Oxides of Nitrogen (ug/m3),Havering - Romford: PM10 Particulate (ug/m3)
2019-02-12,2345.9999999999995,1650.4000000000003,5247.6,625.8000000000001
2019-02-13,1705.1,1747.2000000000003,4361.8,774.0999999999998
2019-02-14,2243.2000000000003,1779.1000000000004,5219.1,970.8000000000001
2019-02-15,2876.0,2100.7,6510.500000000001,1284.4
2019-02-16,2654.1,1962.4999999999998,6031.900000000001,1085.1999999999998
2019-02-17,631.1999999999998,1220.7000000000003,2188.6000000000004,897.8000000000002
2019-02-18,1425.9,1595.0000000000005,3781.2000000000007,495.59999999999997
2019-02-19,480.00000000000006,1104.1999999999998,1840.2,469.6000000000001
2019-02-20,672.6,1177.6999999999998,2209.0000000000005,557.3000000000001
2019-02-21,943.0,1335.4,2781.1,645.8
2019-02-22,968.4,1370.4999999999995,2855.2,807.3000000000001
2019-02-23,1025.5000000000002,1365.1000000000001,2936.800000000001,896.8000000000001
2019-02-24,1507.8999999999999,1550.0000000000002,3862.600000000001,1120.2
2019-02-25,2075.1,1919.4,5101.400000000001,1173.7
2019-02-26,2045.4999999999995,2069.3999999999996,5206.299999999999,1294.0
2019-02-27,3462.7,2304.2000000000003,7613.900000000001,1645.0
2019-02-28,1625.0999999999995,1291.3000000000002,3783.0,866.9
2019-03-01,577.5,1075.0000000000002,1960.4,845.1
2019-03-02,444.6000000000001,942.1999999999999,1623.8,463.3
2019-03-03,235.70000000000002,593.6999999999999,955.4999999999999,273.19999999999993
2019-03-04,112.2,562.3000000000001,734.4000000000001,212.0
2019-03-05,519.3,1107.6,1904.6000000000001,327.05
2019-03-06,612.2,1124.1,2062.6,470.0
2019-03-07,149.6,532.5999999999999,762.0,217.0
2019-03-08,636.8000000000002,1150.0,2126.0,349.20000000000005
2019-03-09,181.50000000000003,609.1,887.6000000000001,407.99999999999994
2019-03-10,72.30000000000001,421.5999999999999,532.1999999999999,176.7
2019-03-11,292.4,630.2,1078.3000000000002,288.5
2019-03-12,303.79999999999995,738.5000000000001,1204.5000000000002,263.6
2019-03-13,26.8,330.50000000000006,372.30000000000007,317.4
2019-03-14,103.30000000000001,449.29999999999995,607.6000000000001,253.10000000000002
2019-03-15,74.69999999999999,400.4,514.9,176.20000000000002
2019-03-16,289.9000000000001,591.2000000000002,1035.7000000000003,280.4000000000001
2019-03-17,142.3,429.50000000000006,647.4000000000001,152.60000000000002
2019-03-18,789.8000000000001,1031.8,2243.1,416.3
2019-03-19,1591.6,1574.4000000000005,4014.900000000001,517.0999999999999
2019-03-20,878.4,1256.2,2603.1999999999994,418.59999999999997
2019-03-21,987.5999999999998,1170.7,2684.9,482.5
2019-03-22,981.9999999999999,1341.8000000000002,2847.1999999999994,554.1999999999999
2019-03-23,303.6000000000001,990.1000000000001,1455.3,528.5
2019-03-24,81.6,550.1999999999999,675.6999999999998,413.7
2019-03-25,288.79999999999995,792.9,1235.7,424.2000000000001
2019-03-26,1173.5,1386.2,3185.4999999999995,802.5
2019-03-27,352.59999999999997,1162.3999999999996,1703.1,504.2
2019-03-28,454.3999999999999,1334.5,2030.7,637.2000000000002
2019-03-29,1412.8,1815.9,3982.1000000000004,1223.7
2019-03-30,861.9000000000001,1519.3999999999999,2840.6,1444.8000000000004
2019-03-31,82.2,545.2,671.6999999999999,745.5999999999999
2019-04-01,184.59999999999997,727.2000000000003,1010.4000000000001,516.4
2019-04-02,1050.7,1291.5999999999997,2902.8999999999996,690.6999999999998
2019-04-03,553.8,1372.7,2221.7000000000003,427.0999999999999
2019-04-04,460.4999999999999,1155.5,1861.3,396.70000000000005
2019-04-05,197.7,800.7999999999998,1104.2000000000003,478.4
2019-04-06,148.6,682.1,909.8999999999999,464.20000000000005
2019-04-07,266.09999999999997,597.8,1005.8000000000001,1103.4000000000003
2019-04-08,307.59999999999997,949.7999999999998,1422.0999999999997,1182.7
2019-04-09,289.0999999999999,867.0000000000002,1310.6,949.2000000000002
2019-04-10,214.60000000000002,645.6,973.9999999999999,464.7
2019-04-11,256.40000000000003,809.3000000000001,1202.1999999999998,409.2
2019-04-12,237.5,854.6999999999998,1218.6999999999998,434.90000000000003
2019-04-13,227.79999999999998,867.6999999999999,1217.6000000000004,423.5
2019-04-14,97.19999999999999,609.6,759.0999999999999,594.0000000000001
2019-04-15,205.89999999999998,871.5999999999999,1187.3000000000002,949.0
2019-04-16,555.8,1539.4,2391.7,1245.8000000000002
2019-04-17,237.9,972.0999999999999,1336.6999999999998,1450.6
2019-04-18,331.8999999999999,1198.0,1706.5999999999997,1284.5
2019-04-19,184.9,1146.0,1429.9,992.9
2019-04-20,168.79999999999995,1024.4,1283.4,967.0999999999999
2019-04-21,56.6,998.6999999999998,1085.2,1130.2999999999997
2019-04-22,74.9,1182.3000000000002,1297.1999999999998,1508.1999999999998
2019-04-23,276.5,1377.8000000000002,1801.5000000000002,985.0000000000002
2019-04-24,397.40000000000003,1264.9999999999998,1874.6999999999998,897.8000000000001
2019-04-25,550.3000000000001,1305.1,2148.4999999999995,422.4
2019-04-26,555.3000000000001,1163.0000000000002,2014.6,439.4
2019-04-27,55.3,359.30000000000007,444.00000000000006,290.0
2019-04-28,16.0,403.3999999999999,427.79999999999995,289.0
2019-04-29,179.70000000000002,837.6,1112.9999999999998,504.79999999999995
2019-04-30,251.5,1007.7,1392.9,546.0999999999999
2019-05-01,396.4,1134.1,1742.2500000000002,711.5
2019-05-02,43.800000000000004,591.5,658.4,362.29999999999995
2019-05-03,330.7,879.9000000000001,1387.1,388.3
2019-05-04,133.4,422.4,626.9999999999999,282.2
2019-05-05,113.99999999999999,516.1,691.0,430.59999999999997
2019-05-06,36.9,454.1,510.70000000000005,325.1
2019-05-07,674.8,1469.5,2504.3999999999996,610.9000000000001
2019-05-08,539.9,1223.0,2051.1,471.09999999999997
2019-05-09,465.5,891.1000000000001,1605.3000000000002,459.70000000000005
2019-05-10,527.3000000000001,1163.1,1971.5,486.80000000000007
2019-05-11,315.90000000000003,997.9,1482.5,442.7
2019-05-12,155.89999999999995,635.8999999999999,875.3,355.70000000000005
2019-05-13,165.40000000000003,686.6999999999999,940.5999999999997,317.19999999999993
2019-05-14,158.5,665.7000000000002,908.8000000000001,360.7999999999999
2019-05-15,178.7,819.6999999999999,1094.0,642.3
2019-05-16,185.7,726.9,1011.9000000000001,514.8
2019-05-17,321.00000000000006,881.8,1373.7,541.3000000000002
2019-05-18,249.20000000000002,967.6999999999999,1349.8,571.6000000000001
2019-05-19,127.9,834.6,1031.1000000000001,843.8000000000001
2019-05-20,165.70000000000002,803.0,1057.1,544.1999999999999
2019-05-21,68.49999999999999,617.4000000000002,722.5000000000001,392.0
2019-05-22,419.9,1294.8,1938.0,471.69999999999993
2019-05-23,671.5,1600.5,2630.6,504.09999999999997
2019-05-24,62.300000000000004,528.4000000000001,623.6999999999999,521.6
2019-05-25,20.6,296.7,328.5,301.4999999999999
2019-05-26,129.39999999999998,424.80000000000007,623.4000000000001,315.8
2019-05-27,75.50000000000003,396.50000000000006,512.3000000000001,309.5
2019-05-28,117.1,518.8,698.1,230.29999999999998
2019-05-29,739.2000000000002,1163.8,2296.9999999999995,481.7000000000001
2019-05-30,388.70000000000005,628.1,1224.2,410.1
2019-05-31,807.3000000000002,973.8,2211.7,362.99999999999994
2019-06-01,528.3000000000001,1139.9,1949.6000000000001,461.0000000000001
2019-06-02,309.8999999999999,814.1999999999999,1289.9000000000005,450.90000000000015
2019-06-03,556.9999999999998,982.9,1837.2,478.8
2019-06-04,498.3999999999999,1084.4,1848.9999999999998,466.40000000000003
2019-06-05,823.3999999999999,1265.2000000000003,2528.1000000000004,446.3999999999999
2019-06-06,631.8,1081.1000000000001,2049.5,418.0
2019-06-07,206.8,776.0000000000001,1093.0000000000002,392.40000000000003
2019-06-08,283.29999999999995,565.5000000000001,999.7000000000002,296.4
2019-06-09,432.5,872.7,1536.2,363.6
2019-06-10,381.9999999999999,754.2999999999998,1340.3,270.7
2019-06-11,366.59999999999997,648.4,1210.4,308.3
2019-06-12,464.3,893.9,1605.3000000000002,268.2
2019-06-13,700.4000000000002,1161.1,2235.0000000000005,402.7
2019-06-14,677.4000000000001,1159.0000000000002,2197.5000000000005,429.79999999999995
2019-06-15,695.2,1234.9999999999998,2301.1,393.3
2019-06-16,516.6,902.7,1695.2,356.5
2019-06-17,683.8000000000001,1137.5,2185.7,417.79999999999995
2019-06-18,441.69999999999993,1031.6000000000001,1709.3999999999996,491.7
2019-06-19,177.2,689.0,961.3,510.99999999999994
2019-06-20,212.1,640.7000000000002,965.8999999999997,328.30000000000007
2019-06-21,219.99999999999994,685.4,1022.8000000000001,367.9000000000001
2019-06-22,206.70000000000002,705.4000000000001,1021.8000000000001,398.90000000000003
2019-06-23,60.50000000000001,555.3000000000001,648.0000000000001,713.4000000000001
2019-06-24,604.1999999999999,1350.7000000000003,2276.9,758.5000000000001
2019-06-25,80.29999999999998,529.2,652.4,507.59999999999997
2019-06-26,65.4,356.1,456.30000000000007,352.80000000000007
2019-06-27,104.5,337.70000000000005,497.7,392.00000000000006
2019-06-28,131.6,382.8,584.4000000000001,538.8
2019-06-29,220.6,1046.8999999999999,1385.3000000000002,723.5
2019-06-30,60.099999999999994,259.7,351.6999999999999,369.2
2019-07-01,27.4,248.8,291.2,296.3999999999999
2019-07-02,147.79999999999998,467.40000000000003,694.0999999999999,355.6999999999999
2019-07-03,188.7,596.3999999999999,886.1999999999999,395.5
2019-07-04,217.3,785.5999999999999,1118.5,444.1000000000001
2019-07-05,101.5,625.0999999999998,781.6,511.1000000000001
2019-07-06,106.60000000000002,389.8,553.5,320.3
2019-07-07,122.6,442.69999999999993,631.0000000000001,354.69999999999993
2019-07-08,239.79999999999998,712.1,1079.7,398.90000000000003
2019-07-09,546.6999999999999,1230.5,2068.2,580.6000000000001
2019-07-10,794.7,1351.2,2569.9000000000005,633.5
2019-07-11,119.70000000000002,621.3000000000001,804.5999999999998,418.39999999999986
2019-07-12,18.199999999999996,270.99999999999994,299.5,298.0
2019-07-13,100.8,401.2,555.8,343.1
2019-07-14,139.99999999999997,396.79999999999995,611.9000000000001,301.3
2019-07-15,194.0,501.8999999999999,799.1999999999999,174.8
2019-07-16,323.2,1049.9999999999998,1545.8000000000002,390.24999999999994
2019-07-17,498.60000000000014,1278.2999999999997,2043.0,638.6
2019-07-18,323.4,716.8,1213.1000000000004,453.59999999999997
2019-07-19,750.4000000000001,1028.0,2178.3000000000006,449.50000000000006
2019-07-20,423.5,590.6999999999998,1240.4000000000003,344.50000000000006
2019-07-21,491.80000000000007,789.4999999999999,1543.3999999999999,384.9
2019-07-22,676.9999999999999,874.55,1912.95,514.3999999999999
2019-07-23,339.0,809.1,1329.3999999999996,699.9000000000001
2019-07-24,582.7,1355.5,2248.7999999999993,775.7000000000002
2019-07-25,146.9,1256.4,1481.7999999999997,921.3999999999999
2019-07-26,216.50000000000003,711.9,1043.6,558.6000000000001
2019-07-27,20.400000000000002,333.9000000000001,365.5,351.4999999999999
2019-07-28,51.099999999999994,340.3,418.90000000000003,316.20000000000005
2019-07-29,629.3999999999997,1057.8999999999999,2023.0,481.9000000000001
2019-07-30,395.5,788.4,1395.3999999999996,516.7
2019-07-31,354.99999999999994,591.2,1135.5,385.79999999999995
2019-08-01,95.9,509.09999999999997,656.1,429.49999999999994
2019-08-02,73.6,466.59999999999997,579.3,528.2
2019-08-03,199.79999999999998,720.4999999999999,1026.7,464.3
2019-08-04,256.5,857.0,1249.8999999999999,517.7
2019-08-05,606.9,913.8000000000001,1844.5,461.70000000000005
2019-08-06,587.5999999999999,839.0000000000002,1740.0,457.40000000000003
2019-08-07,442.2,736.4999999999999,1414.9,401.9999999999999
2019-08-08,483.59999999999997,864.9999999999998,1606.3,419.59999999999997
2019-08-09,482.70000000000005,798.6000000000001,1538.8,509.2
2019-08-10,342.90000000000003,570.6999999999999,1096.7000000000003,523.9
2019-08-11,467.0,732.2,1447.8000000000002,462.6
2019-08-12,693.1999999999999,970.5999999999998,2033.2999999999997,404.7999999999999
2019-08-13,221.8,596.5000000000001,937.1000000000001,314.3999999999999
2019-08-14,983.4999999999999,1163.3000000000002,2671.5,396.3999999999999
2019-08-15,110.40000000000002,368.2,537.3000000000001,317.5
2019-08-16,855.7000000000002,986.9,2298.6000000000004,438.7
2019-08-17,600.1999999999999,738.8999999999999,1659.3999999999999,410.50000000000006
2019-08-18,446.09999999999997,632.6,1317.0,352.70000000000005
2019-08-19,482.0,676.6,1415.8,371.19999999999993
2019-08-20,280.2,743.3999999999999,1173.3999999999999,438.4
2019-08-21,1202.7,1423.0000000000005,3266.8,609.2
2019-08-22,677.3000000000001,1139.1999999999998,2177.5,503.3
2019-08-23,524.3999999999999,1050.6,1855.0999999999995,604.5
2019-08-24,198.79999999999995,1157.5,1461.9999999999998,964.1
2019-08-25,58.6,905.5999999999999,995.3,1038.9
2019-08-26,122.90000000000002,1316.3000000000002,1504.6000000000001,939.3
2019-08-27,232.50000000000003,1451.6000000000004,1807.6,1014.9999999999999
2019-08-28,661.3,1125.3999999999999,2139.8,465.4000000000001
2019-08-29,373.5999999999999,758.7000000000002,1331.3,368.3
2019-08-30,795.0000000000002,1141.5000000000002,2360.6000000000004,505.1
2019-08-31,265.1,713.8000000000002,1120.3,439.30000000000007
2019-09-01,17.4,334.59999999999997,361.79999999999995,246.29999999999998
2019-09-02,411.8000000000001,757.1999999999998,1389.1,405.6
2019-09-03,165.6,550.2,804.2,337.2
2019-09-04,172.2,391.9000000000001,656.3,290.5
2019-09-05,113.89999999999999,497.30000000000007,671.5,349.6
2019-09-06,493.80000000000007,991.3000000000001,1748.3,469.90000000000003
2019-09-07,175.19999999999996,514.5,783.0,300.4
2019-09-08,123.00000000000001,569.2,758.3000000000001,336.6
2019-09-09,754.3,1376.8999999999999,2533.5000000000005,493.9000000000001
2019-09-10,744.5499999999996,872.85,2014.2,500.0
2019-09-11,451.99999999999994,652.1000000000001,1344.8999999999999,362.3
2019-09-12,391.89999999999986,638.5999999999999,1239.2,383.7000000000001
2019-09-13,124.8,470.90000000000003,662.1,357.0
2019-09-14,454.19999999999993,1039.2,1735.3999999999999,477.9
2019-09-15,285.2,812.3000000000001,1249.5000000000002,451.8000000000002
2019-09-16,97.2,568.8000000000001,718.4,385.3999999999999
2019-09-17,103.89999999999999,524.0,683.4999999999999,381.49999999999994
2019-09-18,253.29999999999998,748.6999999999999,1137.6,442.6
2019-09-19,436.3,918.9999999999998,1588.5,514.5999999999999
2019-09-20,350.7,856.1,1393.9999999999995,541.2000000000002
2019-09-21,152.3,837.4000000000001,1070.9,637.8000000000001
2019-09-22,388.0,984.1,1578.8999999999996,508.0
2019-09-23,500.3999999999999,749.9999999999999,1517.1000000000001,370.79999999999995
2019-09-24,776.3999999999999,904.5,2095.0,340.19999999999993
2019-09-25,632.3,784.0999999999999,1752.9000000000005,311.2
2019-09-26,705.5000000000001,890.9000000000001,1972.6,395.59999999999997
2019-09-27,748.9000000000002,887.0,2035.3,433.4
2019-09-28,506.30000000000007,686.6000000000001,1463.2,338.8
2019-09-29,304.50000000000006,490.19999999999993,956.8000000000002,239.5
2019-09-30,1006.1999999999999,968.9,2512.0,353.59999999999997
2019-10-01,788.1999999999999,825.4999999999999,2033.8000000000004,380.4000000000001
2019-10-02,216.5,550.9,882.8,247.09999999999997
2019-10-03,2119.6000000000004,1127.4999999999998,4377.800000000001,533.2
2019-10-04,332.19999999999993,756.1,1265.2,481.0999999999999
2019-10-05,293.69999999999993,686.8,1137.0,413.3
2019-10-06,37.300000000000004,314.90000000000003,372.20000000000005,339.00000000000017
2019-10-07,1066.7,1025.5000000000002,2661.5000000000005,380.2
2019-10-08,552.4,716.4,1563.2999999999997,473.6
2019-10-09,387.3999999999999,706.7999999999998,1300.6000000000001,296.8999999999999
2019-10-10,682.8999999999999,783.3999999999999,1830.4,416.69999999999993
2019-10-11,620.0,873.7,1823.9999999999998,334.1000000000001
2019-10-12,969.4000000000001,1315.9,2802.5999999999995,345.69999999999993
2019-10-13,397.7,773.2999999999998,1382.6999999999998,303.30000000000007
2019-10-14,552.8,1017.025,1862.7,414.65000000000003
2019-10-15,996.7999999999998,1233.025,2760.5,395.00000000000006
2019-10-16,702.2,922.6000000000001,1999.6,418.9
2019-10-17,1426.7999999999995,1341.2999999999997,3529.2000000000003,452.1
2019-10-18,689.7,932.1999999999999,1989.7999999999997,420.4
2019-10-19,1248.3,1058.5,2972.7999999999997,480.9
2019-10-20,901.9999999999999,673.2000000000002,2056.2,413.10000000000014
2019-10-21,92.89999999999996,347.8999999999999,489.79999999999995,254.70000000000005
2019-10-22,2713.2,1336.6,5496.9,646.5999999999999
2019-10-23,1724.3000000000004,1071.4999999999998,3715.2999999999993,632.4000000000001
2019-10-24,1107.1999999999998,1011.9999999999999,2709.499999999999,605.5000000000001
2019-10-25,1290.6999999999998,1022.2999999999998,3001.2000000000003,423.4000000000001
2019-10-26,380.5000000000001,580.3000000000001,1163.7,363.20000000000005
2019-10-27,183.2,625.8,906.4999999999999,367.6
2019-10-28,983.2,851.9999999999998,2359.1,468.90000000000003
2019-10-29,253.8,761.8,1150.5,259.09999999999997
2019-10-30,297.3999999999999,804.5999999999998,1260.5999999999995,484.6
2019-10-31,1112.1999999999996,1040.6,2746.0999999999995,855.4
2019-11-01,1160.7,1119.5,2899.8000000000006,554.6000000000001
2019-11-02,596.9,710.8000000000001,1625.8999999999996,386.20000000000005
2019-11-03,1040.7,1028.3,2623.3000000000006,481.5
2019-11-04,1816.1000000000001,1322.4999999999998,4107.299999999999,520.7
2019-11-05,368.10000000000014,597.2,1161.8,362.8
2019-11-06,734.9999999999999,1005.4,2132.3,674.2
2019-11-07,1355.0,1064.5,3141.8,392.6
2019-11-08,1597.8000000000002,873.4999999999998,3323.2999999999993,457.1
2019-11-09,750.4,818.4,1968.9000000000003,387.3
2019-11-10,1355.3,955.7999999999998,3033.9,590.4
2019-11-11,331.80000000000007,657.2000000000002,1166.6000000000001,319.19999999999993
2019-11-12,288.5,667.8000000000001,1110.5,253.1
2019-11-13,971.3000000000001,1079.3000000000002,2569.1000000000004,425.2
2019-11-14,771.1000000000001,1168.7999999999997,2351.6,283.2
2019-11-15,510.4,592.5999999999999,1375.2000000000003,341.2
2019-11-16,1618.6,1106.4,3588.2999999999997,556.0
2019-11-17,1687.8000000000002,1030.9,3618.2000000000003,708.6000000000001
2019-11-18,212.59999999999997,617.4,943.0000000000001,281.5
2019-11-19,3331.4000000000005,1682.3000000000002,6789.799999999998,802.6
2019-11-20,767.1999999999999,1081.6,2257.6,461.4
2019-11-21,435.49999999999994,744.3000000000003,1412.4999999999998,644.5
2019-11-22,517.0999999999999,911.0000000000003,1704.2,311.5
2019-11-23,398.90000000000003,741.6999999999999,1353.3000000000002,441.79999999999995
2019-11-24,1674.4999999999998,971.6999999999998,3538.999999999999,673.0
2019-11-25,831.9000000000002,977.5,2252.7000000000003,341.4000000000001
2019-11-26,979.2,1256.5000000000002,2758.5999999999995,351.3
2019-11-27,732.1999999999999,1112.3999999999999,2234.7,330.80000000000007
2019-11-28,280.0,627.3,1056.7,301.3
2019-11-29,1092.5,932.5000000000001,2607.1,453.8999999999999
2019-11-30,1582.5000000000002,1214.3999999999999,3640.7000000000003,515.0
2019-12-01,317.29999999999995,563.6999999999998,1050.7,214.5
2019-12-02,1004.8000000000001,1147.0,2687.2999999999997,533.5
2019-12-03,2644.2000000000003,1749.7,5804.199999999999,640.8
2019-12-04,3999.4,1876.4000000000003,8008.500000000001,849.0000000000001
2019-12-05,2621.3999999999996,1402.1000000000001,5421.800000000001,638.4
2019-12-06,395.49999999999994,700.8,1307.2000000000003,211.39999999999998
2019-12-07,657.9,900.0,1908.6999999999998,355.7000000000001
2019-12-08,200.10000000000002,361.69999999999993,668.2000000000002,310.9
2019-12-09,985.8999999999999,718.5999999999999,2230.3,311.1
2019-12-10,1347.3999999999996,1028.2,3094.899999999999,379.1
2019-12-11,1420.3999999999999,1332.3,3510.199999999999,394.09999999999997
2019-12-12,1056.2,1280.3000000000002,2899.100000000001,268.1
2019-12-13,199.49999999999997,515.8999999999999,822.5999999999998,260.70000000000005
2019-12-14,465.1000000000001,742.0000000000001,1455.3000000000002,354.70000000000005
2019-12-15,563.3000000000001,763.3000000000001,1626.8000000000002,314.40000000000003
2019-12-16,1590.4999999999993,1609.6999999999996,4048.4,429.4
2019-12-17,852.4000000000001,1128.7999999999997,2436.0000000000005,311.59999999999997
2019-12-18,1523.6,1391.0000000000005,3727.2999999999997,455.80000000000007
2019-12-19,618.8,787.4000000000001,1736.1999999999998,461.09999999999997
2019-12-20,1186.6000000000001,1225.1000000000001,3044.0000000000005,251.3
2019-12-21,617.8000000000001,983.9000000000001,1930.8000000000002,273.8
2019-12-22,231.00000000000006,665.7,1020.1000000000001,253.89999999999998
2019-12-23,535.5999999999999,756.0,1577.3,343.09999999999997
2019-12-24,149.5,474.59999999999997,704.6000000000003,339.90000000000003
2019-12-25,1054.2,802.2,2418.5,412.5
2019-12-26,148.69999999999996,505.3999999999999,733.3000000000002,272.5
2019-12-27,1088.3000000000002,790.8,2458.7,484.80000000000007
2019-12-28,1630.3000000000002,1161.1,3661.4,575.8
2019-12-29,1510.1,1163.6,3479.2,615.6999999999999
2019-12-30,2425.4000000000005,1242.5000000000002,4961.4,754.0999999999999
2019-12-31,467.40000000000003,750.0999999999998,1466.4999999999998,613.8999999999999
2020-01-01,997.1,1095.45,2624.25,953.2000000000002
2020-01-02,810.7,967.4,2210.2999999999997,423.79999999999984
2020-01-03,121.89999999999999,612.0,798.6,303.40000000000003
2020-01-04,353.59999999999997,880.9,1423.4999999999998,300.79999999999995
2020-01-05,688.9000000000002,971.3000000000001,2027.8000000000004,267.69999999999993
2020-01-06,702.3,1033.8999999999999,2110.9000000000005,406.4
2020-01-07,1092.6,1156.3,2832.0000000000005,500.19999999999993
2020-01-08,731.1999999999999,829.9,1951.5000000000002,607.1999999999999
2020-01-09,732.3,918.1999999999999,2041.0,342.9
2020-01-10,86.92857142857144,463.3642857142857,594.0714285714284,338.1
2020-01-11,235.7387755102041,680.9265306122451,1039.1755102040815,425.1
2020-01-12,386.2040816326531,752.0448979591838,1341.2816326530615,247.6
2020-01-13,536.669387755102,823.1632653061224,1643.387755102041,386.59999999999997
2020-01-14,546.0591836734696,739.4510204081632,1575.6836734693877,331.8
2020-01-15,610.6000000000001,1001.6,1937.2,356.99999999999994
2020-01-16,564.0,910.9000000000001,1775.8000000000002,435.09999999999997
2020-01-17,446.00000000000006,933.9999999999998,1618.1,280.09999999999997
2020-01-18,250.8,877.2,1261.5,350.7
2020-01-19,996.8000000000001,1004.9000000000001,2533.2000000000003,522.5
2020-01-20,4078.5999999999995,2157.1,8410.8,1225.1999999999998
2020-01-21,5200.799999999998,2187.8,10162.3,1107.0999999999997
2020-01-22,1114.8000000000002,1180.6999999999998,2890.5,836.4000000000001
2020-01-23,773.5000000000001,1036.3,2222.5000000000005,511.5999999999999
2020-01-24,1275.1000000000001,1220.1,3175.1,573.5999999999999
2020-01-25,940.5000000000001,1081.4000000000003,2523.399999999999,777.1999999999999
2020-01-26,631.4,979.4000000000001,1947.0,627.6999999999999
2020-01-27,878.6,1308.7,2655.8,320.50000000000006
2020-01-28,116.60000000000001,555.7,733.9000000000001,183.45
2020-01-29,257.09999999999997,722.9999999999999,1117.2,378.99999999999994
2020-01-30,697.0,962.4000000000001,2031.2000000000003,313.9
2020-01-31,464.0,667.3,1378.8,255.69999999999996
2020-02-01,107.10000000000002,332.80000000000007,496.69999999999993,375.1
2020-02-02,141.5,433.4,650.3000000000001,439.50000000000006
2020-02-03,87.19999999999999,409.8,542.8000000000002,416.3
2020-02-04,73.3,443.00000000000006,555.1000000000001,286.4
2020-02-05,1694.8,1548.6,4147.099999999999,787.0999999999999
2020-02-06,2880.4,1764.9,6180.999999999998,896.5
2020-02-07,773.1,1148.6,2334.7999999999997,873.1000000000001
2020-02-08,454.7000000000001,838.2,1535.3,544.8
2020-02-09,122.89999999999999,180.6,369.1000000000001,305.4
2020-02-10,176.20000000000002,352.6000000000001,623.0,272.65000000000003
2020-02-11,82.79999999999998,311.1000000000001,438.1,289.7
2020-02-12,405.49999999999994,686.3,1308.1999999999998,320.59999999999997
2020-02-13,292.7000000000001,668.7999999999998,1117.9999999999998,284.80000000000007
2020-02-14,1250.2,1164.1999999999998,3081.2999999999997,684.3999999999999
2020-02-15,320.20000000000005,458.2,949.4000000000001,234.30000000000004
2020-02-16,187.2,333.49999999999994,620.5,193.5
2020-02-17,169.19999999999993,421.5,681.1000000000001,360.5
2020-02-18,268.50000000000006,567.0999999999999,978.5999999999999,306.0999999999999
2020-02-19,433.8,809.2000000000002,1474.8,344.3
2020-02-20,194.39999999999998,502.4,800.3000000000001,213.20000000000002
2020-02-21,300.09999999999997,575.4,1035.4,500.80000000000007
2020-02-22,77.1,207.10000000000002,325.6,408.2999999999999
2020-02-23,66.5,299.3,401.4000000000001,191.6
2020-02-24,275.40000000000003,565.4999999999999,987.9,234.10000000000002
2020-02-25,138.29999999999998,444.79999999999995,656.8,204.7
2020-02-26,154.0,552.5000000000001,788.5,226.10000000000002
2020-02-27,203.8,753.7,1066.3,227.3
2020-02-28,807.4000000000002,1158.7000000000003,2396.5999999999995,339.50000000000006
2020-02-29,280.3,436.1999999999999,865.9000000000001,480.5
2020-03-01,295.8,519.4000000000001,972.9,308.69999999999993
2020-03-02,83.5,506.10000000000014,634.6999999999999,191.79999999999998
2020-03-03,402.6,902.3000000000002,1519.4999999999998,368.0
2020-03-04,1387.9,1425.7999999999997,3554.000000000001,513.5000000000002
2020-03-05,112.89999999999998,428.4,601.5,280.3
2020-03-06,885.6999999999999,786.0000000000001,2144.0,451.1
2020-03-07,1896.7999999999997,1374.0,4282.400000000001,707.4000000000002
2020-03-08,299.7,513.0,972.3999999999999,320.6000000000001
2020-03-09,213.79999999999998,526.9,854.9,291.90000000000003
2020-03-10,99.69999999999999,290.29999999999995,443.0,153.2
2020-03-11,305.2,566.5,1034.8999999999999,267.70000000000005
2020-03-12,177.70000000000002,348.59999999999997,621.5,346.9
2020-03-13,406.40000000000003,721.6999999999999,1344.6,406.6000000000001
2020-03-14,530.3,915.0999999999998,1728.2999999999997,362.0
2020-03-15,196.30000000000004,523.5,824.4999999999998,278.3
2020-03-16,254.70000000000002,751.4000000000001,1142.2,344.85
2020-03-17,785.1999999999998,1123.9,2327.7,463.90000000000003
2020-03-18,521.0,758.9000000000001,1558.0,412.3
2020-03-19,205.19999999999996,591.6000000000001,906.0999999999998,394.7000000000001
2020-03-20,121.60000000000002,343.7,529.8,299.00000000000006
2020-03-21,121.6,321.1,507.20000000000005,345.0
2020-03-22,99.40000000000002,306.0,458.3,396.79999999999995
2020-03-23,196.29999999999998,622.0,923.3000000000001,461.9
2020-03-24,326.4,936.0000000000001,1435.7000000000003,502.6535796766743
2020-03-25,249.79999999999998,880.1999999999999,1263.6,574.7251732101616
2020-03-26,129.1,527.4,725.1999999999999,571.2665127020787
2020-03-27,63.89999999999997,297.99999999999994,395.6,567.8078521939955
2020-03-28,28.100000000000005,152.99999999999997,195.89999999999998,564.3491916859123
2020-03-29,22.700000000000006,76.4,111.39999999999998,560.890531177829
2020-03-30,56.19999999999999,241.09999999999997,327.50000000000006,557.431870669746
2020-03-31,96.90000000000002,371.0,519.8,553.9732101616629
2020-04-01,176.20000000000005,578.0999999999999,848.1,550.5145496535796
2020-04-02,53.39999999999999,296.09999999999997,378.0000000000001,547.0558891454965
2020-04-03,374.9,699.7,1274.7,543.5972286374134
