MeasurementDateGMT,Westminster - Strand (Northbank BID): Nitric Oxide (ug/m3),Westminster - Strand (Northbank BID): Nitrogen Dioxide (ug/m3),Westminster - Strand (Northbank BID): Oxides of Nitrogen (ug/m3)
2019-05-03,1116.5,1549.2999999999997,3261.2000000000003
2019-05-04,241.1,711.3,1080.6999999999998
2019-05-05,378.79999999999995,1135.4999999999998,1716.6000000000001
2019-05-06,396.7999999999999,1184.7999999999997,1793.2
2019-05-07,1491.8,2339.7,4627.200000000001
2019-05-08,1704.2,2367.2999999999997,4979.8
2019-05-09,1191.8,1976.3,3804.2
2019-05-10,1862.6,2556.3,5412.400000000001
2019-05-11,613.9,1414.3999999999999,2355.7000000000003
2019-05-12,645.1999999999999,1504.0,2493.3999999999996
2019-05-13,1556.2,2318.1,4704.600000000001
2019-05-14,1663.8,2329.1,4880.500000000001
2019-05-15,2003.3999999999999,2748.7999999999997,5820.500000000001
2019-05-16,1478.2999999999997,2245.5000000000005,4511.900000000001
2019-05-17,690.4999999999999,1439.3000000000002,2497.7000000000003
2019-05-18,942.5999999999999,1886.6000000000001,3332.1
2019-05-19,567.9000000000001,1475.1999999999998,2345.8999999999996
2019-05-20,503.90000000000003,1465.0000000000002,2237.9
2019-05-21,518.7,1418.5000000000002,2213.4
2019-05-22,1889.7999999999997,2771.2,5669.200000000001
2019-05-23,1763.0,2893.6,5597.800000000001
2019-05-24,652.3000000000002,1494.1000000000004,2494.8999999999996
2019-05-25,433.0,1191.4,1854.8
2019-05-26,634.6000000000001,1176.25,2149.15
2019-05-27,389.8999999999999,1004.5,1602.5
2019-05-28,628.8999999999999,1229.1,2193.3999999999996
2019-05-29,1525.45,1896.1999999999996,4235.05
2019-05-30,1298.1999999999998,1566.0,3556.6
2019-05-31,1486.3999999999999,1611.8000000000004,3890.7999999999997
2019-06-01,1088.0499999999997,1928.4500000000003,3596.4
2019-06-02,517.95,1394.1499999999999,2187.5500000000006
2019-06-03,1266.5999999999997,1869.6499999999999,3811.4500000000003
2019-06-04,2078.8,2278.3500000000004,5466.049999999999
2019-06-05,1552.5,2013.5999999999997,4393.649999999999
2019-06-06,1568.8000000000002,2124.25,4529.450000000001
2019-06-07,1208.4166666666665,2052.0333333333333,3904.516666666666
2019-06-08,831.5833333333334,1328.1166666666666,2603.3333333333335
2019-06-09,640.6000000000001,1345.3999999999996,2327.1
2019-06-10,475.8,1245.7,1975.1000000000001
2019-06-11,966.1000000000001,1353.4000000000003,2834.0499999999997
2019-06-12,970.3000000000001,1628.2,3115.9000000000005
2019-06-13,1102.8000000000002,1737.8999999999996,3428.899999999999
2019-06-14,1299.75,1919.8999999999999,3912.6
2019-06-15,1073.4000000000003,1827.85,3473.7000000000007
2019-06-16,819.0000000000003,1395.9999999999998,2651.3
2019-06-17,1219.1,1976.6000000000001,3846.4
2019-06-18,1679.9999999999998,2140.85,4716.85
2019-06-19,1473.9,1960.7,4220.599999999999
2019-06-20,1599.7,2062.0,4514.4
2019-06-21,1126.1,1808.5,3534.9000000000005
2019-06-22,1183.6,2045.4,3860.2
2019-06-23,613.0000000000001,1775.6999999999998,2715.5
2019-06-24,2417.0999999999995,2837.2,6542.700000000001
2019-06-25,674.3,1372.6000000000001,2406.4999999999995
2019-06-26,578.4,1053.2,1940.1000000000004
2019-06-27,1120.9999999999998,1491.0,3209.9999999999995
2019-06-28,1259.0,1684.6000000000001,3614.9999999999995
2019-06-29,958.3999999999999,2412.7999999999997,3882.4000000000005
2019-06-30,555.5999999999999,1128.5,1979.7
2019-07-01,566.0,1071.2,1939.1
2019-07-02,468.7,964.6999999999998,1683.3000000000004
2019-07-03,1096.1,1681.0,3361.9
2019-07-04,1074.5000000000002,1779.9999999999998,3427.5000000000005
2019-07-05,953.3,1940.6999999999998,3402.9999999999995
2019-07-06,557.0,1031.5,1885.2
2019-07-07,787.1,1252.8,2459.3999999999996
2019-07-08,1525.1999999999994,1878.85,4217.549999999999
2019-07-09,1645.6,2105.1000000000004,4629.000000000001
2019-07-10,1785.2,2229.0000000000005,4966.2
2019-07-11,1208.9,1762.3,3615.5
2019-07-12,350.9,897.5000000000001,1435.1
2019-07-13,364.09999999999997,735.0,1293.7
2019-07-14,245.8,670.7000000000002,1047.8
2019-07-15,663.0,1060.7,2077.0
2019-07-16,1182.8000000000002,2211.5,4024.6000000000004
2019-07-17,1607.8999999999999,2635.2,5100.9
2019-07-18,1354.7000000000003,1679.6999999999998,3756.8999999999996
2019-07-19,1948.8999999999999,1822.6,4811.299999999999
2019-07-20,947.8999999999999,1437.5,2890.8
2019-07-21,804.6999999999999,1252.6,2486.3999999999996
2019-07-22,1360.7,1501.0,3587.3999999999996
2019-07-23,1379.3999999999994,2530.0,4645.599999999999
2019-07-24,1659.8999999999999,2727.2999999999993,5272.500000000001
2019-07-25,1527.2000000000003,3358.3999999999996,5700.0
2019-07-26,1418.8999999999999,1796.6999999999994,3972.5000000000005
2019-07-27,461.90000000000003,1027.3,1735.1000000000001
2019-07-28,524.1,1115.7,1919.4999999999998
2019-07-29,1526.2999999999997,1955.8,4295.699999999999
2019-07-30,1111.6000000000001,1425.0999999999997,3129.6
2019-07-31,1262.5,1458.2999999999997,3394.3
2019-08-01,699.8999999999997,1214.3000000000002,2287.3999999999996
2019-08-02,479.7000000000001,991.2,1726.5000000000002
2019-08-03,422.8999999999999,1094.8999999999999,1743.7000000000003
2019-08-04,883.6,1732.2000000000003,3087.4
2019-08-05,1323.5999999999995,1612.8,3641.9999999999995
2019-08-06,1163.5,1402.8999999999996,3187.1999999999994
2019-08-07,1489.7000000000003,1631.5,3915.7999999999997
2019-08-08,1582.7,1782.6999999999998,4209.799999999999
2019-08-09,1113.8999999999999,1436.0,3143.900000000001
2019-08-10,616.3,979.6,1924.1999999999998
2019-08-11,568.1,1113.1999999999998,1984.1000000000004
2019-08-12,1416.9999999999998,1624.3,3796.8000000000006
2019-08-13,1194.6,1720.6000000000001,3552.3
2019-08-14,1645.7999999999995,1686.2000000000003,4209.8
2019-08-15,936.5000000000001,1319.4,2755.6
2019-08-16,1236.8999999999999,1385.8,3282.0999999999995
2019-08-17,1028.2,1344.0,2920.8
2019-08-18,659.1,1238.3,2249.0000000000005
2019-08-19,1250.8000000000002,1605.1499999999999,3523.2999999999993
2019-08-20,1261.2999999999997,1828.8000000000002,3763.0000000000005
2019-08-21,1669.6999999999998,2106.5,4667.099999999999
2019-08-22,1566.0000000000002,2059.5,4460.1
2019-08-23,1906.9,2198.8,5122.4
2019-08-24,833.9,2536.899999999999,3815.399999999999
2019-08-25,771.3000000000001,2676.2,3859.0000000000005
2019-08-26,734.5000000000001,2819.1,3945.1
2019-08-27,1478.6,3215.7000000000007,5482.9
2019-08-28,1688.7499999999998,1941.3500000000001,4530.6500000000015
2019-08-29,1639.9,1755.6,4270.0
2019-08-30,1347.8999999999999,1707.5000000000005,3773.8999999999996
2019-08-31,923.8,1441.1000000000001,2857.899999999999
2019-09-01,390.9000000000001,898.8,1498.2000000000003
2019-09-02,1414.5000000000005,1658.7999999999997,3827.7
2019-09-03,1314.9,1531.0,3547.399999999999
2019-09-04,916.8000000000001,1149.55,2555.5499999999997
2019-09-05,716.4,1116.9,2214.8
2019-09-06,1307.2,1510.5999999999997,3514.8
2019-09-07,328.3999999999999,694.6000000000001,1198.5
2019-09-08,341.8999999999999,891.1999999999999,1415.3
2019-09-09,1622.9000000000003,1923.1999999999998,4411.4000000000015
2019-09-10,1598.7,1772.1000000000004,4223.2
2019-09-11,1893.8999999999999,1650.3999999999999,4554.199999999999
2019-09-12,1628.9,1491.6999999999998,3988.9999999999995
2019-09-13,731.1999999999998,1243.9999999999998,2364.8999999999996
2019-09-14,1789.7,2244.3,4988.1
2019-09-15,680.1999999999999,1487.3,2530.0
2019-09-16,1177.7000000000003,1291.6999999999998,3097.5000000000005
2019-09-17,561.6999999999999,1198.8,2060.1
2019-09-18,1011.0,1625.0999999999997,3175.4
2019-09-19,1562.4,2203.7,4599.300000000001
2019-09-20,1453.3999999999999,2298.2999999999997,4527.1
2019-09-21,1517.9,2584.7999999999993,4912.1
2019-09-22,993.4,2042.2999999999997,3565.3
2019-09-23,1832.6,1958.3999999999996,4768.499999999999
2019-09-24,2186.5,2188.3,5541.4
2019-09-25,1697.5,1950.8000000000002,4554.2
2019-09-26,2085.5499999999997,2371.4999999999995,5569.250000000001
2019-09-27,1586.2000000000003,2110.9,4542.799999999999
2019-09-28,1051.6999999999998,1709.1000000000001,3321.5
2019-09-29,577.4,1176.7,2061.7
2019-09-30,2010.3999999999999,2117.7,5200.000000000001
2019-10-01,1792.5,1999.3000000000002,4747.699999999999
2019-10-02,692.0000000000001,1350.6000000000001,2411.3
2019-10-03,2854.6,2631.1,7007.9
2019-10-04,1641.0000000000002,2065.4,4581.3
2019-10-05,1400.1999999999996,1964.6,4111.800000000001
2019-10-06,390.59999999999997,1051.1999999999998,1650.1999999999996
2019-10-07,2416.6000000000004,2238.1,5943.500000000002
2019-10-08,1640.5000000000002,1852.9999999999998,4368.599999999999
2019-10-09,1503.6499999999999,1866.3000000000004,4171.9
2019-10-10,1784.9000000000003,1961.8,4698.7
2019-10-11,1579.5000000000002,2002.7999999999997,4424.399999999999
2019-10-12,1490.6999999999998,2090.4,4376.4
2019-10-13,894.8000000000001,1712.9999999999998,3085.2000000000003
2019-10-14,1940.9000000000003,2029.2,5005.4
2019-10-15,2254.6000000000004,2104.7999999999997,5561.8
2019-10-16,2331.4,2336.4999999999995,5911.4
2019-10-17,2335.9000000000005,2500.0,6081.700000000001
2019-10-18,1352.3999999999999,1964.2,4038.1000000000004
2019-10-19,1249.0,1823.9,3739.2000000000003
2019-10-20,430.49999999999994,1004.6000000000001,1664.6999999999998
2019-10-21,379.1,988.3000000000001,1569.5999999999997
2019-10-22,2971.2000000000003,2374.1,6930.0
2019-10-23,3001.4500000000003,2317.4,6919.549999999999
2019-10-24,2360.5,1959.6,5579.1
2019-10-25,1366.8000000000002,1584.9,3680.2000000000003
2019-10-26,634.0999999999999,1194.9000000000003,2167.5
2019-10-27,546.0000000000001,1301.1999999999998,2138.2999999999997
2019-10-28,983.0,1499.1999999999998,3006.3999999999996
2019-10-29,1160.1999999999996,1805.9,3584.8000000000006
2019-10-30,1637.3999999999996,2037.5,4548.2
2019-10-31,2210.4000000000005,1761.6000000000004,5150.900000000001
2019-11-01,2011.3,1771.7,4855.700000000001
2019-11-02,583.5,1165.8999999999999,2061.0
2019-11-03,1008.9,1505.9999999999998,3053.2999999999993
2019-11-04,2241.75,1971.3500000000001,5408.749999999999
2019-11-05,706.2000000000002,1169.3000000000002,2252.0
2019-11-06,2604.4000000000005,1876.1000000000004,5869.900000000001
2019-11-07,2360.2000000000003,1884.0000000000002,5503.299999999999
2019-11-08,2063.6,1729.8,4893.499999999999
2019-11-09,988.2,1413.6,2929.1
2019-11-10,980.95,1342.0,2845.7
2019-11-11,1286.3000000000002,1655.3000000000004,3627.6
2019-11-12,1436.2,1680.6000000000004,3882.9999999999995
2019-11-13,2320.6,1858.6,5416.9
2019-11-14,2069.7,2104.1,5278.3
2019-11-15,579.4000000000001,1136.3000000000002,2024.9000000000003
2019-11-16,2066.6,1578.6000000000001,4747.000000000001
2019-11-17,1900.3,1680.8,4594.9000000000015
2019-11-18,704.2,1416.6999999999998,2496.9000000000005
2019-11-19,3682.0999999999995,2062.0,7707.599999999999
2019-11-20,2304.3999999999996,1919.6000000000001,5453.3
2019-11-21,2494.7000000000003,1542.4,5367.599999999999
2019-11-22,2090.5999999999995,1892.0,5097.4
2019-11-23,1669.7000000000003,1558.9,4119.4
2019-11-24,2088.1,1452.5,4653.9
2019-11-25,2412.5,1771.6,5470.699999999999
2019-11-26,1663.2,1852.3000000000002,4402.3
2019-11-27,1819.9,2052.9,4843.300000000001
2019-11-28,1160.0999999999997,1403.3999999999999,3182.5000000000005
2019-11-29,1082.9,1502.8999999999999,3162.8999999999996
2019-11-30,2225.3,2082.0,5494.200000000001
2019-12-01,301.8,1029.4999999999998,1491.9999999999998
2019-12-02,2415.2999999999997,1959.4999999999995,5662.3
2019-12-03,3409.7000000000003,2476.0,7704.149999999999
2019-12-04,4439.2,2474.9000000000005,9281.6
2019-12-05,2955.3,2083.9,6615.2
2019-12-06,1243.7,1791.2,3698.2999999999997
2019-12-07,1338.3000000000002,1759.8000000000002,3811.5
2019-12-08,576.8,1289.5,2173.6
2019-12-09,987.0000000000001,1391.9999999999995,2905.5
2019-12-10,1107.0,1648.1999999999998,3346.0000000000005
2019-12-11,2160.0,2133.5,5445.6
2019-12-12,2171.6000000000004,2176.2000000000003,5506.4000000000015
2019-12-13,1326.1000000000004,1831.9999999999998,3865.3999999999996
2019-12-14,1086.1999999999998,1810.6000000000001,3476.6000000000004
2019-12-15,784.8999999999999,1566.4000000000005,2769.8
2019-12-16,2163.7999999999997,2108.3,5425.7
2019-12-17,1929.9000000000003,2073.2000000000003,5032.7
2019-12-18,2164.4000000000005,2143.7000000000003,5462.500000000001
2019-12-19,1371.3,1592.4,3695.0
2019-12-20,2193.6000000000004,2256.7,5620.600000000001
2019-12-21,1053.4,1719.4999999999998,3335.1000000000004
2019-12-22,933.1000000000001,1625.9,3056.9000000000005
2019-12-23,1402.6000000000001,1790.3000000000004,3941.2999999999997
2019-12-24,575.5999999999999,1448.2,2330.7999999999997
2019-12-25,604.9,1265.6,2193.2999999999997
2019-12-26,548.3000000000001,1344.1999999999998,2184.7999999999993
2019-12-27,1689.0999999999997,1484.1999999999998,4074.2
2019-12-28,1598.3000000000002,1602.8,4053.8
2019-12-29,1204.7499999999998,1309.2000000000003,3156.7499999999995
2019-12-30,2072.2,1609.0,4786.5
2019-12-31,1218.1000000000001,1406.2,3273.4999999999995
2020-01-01,1754.9,1703.4,4394.500000000001
2020-01-02,1029.8,1510.6999999999998,3089.9
2020-01-03,535.5999999999999,1392.9,2214.0
2020-01-04,1195.2,1830.3000000000002,3663.1
2020-01-05,907.2000000000002,1741.8,3132.9999999999995
2020-01-06,1194.0000000000002,1647.6999999999998,3478.4
2020-01-07,1198.8,1658.0000000000002,3495.8000000000006
2020-01-08,1512.7000000000003,1706.4,4026.0999999999995
2020-01-09,1297.1000000000001,1619.2000000000003,3608.0000000000005
2020-01-10,1111.1,1628.6999999999998,3332.5
2020-01-11,679.1000000000001,1386.1000000000001,2427.5
2020-01-12,646.3,1316.7,2307.2999999999997
2020-01-13,807.0,1335.1,2572.6
2020-01-14,793.1,1295.3,2511.2
2020-01-15,1571.8999999999999,1858.1000000000004,4268.500000000001
2020-01-16,1101.6999999999998,1532.4999999999998,3221.9
2020-01-17,1246.5,1734.7,3646.5
2020-01-18,694.9999999999999,1640.1,2705.8
2020-01-19,943.7,1523.8999999999996,2971.2
2020-01-20,4237.799999999999,2405.4000000000005,8902.9
2020-01-21,4206.5,2400.3999999999996,8850.400000000001
2020-01-22,2803.0,1885.2999999999997,6183.000000000001
2020-01-23,1662.0,1691.3,4240.099999999999
2020-01-24,2285.7000000000003,1739.1999999999998,5244.0
2020-01-25,1941.7999999999997,1642.3999999999999,4620.099999999999
2020-01-26,748.8999999999999,1368.3999999999999,2516.8
2020-01-27,1413.2,1956.3,4123.6
2020-01-28,846.2,1641.4999999999998,2938.2
2020-01-29,1249.9,1858.7999999999997,3775.6000000000004
2020-01-30,1655.0999999999997,1790.9000000000003,4328.3
2020-01-31,1414.3000000000002,1726.5000000000002,3895.4999999999995
2020-02-01,553.0999999999999,1394.1000000000001,2242.1
2020-02-02,540.9,1446.3000000000002,2275.5
2020-02-03,803.3,1540.7,2771.9999999999995
2020-02-04,592.4000000000001,1378.1999999999998,2285.7
2020-02-05,3437.4000000000005,2456.1,7726.8
2020-02-06,3679.8999999999996,2491.0,8132.799999999999
2020-02-07,1965.9999999999995,1817.2,4831.1
2020-02-08,768.4999999999999,1515.3,2694.1
2020-02-09,252.0,735.3000000000001,1121.3999999999999
2020-02-10,719.1,1323.2000000000005,2425.7999999999997
2020-02-11,892.5999999999998,1462.8000000000002,2831.6000000000004
2020-02-12,1426.1000000000001,1867.0,4053.6
2020-02-13,1135.1,1758.2,3498.5
2020-02-14,1503.8,1894.7999999999995,4200.900000000001
2020-02-15,437.1000000000001,937.4000000000002,1607.0999999999997
2020-02-16,431.3,1186.4,1847.5000000000002
2020-02-17,892.7,1478.5,2847.7999999999997
2020-02-18,1146.4,1694.8,3452.600000000001
2020-02-19,1543.8000000000002,1821.6,4188.3
2020-02-20,885.8,1524.2,2882.7
2020-02-21,1060.9,1657.1000000000001,3283.9
2020-02-22,505.6000000000001,1199.0000000000002,1974.0000000000005
2020-02-23,372.0,1011.3,1581.4999999999998
2020-02-24,974.9999999999999,1470.8,2966.2000000000003
2020-02-25,848.8,1514.0000000000002,2815.4000000000005
2020-02-26,868.9999999999999,1484.8000000000002,2816.6999999999994
2020-02-27,717.0999999999999,1499.7,2599.5
2020-02-28,1246.4000000000003,1650.9,3561.7999999999997
2020-02-29,576.4999999999999,1068.6,1952.0
2020-03-01,478.29999999999995,1060.1,1793.5
2020-03-02,824.0888888888888,1537.9666666666667,2801.7333333333327
2020-03-03,1647.111111111111,2036.8333333333333,4561.466666666667
2020-03-04,2042.2999999999995,2068.7,5200.099999999999
2020-03-05,434.59999999999997,1087.0000000000002,1752.9999999999998
2020-03-06,905.0999999999999,1513.5,2901.3
2020-03-07,1080.1999999999998,1738.9000000000003,3395.0500000000006
2020-03-08,467.40000000000003,1044.05,1760.35
2020-03-09,894.6500000000002,1396.85,2768.4000000000005
2020-03-10,781.7000000000002,1126.0,2324.3
2020-03-11,872.0894736842105,1478.730701754386,2816.252631578948
2020-03-12,1087.2631578947369,1671.3157894736846,3338.0842105263155
2020-03-13,1247.9368421052632,1543.4842105263158,3456.3157894736837
2020-03-14,1408.6105263157897,1415.6526315789474,3574.547368421052
2020-03-15,1569.2842105263157,1287.8210526315788,3692.7789473684206
2020-03-16,1435.9157894736838,1443.2956140350877,3644.1210526315786
2020-03-17,685.0999999999999,1380.2,2430.7
2020-03-18,539.3999999999999,1172.3,1999.5000000000002
2020-03-19,510.0000000000001,1131.65,1912.85
2020-03-20,332.0,755.6000000000001,1264.3
2020-03-21,346.20000000000005,753.5000000000001,1284.3999999999999
2020-03-22,295.8,666.4999999999998,1120.65
2020-03-23,767.45,1469.3,2645.7000000000003
2020-03-24,679.8,1462.4,2504.8999999999996
2020-03-25,822.0999999999999,1647.65,2908.5000000000005
2020-03-26,581.6,1020.8500000000001,1912.5499999999997
2020-03-27,167.90000000000003,624.6,882.3000000000001
2020-03-28,82.80000000000001,265.8,392.4
2020-03-29,82.00000000000001,188.8,314.3999999999999
2020-03-30,151.10000000000002,423.69999999999993,655.0999999999999
2020-03-31,260.4,685.0999999999998,1084.5
2020-04-01,375.29999999999995,1036.5000000000002,1611.8999999999999
2020-04-02,267.3,766.3,1175.9
2020-04-03,463.7,1121.5,1832.5999999999997
2020-04-04,256.4,848.6999999999999,1241.8
2020-04-05,171.29999999999998,624.3999999999999,887.2999999999998
2020-04-06,222.00000000000003,812.6999999999999,1152.5
2020-04-07,474.9,1369.9999999999995,2097.8
2020-04-08,478.3,1600.4999999999995,2333.1
2020-04-09,530.3999999999999,1578.7,2391.7
2020-04-10,308.20000000000005,1204.7,1676.7999999999995
2020-04-11,438.0,1356.4,2028.0999999999997
2020-04-12,221.20000000000002,928.7,1268.0000000000002
2020-04-13,108.49999999999999,298.8,465.3
2020-04-14,320.59999999999997,797.4,1288.7000000000003
2020-04-15,434.49999999999994,1315.2,1981.1000000000001
2020-04-16,545.4,1447.1000000000001,2283.5999999999995
2020-04-17,258.6,727.4,1124.15
2020-04-18,245.20000000000002,674.9,1050.7
2020-04-19,147.4,484.4,710.6999999999999
2020-04-20,199.89999999999998,613.4000000000001,919.8
2020-04-21,210.90000000000006,657.4999999999999,980.7000000000003
2020-04-22,239.2,779.6,1146.7000000000003
2020-04-23,302.0,1103.1000000000001,1566.2999999999997
2020-04-24,267.0,914.6999999999999,1323.8000000000002
2020-04-25,232.49999999999997,739.9000000000001,1096.2
2020-04-26,213.50000000000006,901.1,1228.3000000000002
2020-04-27,344.0,1018.8000000000002,1545.7999999999997
2020-04-28,313.90000000000003,791.6999999999999,1273.1
2020-04-29,268.7,732.8000000000001,1144.3
2020-04-30,255.3,682.3,1073.7
2020-05-01,242.00000000000003,706.8000000000001,1078.0
2020-05-02,203.50000000000003,708.9000000000001,1021.2000000000002
2020-05-03,300.4000000000001,961.8999999999999,1422.0
2020-05-04,360.7,881.0999999999999,1434.6999999999998
2020-05-05,344.69999999999993,790.3000000000002,1319.35
2020-05-06,368.3,1125.1000000000001,1689.8999999999999
2020-05-07,439.20000000000005,1352.4000000000003,2026.1999999999996
2020-05-08,279.8,1345.7,1774.8000000000002
2020-05-09,256.90000000000003,1362.0000000000002,1755.6999999999996
2020-05-10,87.1,407.20000000000005,541.2
2020-05-11,156.79999999999998,330.1,570.3999999999999
2020-05-12,255.4,686.0,1077.6000000000001
2020-05-13,206.90000000000006,493.99999999999994,810.9999999999999
2020-05-14,262.7,607.7000000000002,1010.5000000000001
2020-05-15,239.10000000000002,826.4000000000002,1193.1
2020-05-16,186.7,774.9000000000001,1061.1
2020-05-17,309.49999999999994,844.5000000000001,1319.1999999999996
2020-05-18,216.10000000000005,761.8000000000001,1092.6999999999998
2020-05-19,314.1,960.5000000000002,1442.3999999999999
2020-05-20,333.2,1057.0,1567.8999999999999
2020-05-21,295.99999999999994,1146.1000000000001,1600.0999999999997
2020-05-22,196.69999999999996,631.8,933.3999999999999
2020-05-23,134.5,409.6,615.6999999999998
2020-05-24,139.2,520.5,734.1999999999998
2020-05-25,259.09999999999997,932.1999999999999,1329.7999999999997
2020-05-26,270.6,980.6,1395.3000000000002
2020-05-27,467.6000000000001,1259.9,1976.5999999999997
2020-05-28,421.2999999999999,864.2,1509.7000000000003
2020-05-29,423.3,941.4000000000001,1590.2000000000003
2020-05-30,263.1,751.8000000000001,1154.9
2020-05-31,177.50000000000003,573.9999999999999,846.4000000000002
2020-06-01,288.4,817.8,1260.1
2020-06-02,146.00000000000003,678.2000000000002,901.9500000000002
2020-06-03,219.2,795.3,1131.6000000000001
2020-06-04,149.1,538.5,766.6
2020-06-05,208.20000000000002,600.1999999999999,919.4
2020-06-06,303.5,686.2,1151.3999999999999
2020-06-07,185.99999999999994,501.1,786.1000000000003
2020-06-08,209.65,499.9,821.4000000000001
2020-06-09,372.20000000000005,971.9000000000001,1542.2999999999997
2020-06-10,535.2,1055.2,1875.6
2020-06-11,220.7,684.8000000000001,1023.1999999999999
2020-06-12,267.50000000000006,941.1,1351.4
2020-06-13,234.79999999999998,883.4,1243.2
2020-06-14,145.20000000000002,670.3,893.2999999999998
2020-06-15,743.7,1345.8,2486.2000000000003
2020-06-16,659.7999999999998,1274.6000000000001,2285.7999999999997
2020-06-17,981.7,1563.6,3068.9999999999995
2020-06-18,617.5,1215.3000000000002,2161.9
2020-06-19,475.5,895.4999999999999,1623.8999999999999
2020-06-20,247.00000000000003,635.5999999999999,1014.0
2020-06-21,141.8,461.90000000000003,679.3000000000001
2020-06-22,310.4,748.0,1223.9
2020-06-23,334.50000000000006,1177.0000000000002,1689.7999999999997
2020-06-24,398.4,1518.0000000000002,2128.8
2020-06-25,222.99999999999997,1488.1000000000001,1830.1999999999996
2020-06-26,221.59999999999997,1116.6,1456.6999999999998
2020-06-27,118.60000000000001,364.7,546.8
2020-06-28,116.2,366.19999999999993,544.3
2020-06-29,191.70000000000005,521.3000000000001,815.0000000000001
2020-06-30,334.2,650.5,1163.5
2020-07-01,302.7,625.0,1089.1
2020-07-02,281.69999999999993,717.3,1149.0
2020-07-03,237.1,584.1,948.0
2020-07-04,239.20000000000002,404.2000000000001,770.9
2020-07-05,131.60000000000002,288.4,490.49999999999994
2020-07-06,204.89999999999995,528.8,842.8000000000001
2020-07-07,400.0999999999999,913.0999999999997,1526.5000000000002
2020-07-08,534.5,624.9000000000002,1444.1999999999998
2020-07-09,482.0000000000001,534.6000000000001,1273.3
2020-07-10,108.20000000000002,493.5000000000001,659.6999999999999
2020-07-11,142.70000000000002,512.7,731.1999999999999
2020-07-12,177.3,750.2,1021.7999999999998
2020-07-13,295.20000000000005,810.0,1262.4999999999995
2020-07-14,151.0,517.9999999999999,749.6999999999998
2020-07-15,285.7,635.6,1073.6000000000001
2020-07-16,176.20000000000002,488.8,758.6999999999999
2020-07-17,351.2000000000001,818.7,1357.3000000000002
2020-07-18,237.89999999999998,547.0,911.7000000000002
2020-07-19,157.6,419.0,660.2
2020-07-20,133.4,438.09999999999997,642.5999999999999
2020-07-21,158.80000000000004,571.8,815.1999999999998
2020-07-22,340.4,1019.6000000000001,1541.9
2020-07-23,372.1,991.7,1561.9
2020-07-24,422.0,757.3,1404.4000000000003
2020-07-25,314.5,584.0999999999999,1066.0000000000002
2020-07-26,283.5,496.9000000000001,931.8000000000001
2020-07-27,447.49999999999994,622.1000000000001,1308.3999999999999
2020-07-28,315.99999999999994,597.8000000000001,1082.3
2020-07-29,442.9,944.0999999999999,1623.15
2020-07-30,622.4,1363.6999999999998,2318.4
2020-07-31,319.80000000000007,1480.0,1970.2000000000007
2020-08-01,293.8999999999999,611.8000000000001,1062.6999999999998
2020-08-02,202.8,519.6,831.2000000000002
2020-08-03,194.39999999999998,563.7,862.1
2020-08-04,458.7000000000001,974.8,1677.9
2020-08-05,412.1999999999999,785.1999999999999,1416.7
2020-08-06,669.0,1196.8999999999999,2222.7000000000007
2020-08-07,879.8,2268.4999999999995,3617.4000000000005
2020-08-08,243.00000000000009,1128.6,1501.6000000000004
2020-08-09,73.6,647.0,760.1999999999998
2020-08-10,178.9,1262.2999999999997,1536.8
2020-08-11,190.8,1815.8000000000006,2108.4
2020-08-12,187.6,1922.3999999999999,2210.1000000000004
2020-08-13,96.9,660.8999999999999,809.8
2020-08-14,129.29999999999998,527.0,725.1999999999999
2020-08-15,227.60000000000002,708.6999999999999,1057.7
2020-08-16,220.79999999999998,974.9000000000001,1313.8
2020-08-17,461.1000000000001,1237.7,1944.9
2020-08-18,473.3,903.0000000000001,1628.9
2020-08-19,763.5,978.9999999999999,2149.7000000000003
2020-08-20,398.79999999999995,951.05,1562.6000000000001
2020-08-21,271.5,658.2999999999997,1074.8
2020-08-22,194.6,581.3000000000001,879.9000000000001
2020-08-23,164.2,503.20000000000005,754.9000000000001
2020-08-24,441.7999999999999,891.0999999999998,1568.8000000000002
2020-08-25,304.79999999999995,594.6999999999999,1062.3
2020-08-26,373.4000000000001,776.0999999999999,1348.5
2020-08-27,693.1,1102.8999999999999,2165.7999999999997
2020-08-28,429.80000000000007,739.6,1398.2000000000003
2020-08-29,73.29999999999998,389.4000000000001,501.9000000000001
2020-08-30,84.3,336.3,465.6
2020-08-31,268.19999999999993,792.6999999999999,1204.1000000000001
2020-09-01,858.0999999999999,1512.0,2828.099999999999
2020-09-02,659.3,1396.6,2407.7999999999997
2020-09-03,657.2999999999998,965.2000000000002,1972.6000000000004
2020-09-04,639.2,1102.1,2082.2
2020-09-05,431.5,899.1999999999999,1561.5
2020-09-06,444.09999999999997,902.4,1583.3999999999999
2020-09-07,775.0999999999999,1072.6999999999998,2260.8
2020-09-08,743.4,948.6,2088.1000000000004
2020-09-09,538.9,835.4999999999999,1662.2
2020-09-10,438.8999999999999,1043.6,1716.8
2020-09-11,904.6999999999999,1421.1,2808.0000000000005
2020-09-12,413.40000000000003,952.5,1586.7
2020-09-13,335.4,914.4999999999999,1428.8999999999996
2020-09-14,966.5999999999998,1940.5,3422.2999999999997
2020-09-15,625.5,2013.1999999999996,2972.9999999999995
2020-09-16,193.70000000000002,857.8,1154.3
2020-09-17,442.4,877.5000000000001,1555.9
