MeasurementDateGMT,Westminster - Oxford Street East: Nitric Oxide (ug/m3),Westminster - Oxford Street East: Nitrogen Dioxide (ug/m3),Westminster - Oxford Street East: Oxides of Nitrogen (ug/m3),Westminster - Oxford Street East: PM10 Particulate (ug/m3)
2019-02-17,506.49999999999994,1278.9999999999998,2055.6,153.63809523809525
2019-02-18,535.35,1356.25,2176.65,155.46666666666664
2019-02-19,760.3,1452.6000000000004,2618.2999999999997,157.29523809523806
2019-02-20,515.0,1218.7,2008.2999999999997,159.12380952380948
2019-02-21,681.0999999999999,1405.6000000000001,2450.0,160.9523809523809
2019-02-22,2157.1,1951.3000000000002,5258.799999999999,162.78095238095236
2019-02-23,1440.2,1718.5,3927.0999999999995,164.6095238095238
2019-02-24,1887.3,2041.3999999999999,4934.8,166.4380952380952
2019-02-25,2973.5,2634.9,7194.3,168.26666666666665
2019-02-26,4161.5,3027.1,9408.399999999998,170.09523809523805
2019-02-27,3687.4000000000005,2958.2000000000003,8612.299999999997,171.92380952380952
2019-02-28,1037.9,1894.5000000000005,3486.3,173.75238095238097
2019-03-01,1142.0,1694.0,3445.2999999999997,175.5809523809524
2019-03-02,335.4,1013.3000000000001,1527.7,177.40952380952382
2019-03-03,220.79999999999998,754.8,1093.3,179.23809523809524
2019-03-04,546.0000000000001,1193.1,2030.7,181.06666666666666
2019-03-05,480.19999999999993,1165.9999999999998,1902.6000000000001,182.89523809523808
2019-03-06,490.7,1125.9,1878.2000000000003,184.72380952380954
2019-03-07,648.7,1181.1000000000001,2175.7,186.55238095238096
2019-03-08,711.9999999999999,1403.0000000000002,2494.4,188.3809523809524
2019-03-09,524.9,1177.6999999999998,1982.8,190.20952380952383
2019-03-10,396.20000000000005,972.3999999999999,1580.3000000000002,192.03809523809525
2019-03-11,760.4999999999999,1270.9999999999995,2437.3999999999996,193.86666666666662
2019-03-12,612.6,1107.5999999999997,2047.4,195.69523809523804
2019-03-13,927.8999999999999,1375.6999999999998,2798.6000000000004,197.52380952380946
2019-03-14,823.5,1398.9999999999998,2661.6,199.35238095238094
2019-03-15,538.3000000000001,1092.3,1917.3999999999999,201.1809523809524
2019-03-16,212.44999999999996,664.1,990.0000000000003,203.0095238095238
2019-03-17,579.6,1194.65,2083.1,204.83809523809524
2019-03-18,1978.0,2159.75,5192.950000000001,206.66666666666666
2019-03-19,1213.9000000000003,1691.7,3552.600000000001,208.49523809523808
2019-03-20,1004.1,1654.3999999999996,3193.9999999999995,210.32380952380953
2019-03-21,1262.4,1496.3,3431.9000000000005,212.15238095238098
2019-03-22,688.3,1283.2000000000005,2338.2,213.98095238095237
2019-03-23,1132.1,1685.0999999999997,3421.1000000000004,215.80952380952382
2019-03-24,875.0000000000001,1540.2000000000003,2882.1000000000004,217.63809523809522
2019-03-25,1494.1,1715.5000000000002,4006.0999999999995,219.46666666666667
2019-03-26,1460.6,2127.1,4366.9,221.29523809523806
2019-03-27,1304.8000000000002,1833.2,3834.0999999999995,223.1238095238095
2019-03-28,1064.6,1910.5000000000002,3542.899999999999,224.95238095238096
2019-03-29,1055.5,1800.9999999999998,3419.5,226.78095238095239
2019-03-30,1874.1000000000004,2077.9,4951.599999999999,228.6095238095238
2019-03-31,364.70000000000005,878.5999999999999,1437.4,230.43809523809523
2019-04-01,776.1999999999999,1447.8,2638.1,232.26666666666665
2019-04-02,1360.8,1826.5,3913.2000000000003,234.09523809523807
2019-04-03,1328.1,1754.7000000000005,3791.0000000000005,235.9238095238095
2019-04-04,527.5,1239.5,2048.5999999999995,237.75238095238092
2019-04-05,666.1000000000001,1371.1,2392.2000000000003,239.58095238095234
2019-04-06,730.5,1230.7000000000003,2351.2,241.40952380952376
2019-04-07,682.5,1012.3,2059.5000000000005,243.23809523809518
2019-04-08,1397.3000000000002,1741.2000000000003,3884.5,245.0666666666666
2019-04-09,1289.5500000000002,1625.2500000000002,3602.599999999999,246.89523809523803
2019-04-10,759.7,1215.9000000000003,2380.6000000000004,248.72380952380948
2019-04-11,889.6000000000001,1533.7,2897.7999999999997,250.55238095238096
2019-04-12,969.2,1591.6999999999998,3077.6999999999994,252.38095238095238
2019-04-13,1403.8999999999999,1630.1999999999994,3782.8,254.2095238095238
2019-04-14,349.30000000000007,954.1,1489.4000000000003,256.03809523809525
2019-04-15,526.9,1362.6000000000001,2170.4,257.8666666666667
2019-04-16,953.3,1902.0000000000002,3363.8000000000006,259.6952380952381
2019-04-17,657.2999999999998,1634.3999999999996,2642.1,261.5238095238095
2019-04-18,600.9,1576.1,2497.6000000000004,263.35238095238094
2019-04-19,368.90000000000003,1429.2999999999997,1994.9,265.18095238095236
2019-04-20,340.80000000000007,1369.5000000000002,1891.7000000000003,267.0095238095238
2019-04-21,286.6000000000001,1415.7,1854.9,268.83809523809526
2019-04-22,351.2,1831.9,2369.7999999999997,270.66666666666663
2019-04-23,918.3,2089.9,3498.7,272.4952380952381
2019-04-24,511.8,1455.7,2240.6,274.32380952380953
2019-04-25,352.8,1041.7,1582.5000000000005,276.15238095238095
2019-04-26,291.1000000000001,913.9999999999998,1359.8999999999999,277.9809523809524
2019-04-27,535.5,980.8,1801.3,279.8095238095238
2019-04-28,464.70000000000005,913.1999999999999,1625.4999999999998,281.6380952380953
2019-04-29,789.8000000000001,1476.7000000000003,2687.7000000000007,283.46666666666664
2019-04-30,961.7999999999998,1695.9,3170.4,285.2952380952381
2019-05-01,1032.6000000000001,1744.6999999999996,3327.2,287.1238095238095
2019-05-02,893.7428571428572,1225.7081632653058,2594.3653061224495,378.0
2019-05-03,927.1714285714288,1148.5469387755104,2567.975510204082,320.0
2019-05-04,733.7999999999996,933.4285714285712,2056.628571428572,363.0
2019-05-05,540.4285714285714,718.3102040816325,1545.2816326530613,471.0
2019-05-06,515.7071428571428,861.1061224489796,1651.1489795918362,432.99078341013825
2019-05-07,402.8,1065.6000000000001,1683.4,381.0138248847927
2019-05-08,478.8999999999999,1136.2,1870.6,375.7050691244241
2019-05-09,1507.2,1636.9000000000003,3947.5000000000005,370.39631336405535
2019-05-10,717.8,1204.6999999999998,2305.1,365.0875576036868
2019-05-11,1034.0,1451.8,3037.3000000000006,359.7788018433178
2019-05-12,408.0,951.8,1577.9,354.47004608294924
2019-05-13,588.6999999999998,1129.7,2032.1999999999998,349.16129032258056
2019-05-14,656.8000000000001,1103.8000000000002,2111.1,343.8525345622119
2019-05-15,654.8,1349.7999999999997,2353.7999999999997,338.5437788018433
2019-05-16,1150.0676767676766,1342.0858585858584,3106.5505050505058,324.0
2019-05-17,1398.472727272727,1492.181818181818,3638.0363636363636,560.0
2019-05-18,1317.0181818181818,1499.7454545454548,3520.509090909091,463.0
2019-05-19,1235.5636363636365,1507.3090909090909,3402.981818181818,369.0
2019-05-20,1249.7777777777778,1627.0777777777773,3543.922222222222,387.00468164794006
2019-05-21,1078.6000000000001,1380.8,3034.0999999999995,265.51685393258424
2019-05-22,507.40000000000003,1120.1,1898.2,268.21348314606735
2019-05-23,439.00000000000006,1118.0,1790.8000000000002,270.9101123595506
2019-05-24,847.0000000000001,1259.6000000000004,2558.4,273.6067415730337
2019-05-25,684.0999999999999,897.5999999999999,1946.5,276.3033707865169
2019-05-26,335.70000000000005,580.8000000000001,1095.6,279.0
2019-05-27,428.09999999999997,730.5999999999999,1387.1,281.69662921348316
2019-05-28,717.5,1017.7,2118.3,284.39325842696627
2019-05-29,263.40000000000003,649.6999999999999,1053.5000000000002,287.0898876404494
2019-05-30,377.5,630.9,1209.8000000000002,289.78651685393254
2019-05-31,326.54999999999995,596.9,1097.45,292.48314606741565
2019-06-01,221.20000000000005,636.1,975.6000000000001,295.17977528089887
2019-06-02,136.9,471.4999999999999,681.5999999999999,297.876404494382
2019-06-03,240.40000000000003,549.3999999999999,917.6000000000001,300.57303370786525
2019-06-04,524.3999999999999,1009.6,1814.1999999999996,303.2696629213483
2019-06-05,250.80000000000004,621.6000000000001,1006.0999999999998,305.96629213483146
2019-06-06,281.9,677.0999999999999,1109.1000000000001,308.66292134831457
2019-06-07,456.15000000000003,1034.6,1733.4999999999998,311.35955056179773
2019-06-08,283.7,526.4,961.2000000000002,314.0561797752809
2019-06-09,238.30000000000004,566.1999999999999,931.9000000000002,316.75280898876395
2019-06-10,948.6999999999998,1183.7999999999997,2638.0,319.4494382022472
2019-06-11,813.5,979.7000000000002,2227.0999999999995,322.14606741573033
2019-06-12,830.3000000000001,1171.6000000000001,2444.5,324.84269662921355
2019-06-13,243.8,755.9999999999998,1130.1000000000001,327.5393258426966
2019-06-14,194.5,574.0,872.0,330.23595505617976
2019-06-15,167.4,557.1,813.4999999999999,332.93258426966287
2019-06-16,130.4,391.30000000000007,591.1000000000001,335.62921348314603
2019-06-17,251.79999999999995,609.2,995.5000000000001,338.3258426966292
2019-06-18,839.5,1323.8000000000002,2610.6,341.02247191011236
2019-06-19,821.1999999999999,1248.4999999999998,2507.2999999999997,343.7191011235955
2019-06-20,444.8999999999999,852.1,1534.2999999999997,346.4157303370787
2019-06-21,775.1,1057.8000000000002,2246.9,349.11235955056185
2019-06-22,327.00000000000006,840.8,1342.3999999999999,351.8089887640449
2019-06-23,214.5,837.9000000000001,1166.6000000000001,354.5056179775281
2019-06-24,388.7,1150.3,1746.3999999999999,357.2022471910112
2019-06-25,937.1000000000001,1259.0000000000002,2695.9000000000005,359.89887640449433
2019-06-26,683.3000000000001,844.6999999999999,1892.4999999999995,362.5955056179775
2019-06-27,633.6999999999999,756.1,1728.1999999999996,365.2921348314607
2019-06-28,609.8,846.9,1782.1999999999998,367.9887640449438
2019-06-29,295.5,1052.4,1505.4,370.6853932584269
2019-06-30,326.9,584.6000000000001,1085.9999999999998,373.38202247191015
2019-07-01,782.7,839.4,2039.6,376.0786516853932
2019-07-02,880.2000000000002,971.1,2320.3,378.7752808988765
2019-07-03,1015.5999999999999,1194.0,2751.1000000000004,381.4719101123595
2019-07-04,912.3999999999999,1440.3,2839.8,384.16853932584263
2019-07-05,841.6999999999998,1542.3999999999999,2832.999999999999,386.86516853932585
2019-07-06,660.1,769.8999999999999,1781.8,389.56179775280896
2019-07-07,286.70000000000005,547.5,987.5999999999998,392.2584269662922
2019-07-08,476.1,951.7999999999998,1682.2,394.9550561797753
2019-07-09,463.9,1041.4,1752.6,397.65168539325845
2019-07-10,473.7,1027.6,1753.8,400.3483146067415
2019-07-11,1003.9000000000002,1262.6,2801.5999999999995,403.0449438202248
2019-07-12,890.6,983.3,2348.6999999999994,405.7415730337078
2019-07-13,698.3000000000001,803.3999999999999,1874.1000000000001,408.438202247191
2019-07-14,760.1999999999998,935.5999999999999,2100.5,411.13483146067415
2019-07-15,848.4000000000001,997.9,2298.6000000000004,413.8314606741573
2019-07-16,892.4,1316.2,2684.1999999999994,416.5280898876405
2019-07-17,354.5,986.8,1530.6,419.2247191011235
2019-07-18,1096.7,1255.5,2936.7,421.92134831460675
2019-07-19,380.1000000000001,722.2,1305.8,424.6179775280898
2019-07-20,459.1,792.1999999999999,1496.1,427.3146067415731
2019-07-21,302.9,575.5,1039.8,430.0112359550562
2019-07-22,270.2,502.29999999999995,916.6,432.70786516853934
2019-07-23,560.2,1392.8000000000004,2251.4999999999995,435.40449438202245
2019-07-24,348.29999999999995,1216.2,1750.1000000000001,438.10112359550567
2019-07-25,429.99999999999994,1719.3,2378.2,440.7977528089888
2019-07-26,735.9,1138.6,2266.7000000000003,443.4943820224719
2019-07-27,525.4,938.5,1743.4,446.1910112359551
2019-07-28,335.19999999999993,741.8000000000001,1255.7000000000003,448.8876404494382
2019-07-29,209.3,669.2000000000002,990.1000000000001,451.5842696629214
2019-07-30,156.60000000000002,620.4,860.8000000000001,454.2808988764044
2019-07-31,319.3999999999999,705.9000000000001,1195.5,456.9775280898876
2019-08-01,546.4000000000001,977.3000000000001,1815.2000000000007,459.67415730337075
2019-08-02,409.50000000000006,856.9999999999998,1485.1999999999998,462.37078651685397
2019-08-03,190.2,768.1999999999999,1059.8,465.0674157303371
2019-08-04,180.50000000000003,733.6999999999998,1010.8000000000001,467.7640449438201
2019-08-05,200.4,654.5999999999999,961.6,470.4606741573034
2019-08-06,171.20000000000005,524.8,787.5000000000001,473.1573033707865
2019-08-07,268.5,666.2,1078.1999999999998,475.85393258426967
2019-08-08,237.00000000000003,685.4,1048.7,478.5505617977528
2019-08-09,149.7,560.3000000000002,789.4999999999999,481.24719101123594
2019-08-10,83.6,364.69999999999993,492.8,483.94382022471905
2019-08-11,96.59999999999998,440.40000000000003,588.3,486.64044943820227
2019-08-12,455.0,1093.8,1791.3999999999999,489.3370786516854
2019-08-13,412.7,964.1000000000001,1596.4,492.03370786516854
2019-08-14,243.1,841.9,1215.1000000000001,494.7303370786517
2019-08-15,524.3999999999999,939.9000000000001,1743.7000000000003,497.4269662921348
2019-08-16,234.29999999999998,671.7,1031.2,500.12359550561797
2019-08-17,197.1,561.3000000000001,863.5,502.820224719101
2019-08-18,267.7,660.9,1071.3999999999999,505.5168539325843
2019-08-19,369.40000000000003,851.7,1418.3,508.21348314606735
2019-08-20,663.9000000000001,1293.8999999999999,2312.2999999999997,510.91011235955057
2019-08-21,347.20000000000005,906.7999999999997,1439.3,513.6067415730337
2019-08-22,324.59999999999997,827.0000000000001,1324.7,516.3033707865168
2019-08-23,593.8999999999999,1219.9,2130.4,519.0
2019-08-24,582.2,1843.8000000000004,2736.7000000000003,521.6966292134831
2019-08-25,323.4000000000001,1643.0000000000002,2139.1,524.3932584269663
2019-08-26,350.9,1561.7,2100.3999999999996,527.0898876404494
2019-08-27,620.3000000000001,1915.7999999999997,2867.0,529.7865168539327
2019-08-28,334.40000000000003,874.8000000000001,1388.2000000000003,532.4831460674156
2019-08-29,452.4,832.6,1525.5,535.1797752808989
2019-08-30,271.8,748.0,1164.7,537.876404494382
2019-08-31,496.5,990.5,1751.6,540.5730337078652
2019-09-01,526.6,900.0000000000001,1707.5000000000002,543.2696629213483
2019-09-02,483.70000000000005,1016.2000000000002,1757.8,545.9662921348314
2019-09-03,411.3,896.4000000000001,1527.1,548.6629213483146
2019-09-04,906.3999999999999,1072.2,2462.4,551.3595505617977
2019-09-05,946.9,1264.3500000000001,2715.75,554.056179775281
2019-09-06,622.0,1101.5,2055.3999999999996,556.752808988764
2019-09-07,657.6,961.6999999999997,1969.6,559.4494382022472
2019-09-08,452.9,909.3999999999997,1604.4,562.1460674157303
2019-09-09,202.1,949.0999999999998,1259.2,564.8426966292134
2019-09-10,659.0,1226.6999999999998,2237.6,567.5393258426966
2019-09-11,259.3,661.4999999999999,1058.8,570.2359550561797
2019-09-12,269.74999999999994,632.1999999999999,1045.9999999999998,572.9325842696629
2019-09-13,292.2,717.4000000000002,1165.5,575.6292134831459
2019-09-14,368.59999999999997,1295.6999999999998,1860.4999999999995,578.3258426966293
2019-09-15,360.50000000000006,1116.1999999999998,1668.2000000000003,581.0224719101124
2019-09-16,589.8,868.0000000000001,1772.1,583.7191011235957
2019-09-17,379.6,831.8,1413.8000000000002,586.4157303370787
2019-09-18,429.70000000000005,976.1000000000001,1635.0,589.1123595505619
2019-09-19,626.9000000000001,1251.7,2212.7999999999997,591.808988764045
2019-09-20,444.70000000000005,1285.8999999999999,1967.5,594.5056179775281
2019-09-21,245.59999999999997,1370.0000000000002,1747.0000000000002,597.2022471910112
2019-09-22,150.30000000000004,899.9999999999998,1130.6000000000001,599.8988764044943
2019-09-23,245.99999999999994,638.6,1016.0000000000002,602.5955056179776
2019-09-24,227.2,783.1,1131.6000000000001,605.2921348314605
2019-09-25,263.20000000000005,696.5000000000001,1099.8999999999999,607.9887640449438
2019-09-26,210.4,743.7999999999998,1066.0000000000002,610.6853932584269
2019-09-27,200.39999999999998,681.3,988.7999999999998,613.3820224719101
2019-09-28,122.7,542.8000000000001,731.1,616.0786516853932
2019-09-29,105.69999999999999,412.19999999999993,574.2,618.7752808988764
2019-09-30,329.90000000000003,768.0,1273.8999999999999,621.4719101123595
2019-10-01,264.7,766.6,1173.0,516.7425093632959
2019-10-02,544.5,1008.1,1843.0,485.0
2019-10-03,771.7,1171.1,2354.4,645.0
2019-10-04,540.1999999999999,1070.0,1898.0,792.0
2019-10-05,273.3,943.3,1362.3,575.0
2019-10-06,192.79999999999998,645.3000000000001,940.9,366.0
2019-10-07,339.1,906.5999999999999,1426.4,431.0
2019-10-08,324.09999999999997,820.6999999999999,1317.9,620.0
2019-10-09,514.4,957.9,1746.6,453.0
2019-10-10,517.1999999999999,901.0,1693.8000000000002,591.0
2019-10-11,489.1,979.2000000000002,1728.6999999999998,480.0
2019-10-12,465.7,1086.6,1801.0999999999997,390.0
2019-10-13,257.29999999999995,872.5,1267.1,353.0
2019-10-14,949.7999999999998,1311.2,2767.4999999999995,552.0
2019-10-15,643.0,1076.5,2062.4,546.0
2019-10-16,1125.6000000000001,1578.8,3304.699999999999,619.0
2019-10-17,429.20000000000005,1193.7,1851.8,483.0
2019-10-18,1700.2000000000003,1469.3999999999999,4076.8999999999996,712.0
2019-10-19,598.9999999999999,1142.4,2060.7000000000003,593.0
2019-10-20,577.1,966.9000000000002,1852.2000000000003,417.0
2019-10-21,1019.8000000000001,1109.8,2673.5,827.0
2019-10-22,1167.7,1456.6,3246.9000000000005,772.0
2019-10-23,2913.1000000000004,1978.7,6445.7,1040.0
2019-10-24,1792.0000000000002,1612.1,4359.7,848.0
2019-10-25,356.5,826.5000000000001,1372.8,477.0
2019-10-26,376.09999999999997,707.5,1284.2,465.0
2019-10-27,621.5999999999999,1225.6,2178.7,456.0
2019-10-28,1590.0,1638.1999999999996,4076.3,514.0
2019-10-29,1496.1000000000001,1835.3,4129.7,464.0
2019-10-30,1134.2,1640.8,3379.5,762.0
2019-10-31,1148.9,1408.6999999999996,3170.4,1049.0
2019-11-01,602.3000000000001,1164.6000000000004,2088.2999999999997,505.0
2019-11-02,245.30000000000004,691.4000000000001,1068.1,462.0
2019-11-03,392.00000000000006,1008.2000000000003,1609.0999999999997,491.0
2019-11-04,814.0,1286.7,2534.9000000000005,478.0
2019-11-05,1338.3,1424.1000000000001,3475.9999999999995,546.0
2019-11-06,1091.1,1473.1,3145.6999999999994,837.0
2019-11-07,702.2,1294.6999999999998,2371.7,415.0
2019-11-08,2327.8,1811.4999999999998,5380.7,640.0
2019-11-09,826.5999999999999,1294.8000000000002,2562.2000000000007,507.0
2019-11-10,551.2000000000002,1194.7,2040.1000000000001,453.0
2019-11-11,845.0000000000001,1384.3000000000002,2680.1000000000004,467.0
2019-11-12,870.5,1341.2999999999997,2676.0,366.0
2019-11-13,836.4000000000002,1339.2,2621.3,450.0
2019-11-14,1445.7,1659.1999999999998,3876.2,357.0
2019-11-15,1321.6000000000001,1471.0000000000002,3497.2000000000007,509.0
2019-11-16,1210.7,1431.7999999999997,3287.500000000001,561.0
2019-11-17,1852.3000000000002,1748.2,4588.300000000001,777.0
2019-11-18,1950.6000000000001,1786.7999999999997,4778.1,445.0
2019-11-19,1785.9,1824.3000000000002,4562.599999999999,858.0
2019-11-20,578.6999999999998,1371.3000000000002,2258.7999999999993,507.0
2019-11-21,1233.4,1298.9,3189.7,854.0
2019-11-22,634.3,1329.6,2302.0,486.0
2019-11-23,1473.1999999999998,1489.8000000000002,3747.8999999999996,643.0
2019-11-24,1047.7000000000003,1116.1,2722.6,644.0
2019-11-25,337.40000000000003,1033.9,1550.5,448.0
2019-11-26,316.3,1068.7,1553.3999999999999,434.0
2019-11-27,1307.6,1500.4000000000003,3504.7,446.0
2019-11-28,2317.0,1807.9000000000003,5360.300000000001,531.0
2019-11-29,2088.7000000000003,1949.4,5151.6,645.0
2019-11-30,2224.6000000000004,1980.7,5391.0,729.0
2019-12-01,870.3000000000001,1403.2,2737.8999999999996,374.0
2019-12-02,3016.1000000000004,2093.6000000000004,6718.299999999999,705.0
2019-12-03,1534.1999999999998,1853.5,4206.500000000001,651.0
2019-12-04,2714.7000000000003,2074.7,6237.5,877.0
2019-12-05,1414.6,1419.8000000000004,3588.6,784.0
2019-12-06,605.9,1166.1,2095.0,421.0
2019-12-07,457.90000000000003,1062.0,1764.0999999999997,490.0
2019-12-08,200.59999999999997,642.3000000000001,949.8000000000001,456.0
2019-12-09,972.1,1251.7,2742.0,503.0
2019-12-10,353.3,971.8000000000001,1513.2000000000003,468.0
2019-12-11,782.4,1376.9999999999998,2576.5000000000005,492.0
2019-12-12,437.99999999999994,1240.5,1912.3000000000002,357.0
2019-12-13,758.0,1277.0,2439.7,522.0
2019-12-14,427.4,1092.8999999999999,1748.5000000000002,565.0
2019-12-15,241.7,755.2999999999998,1125.5,422.5
2019-12-16,591.4999999999999,1368.0,2274.9,422.0
2019-12-17,1391.0,1709.3000000000004,3842.2000000000003,456.0
2019-12-18,354.20000000000005,1188.8,1731.5000000000005,486.0
2019-12-19,217.9,739.8999999999999,1074.1,525.5
2019-12-20,601.6,1351.1000000000001,2273.1,375.0
2019-12-21,218.60000000000002,864.7,1199.9999999999998,360.0
2019-12-22,508.09999999999997,1126.0,1905.3,442.0
2019-12-23,530.4,1158.8000000000004,1972.6000000000004,504.0
2019-12-24,372.4999999999999,996.6,1568.1000000000001,433.0
2019-12-25,347.2,963.0,1495.7,335.0
2019-12-26,351.1,949.1000000000001,1487.4,388.0
2019-12-27,769.4999999999999,1108.6,2288.3999999999996,514.0
2019-12-28,363.5,972.5,1529.6000000000001,516.0
2019-12-29,403.9,841.9,1461.4,547.0
2019-12-30,1146.3,1240.7,2998.2999999999997,698.0
2019-12-31,854.6,1207.3999999999999,2517.500000000001,759.0
2020-01-01,900.1,1281.0999999999995,2661.0,924.0
2020-01-02,243.60000000000002,867.2,1240.9,370.0
2020-01-03,940.8,1337.0,2779.9,425.0
2020-01-04,785.0,1477.3,2681.0,452.0
2020-01-05,238.50000000000003,919.7,1285.6,280.0
2020-01-06,339.5,927.0999999999999,1448.1000000000001,413.0
2020-01-07,332.7999999999999,991.0999999999999,1500.9999999999998,532.0
2020-01-08,553.4,1162.9,2011.3000000000002,732.0
2020-01-09,316.40000000000003,827.2,1312.0999999999997,359.0
2020-01-10,843.3000000000001,1304.7,2597.3999999999996,400.0
2020-01-11,168.89999999999998,657.3999999999999,916.8,471.0
2020-01-12,218.29999999999998,676.9000000000002,1011.7,266.0
2020-01-13,186.90000000000003,678.5,965.4,363.0
2020-01-14,223.99999999999997,710.6999999999998,1054.1,346.0
2020-01-15,430.5,1100.3999999999999,1760.8999999999999,382.0
2020-01-16,283.0,903.4,1337.2999999999997,444.0
2020-01-17,525.8,1197.0,2003.3000000000002,395.0
2020-01-18,1058.7,1592.4,3215.6,506.0
2020-01-19,1026.1000000000001,1501.0999999999997,3074.3999999999996,531.0
2020-01-20,2504.3999999999996,2158.0,5997.7,894.0
2020-01-21,3058.4000000000005,2330.7999999999997,7020.099999999999,991.0
2020-01-22,1999.8,1830.4000000000003,4896.499999999999,761.0
2020-01-23,1455.15,1700.95,3932.0500000000006,546.0
2020-01-24,1207.3000000000002,1555.6000000000001,3406.8999999999996,633.0
2020-01-25,338.1,1018.9999999999999,1537.4,777.0
2020-01-26,229.49999999999997,857.5999999999999,1209.5,579.0
2020-01-27,389.6,1228.8999999999999,1826.3999999999996,339.0
2020-01-28,454.09999999999997,1100.4,1797.1,415.0
2020-01-29,479.49999999999994,1150.1999999999998,1885.3000000000002,592.0
2020-01-30,497.7999999999999,998.8000000000002,1761.8000000000002,475.5
2020-01-31,447.4000000000001,843.9,1529.2,351.0
2020-02-01,397.4,787.0999999999999,1396.6,629.0
2020-02-02,322.0,760.4,1254.1999999999998,613.0
2020-02-03,713.2,1071.1999999999998,2164.4,614.0
2020-02-04,1033.5,1225.9999999999998,2810.4,546.0
2020-02-05,1573.1000000000001,1628.4000000000003,4041.0,902.0
2020-02-06,1859.9999999999998,1756.6000000000004,4608.499999999999,941.0
2020-02-07,717.3999999999999,1220.0000000000002,2319.9,999.0
2020-02-08,352.9,840.9999999999999,1381.9,615.0
2020-02-09,175.39999999999998,326.40000000000003,594.4,426.0
2020-02-10,482.20000000000005,843.5999999999999,1582.3,450.0
2020-02-11,752.1999999999999,1103.5,2256.4,515.0
2020-02-12,963.9,1341.1999999999998,2819.3,466.0
2020-02-13,2003.3,1665.9,4737.5,446.0
2020-02-14,725.0000000000002,1247.4999999999998,2359.0999999999995,701.0
2020-02-15,244.60000000000002,484.99999999999994,860.0,335.0
2020-02-16,241.15000000000003,539.0500000000001,908.1499999999999,282.0
2020-02-17,497.90000000000003,879.3000000000001,1642.5999999999997,551.0
2020-02-18,513.3,1011.2,1798.4000000000003,457.0
2020-02-19,753.4999999999999,1282.6000000000001,2438.3999999999996,532.0
2020-02-20,1382.4,1364.9,3484.1,381.0
2020-02-21,402.49999999999994,903.5999999999998,1520.9999999999998,663.0
2020-02-22,413.5,854.2000000000002,1488.6,588.0
2020-02-23,532.7,800.6999999999999,1618.0999999999997,319.0
2020-02-24,412.0999999999999,914.5000000000001,1546.4,306.0
2020-02-25,615.5,1129.7999999999997,2073.8,395.0
2020-02-26,1617.3999999999999,1623.7,4103.5,457.0
2020-02-27,1925.9999999999998,1764.0,4717.7,450.0
2020-02-28,381.79999999999995,1159.2000000000003,1744.6999999999998,441.0
2020-02-29,283.8,726.0,1161.1000000000001,596.0
2020-03-01,206.20000000000002,634.4,950.8,394.0
2020-03-02,1061.6000000000001,1516.0999999999997,3143.7,409.0
2020-03-03,1130.0,1526.4000000000003,3258.7999999999997,561.5
2020-03-04,874.6,1550.8999999999999,2891.5999999999995,537.0
2020-03-05,1568.3,1538.5000000000002,3943.1000000000004,505.0
2020-03-06,1543.6000000000001,1718.4999999999998,4085.0,746.0
2020-03-07,455.79999999999995,1142.8999999999999,1841.3000000000002,752.0
2020-03-08,168.79999999999998,597.6,856.3000000000001,412.0
2020-03-09,507.0,1043.4,1820.3999999999999,451.0
2020-03-10,347.8,768.1999999999998,1301.4999999999998,308.0
2020-03-11,316.80000000000007,890.1,1376.1000000000001,389.0
2020-03-12,380.99999999999994,857.6000000000001,1441.1,548.0
2020-03-13,588.9999999999999,1131.1999999999998,2034.0000000000002,591.0
2020-03-14,194.60000000000002,751.6,1050.3,419.0
2020-03-15,249.60000000000002,683.5,1065.8,314.0
2020-03-16,767.9999999999999,1285.1000000000001,2462.6000000000004,512.0
2020-03-17,254.1,714.6,1104.7,516.0
2020-03-18,272.9,704.8,1123.2,473.0
2020-03-19,527.9,1029.0,1838.3000000000002,504.0
2020-03-20,313.1999999999999,753.0999999999999,1233.5000000000002,480.0
2020-03-21,212.90000000000003,605.6000000000001,932.1999999999999,477.0
2020-03-22,162.6,556.2999999999998,806.0,613.0
2020-03-23,259.09999999999997,997.8000000000001,1394.8,762.0
2020-03-24,114.4,692.3000000000001,867.9,555.0
2020-03-25,547.0,1291.8,2130.2,744.0
2020-03-26,284.8,1060.1999999999998,1496.4,921.0
2020-03-27,180.8,952.9000000000001,1230.0,959.0
2020-03-28,116.69999999999999,731.5,911.0000000000001,649.0
2020-03-29,101.69999999999999,483.9,639.8,417.0
2020-03-30,146.4,615.8000000000001,840.4,350.0
2020-03-31,195.50000000000006,726.9,1026.9,398.0
2020-04-01,331.70000000000005,1057.6000000000001,1566.3999999999999,393.0
2020-04-02,245.5,721.4000000000001,1097.6000000000001,336.0
2020-04-03,281.1,805.9,1236.8999999999999,414.0
2020-04-04,97.89999999999998,529.5999999999999,679.7000000000002,422.0
2020-04-05,52.8,370.40000000000003,451.5999999999999,401.0
2020-04-06,173.50000000000003,636.6999999999999,902.8000000000001,369.0
2020-04-07,252.35000000000002,1041.4999999999998,1428.2499999999998,637.0
2020-04-08,303.99999999999994,1350.3000000000002,1815.7000000000003,1205.0
2020-04-09,303.1,1347.6000000000001,1812.7000000000003,1304.0
2020-04-10,226.40000000000003,1139.6999999999998,1486.5,1018.0
