MeasurementDateGMT,Greenwich - Fiveways Sidcup Rd A20: Nitric Oxide (ug/m3),Greenwich - Fiveways Sidcup Rd A20: Nitrogen Dioxide (ug/m3),Greenwich - Fiveways Sidcup Rd A20: Oxides of Nitrogen (ug/m3),Greenwich - Fiveways Sidcup Rd A20: PM10 Particulate (ug/m3)
2019-02-06,644.1500000000001,858.8999999999999,1846.8499999999997,373.29999999999995
2019-02-07,416.3500000000001,508.1000000000001,1146.3499999999997,398.8
2019-02-08,148.1,325.90000000000003,552.9,367.1000000000001
2019-02-09,204.29999999999995,331.84999999999997,644.85,419.7999999999999
2019-02-10,427.0999999999999,648.75,1303.6499999999999,241.2
2019-02-11,1333.0500000000002,1359.6499999999999,3403.6500000000005,585.9000000000001
2019-02-12,629.4999999999999,944.65,1909.9,557.9999999999999
2019-02-13,704.4,948.9,2028.5000000000002,683.4999999999999
2019-02-14,2859.6999999999994,1742.9499999999996,6127.85,1145.5
2019-02-15,1906.9500000000003,1535.05,4458.450000000001,1091.7
2019-02-16,533.4999999999999,904.35,1722.3000000000002,860.8999999999999
2019-02-17,391.95,704.8500000000001,1305.8999999999999,820.0
2019-02-18,495.45,825.9499999999999,1585.8500000000001,521.6999999999999
2019-02-19,573.7,783.0500000000001,1662.7499999999998,564.3999999999999
2019-02-20,328.54999999999995,633.5,1136.9,534.3
2019-02-21,600.55,863.25,1784.55,735.0999999999998
2019-02-22,2084.8,1441.8999999999999,4638.249999999999,882.1999999999999
2019-02-23,1454.25,1238.7,3468.5000000000005,1052.9
2019-02-24,2659.4499999999994,1804.8,5882.900000000001,1398.5
2019-02-25,4023.5,2294.5,8463.55,1631.7000000000003
2019-02-26,4910.799999999999,2461.7,9991.449999999999,1911.2
2019-02-27,3226.6999999999994,2075.35,7023.049999999999,1669.5000000000002
2019-02-28,944.2499999999999,1176.4,2624.2,863.7
2019-03-01,957.15,1181.55,2649.1500000000005,1024.7
2019-03-02,314.79999999999995,482.3,964.8999999999999,504.5
2019-03-03,62.650000000000006,228.15000000000003,324.15,347.29999999999995
2019-03-04,460.95,535.0999999999999,1241.8,323.99999999999994
2019-03-05,369.4000000000001,597.9499999999999,1164.4000000000003,384.6999999999999
2019-03-06,214.3,399.59999999999997,728.5,460.4999999999999
2019-03-07,340.6,440.05,962.3499999999999,348.40000000000003
2019-03-08,578.5,747.3999999999999,1634.4,378.8
2019-03-09,308.95,517.0,990.8,600.5
2019-03-10,319.65,484.0999999999999,974.3000000000001,274.4
2019-03-11,546.75,675.8000000000001,1514.1,459.59999999999997
2019-03-12,266.55,473.8500000000001,882.5,330.69999999999993
2019-03-13,438.6,513.35,1185.95,503.6000000000001
2019-03-14,401.74999999999994,561.7,1177.7,387.70000000000005
2019-03-15,359.75,378.1,929.8000000000002,272.8
2019-03-16,90.55,236.4,375.8,346.80000000000007
2019-03-17,407.3999999999999,597.0,1221.6,300.2
2019-03-18,1031.5500000000002,1235.9,2817.55,541.0
2019-03-19,798.9000000000001,997.25,2222.55,522.1999999999999
2019-03-20,744.4000000000002,909.3000000000003,2051.3,495.6
2019-03-21,1027.3,971.3,2546.1,538.6
2019-03-22,609.5500000000001,842.2500000000001,1777.05,584.3000000000001
2019-03-23,903.1999999999998,1104.0,2489.0,741.3000000000001
2019-03-24,892.9,1141.55,2510.75,749.5
2019-03-25,542.0500000000001,825.7,1657.2000000000003,573.8000000000001
2019-03-26,1383.0000000000002,1570.2999999999997,3690.500000000001,827.6
2019-03-27,1608.7,1703.7499999999998,4169.9,734.8
2019-03-28,1638.7,1822.5500000000004,4335.399999999999,917.3000000000001
2019-03-29,2054.5,1626.0499999999997,4776.3,1299.8
2019-03-30,2246.6000000000004,1725.1,5169.6500000000015,1670.9
2019-03-31,802.0500000000001,953.4500000000002,2183.0999999999995,1074.8999999999999
2019-04-01,1283.15,1220.6000000000001,3188.5,856.8
2019-04-02,832.4000000000001,1143.1,2419.65,780.9000000000001
2019-04-03,1179.7,1273.2500000000002,3082.2500000000005,683.8000000000002
2019-04-04,239.15,526.25,893.1999999999999,415.80000000000007
2019-04-05,597.8499999999999,835.4000000000001,1752.4500000000003,683.0000000000001
2019-04-06,1016.25,1157.1,2715.55,811.9
2019-04-07,610.1999999999999,865.95,1801.1999999999998,1324.3999999999999
2019-04-08,1132.1,1380.1499999999999,3116.15,1386.4
2019-04-09,1454.6500000000003,1536.7,3767.3999999999996,1288.3999999999999
2019-04-10,1444.45,1284.6499999999999,3499.7500000000005,806.3
2019-04-11,1554.4000000000003,1531.6999999999998,3915.399999999999,699.3
2019-04-12,1816.5500000000004,1720.95,4506.8499999999985,727.4
2019-04-13,1293.6499999999996,1413.8500000000004,3397.5499999999993,703.5
2019-04-14,926.9999999999998,1159.8,2581.5500000000006,805.0
2019-04-15,904.8,1200.3,2587.35,1197.0
2019-04-16,1885.0499999999997,1921.2499999999998,4811.7,1626.6999999999998
2019-04-17,1487.4499999999998,1669.1999999999998,3950.0499999999997,1762.0
2019-04-18,1755.2500000000002,1957.6500000000003,4649.150000000001,1694.0000000000002
2019-04-19,1558.3000000000004,1948.6,4338.2,1368.3
2019-04-20,966.35,1582.0500000000002,3063.4000000000005,1221.7
2019-04-21,955.5,1627.8500000000006,3093.0499999999997,1367.7
2019-04-22,848.9000000000001,1853.1999999999998,3154.7999999999993,2049.9
2019-04-23,1473.7,1980.5500000000006,4240.2,1622.6999999999998
2019-04-24,554.1500000000001,820.4000000000001,1670.2499999999998,915.4000000000002
2019-04-25,230.45000000000005,462.49999999999994,816.25,326.09999999999997
2019-04-26,299.54999999999995,555.1,1014.2,412.8
2019-04-27,267.8500000000001,383.7,794.1500000000001,468.9
2019-04-28,264.9,544.6999999999999,951.5000000000002,436.79999999999995
2019-04-29,1615.9499999999998,1558.1499999999999,4035.6,816.5999999999999
2019-04-30,1439.4,1484.1000000000001,3691.1500000000005,954.1999999999999
2019-05-01,1044.2,1326.0,2926.9999999999995,835.0000000000001
2019-05-02,743.75,1009.8,2150.25,484.4999999999999
2019-05-03,962.9999999999998,1149.25,2626.3499999999995,593.4000000000001
2019-05-04,196.74999999999994,358.75000000000006,660.6499999999999,380.9
2019-05-05,257.3,593.6,988.2,561.4
2019-05-06,418.99999999999994,786.0000000000001,1428.3500000000004,440.3999999999999
2019-05-07,471.85,804.7999999999998,1528.4,549.9000000000001
2019-05-08,382.8999999999999,678.4000000000002,1265.5500000000002,542.6999999999999
2019-05-09,814.7,991.1999999999999,2240.4000000000005,550.7
2019-05-10,698.65,998.15,2069.9,529.6999999999999
2019-05-11,871.2500000000001,1200.4999999999998,2536.4000000000005,615.9000000000001
2019-05-12,943.3000000000001,1058.25,2504.4500000000007,567.5
2019-05-13,1467.25,1302.8500000000001,3552.65,616.6
2019-05-14,1293.65,1196.3000000000002,3180.0999999999995,687.5999999999999
2019-05-15,1509.2,1524.2000000000003,3838.1,946.3999999999999
2019-05-16,1342.1000000000001,1322.9999999999998,3380.6,848.8
2019-05-17,1491.0499999999997,1391.75,3677.3500000000004,844.3
2019-05-18,720.4500000000002,1074.1499999999999,2178.6,732.8000000000001
2019-05-19,988.25,1318.0500000000002,2833.2999999999997,1013.3000000000002
2019-05-20,665.15,1064.85,2084.7500000000005,728.1
2019-05-21,602.25,1039.3999999999999,1962.8999999999999,520.4
2019-05-22,769.0999999999999,1147.0500000000002,2326.7999999999997,535.2
2019-05-23,462.84999999999997,887.45,1597.1499999999999,469.5
2019-05-24,752.1500000000001,1042.75,2195.9500000000003,571.5
2019-05-25,533.85,706.0500000000001,1524.6000000000001,423.70000000000005
2019-05-26,293.35,326.15000000000003,776.1499999999999,383.9000000000001
2019-05-27,382.25,465.49999999999994,1051.6000000000001,427.2
2019-05-28,653.4000000000001,659.8500000000001,1661.55,361.6
2019-05-29,398.19999999999993,496.19999999999993,1106.3,391.6000000000001
2019-05-30,400.59999999999997,381.8500000000001,996.1,448.79999999999995
2019-05-31,439.10000000000014,459.75,1133.0500000000004,354.7000000000001
2019-06-01,438.29999999999995,560.9,1232.85,420.30000000000007
2019-06-02,120.49999999999999,325.5000000000001,509.90000000000003,412.4999999999999
2019-06-03,329.99999999999994,441.1500000000001,947.4499999999997,496.29999999999995
2019-06-04,1115.2500000000002,925.2500000000002,2635.4500000000003,568.8
2019-06-05,304.8,513.5,980.6500000000002,399.70000000000005
2019-06-06,398.7,556.3499999999999,1168.0,418.1
2019-06-07,844.3499999999999,988.7000000000002,2283.4500000000003,513.9000000000001
2019-06-08,209.60000000000002,356.55,677.75,339.2000000000001
2019-06-09,295.3,528.95,981.5999999999999,382.29999999999995
2019-06-10,492.9,821.3500000000003,1577.1499999999996,377.3
2019-06-11,452.05000000000007,579.05,1272.2,341.0999999999999
2019-06-12,1053.0500000000002,1120.0500000000002,2735.0499999999997,410.29999999999995
2019-06-13,202.0,460.8,770.9500000000002,333.79999999999995
2019-06-14,291.35,465.29999999999995,913.0999999999999,373.65243902439016
2019-06-15,195.45,416.59999999999997,716.4499999999999,436.08292682926833
2019-06-16,142.0,301.59999999999997,519.4499999999999,426.9512195121951
2019-06-17,243.85000000000002,463.59999999999997,837.65,417.81951219512194
2019-06-18,1055.05,1110.4499999999998,2728.5000000000005,408.68780487804884
2019-06-19,766.55,990.4,2166.2999999999997,399.5560975609756
2019-06-20,464.8,547.75,1260.7,390.4243902439024
2019-06-21,589.5,712.8,1616.1499999999999,395.8256097560976
2019-06-22,503.84999999999997,689.0500000000001,1461.6999999999998,447.40000000000003
2019-06-23,656.8000000000001,1073.4000000000003,2080.1000000000004,984.1
2019-06-24,541.1,994.1500000000002,1824.15,787.5
2019-06-25,444.1499999999999,839.0500000000002,1520.3999999999999,641.9
2019-06-26,951.9499999999999,979.5000000000001,2439.2500000000005,581.6
2019-06-27,795.25,696.05,1915.6000000000001,601.5
2019-06-28,873.9999999999999,732.0000000000002,2072.25,737.7
2019-06-29,496.54999999999995,812.4500000000002,1574.25,772.0999999999999
2019-06-30,250.45000000000002,426.85,811.1,485.59999999999997
2019-07-01,353.20000000000005,463.9,1005.8000000000001,371.4
2019-07-02,480.2000000000001,624.5499999999998,1360.7499999999998,477.29999999999995
2019-07-03,1158.05,1129.85,2905.6499999999996,577.8000000000001
2019-07-04,993.3500000000001,1150.25,2673.5,582.0
2019-07-05,505.65000000000003,1027.45,1802.65,628.1999999999999
2019-07-06,369.2,611.0,1177.3999999999999,455.59999999999997
2019-07-07,600.1499999999999,603.5000000000001,1523.3999999999996,469.70000000000005
2019-07-08,953.4000000000001,929.6,2391.3000000000006,496.8
2019-07-09,452.8500000000001,769.5999999999999,1463.8000000000004,539.7
2019-07-10,484.5,777.35,1520.2000000000003,575.2999999999998
2019-07-11,590.4999999999998,854.8000000000001,1760.0499999999997,491.2
2019-07-12,341.8,548.35,1072.6000000000001,369.7
2019-07-13,346.49999999999994,540.5500000000001,1070.65,430.6
2019-07-14,569.0,656.6999999999999,1529.25,436.00000000000006
2019-07-15,832.2,792.75,2068.7,420.1
2019-07-16,523.6,800.05,1603.1000000000001,515.6000000000001
2019-07-17,406.29999999999995,806.2999999999998,1429.3500000000001,536.0000000000001
2019-07-18,484.1000000000001,608.45,1350.2500000000002,491.5
2019-07-19,327.95000000000005,483.3,986.1,377.3
2019-07-20,283.25000000000006,367.90000000000003,802.2499999999999,348.9
2019-07-21,266.15000000000003,382.1,789.6500000000001,378.49999999999994
2019-07-22,330.2,421.55,927.95,412.1
2019-07-23,859.9499999999998,1020.9999999999999,2339.25,725.0999999999999
2019-07-24,379.49999999999994,875.3,1457.5,668.5999999999999
2019-07-25,594.85,1131.9,2044.1999999999998,800.0000000000002
2019-07-26,639.7000000000002,836.1499999999997,1816.6000000000001,630.1000000000001
2019-07-27,412.44999999999993,671.5500000000001,1304.05,444.2
2019-07-28,310.15,458.8,934.0500000000001,416.8
2019-07-29,318.40000000000003,543.8000000000001,1032.15,445.0
2019-07-30,136.54999999999998,271.80000000000007,480.65000000000015,513.9
2019-07-31,291.45000000000005,395.55,842.4999999999999,413.69999999999993
2019-08-01,637.4999999999999,866.9,1844.5,520.0000000000001
2019-08-02,449.6,741.4000000000001,1430.8,634.6
2019-08-03,730.8,878.8,1999.2,587.9000000000001
2019-08-04,284.9,545.2,982.2000000000002,547.6999999999999
2019-08-05,230.29999999999998,395.29999999999995,747.6,447.1000000000001
2019-08-06,157.8,283.2,525.0,445.3
2019-08-07,286.6000000000001,419.49999999999994,859.1,417.20000000000016
2019-08-08,449.8,593.6,1283.3999999999999,411.50000000000006
2019-08-09,183.5,336.29999999999995,617.4999999999998,445.20000000000005
2019-08-10,78.10000000000001,155.60000000000002,275.3,566.4
2019-08-11,88.30000000000001,206.3,341.7999999999999,477.3999999999999
2019-08-12,688.5000000000002,798.5999999999999,1854.0999999999997,451.80000000000007
2019-08-13,511.3,654.5999999999998,1438.4,385.70000000000005
2019-08-14,210.39999999999995,414.50000000000006,736.9999999999999,327.20000000000005
2019-08-15,442.1000000000001,537.3,1215.1999999999996,425.09999999999997
2019-08-16,234.9,409.7,770.0000000000001,387.1000000000001
2019-08-17,196.60000000000002,306.20000000000005,607.6999999999998,435.09999999999997
2019-08-18,168.00000000000003,319.1,575.9000000000001,406.30000000000007
2019-08-19,253.10000000000005,402.4,790.2,409.4000000000001
2019-08-20,532.2,841.3000000000001,1657.5000000000002,490.3
2019-08-21,430.1,771.9999999999999,1431.3,517.8999999999999
2019-08-22,356.59999999999997,715.0999999999998,1261.6999999999998,498.19999999999993
2019-08-23,1001.2999999999998,1239.5999999999997,2775.2999999999997,639.4999999999999
2019-08-24,845.3000000000001,1359.6999999999998,2655.6000000000004,1131.0
2019-08-25,538.5999999999999,1288.5,2114.7,1201.2999999999997
2019-08-26,531.8999999999999,1261.1000000000001,2075.7,854.6999999999997
2019-08-27,717.5000000000002,1363.0999999999997,2462.5000000000005,1030.2
2019-08-28,362.0,706.1,1261.5999999999997,482.20000000000016
2019-08-29,417.7,591.9000000000001,1232.7,422.80000000000007
2019-08-30,273.6,525.8,944.9000000000001,490.6
2019-08-31,453.29999999999995,677.5,1372.6,509.4999999999999
2019-09-01,387.5,579.1999999999999,1174.2,410.2
2019-09-02,459.2,642.9,1346.8999999999999,447.5
2019-09-03,369.09999999999997,498.3,1064.3999999999996,397.1000000000001
2019-09-04,355.80000000000007,421.1,965.9999999999999,392.6000000000001
2019-09-05,351.84999999999997,594.15,1133.65,429.2
2019-09-06,494.7,712.1,1470.8,473.8
2019-09-07,254.89999999999998,461.70000000000005,852.8000000000001,390.70000000000005
2019-09-08,420.70000000000005,665.7,1310.8999999999999,428.4000000000001
2019-09-09,468.1000000000001,718.5999999999999,1436.0,486.5
2019-09-10,1423.8000000000002,1152.0000000000002,3335.2000000000003,607.7
2019-09-11,334.5,405.20000000000005,917.4,360.0999999999999
2019-09-12,376.20000000000005,400.50000000000006,977.3000000000001,370.8
2019-09-13,679.5,742.4000000000001,1784.7,473.35
2019-09-14,1176.6,1222.2999999999997,3026.3,637.6
2019-09-15,598.1999999999999,886.2,1803.4,516.6
2019-09-16,772.4,806.6999999999998,1990.6999999999998,542.5999999999999
2019-09-17,502.8,663.7,1434.3,489.0000000000001
2019-09-18,1437.8999999999999,1245.1,3450.15,676.1500000000001
2019-09-19,1794.5999999999997,1345.9000000000003,4098.099999999999,735.0999999999999
2019-09-20,1447.8,1290.1000000000001,3510.4999999999995,890.9999999999999
2019-09-21,1072.1999999999998,1394.8999999999999,3039.0999999999995,926.6999999999999
2019-09-22,189.39999999999998,544.4,834.9000000000002,521.3000000000001
2019-09-23,250.5,328.19999999999993,712.1999999999998,362.6
2019-09-24,210.0,333.79999999999995,655.8,347.2
2019-09-25,330.7,362.6,869.9000000000002,320.59999999999997
2019-09-26,203.1,326.6,638.0000000000001,413.8
2019-09-27,202.6,326.7,636.6999999999999,436.3999999999999
2019-09-28,194.09999999999997,267.09999999999997,565.0,372.79999999999995
2019-09-29,125.59999999999998,217.1,409.99999999999994,278.4
2019-09-30,548.6,567.9000000000001,1409.0,368.99999999999994
2019-10-01,384.00000000000006,545.6999999999999,1134.3999999999999,397.99999999999994
2019-10-02,661.8,769.8,1783.8999999999999,401.1
2019-10-03,1280.0000000000002,934.8000000000001,2897.7,533.9
2019-10-04,674.5000000000001,732.5000000000001,1766.9,597.4
2019-10-05,1071.4,1048.4,2690.9999999999995,614.9
2019-10-06,238.09999999999997,411.7,776.7999999999998,379.7
2019-10-07,818.5,708.2000000000002,1963.6000000000001,396.3
2019-10-08,382.4000000000001,483.00000000000006,1069.5000000000002,540.2
2019-10-09,396.05,472.2,1079.2000000000003,360.79999999999995
2019-10-10,333.8000000000001,408.7,920.3000000000001,457.09999999999997
2019-10-11,189.5,329.59999999999997,620.2,315.1000000000001
2019-10-12,525.1999999999999,760.5999999999999,1565.6000000000004,316.8
2019-10-13,230.6,444.8,799.0,346.2000000000001
2019-10-14,1293.5,967.6,2950.4,473.9
2019-10-15,736.6999999999999,739.0000000000001,1868.6999999999998,389.0
2019-10-16,641.5999999999999,696.6,1680.6000000000001,418.19999999999993
2019-10-17,451.70000000000005,604.9999999999999,1297.6000000000001,355.0
2019-10-18,239.7,365.40000000000003,732.9000000000002,421.80000000000007
2019-10-19,373.79999999999995,565.6,1138.5,393.90000000000003
2019-10-20,616.4,639.8,1584.3000000000002,448.70000000000005
2019-10-21,216.20000000000002,435.40000000000003,766.8000000000001,357.5
2019-10-22,1689.6,1151.8,3742.8,633.0
2019-10-23,2523.8500000000004,1365.4500000000003,5235.399999999998,856.0000000000001
2019-10-24,1377.7999999999993,953.9999999999999,3066.8000000000006,655.5000000000001
2019-10-25,245.79999999999998,323.90000000000003,700.8000000000001,381.70000000000005
2019-10-26,112.7,209.8,382.2,397.6000000000001
2019-10-27,956.6999999999999,1025.5,2492.7000000000003,513.3
2019-10-28,2191.8000000000006,1569.0000000000002,4929.200000000002,757.2
2019-10-29,1727.0999999999997,1556.1,4204.400000000001,560.7
2019-10-30,1099.6999999999998,1048.4,2735.0,721.3
2019-10-31,1653.7,1180.8000000000002,3716.1000000000004,1065.1
2019-11-01,669.6999999999997,671.2,1697.6999999999996,439.70000000000016
2019-11-02,81.39999999999999,172.0,297.20000000000005,393.30000000000007
2019-11-03,423.59999999999997,619.8000000000001,1269.4000000000003,521.0000000000001
2019-11-04,1442.3000000000002,1014.2,3225.9999999999995,534.4
2019-11-05,749.1999999999998,890.1999999999998,2038.8000000000002,521.2
2019-11-06,1049.4999999999998,987.8000000000002,2596.9000000000005,725.7
2019-11-07,518.5,745.6000000000001,1540.2,344.0
2019-11-08,1602.8999999999996,1269.3000000000002,3727.2,544.8
2019-11-09,978.1999999999999,1013.8000000000003,2513.9000000000005,558.4999999999999
2019-11-10,1420.8000000000002,1211.1999999999998,3389.9999999999995,661.9
2019-11-11,590.5,730.0,1636.0000000000002,412.5
2019-11-12,479.29999999999995,681.9000000000001,1416.1999999999998,359.2
2019-11-13,938.4,1004.4999999999999,2443.6,487.7
2019-11-14,1354.9000000000003,1231.0999999999997,3308.4999999999995,435.6
2019-11-15,509.4,841.8,1622.3999999999999,533.5
2019-11-16,1634.6000000000004,1300.3000000000002,3806.100000000001,594.9999999999999
2019-11-17,2343.6,1490.8,5084.2,884.5
2019-11-18,668.5999999999999,963.0,1988.2999999999997,457.6000000000001
2019-11-19,3031.2999999999997,1751.3,6399.3,876.7
2019-11-20,1923.9999999999995,1293.3000000000004,4243.4,632.8000000000002
2019-11-21,1572.5000000000005,1158.6,3570.2,852.8
2019-11-22,1070.8,1038.1000000000001,2679.6,452.5999999999999
2019-11-23,1563.4,1295.3,3692.6000000000004,677.9000000000001
2019-11-24,1254.1999999999996,834.3000000000001,2756.9999999999995,543.5000000000001
2019-11-25,367.79999999999995,539.3,1103.6,353.7
2019-11-26,277.20000000000005,485.4,910.0999999999999,346.0999999999999
2019-11-27,851.9999999999999,947.3000000000001,2253.8,357.09999999999997
2019-11-28,947.4999999999999,834.1999999999999,2287.4999999999995,418.00000000000006
2019-11-29,1875.1,1361.6000000000001,4237.0,695.0
2019-11-30,2669.0000000000005,1672.4,5765.4,665.9999999999999
2019-12-01,718.8999999999997,942.7000000000002,2044.8000000000002,399.4
2019-12-02,2447.9999999999995,1586.5000000000005,5340.3,800.7500000000001
2019-12-03,1410.7,1460.7,3623.9,575.7
2019-12-04,3277.000000000001,1614.8000000000002,6639.599999999999,798.0999999999999
2019-12-05,1257.3000000000002,1027.0,2954.7999999999997,617.1999999999999
2019-12-06,290.50000000000006,396.70000000000005,842.3,275.50000000000006
2019-12-07,330.1,525.8000000000001,1031.7,377.2
2019-12-08,127.1,228.60000000000002,423.69999999999993,403.99999999999994
2019-12-09,452.29999999999995,675.3999999999999,1369.1999999999998,449.30000000000007
2019-12-10,301.0,521.5999999999999,983.0000000000001,411.5000000000001
2019-12-11,584.8000000000001,824.3000000000001,1721.1000000000001,412.59999999999997
2019-12-12,359.80000000000007,605.0000000000001,1156.4999999999998,295.2
2019-12-13,466.6,599.3000000000002,1315.0000000000002,404.7
2019-12-14,333.00000000000006,551.0999999999999,1061.8,475.9
2019-12-15,88.70000000000002,315.90000000000003,451.4,393.7
2019-12-16,892.6,1056.8999999999999,2425.7999999999997,389.79999999999995
2019-12-17,1207.6000000000001,1495.3999999999996,3346.999999999999,436.39999999999986
2019-12-18,534.2000000000002,819.2,1638.3000000000002,416.30000000000007
2019-12-19,179.09999999999997,328.6,602.9000000000001,484.4
2019-12-20,599.0000000000001,877.7000000000003,1796.2000000000003,269.7
2019-12-21,210.99999999999997,435.99999999999994,759.4,337.9
2019-12-22,278.80000000000007,534.3,962.0000000000002,351.3999999999999
2019-12-23,369.7,571.5999999999999,1138.9,440.1000000000001
2019-12-24,240.5,449.9,818.0,448.09999999999997
2019-12-25,1286.4,1052.2,3024.8,562.1999999999998
2019-12-26,513.5,667.4,1454.6,441.20000000000005
2019-12-27,1414.3,1077.8,3245.9999999999995,601.8000000000001
2019-12-28,691.7,759.6999999999998,1820.3000000000004,531.7
2019-12-29,997.3000000000002,805.0,2334.4000000000005,663.7
2019-12-30,1626.2,1180.3,3673.9999999999995,695.4000000000001
2019-12-31,1135.9,1066.8999999999999,2809.100000000001,848.6999999999998
2020-01-01,1189.1,1166.8999999999999,2990.0,1044.2999999999997
2020-01-02,172.90000000000003,425.50000000000006,690.8000000000001,342.7
2020-01-03,459.5,763.7,1468.7,421.90000000000003
2020-01-04,543.4,867.1,1700.3000000000002,433.5
2020-01-05,268.29999999999995,598.6,1009.3,292.9
2020-01-06,233.90000000000006,497.1,855.6,415.79999999999995
2020-01-07,198.90000000000006,482.3999999999999,787.5,492.0
2020-01-08,656.7999999999998,803.95,1810.85,638.2
2020-01-09,199.85,399.55000000000007,706.1,293.90000000000003
2020-01-10,702.1,979.5,2056.2,416.5999999999999
2020-01-11,90.5,366.8999999999999,505.80000000000007,505.70000000000005
2020-01-12,182.79999999999998,396.09999999999997,676.6000000000001,331.40000000000003
2020-01-13,224.60000000000002,439.80000000000007,784.0,405.29999999999995
2020-01-14,151.20000000000002,383.8999999999999,615.6999999999999,352.99999999999994
2020-01-15,383.6,706.1,1294.1000000000001,385.29999999999995
2020-01-16,263.6,462.3,866.5000000000001,435.0
2020-01-17,385.99999999999994,655.3999999999999,1247.7999999999997,349.90000000000003
2020-01-18,1007.0999999999999,1192.1000000000001,2736.5000000000005,602.3
2020-01-19,1359.8999999999999,1500.5000000000002,3585.5,745.0000000000001
2020-01-20,2633.7,1917.1000000000004,5955.5,1095.9
2020-01-21,2715.2000000000003,1900.4999999999998,6063.8,1114.9999999999998
2020-01-22,3698.6999999999994,1820.7,7491.6,1207.5000000000002
2020-01-23,2304.5999999999995,1628.4,5162.500000000001,788.4999999999998
2020-01-24,1410.7999999999997,1313.5,3476.3,657.4000000000001
2020-01-25,465.29999999999995,739.8000000000001,1453.7,847.4999999999999
2020-01-26,173.20000000000002,459.4000000000001,725.3000000000001,623.1999999999999
2020-01-27,453.7,769.6000000000001,1465.1999999999998,360.69999999999993
2020-01-28,456.8,607.2,1307.0,356.00000000000006
2020-01-29,395.8,644.1,1250.5000000000002,539.6
2020-01-30,316.2,580.4,1065.0,331.70000000000005
2020-01-31,193.99999999999997,444.9000000000001,742.0,244.10000000000005
2020-02-01,240.29999999999998,373.29999999999995,741.3,496.09999999999997
2020-02-02,168.49999999999997,382.79999999999995,640.8000000000001,512.4
2020-02-03,507.50000000000006,652.7,1431.1999999999998,589.4000000000002
2020-02-04,444.90000000000003,754.3,1436.5,470.80000000000007
2020-02-05,1960.5500000000004,1666.8000000000002,4673.050000000001,874.9999999999999
2020-02-06,2778.5,1812.6,6072.499999999999,957.3999999999997
2020-02-07,1436.9,1123.2,3326.8999999999996,969.5
2020-02-08,257.59999999999997,519.5999999999999,914.2999999999998,565.8
2020-02-09,55.6,182.6,268.2,368.09999999999997
2020-02-10,246.20000000000002,347.8,725.3,406.5999999999999
2020-02-11,332.59999999999997,447.9000000000001,958.3000000000001,473.40000000000003
2020-02-12,462.7000000000001,657.8,1367.1999999999998,437.49999999999994
2020-02-13,449.1,700.3000000000001,1388.4000000000003,349.50000000000006
2020-02-14,374.3,741.0,1314.9,572.6999999999999
2020-02-15,66.6,206.89999999999992,309.5,275.00000000000006
2020-02-16,82.6,230.39999999999998,356.8,233.5
2020-02-17,288.20000000000005,406.8000000000001,849.0,490.20000000000005
2020-02-18,254.5,461.2,850.8000000000001,385.29999999999995
2020-02-19,383.09999999999997,625.2,1212.6,443.40000000000003
2020-02-20,298.8,466.4,924.3,289.30000000000007
2020-02-21,201.59999999999997,407.8,717.0999999999999,569.2
2020-02-22,191.59999999999997,275.0,568.8,579.7
2020-02-23,252.9,441.20000000000005,829.0000000000001,313.0
2020-02-24,188.79999999999998,418.19999999999993,707.5,262.5
2020-02-25,376.29999999999995,500.3,1077.1,350.4
2020-02-26,641.9000000000002,777.5999999999999,1761.4,422.79999999999995
2020-02-27,765.4,986.0999999999998,2159.7999999999997,405.20000000000005
2020-02-28,235.89999999999998,511.80000000000007,873.4,367.59999999999997
2020-02-29,161.20000000000002,244.8,491.8,529.4
2020-03-01,150.70000000000002,285.9,516.6,388.0
2020-03-02,567.3000000000001,787.9000000000002,1658.1999999999998,381.20000000000005
2020-03-03,699.8,884.6999999999998,1957.4999999999995,543.0
2020-03-04,969.65,1115.3999999999999,2602.3,563.5999999999999
2020-03-05,665.0,738.8000000000001,1758.6999999999998,476.49999999999994
2020-03-06,1198.2,1179.1000000000001,3015.8000000000006,686.9000000000001
2020-03-07,314.1000000000001,729.9000000000002,1211.3,626.8
2020-03-08,140.7,247.20000000000005,462.7,380.59999999999997
2020-03-09,418.2,472.30000000000007,1113.8000000000002,447.80000000000007
2020-03-10,271.6,292.59999999999997,708.4999999999998,240.10000000000002
2020-03-11,267.50000000000006,382.6,792.8,299.30000000000007
2020-03-12,295.79999999999995,321.9,775.1999999999999,450.2000000000001
2020-03-13,492.00000000000006,620.0000000000001,1374.4,572.6999999999999
2020-03-14,145.8,324.5,548.2,386.0
2020-03-15,193.1,369.9,665.6999999999999,363.09999999999997
2020-03-16,770.2999999999997,977.9,2158.7000000000003,555.0
2020-03-17,203.1,421.09999999999997,732.25,503.6000000000001
2020-03-18,182.2,356.1,635.4000000000001,443.20000000000005
2020-03-19,1277.2999999999997,1021.6000000000001,2980.2000000000007,669.2
2020-03-20,726.0,697.1999999999999,1810.3000000000004,609.7
2020-03-21,406.7,444.79999999999995,1068.7000000000003,583.6999999999999
2020-03-22,318.5,430.4000000000001,918.5999999999998,636.2
2020-03-23,905.2,1011.2,2398.9999999999995,760.9499999999999
2020-03-24,368.2,729.1999999999999,1292.9999999999998,640.0999999999998
2020-03-25,962.0999999999999,1275.0,2750.4,1071.2
