MeasurementDateGMT,Westminster - Cavendish Square: Nitric Oxide (ug/m3),Westminster - Cavendish Square: Nitrogen Dioxide (ug/m3),Westminster - Cavendish Square: Oxides of Nitrogen (ug/m3),Westminster - Cavendish Square: PM10 Particulate (ug/m3)
2019-03-18,1084.5000000000002,1755.0000000000002,3417.9,576.0
2019-03-19,1567.2,1870.9,4273.9,785.0
2019-03-20,1566.6999999999996,1876.1999999999998,4278.400000000001,626.0
2019-03-21,1249.7,1572.7000000000003,3489.1000000000004,677.7068965517242
2019-03-22,1203.8,1510.8,3356.2999999999997,871.655172413793
2019-03-23,389.1,1139.7,1736.4999999999995,901.4482758620691
2019-03-24,320.90000000000003,1179.9,1671.8000000000002,931.2413793103448
2019-03-25,492.1,1096.8,1851.5,961.0344827586207
2019-03-26,1037.7,1796.9000000000003,3387.8,990.8275862068965
2019-03-27,971.0,1620.4000000000003,3109.3,1020.6206896551723
2019-03-28,685.3999999999999,1627.4999999999998,2678.7999999999997,996.9655172413792
2019-03-29,924.9,1762.5,3180.6999999999994,1131.0
2019-03-30,1276.6,1751.2,3708.4999999999995,1376.0
2019-03-31,123.1,671.4,859.5000000000001,859.0
2019-04-01,323.59999999999997,1059.4,1555.8000000000002,744.0
2019-04-02,1040.1,1706.2000000000003,3301.2999999999993,804.0
2019-04-03,832.3000000000001,1509.8,2786.1,507.0
2019-04-04,681.8000000000002,1217.5000000000002,2262.6000000000004,657.0
2019-04-05,576.3000000000001,1182.4,2065.9000000000005,684.0
2019-04-06,192.59999999999997,833.1999999999999,1128.3,545.0
2019-04-07,361.9,796.3000000000002,1350.9,1151.0
2019-04-08,924.1999999999999,1495.9999999999998,2913.4,1249.0
2019-04-09,484.80000000000007,1204.7,1948.0,1071.0
2019-04-10,315.00000000000006,853.8999999999999,1337.2,620.0
2019-04-11,390.3,1018.9000000000001,1617.6000000000004,570.0
2019-04-12,369.0000000000001,1094.9999999999998,1660.4999999999998,531.0
2019-04-13,248.69999999999996,819.6000000000001,1200.9,500.0
2019-04-14,186.29999999999995,729.4,1015.0,608.0
2019-04-15,419.50000000000006,1217.2,1860.2000000000003,1087.0
2019-04-16,844.5999999999999,1761.4999999999998,3057.1,1462.0
2019-04-17,631.3,1459.7999999999997,2427.7999999999997,1605.0
2019-04-18,403.1000000000001,1323.5,1941.8999999999996,1443.0
2019-04-19,213.5,1142.7,1470.0,1014.0
2019-04-20,170.59999999999997,895.4000000000001,1157.4999999999998,937.0
2019-04-21,132.2,968.3999999999996,1171.3000000000002,991.5
2019-04-22,194.20000000000002,1456.4000000000003,1754.3000000000002,1392.0
2019-04-23,402.9,1503.9,2121.6000000000004,1124.0
2019-04-24,688.4,1378.8999999999999,2434.2000000000003,1058.0
2019-04-25,416.3,860.5,1499.7,600.0
2019-04-26,553.1999999999999,933.9,1782.6999999999998,597.0
2019-04-27,459.9,855.8999999999999,1560.9999999999998,904.0
2019-04-28,288.40000000000003,571.8000000000001,1013.9000000000001,448.0
2019-04-29,525.1,1021.2499999999998,1826.4999999999998,722.0
2019-04-30,619.0,1276.1,2224.9,840.0
2019-05-01,687.5000000000001,1311.5,2365.9999999999995,924.0
2019-05-02,602.4999999999998,1089.0000000000002,2012.8999999999996,930.0
2019-05-03,782.9999999999998,1136.9,2336.9,763.0
2019-05-04,337.29999999999995,439.09999999999997,956.1999999999998,706.0
2019-05-05,237.4,511.4,875.5000000000001,499.0
2019-05-06,244.29999999999995,561.9,936.4,346.0
2019-05-07,656.8999999999999,1096.5999999999997,2103.9,625.0
2019-05-08,718.6,1238.8000000000002,2340.6,589.0
2019-05-09,884.0,1339.0,2694.2999999999997,611.0
2019-05-10,684.5,1120.5,2169.8999999999996,529.0
2019-05-11,317.59999999999997,834.4,1321.4,538.0
2019-05-12,227.19999999999996,729.6999999999999,1077.8999999999999,425.0
2019-05-13,416.2999999999999,1026.8000000000002,1664.5000000000002,641.0
2019-05-14,451.6000000000001,931.5,1624.1000000000004,631.0
2019-05-15,531.0999999999999,1197.7,2012.2,829.0
2019-05-16,370.1000000000001,993.8,1561.4,891.5714285714286
2019-05-17,444.29999999999995,974.1999999999999,1656.2,729.4285714285714
2019-05-18,469.4,1177.8999999999999,1897.5000000000002,636.0
2019-05-19,272.29999999999995,947.3,1364.4,557.0
2019-05-20,624.4999999999999,1275.1,2232.3,572.0000000000001
2019-05-21,642.3999999999999,1093.3,2078.8999999999996,522.0
2019-05-22,703.1,1320.2,2398.2,568.0
2019-05-23,632.0999999999999,1320.9999999999998,2289.8,572.0
2019-05-24,465.7,959.3000000000002,1673.3000000000002,582.0
2019-05-25,301.6,671.0000000000001,1133.6000000000001,362.0
2019-05-26,326.70000000000005,613.3999999999999,1114.0,384.0
2019-05-27,304.1000000000001,617.4,1083.7,520.0
2019-05-28,607.8000000000001,902.8999999999999,1835.0999999999997,461.0
2019-05-29,728.1000000000001,1053.6999999999998,2170.0,524.0
2019-05-30,1009.4,1209.1999999999998,2756.7000000000003,678.0
2019-05-31,1032.1000000000001,1177.6000000000001,2760.2000000000003,490.0
2019-06-01,512.1999999999999,915.3,1700.7999999999997,496.0
2019-06-02,332.2,687.4000000000001,1197.0,723.0
2019-06-03,854.9000000000001,1172.0,2482.7999999999997,713.0
2019-06-04,1011.0999999999999,1292.6000000000001,2843.0,658.0
2019-06-05,1001.3999999999999,1280.8999999999999,2816.2,576.0
2019-06-06,796.8,1085.5,2306.8,736.0
2019-06-07,968.75,1372.4499999999998,2858.2999999999997,691.0
2019-06-08,677.3000000000001,921.1999999999998,1959.8,1130.0
2019-06-09,440.9,798.8000000000001,1474.7999999999997,472.0
2019-06-10,773.7,1073.8999999999999,2260.399999999999,351.0
2019-06-11,745.5999999999998,966.9,2110.5,601.0
2019-06-12,867.6999999999999,1302.6999999999998,2633.1,410.0
2019-06-13,843.8,1178.7,2472.4000000000005,476.0
2019-06-14,478.79999999999995,731.4,1465.8999999999996,656.0
2019-06-15,341.7,707.4,1231.3,470.0
2019-06-16,325.69999999999993,502.1,1001.7000000000002,443.0
2019-06-17,560.0,846.0999999999997,1705.0,529.0
2019-06-18,848.3000000000001,1328.4,2629.3,533.0
2019-06-19,830.1,1280.3,2552.9999999999995,676.0
2019-06-20,908.6999999999999,1227.1000000000001,2620.5999999999995,624.0
2019-06-21,670.4999999999999,1068.9,2097.3,550.0
2019-06-22,296.885046728972,919.8532710280373,1375.485981308411,526.0
2019-06-23,355.67102803738317,917.3719626168224,1463.0915887850465,797.0
2019-06-24,394.4299065420561,923.2934579439253,1528.2280373831775,952.0
2019-06-25,433.18878504672887,929.214953271028,1593.3644859813082,659.0
2019-06-26,420.7252336448598,906.3663551401869,1551.329906542056,540.0
2019-06-27,451.3999999999999,835.5999999999999,1528.0,697.0
2019-06-28,528.6,917.8999999999999,1727.9999999999998,888.0
2019-06-29,402.9000000000001,1207.1000000000001,1825.0999999999995,850.0
2019-06-30,294.29999999999995,692.2000000000002,1143.2,500.0
2019-07-01,429.7,678.6000000000001,1337.0,406.0
2019-07-02,483.80000000000007,772.3,1514.1999999999998,459.0
2019-07-03,561.2,1076.1,1936.1,544.0
2019-07-04,650.0999999999999,1244.1999999999998,2241.2000000000003,568.0
2019-07-05,567.4,1274.1000000000001,2144.6,645.0
2019-07-06,322.5000000000001,600.3999999999997,1095.4,381.0
2019-07-07,446.00000000000006,755.6000000000001,1439.5,446.0
2019-07-08,694.3000000000001,1111.8,2176.4000000000005,514.0
2019-07-09,576.5000000000001,1101.7,1986.4000000000003,646.0
2019-07-10,824.3000000000002,1302.1999999999996,2565.8,704.0
2019-07-11,648.6,1116.7,2110.7,553.0
2019-07-12,457.1000000000001,712.0,1412.7,455.0
2019-07-13,279.6,506.3,935.5,371.0
2019-07-14,276.90000000000003,561.1999999999999,985.2999999999998,351.0
2019-07-15,563.4000000000001,755.9000000000001,1620.3000000000002,364.0
2019-07-16,702.8000000000001,1143.7,2221.7,565.0
2019-07-17,773.3999999999999,1308.5000000000002,2493.8000000000006,705.0
2019-07-18,1064.0000000000002,1209.3999999999999,2840.4000000000005,602.0
2019-07-19,464.59999999999997,659.8,1372.1999999999998,516.0
2019-07-20,489.8,692.0999999999998,1443.3999999999999,478.0
2019-07-21,407.6,642.6000000000001,1267.6000000000004,426.0
2019-07-22,812.4000000000002,802.7000000000002,2048.3,534.0
2019-07-23,702.1500000000001,1487.6999999999998,2563.7999999999997,907.0
2019-07-24,688.4,1471.5000000000002,2527.2000000000003,938.0
2019-07-25,691.4,1706.8000000000002,2766.9,1077.0
2019-07-26,860.6999999999999,1099.2,2419.2000000000003,785.0
2019-07-27,357.80000000000007,651.1,1199.3,518.0
2019-07-28,250.29999999999998,511.30000000000007,895.1999999999999,524.0
2019-07-29,514.6,888.2,1677.6999999999996,700.0
2019-07-30,602.2,782.8999999999999,1706.5000000000002,753.0
2019-07-31,901.8,1059.5,2442.0000000000005,734.0
2019-08-01,571.1,970.4,1845.8,674.0
2019-08-02,393.3,765.0999999999999,1367.7,707.0
2019-08-03,434.6,937.8,1604.5,648.0
2019-08-04,400.79999999999995,858.1000000000001,1473.1999999999996,662.0
2019-08-05,622.5,968.6,1923.2000000000003,796.0
2019-08-06,690.8000000000001,911.4000000000001,1970.5999999999997,742.0
2019-08-07,855.3,1112.8,2423.4,714.0
2019-08-08,663.0000000000001,988.3000000000001,2004.8999999999999,656.5
2019-08-09,477.2999999999999,767.5000000000001,1499.7000000000005,803.0
2019-08-10,346.4,597.7,1128.9,1054.0
2019-08-11,310.0,630.1,1105.0,703.0
2019-08-12,693.8,1138.5,2202.0,584.0
2019-08-13,705.4,1179.7,2261.9000000000005,872.0
2019-08-14,519.8000000000001,975.5,1773.1000000000001,445.0
2019-08-15,630.4,990.6999999999998,1957.0000000000005,648.0
2019-08-16,489.09999999999997,822.5999999999998,1571.7999999999997,546.0
2019-08-17,508.00000000000006,837.3000000000001,1616.6,604.0
2019-08-18,430.2,802.0000000000002,1461.7,574.0
2019-08-19,775.0,1133.5,2322.3,651.0
2019-08-20,676.0000000000001,1227.8999999999999,2264.0,626.0
2019-08-21,614.2,1186.7,2128.5,631.0
2019-08-22,849.8999999999999,1346.8000000000002,2649.9999999999995,757.0
2019-08-23,666.6999999999999,1290.4,2313.2000000000003,714.0
2019-08-24,519.8000000000001,1942.1000000000004,2738.9000000000005,1142.0
2019-08-25,297.7999999999999,1769.6000000000001,2226.3,1146.0
2019-08-26,289.2000000000001,1626.6,2069.9,939.0
2019-08-27,652.8999999999999,2021.7,3023.3,1128.0
2019-08-28,845.7,1162.1000000000001,2459.0,624.0
2019-08-29,796.8,1195.2,2416.9,577.0
2019-08-30,671.6999999999999,1065.8,2095.5,722.0
2019-08-31,436.2,901.1,1570.6,540.0
2019-09-01,244.8,628.2,1003.6,331.0
2019-09-02,974.4,1338.3000000000002,2832.7999999999993,620.0
2019-09-03,988.0000000000001,1309.5000000000002,2824.8999999999996,562.0
2019-09-04,832.8999999999997,976.3,2253.5,529.0
2019-09-05,710.0999999999999,1067.5,2155.8,469.0
2019-09-06,1000.5,1341.6,2875.7999999999997,639.0
2019-09-07,368.59999999999997,650.5,1215.4,382.0
2019-09-08,293.3,714.5,1164.6999999999998,356.0
2019-09-09,586.9999999999999,1139.7999999999997,2039.7999999999997,564.0
2019-09-10,1080.7999999999997,1452.7000000000005,3110.0,628.0
2019-09-11,1480.2000000000003,1319.0999999999997,3588.3,572.0
2019-09-12,1310.6,1199.7000000000003,3208.9,658.0
2019-09-13,539.4000000000001,947.2,1774.1000000000004,608.0
2019-09-14,655.3000000000001,1438.9,2443.4000000000005,635.0
2019-09-15,486.70000000000005,1085.6000000000001,1832.0,491.0
2019-09-16,921.5,1041.6000000000001,2454.6,547.0
2019-09-17,499.9,889.4999999999998,1656.1000000000001,553.0
2019-09-18,600.0,1147.6999999999998,2068.1,829.0
2019-09-19,942.7999999999997,1458.1000000000001,2904.1000000000004,733.0
2019-09-20,574.7,1353.4,2235.0000000000005,922.5
2019-09-21,411.09999999999997,1494.6999999999998,2125.7000000000003,728.0
2019-09-22,301.09999999999997,1008.9999999999999,1470.7000000000003,446.0
2019-09-23,541.3,767.9000000000002,1598.0,402.0
2019-09-24,791.2,1060.0000000000002,2273.1000000000004,375.0
2019-09-25,1070.5,1119.4999999999998,2761.4,383.0
2019-09-26,1010.4000000000001,1172.8,2721.600000000001,476.0
2019-09-27,778.5999999999998,1048.5,2242.1,473.0
2019-09-28,505.1,788.0,1562.4,382.0
2019-09-29,302.9,535.0,999.3999999999999,264.0
2019-09-30,827.2,1015.5999999999998,2283.6,385.0
2019-10-01,728.1999999999999,1034.9,2151.2999999999997,426.0
2019-10-02,819.9000000000001,1130.7,2388.7000000000003,336.0
2019-10-03,1368.4999999999998,1366.3999999999996,3464.6,474.0
2019-10-04,1357.1,1403.0000000000002,3484.0,608.0
2019-10-05,572.8,1088.2,1966.3999999999999,464.0
2019-10-06,300.5999999999999,691.2,1151.8999999999999,297.0
2019-10-07,779.7999999999998,1066.6000000000001,2262.1999999999994,339.0
2019-10-08,1064.1999999999998,1199.6000000000001,2831.6999999999994,551.0
2019-10-09,893.4000000000002,1186.3999999999999,2556.2000000000007,386.0
2019-10-10,1012.5000000000001,1107.1999999999998,2659.8999999999996,485.0
2019-10-11,737.3,1038.2,2168.7000000000003,387.0
2019-10-12,517.8,1125.0,1918.7999999999993,285.0
2019-10-13,424.00000000000006,964.6999999999998,1615.5,279.0
2019-10-14,845.1,1262.2,2558.1000000000004,444.0
2019-10-15,955.5999999999999,1230.0000000000002,2695.7999999999993,381.0
2019-10-16,1173.7,1485.2,3284.9999999999995,447.0
2019-10-17,537.8000000000002,1220.1999999999998,2044.6,364.0
2019-10-18,904.8,1178.8999999999999,2566.2,450.0
2019-10-19,714.2,1118.8999999999999,2213.8,367.0
2019-10-20,413.90000000000003,791.1000000000001,1426.0,345.0
2019-10-21,664.9000000000001,891.7,1911.1999999999996,346.0
2019-10-22,1291.7000000000005,1471.3000000000002,3452.0999999999995,522.0
2019-10-23,1881.6999999999998,1662.0999999999997,4547.400000000001,774.0
2019-10-24,1689.4000000000003,1497.6999999999996,4088.1,750.0
2019-10-25,469.05000000000007,845.15,1564.6499999999999,472.5
2019-10-26,354.0999999999999,613.6,1156.7,383.0
2019-10-27,482.59999999999997,995.6000000000001,1735.8999999999999,370.0
2019-10-28,655.4000000000001,1179.0,2184.0,475.0
2019-10-29,369.1000000000001,1181.1000000000001,1746.5999999999997,341.0
2019-10-30,613.9000000000001,1296.6,2238.1,554.0
2019-10-31,1074.9,1341.9000000000003,2989.8999999999996,870.0
2019-11-01,970.5,1190.7,2678.9000000000005,430.0
2019-11-02,558.6999999999999,807.6,1663.6999999999996,361.0
2019-11-03,605.5,1017.3000000000001,1945.7000000000003,408.0
2019-11-04,1153.3,1321.3,3089.6000000000004,415.0
2019-11-05,864.3000000000003,1074.8000000000002,2400.0,424.0
2019-11-06,1031.8000000000002,1372.5,2954.1999999999994,652.0
2019-11-07,1034.6,1430.4999999999998,3016.8999999999996,441.0
2019-11-08,1533.8000000000002,1463.2999999999997,3814.7999999999997,505.0
2019-11-09,727.3000000000001,1171.0,2286.2999999999997,448.0
2019-11-10,480.8,1054.6,1792.4,349.0
2019-11-11,791.9000000000001,1241.7999999999997,2456.4,356.0
2019-11-12,1192.5,1422.1,3249.6,347.0
2019-11-13,1251.0,1483.1999999999998,3401.4000000000005,421.0
2019-11-14,897.2999999999998,1413.6000000000001,2789.6000000000004,305.0
2019-11-15,631.6999999999999,1011.9,1980.1,355.0
2019-11-16,996.7999999999998,1313.8,2842.2,450.0
2019-11-17,1375.6999999999998,1481.7,3590.5000000000014,569.0
2019-11-18,925.0000000000001,1264.1999999999998,2682.2999999999997,313.0
2019-11-19,2167.2,1855.5000000000002,5179.2,652.0
2019-11-20,930.1999999999999,1408.4999999999998,2835.0,435.0
2019-11-21,910.5,1167.3,2563.0,634.0
2019-11-22,785.3000000000001,1380.5000000000005,2584.3999999999996,357.0
2019-11-23,631.5,1199.9,2168.9000000000005,463.0
2019-11-24,1271.6,1200.3,3150.4,517.0
2019-11-25,847.3000000000002,1213.2000000000003,2512.2000000000003,334.0
2019-11-26,442.5,1017.4,1696.0999999999997,357.0
2019-11-27,1025.1,1535.8000000000002,3107.1,319.0
2019-11-28,1029.1999999999998,1224.9999999999998,2802.6,391.0
2019-11-29,1118.9,1466.7000000000003,3182.5000000000005,559.0
2019-11-30,1143.9999999999998,1651.4,3404.8999999999996,562.0
2019-12-01,353.50000000000006,935.7,1478.0000000000002,296.0
2019-12-02,1851.9000000000003,1757.2,4596.9,611.0
2019-12-03,1962.3000000000002,1990.6,4999.099999999999,661.0
2019-12-04,2643.4999999999995,2014.4999999999998,6067.7,759.0
2019-12-05,2097.5,1765.8000000000002,4981.799999999999,654.0
2019-12-06,822.6999999999999,1327.0,2588.7000000000003,352.0
2019-12-07,833.6999999999999,1325.1,2603.5,440.0
2019-12-08,388.4,716.7000000000002,1312.1999999999998,375.0
2019-12-09,880.3000000000001,1129.1,2479.1,422.0
2019-12-10,372.00000000000006,942.7,1513.4,420.0
2019-12-11,1212.0,1553.6,3412.1,429.0
2019-12-12,713.5,1384.0000000000002,2477.7,304.0
2019-12-13,784.8999999999999,1321.1,2524.399999999999,393.0
2019-12-14,478.0,1099.6000000000001,1832.5000000000005,445.0
2019-12-15,376.9,863.5999999999998,1441.4,340.0
2019-12-16,665.5999999999999,1277.0,2297.2000000000003,360.0
2019-12-17,1221.2999999999997,1675.1000000000001,3547.4,396.0
2019-12-18,659.8000000000001,1322.4999999999998,2334.4,442.0
2019-12-19,417.59999999999997,898.2,1538.3000000000002,464.0
2019-12-20,1068.0,1567.3,3204.7000000000003,293.0
2019-12-21,337.2,863.1,1380.1000000000001,320.0
2019-12-22,693.6000000000001,1205.8999999999999,2269.5000000000005,351.0
2019-12-23,885.8000000000002,1313.6999999999998,2672.5000000000005,425.0
2019-12-24,561.6999999999999,1102.6000000000001,1964.2,415.0
2019-12-25,301.30000000000007,966.0000000000001,1427.9999999999998,266.0
2019-12-26,428.4,1033.8,1690.4000000000003,323.0
2019-12-27,934.4,1136.0,2568.3999999999996,432.0
2019-12-28,403.1,993.7999999999998,1612.4,433.0
2019-12-29,484.50000000000006,867.4000000000001,1610.8000000000002,456.0
2019-12-30,1606.2999999999997,1370.0999999999997,3832.9,617.0
2019-12-31,655.0000000000001,1120.6000000000001,2124.9000000000005,666.0
2020-01-01,834.9000000000001,1288.0000000000002,2567.999999999999,825.0
2020-01-02,439.59999999999997,959.9000000000001,1633.8000000000004,326.0
2020-01-03,598.8,1136.1,2054.8,329.0
2020-01-04,778.6999999999999,1409.1000000000001,2602.7000000000003,374.0
2020-01-05,494.2999999999999,1118.7999999999997,1876.6000000000001,236.0
2020-01-06,597.5,1060.6,1977.2,391.0
2020-01-07,735.5000000000001,1150.2000000000003,2278.2999999999997,491.0
2020-01-08,1004.1999999999999,1373.6999999999998,2913.0999999999995,634.0
2020-01-09,697.6,1034.2,2104.3999999999996,322.0
2020-01-10,778.1999999999999,1168.3,2361.5,294.0
2020-01-11,296.99999999999994,704.3,1160.0,386.0
2020-01-12,398.9000000000001,864.8000000000002,1476.1,256.0
2020-01-13,229.79999999999998,691.1000000000001,1043.2,298.0
2020-01-14,250.10000000000002,659.8000000000001,1043.3,298.0
2020-01-15,940.9,1333.1,2775.5,373.0
2020-01-16,420.90000000000003,915.5999999999999,1561.5000000000002,401.0
2020-01-17,768.3,1282.7,2460.7999999999993,354.0
2020-01-18,830.3999999999999,1541.4,2814.8,388.0
2020-01-19,773.6999999999999,1353.8,2540.4999999999995,417.0
2020-01-20,2776.7,2079.0999999999995,6336.500000000001,819.0
2020-01-21,3101.0,2089.4,6844.4,911.0
2020-01-22,1278.7,1494.9,3455.8000000000006,676.0
2020-01-23,931.2,1343.5499999999997,2771.6,463.5
2020-01-24,1462.3,1464.1999999999996,3705.6999999999994,546.0
2020-01-25,734.0000000000001,1061.5,2186.9,686.0
2020-01-26,446.49999999999994,808.5000000000001,1493.1,467.0
2020-01-27,916.6999999999998,1313.5,2718.6,293.0
2020-01-28,1053.6000000000001,1534.7,3150.6,347.0
2020-01-29,1105.5,1580.5000000000002,3275.1,534.0
2020-01-30,840.6,1285.9999999999998,2574.8,345.0
2020-01-31,770.6,1131.3,2313.2999999999997,287.0
2020-02-01,511.00000000000006,1051.8,1835.4,478.0
2020-02-02,348.00000000000006,939.7999999999998,1473.4,484.0
2020-02-03,651.8000000000001,1237.6000000000001,2236.9,494.0
2020-02-04,573.4,1163.6999999999998,2043.1999999999996,401.0
2020-02-05,1561.2000000000003,1790.3999999999999,4184.4,727.0
2020-02-06,1837.5,1892.9999999999998,4710.599999999999,771.0
2020-02-07,672.5999999999998,1281.6,2312.3,772.0
2020-02-08,298.59999999999997,851.3999999999997,1309.6000000000001,443.0
2020-02-09,126.50000000000003,331.4,525.5,323.0
2020-02-10,459.8,910.9999999999999,1615.4000000000003,347.0
2020-02-11,568.8,1055.6000000000001,1927.1000000000001,434.0
2020-02-12,759.6,1276.4,2440.4999999999995,365.0
2020-02-13,654.6999999999999,1210.9999999999998,2214.8999999999996,339.0
2020-02-14,528.5,1156.3999999999999,1966.7999999999997,552.0
2020-02-15,122.29999999999998,362.99999999999994,550.3000000000001,247.0
2020-02-16,209.5,594.6,915.6,192.0
2020-02-17,561.5000000000001,1027.1999999999998,1887.8999999999999,436.0
2020-02-18,698.0,1173.5,2243.8999999999996,360.0
2020-02-19,824.6,1287.0999999999997,2551.1999999999994,386.0
2020-02-20,486.0,1017.1,1762.3999999999999,273.0
2020-02-21,667.4000000000001,1102.45,2125.8499999999995,541.0
2020-02-22,284.4,748.1,1184.7000000000003,474.0
2020-02-23,239.7,659.8000000000001,1027.4,191.0
2020-02-24,647.3000000000001,1026.2,2018.6,256.0
2020-02-25,778.8000000000001,1320.8999999999999,2515.0999999999995,283.0
2020-02-26,715.7,1277.3999999999999,2374.8999999999996,308.0
2020-02-27,727.8,1282.9,2399.1,269.0
2020-02-28,562.6,1179.3999999999999,2042.2000000000003,333.0
2020-02-29,383.90000000000003,750.4999999999998,1338.3999999999996,409.0
2020-03-01,289.0,665.4000000000001,1108.4999999999998,283.0
2020-03-02,705.3000000000001,1218.2999999999997,2299.5000000000005,278.0
2020-03-03,1158.2,1583.6000000000001,3359.5999999999995,441.0
2020-03-04,666.8,1526.9999999999998,2549.5000000000005,377.0
2020-03-05,622.4,1138.1000000000001,2092.0000000000005,342.0
2020-03-06,948.7999999999998,1453.2000000000003,2908.6000000000004,354.3313609467456
2020-03-07,318.2,936.5999999999999,1424.8000000000002,375.26627218934914
2020-03-08,147.70000000000002,529.1,755.3,392.30769230769226
2020-03-09,626.2,1077.6,2037.6999999999998,409.3491124260355
2020-03-10,811.9999999999998,974.4999999999999,2219.1000000000004,426.3905325443787
2020-03-11,708.0999999999999,1061.8,2147.2999999999993,443.4319526627218
2020-03-12,668.9,990.8000000000001,2015.7000000000003,460.4733727810651
2020-03-13,598.6999999999999,1085.5000000000002,2003.5000000000002,447.4497041420118
2020-03-14,298.20000000000005,661.4000000000002,1119.0,319.0
2020-03-15,161.40000000000003,545.3000000000001,793.2,240.0
2020-03-16,637.3000000000002,1163.2999999999997,2140.7999999999997,373.0
2020-03-17,537.5,970.1,1793.8999999999999,373.0
2020-03-18,473.20000000000005,823.8000000000001,1549.7,405.0
2020-03-19,241.4,879.0999999999999,1249.1999999999998,376.0
2020-03-20,136.3,589.0000000000001,798.3999999999999,271.0
2020-03-21,117.0,554.5999999999999,733.9000000000001,314.0
2020-03-22,121.00000000000001,632.9,818.0000000000002,313.0
2020-03-23,277.70000000000005,896.8,1322.8999999999999,359.0
2020-03-24,216.70000000000002,763.8000000000001,1096.0,347.0
2020-03-25,516.6,1217.9999999999998,2009.9000000000005,544.0
2020-03-26,150.89999999999998,814.0,1045.8000000000002,725.0
2020-03-27,123.30000000000001,594.3,783.4,760.0
2020-03-28,80.09999999999998,348.9,471.59999999999997,508.0
2020-03-29,69.7,210.89999999999998,318.1,291.0
2020-03-30,136.6,394.2000000000001,603.8000000000001,236.0
2020-03-31,99.5,539.4,691.5,261.0
2020-04-01,198.50000000000006,778.2000000000002,1082.9,246.0
2020-04-02,116.80000000000003,530.0,708.5999999999999,241.0
2020-04-03,134.79999999999998,665.4,872.2000000000002,301.0
2020-04-04,77.7,474.3000000000001,593.8000000000001,342.0
2020-04-05,51.9,312.9,392.00000000000006,316.0
2020-04-06,109.99999999999999,494.3,662.5000000000001,277.0
2020-04-07,214.54999999999998,966.0000000000001,1295.2000000000003,589.0
2020-04-08,152.4,1165.1000000000001,1398.8,1089.0
2020-04-09,251.59999999999994,1130.8000000000002,1516.8000000000002,1148.0
2020-04-10,96.39999999999999,933.1,1081.0,898.0
2020-04-11,285.7999999999999,1042.5,1480.8999999999999,645.0
2020-04-12,57.099999999999994,586.4000000000001,673.9,559.0
2020-04-13,51.800000000000004,283.50000000000006,363.5,350.0
2020-04-14,97.99999999999999,427.9,578.1,296.0
2020-04-15,138.30000000000004,807.3000000000001,1019.2,595.0
2020-04-16,195.7,1197.2,1497.1000000000004,1093.0
2020-04-17,81.60000000000001,541.3000000000001,667.0000000000001,432.5
2020-04-18,77.69999999999999,492.9,612.1,564.0
2020-04-19,71.3,364.30000000000007,472.9,443.0
2020-04-20,88.40000000000002,406.8000000000001,542.3999999999999,522.0
2020-04-21,88.8,475.4,611.2,583.0
2020-04-22,98.3,495.2,645.1999999999999,612.0
2020-04-23,110.0,644.3999999999999,812.8,720.0
2020-04-24,92.19999999999999,641.1,782.5000000000001,597.0
2020-04-25,73.50000000000001,358.99999999999994,471.3999999999999,384.0
2020-04-26,76.9,394.59999999999997,512.1,353.0
2020-04-27,178.50000000000006,587.6,861.3,507.0
2020-04-28,91.60000000000001,515.1,655.5999999999999,201.0
2020-04-29,140.50000000000003,331.99999999999994,547.5000000000002,304.0
2020-04-30,146.1,303.8,528.0999999999999,249.0
2020-05-01,183.70000000000002,373.8999999999999,655.5000000000001,248.0
2020-05-02,96.99999999999999,256.29999999999995,405.3,182.0
2020-05-03,101.20000000000002,409.5999999999999,564.9000000000001,288.0
2020-05-04,101.50000000000001,410.99999999999994,566.7000000000002,355.0
2020-05-05,123.89999999999998,336.29999999999995,526.1,372.0
2020-05-06,125.19999999999999,512.3,703.6,426.0
2020-05-07,243.0,803.9,1176.6,504.0
2020-05-08,74.6,558.8000000000002,673.7,446.0
2020-05-09,230.10000000000002,881.0999999999999,1234.0,652.0
2020-05-10,59.49999999999999,255.09999999999997,345.90000000000003,479.0
2020-05-11,126.89999999999999,197.10000000000002,391.7000000000001,284.0
2020-05-12,129.59999999999997,332.4,531.4,219.0
2020-05-13,128.1,287.80000000000007,484.4999999999999,257.0
2020-05-14,146.2,320.6,545.3,219.0
2020-05-15,141.90000000000003,473.2,690.6999999999999,289.0
2020-05-16,78.60000000000001,359.59999999999997,480.2,205.0
2020-05-17,85.19999999999997,315.09999999999997,445.6000000000001,243.0
2020-05-18,148.20000000000002,360.2,587.0999999999999,300.0
2020-05-19,140.50000000000003,401.0000000000001,616.9000000000001,247.0
2020-05-20,123.6,481.50000000000006,670.3,287.0
2020-05-21,107.30000000000001,481.29999999999995,645.1999999999999,367.0
2020-05-22,186.4,346.70000000000005,632.1999999999999,494.0
2020-05-23,168.99999999999991,212.69999999999996,471.40000000000003,706.0
2020-05-24,92.69999999999999,230.89999999999998,373.00000000000006,348.0
2020-05-25,82.49999999999999,349.49999999999994,475.70000000000005,347.0
2020-05-26,108.10000000000002,469.8,635.4,348.0
2020-05-27,142.89999999999998,689.9000000000001,908.8000000000001,352.0
2020-05-28,138.00000000000003,347.4,559.4,363.0
