MeasurementDateGMT,City of London - Walbrook Wharf: Nitric Oxide (ug/m3),City of London - Walbrook Wharf: Nitrogen Dioxide (ug/m3),City of London - Walbrook Wharf: Oxides of Nitrogen (ug/m3)
2019-05-06,381.7,1028.0000000000002,1612.4999999999998
2019-05-07,1894.2500000000002,2353.8999999999996,5258.25
2019-05-08,1877.9,2102.7,4982.4
2019-05-09,1360.4999999999995,1789.6000000000001,3875.5999999999995
2019-05-10,1846.3000000000004,2149.7000000000003,4980.700000000001
2019-05-11,756.2,1403.2000000000003,2562.7000000000003
2019-05-12,989.4999999999999,1722.5,3239.7999999999997
2019-05-13,1900.7,2204.3999999999996,5119.099999999999
2019-05-14,2070.6,2184.1000000000004,5359.000000000001
2019-05-15,1832.0,2322.9000000000005,5132.5
2019-05-16,1971.1999999999994,2183.4,5205.700000000001
2019-05-17,1796.1,2000.2000000000003,4754.0999999999985
2019-05-18,1237.7000000000003,1934.9,3832.7000000000003
2019-05-19,600.3000000000002,1454.5000000000005,2374.6999999999994
2019-05-20,756.3999999999999,1447.5,2607.4000000000005
2019-05-21,686.1,1360.5999999999997,2412.7
2019-05-22,1743.7000000000003,2385.6000000000004,5059.299999999998
2019-05-23,1660.7,2521.7000000000003,5068.3
2019-05-24,693.8,1431.2999999999997,2495.4
2019-05-25,488.50000000000006,1020.9999999999999,1770.2000000000003
2019-05-26,390.49999999999994,878.7999999999998,1477.5000000000002
2019-05-27,320.0999999999999,812.9000000000001,1303.7
2019-05-28,724.5,1221.0,2332.2000000000003
2019-05-29,1610.3,1857.4,4326.300000000001
2019-05-30,1149.6999999999998,1383.0999999999997,3145.7999999999993
2019-05-31,1698.2999999999997,1717.3000000000002,4321.500000000001
2019-06-01,1129.9,1791.1,3524.0
2019-06-02,551.4000000000001,1177.8999999999999,2023.3999999999992
2019-06-03,988.2,1460.2,2975.3
2019-06-04,3272.0999999999995,2091.5,7108.7
2019-06-05,1602.7000000000003,1984.7,4442.299999999998
2019-06-06,1900.1000000000001,2050.1000000000004,4963.5
2019-06-07,2551.2999999999997,2229.85,6141.950000000003
2019-06-08,494.79999999999995,939.6000000000003,1697.9
2019-06-09,834.4,1162.1999999999998,2441.6
2019-06-10,637.9852941176471,912.9411764705881,1890.2029411764704
2019-06-11,1806.164705882353,1520.1588235294118,4289.647058823529
2019-06-12,2060.8,1514.2,4673.999999999999
2019-06-13,1831.5999999999997,1835.5999999999997,4644.05
2019-06-14,1919.6000000000006,2178.9999999999995,5122.400000000001
2019-06-15,801.5,1190.1,2418.8
2019-06-16,602.5000000000001,799.7999999999998,1723.6000000000001
2019-06-17,1384.3999999999999,1588.3,3711.2
2019-06-18,2471.6999999999994,1959.1,5748.9
2019-06-19,1887.4999999999995,1516.8999999999999,4410.700000000001
2019-06-20,1233.2000000000003,1730.0000000000002,3620.9
2019-06-21,1239.2,1557.4,3457.4999999999995
2019-06-22,1559.6000000000001,2103.2,4495.0
2019-06-23,1024.9,1840.1,3411.5999999999995
2019-06-24,2374.1,2262.6,5902.3
2019-06-25,1163.7000000000003,906.1999999999999,2690.3000000000006
2019-06-26,924.9999999999999,868.5,2286.3
2019-06-27,1717.7000000000003,1564.9999999999998,4199.0
2019-06-28,2086.7,1929.2,5128.199999999999
2019-06-29,1569.4000000000003,2387.1999999999994,4793.5
2019-06-30,408.50000000000006,664.5999999999999,1291.6
2019-07-01,572.9000000000001,755.8000000000001,1633.5
2019-07-02,901.2999999999998,1014.0,2396.1
2019-07-03,1895.8999999999999,1911.0,4818.400000000001
2019-07-04,1704.8,1998.2,4612.400000000001
2019-07-05,933.3999999999997,1682.6999999999996,3114.2999999999993
2019-07-06,560.0999999999999,764.4999999999999,1623.6
2019-07-07,1374.5000000000002,1578.3999999999999,3686.100000000001
2019-07-08,2219.2999999999997,2379.899999999999,5782.7
2019-07-09,1809.9,2303.5000000000005,5078.6
2019-07-10,1622.3000000000002,2056.6,4544.299999999999
2019-07-11,1105.0999999999997,1661.4999999999998,3355.9
2019-07-12,465.4,839.8000000000003,1553.0000000000002
2019-07-13,1069.4716981132074,1027.943396226415,2666.567924528302
2019-07-14,1386.2943396226412,1390.1886792452829,3514.573584905661
2019-07-15,1130.433962264151,1311.067924528302,3044.0584905660376
2019-07-16,1934.6500000000003,2408.6999999999994,5375.15
2019-07-17,1768.5999999999997,2374.7,5086.799999999998
2019-07-18,1297.7,1511.9000000000003,3501.4
2019-07-19,2109.5,1570.4,4804.8
2019-07-20,910.0999999999999,1306.6,2702.4
2019-07-21,945.4000000000001,1196.6000000000001,2646.100000000001
2019-07-22,1571.6999999999998,1292.8000000000002,3702.5
2019-07-23,2034.8000000000002,2455.3999999999996,5575.500000000001
2019-07-24,1485.9,2312.3000000000006,4590.6
2019-07-25,2815.2,3622.0,7938.500000000002
2019-07-26,1462.2000000000003,1633.9,3875.7999999999997
2019-07-27,493.9,600.8000000000001,1357.6
2019-07-28,308.4,821.1999999999999,1294.0000000000002
2019-07-29,1756.9000000000003,1803.3999999999996,4496.799999999999
2019-07-30,1490.5,1321.4000000000003,3607.0
2019-07-31,1026.5000000000002,1148.35,2721.85
2019-08-01,1066.8,1450.6000000000001,3086.2000000000003
2019-08-02,678.3999999999999,1170.2,2210.0
2019-08-03,1188.3999999999996,1794.8,3617.1
2019-08-04,524.1,1147.5,1951.6999999999998
2019-08-05,1162.1999999999998,1276.5000000000002,3058.3999999999996
2019-08-06,1082.3,1114.2,2773.5000000000005
2019-08-07,1090.3,1127.7000000000003,2799.7000000000003
2019-08-08,1543.3,1439.8999999999999,3806.4
2019-08-09,1174.6,1031.6,2832.8
2019-08-10,516.6,639.3,1431.6
2019-08-11,499.3,678.8,1444.5
2019-08-12,1890.9999999999998,1384.4,4283.8
2019-08-13,926.4,1472.8000000000002,2892.3999999999996
2019-08-14,1760.7999999999997,1109.6999999999998,3809.6000000000004
2019-08-15,653.0500000000001,1224.05,2225.2
2019-08-16,1455.2,1106.5,3337.9000000000005
2019-08-17,797.1999999999999,956.0,2178.2
2019-08-18,613.3000000000002,769.6999999999999,1710.1
2019-08-19,986.0999999999999,980.4,2492.7
2019-08-20,933.0999999999999,1559.4,2989.9
2019-08-21,2136.2999999999997,2350.5000000000005,5625.999999999999
2019-08-22,1400.2,1877.3000000000002,4024.3
2019-08-23,2630.2000000000003,2617.5,6650.199999999999
2019-08-24,1995.2999999999995,3289.7000000000003,6349.000000000001
2019-08-25,1665.1999999999996,3149.3999999999996,5702.5
2019-08-26,1191.3000000000002,2931.0999999999995,4757.299999999999
2019-08-27,2093.0,3227.0000000000005,6436.349999999999
2019-08-28,1370.1000000000001,1796.5000000000002,3897.5000000000005
2019-08-29,1176.0999999999997,1563.1,3366.3000000000006
2019-08-30,1437.8000000000002,1792.0000000000005,3996.5999999999995
2019-08-31,909.8,1419.8000000000002,2814.4
2019-09-01,483.7,1016.1,1757.3999999999996
2019-09-02,1238.1,1523.3000000000004,3421.55
2019-09-03,1021.1999999999999,1356.2999999999997,2922.2999999999993
2019-09-04,797.6,1084.8999999999999,2307.999999999999
2019-09-05,746.8999999999999,1181.7,2326.8
2019-09-06,1478.3,1589.3999999999999,3855.9000000000005
2019-09-07,378.70000000000005,728.4,1308.4000000000003
2019-09-08,654.1,1091.8000000000002,2094.9
2019-09-09,2503.8999999999987,2346.5999999999995,6185.8
2019-09-10,1854.6499999999999,1905.7000000000005,4749.149999999999
2019-09-11,1500.3000000000002,1510.8999999999996,3811.1000000000004
2019-09-12,1426.1999999999998,1439.2,3626.4
2019-09-13,1191.1999999999998,1444.3000000000002,3270.5999999999995
2019-09-14,2232.7999999999997,2495.9,5919.6
2019-09-15,882.4,1674.0,3026.9
2019-09-16,1544.2000000000003,1405.6999999999998,3773.0
2019-09-17,929.3000000000001,1276.9,2702.0
2019-09-18,1959.9999999999998,2071.6000000000004,5076.400000000001
2019-09-19,3390.5999999999995,2909.3,8108.2
2019-09-20,3106.3999999999996,2997.9,7761.200000000001
2019-09-21,2240.5000000000005,2908.9999999999995,6344.099999999999
2019-09-22,1165.3,1894.8000000000002,3681.199999999999
2019-09-23,1701.75,1786.9499999999998,4396.1
2019-09-24,2146.7999999999997,1920.2,5212.0
2019-09-25,1562.7000000000003,1540.9999999999998,3937.1000000000004
2019-09-26,1657.1000000000001,1694.6,4235.5
2019-09-27,1560.6000000000004,1607.3000000000002,4000.4
2019-09-28,844.0,1177.2,2470.9
2019-09-29,488.5,870.8,1620.1999999999998
2019-09-30,2130.7000000000003,1635.3000000000002,4902.6
2019-10-01,1489.2,1336.0,3619.2999999999997
2019-10-02,722.5500000000001,1055.4499999999998,2162.85
2019-10-03,3504.3000000000006,1963.0000000000002,7336.300000000001
2019-10-04,1344.1,1437.1,3498.0999999999995
2019-10-05,1997.7000000000005,1715.8,4778.9
2019-10-06,418.8,819.9999999999998,1462.1000000000004
2019-10-07,1819.5000000000005,1544.7,4334.7
2019-10-08,1018.3,1195.9,2757.4
2019-10-09,941.8000000000001,1280.9999999999998,2725.1
2019-10-10,1208.7999999999997,1338.4,3191.7000000000003
2019-10-11,1091.6000000000001,1409.0,3082.7999999999997
2019-10-12,1934.1000000000001,2072.8,5037.7
2019-10-13,829.6000000000003,1405.4,2677.6000000000004
2019-10-14,3659.6000000000004,2298.3,7910.0
2019-10-15,2115.2000000000003,1900.0,5142.8
2019-10-16,1957.8,2120.749999999999,5122.95
2019-10-17,2881.0000000000005,2465.4999999999995,6883.2
2019-10-18,1522.9000000000003,1957.2,4292.0
2019-10-19,1272.8,1810.6000000000001,3762.4
2019-10-20,680.6000000000001,1128.3,2171.9
2019-10-21,407.6,855.6,1480.9
2019-10-22,3268.4999999999995,2426.1,7437.4
2019-10-23,5017.400000000001,2699.5999999999995,10393.199999999999
2019-10-24,3182.1,2080.8999999999996,6960.3
2019-10-25,2080.7,1783.2,4973.999999999999
2019-10-26,675.3000000000002,1112.3999999999999,2148.3
2019-10-27,747.8,1424.3,2571.2
2019-10-28,2121.9,1782.2,5035.9
2019-10-29,3038.7,2454.4999999999995,7113.899999999999
2019-10-30,3580.2000000000003,2595.4000000000005,8084.699999999999
2019-10-31,4882.8,2340.5,9827.099999999999
2019-11-01,3146.2999999999997,1969.6000000000001,6793.6
2019-11-02,1011.2,1283.8,2834.5999999999995
2019-11-03,1356.4,1573.3999999999996,3653.2000000000003
2019-11-04,4183.058490566037,2428.043396226415,8842.547169811322
2019-11-05,4866.9735849056615,2768.3094339622644,10230.475471698112
2019-11-06,3864.2679245283016,2494.9471698113202,8419.677358490566
2019-11-07,2042.8,1688.7999999999997,4821.400000000001
2019-11-08,2435.4999999999995,1687.9999999999998,5422.699999999998
2019-11-09,2223.5,1724.5,5133.699999999999
2019-11-10,1838.2,1557.1999999999998,4375.700000000001
2019-11-11,1243.1999999999998,1531.1,3437.5
2019-11-12,1404.8999999999999,1583.5999999999997,3738.1
2019-11-13,2909.0,2095.7000000000003,6556.1
2019-11-14,3682.7,2571.100000000001,8217.7
2019-11-15,855.9,1182.3,2494.7000000000003
2019-11-16,3178.8000000000006,2025.3999999999999,6899.499999999999
2019-11-17,2809.1000000000004,1957.2,6264.800000000001
2019-11-18,1041.6000000000001,1361.4999999999998,2958.300000000001
2019-11-19,5264.499999999999,2783.2000000000003,10855.500000000004
2019-11-20,3830.0,2616.5,8489.099999999999
2019-11-21,4995.400000000001,2366.6,10025.9
2019-11-22,3634.3,2496.0999999999995,8068.499999999999
2019-11-23,2201.6000000000004,1823.4999999999998,5198.9
2019-11-24,1999.7999999999997,1420.2,4486.599999999999
2019-11-25,670.0,1146.6,2173.7999999999997
2019-11-26,2068.2,1963.3999999999999,5134.500000000001
2019-11-27,1997.5,2121.8999999999996,5184.7
2019-11-28,1232.1999999999998,1364.9,3254.4
2019-11-29,868.6999999999999,1380.3999999999999,2712.2999999999993
2019-11-30,1065.8,1641.2000000000003,3275.3
2019-12-01,602.8000000000001,1172.0,2095.7000000000003
2019-12-02,3166.5,2217.1,7072.400000000001
2019-12-03,3303.9999999999995,2581.0999999999995,7646.900000000001
2019-12-04,5504.299999999999,2808.7000000000003,11248.3
2019-12-05,3144.1,2100.6,6922.000000000002
2019-12-06,1202.2,1593.1,3436.5000000000005
2019-12-07,1052.8000000000002,1451.9,3066.5000000000005
2019-12-08,470.90000000000003,870.6999999999999,1592.8000000000002
2019-12-09,851.6,1312.7,2618.1
2019-12-10,1766.4000000000003,1808.2,4516.5
2019-12-11,2282.2999999999997,2097.1,5596.9
2019-12-12,2758.4,2333.4000000000005,6563.000000000001
2019-12-13,1128.6999999999998,1586.6000000000001,3317.1
2019-12-14,976.7000000000002,1538.0,3035.5999999999995
2019-12-15,890.8,1383.8999999999999,2750.0000000000005
2019-12-16,2821.7999999999997,2235.6,6562.599999999999
2019-12-17,2261.1000000000004,2114.1,5581.2
2019-12-18,3138.4,2314.2999999999997,7126.599999999999
2019-12-19,2145.5000000000005,1751.7,5040.9
2019-12-20,2123.6,2080.0,5335.600000000001
2019-12-21,1658.3999999999999,1912.8999999999999,4455.599999999999
2019-12-22,648.1999999999999,1257.9,2251.9
2019-12-23,1097.6,1461.7000000000003,3144.9
2019-12-24,548.6999999999999,1146.1000000000001,1987.9
2019-12-25,1058.1000000000001,1443.2999999999997,3065.6
2019-12-26,563.5,1181.3999999999999,2045.1000000000004
2019-12-27,2141.7999999999997,1567.3,4851.300000000001
2019-12-28,2101.3,1689.4,4911.6
2019-12-29,1673.0000000000005,1420.2,3984.900000000001
2019-12-30,1874.8500000000001,1503.3000000000002,4377.7
2019-12-31,2051.8000000000006,1583.9,4729.5
2020-01-01,2239.3999999999996,1718.3000000000002,5152.200000000001
2020-01-02,2120.1,1847.3999999999999,5097.900000000001
2020-01-03,829.1999999999999,1350.4000000000003,2621.899999999999
2020-01-04,1126.1,1701.8,3428.5999999999995
2020-01-05,971.6000000000003,1524.3999999999999,3014.1999999999994
2020-01-06,1895.7,1856.1999999999998,4763.0
2020-01-07,2176.9999999999995,1824.1999999999998,5162.9000000000015
2020-01-08,1404.4,1550.8,3704.499999999999
2020-01-09,1375.9999999999998,1535.0,3645.1
2020-01-10,1089.2999999999997,1586.4,3256.8
2020-01-11,760.2000000000002,1278.8000000000002,2444.0
2020-01-12,456.79999999999995,999.4000000000002,1699.6
2020-01-13,1441.3000000000002,1624.1,3834.2000000000003
2020-01-14,1508.9999999999995,1579.0999999999997,3892.7000000000003
2020-01-15,2148.3,1911.8,5205.5
2020-01-16,2157.2000000000003,1900.9000000000003,5208.500000000001
2020-01-17,1251.7,1752.6999999999998,3672.0999999999995
2020-01-18,740.9,1481.1000000000001,2617.7
2020-01-19,1110.5,1439.6000000000001,3142.4000000000005
2020-01-20,4850.4,2743.4,10180.400000000001
2020-01-21,4834.700000000001,2742.5,10155.799999999997
2020-01-22,4584.4,2223.6,9253.2
2020-01-23,2977.2999999999997,1932.6000000000001,6497.700000000001
2020-01-24,2951.5000000000005,1869.5,6395.099999999999
2020-01-25,1772.7999999999997,1556.2999999999997,4274.5
2020-01-26,998.4000000000001,1269.2000000000003,2800.0
2020-01-27,1848.1000000000004,1872.6,4706.6
2020-01-28,889.9000000000001,1383.9999999999998,2747.8999999999996
2020-01-29,1242.9000000000003,1532.9000000000003,3438.7000000000007
2020-01-30,1750.9999999999998,1522.4,4207.5
2020-01-31,1374.6999999999998,1354.8000000000002,3463.2000000000007
2020-02-01,465.00000000000006,912.3,1625.3000000000002
2020-02-02,561.4,1037.6,1898.1999999999998
2020-02-03,731.9,1154.9999999999998,2277.1
2020-02-04,538.2,1145.75,1971.1
2020-02-05,2917.1000000000004,2018.5,6491.599999999999
2020-02-06,3683.6000000000004,2270.9000000000005,7918.999999999999
2020-02-07,2828.9000000000005,1861.3,6199.000000000001
2020-02-08,962.6999999999999,1305.0,2780.7999999999997
2020-02-09,309.40000000000003,515.9,990.1999999999999
2020-02-10,522.8,879.6,1681.5000000000005
2020-02-11,594.3000000000001,997.9000000000001,1909.1999999999998
2020-02-12,1232.0999999999997,1503.0,3392.3
2020-02-13,1225.7,1634.7,3514.0
2020-02-14,1771.15,1731.8,4447.349999999999
2020-02-15,571.8000000000001,801.6000000000001,1678.3999999999999
2020-02-16,411.6999999999999,775.9,1407.3
2020-02-17,756.0000000000002,1087.1,2246.0
2020-02-18,925.6,1249.2,2669.2000000000003
2020-02-19,1423.0000000000002,1493.1,3674.4999999999995
2020-02-20,896.1500000000001,1315.3000000000002,2689.7500000000005
2020-02-21,824.4,1154.0000000000002,2418.0
2020-02-22,362.49999999999994,714.5999999999999,1271.1000000000004
2020-02-23,323.7,726.7,1223.3999999999999
2020-02-24,1084.8,1248.1,2911.500000000001
2020-02-25,775.1,1227.1,2415.7000000000003
2020-02-26,736.4,1284.9,2414.0
2020-02-27,952.1000000000003,1499.5999999999997,2959.7000000000003
2020-02-28,1714.8,1773.4999999999993,4403.099999999999
2020-02-29,558.6000000000001,902.7,1759.3000000000002
2020-03-01,418.69999999999993,818.1,1459.6999999999998
2020-03-02,596.4,1237.6000000000001,2152.1000000000004
2020-03-03,1136.7,1674.8999999999999,3417.7000000000007
2020-03-04,2573.6,2271.8,6217.700000000002
2020-03-05,763.6,1092.1,2263.0
2020-03-06,1067.1,1527.8999999999999,3164.2
2020-03-07,1079.4,1538.5000000000002,3193.8999999999996
2020-03-08,461.9,871.6000000000001,1579.8999999999999
2020-03-09,745.1999999999998,1212.3500000000001,2355.05
2020-03-10,590.6,927.8999999999999,1834.1000000000001
2020-03-11,762.2,1196.5,2365.2000000000003
2020-03-12,678.7,1011.7999999999997,2052.9
2020-03-13,834.5,1414.6999999999998,2695.0
2020-03-14,854.2000000000003,1371.3999999999999,2681.399999999999
2020-03-15,387.1000000000001,968.4,1562.4999999999998
2020-03-16,969.4999999999999,1540.3999999999999,3026.7
2020-03-17,750.4999999999999,1286.2,2436.8999999999996
2020-03-18,617.5999999999999,1094.2,2041.5
2020-03-19,1000.0999999999999,1178.8,2712.2999999999997
2020-03-20,502.39999999999986,827.9000000000001,1598.1999999999998
2020-03-21,378.20000000000005,825.7,1405.6
2020-03-22,236.10000000000002,725.1,1087.4
2020-03-23,1163.2,1705.0999999999997,3488.5
2020-03-24,776.0000000000002,1499.5,2689.2
2020-03-25,785.6,1665.7,2870.1000000000004
2020-03-26,331.8000000000001,1031.1,1539.1999999999996
2020-03-27,168.19999999999996,677.2000000000002,935.8000000000001
2020-03-28,62.19999999999998,305.4,400.9
2020-03-29,33.6,223.9,275.09999999999997
2020-03-30,128.90000000000003,492.8999999999999,690.7
2020-03-31,301.9,877.4,1340.5999999999997
2020-04-01,348.29999999999995,985.3000000000001,1519.7999999999997
2020-04-02,211.1,717.6999999999999,1041.1999999999998
2020-04-03,341.89999999999986,1030.7,1555.1
2020-04-04,263.6,985.3,1389.4999999999998
2020-04-05,136.3,721.3999999999999,930.7
2020-04-06,274.50000000000006,820.9999999999999,1241.7
2020-04-07,671.4000000000001,1642.6,2671.9
2020-04-08,528.2,1770.8999999999999,2580.4
2020-04-09,674.3,1589.4999999999995,2623.5000000000014
2020-04-10,246.89999999999998,1194.3000000000002,1572.3000000000002
2020-04-11,374.09999999999985,1333.3000000000002,1907.0000000000002
2020-04-12,74.7,657.3000000000001,771.6
2020-04-13,37.550000000000004,173.9,231.5
2020-04-14,355.3,899.6000000000001,1444.0999999999997
2020-04-15,590.0000000000001,1544.2,2449.0000000000005
2020-04-16,586.1000000000001,1612.6,2510.4999999999995
2020-04-17,409.19999999999993,946.6999999999999,1574.5
2020-04-18,139.49999999999997,594.6,808.8000000000001
2020-04-19,64.30000000000001,443.70000000000005,541.9
2020-04-20,323.5,819.5000000000001,1315.6999999999998
2020-04-21,406.90000000000003,981.0999999999999,1604.7
2020-04-22,300.5999999999999,942.6,1404.3
2020-04-23,338.6000000000001,1220.8999999999999,1739.7
2020-04-24,286.59999999999997,1002.9,1441.8999999999999
2020-04-25,141.89999999999998,678.6,895.9000000000001
2020-04-26,88.60000000000001,644.0999999999999,779.6999999999999
2020-04-27,348.9,1008.4999999999998,1542.6000000000001
2020-04-28,690.9,1157.1,2216.3
2020-04-29,517.2999999999998,950.9000000000001,1744.3
2020-04-30,458.70000000000005,836.1,1539.6999999999998
2020-05-01,246.80000000000004,618.4,996.8
2020-05-02,82.00000000000001,469.0,594.8999999999999
2020-05-03,165.79999999999998,851.4999999999999,1105.6
2020-05-04,505.80000000000007,1222.2999999999997,1998.2500000000002
2020-05-05,471.50000000000006,1083.3000000000002,1805.9
2020-05-06,508.00000000000006,1285.1000000000001,2064.2
2020-05-07,673.0000000000001,1448.9,2480.7999999999997
2020-05-08,131.50000000000003,1145.6999999999998,1347.3000000000002
2020-05-09,143.00000000000006,1158.0000000000002,1377.3999999999999
2020-05-10,34.599999999999994,317.69999999999993,371.00000000000006
2020-05-11,195.6,406.0,705.8
2020-05-12,288.40000000000003,640.2000000000002,1082.0000000000002
2020-05-13,350.89999999999986,494.6,1032.1
2020-05-14,523.0,730.3999999999999,1532.6999999999996
2020-05-15,514.8000000000001,848.6,1638.1
2020-05-16,218.2,496.30000000000007,830.8
2020-05-17,193.60000000000005,481.40000000000003,778.5999999999998
2020-05-18,278.9000000000001,574.8000000000001,1002.9000000000001
2020-05-19,286.7999999999999,611.9999999999999,1053.0
2020-05-20,412.0000000000001,1150.8000000000004,1782.1999999999998
2020-05-21,314.09999999999997,1167.5,1649.1999999999996
2020-05-22,223.7,571.3,914.1999999999999
2020-05-23,101.49999999999999,259.59999999999997,415.5
2020-05-24,82.00000000000001,311.0,437.00000000000006
2020-05-25,156.39999999999998,636.1999999999999,876.1999999999998
2020-05-26,289.29999999999995,955.7999999999998,1399.4999999999995
2020-05-27,552.6999999999999,1392.8000000000002,2240.5
2020-05-28,358.1999999999999,875.1,1424.1999999999998
2020-05-29,385.30000000000007,1015.1,1605.9000000000003
2020-05-30,199.60000000000002,791.8,1098.0000000000002
2020-05-31,136.7,612.9000000000001,822.1
2020-06-01,383.95000000000005,1073.05,1661.3500000000001
2020-06-02,169.70000000000002,730.4999999999999,990.3
2020-06-03,339.7000000000001,928.1,1449.1
2020-06-04,149.2,458.50000000000006,687.4
2020-06-05,171.4,504.70000000000005,767.9999999999999
2020-06-06,116.99999999999999,455.7,635.2
2020-06-07,73.4,403.6,516.5999999999998
2020-06-08,168.6,490.7,749.3
2020-06-09,520.6,1094.6999999999998,1892.8
2020-06-10,653.6,1189.8000000000004,2192.0
2020-06-11,576.8999999999999,1014.4,1899.1999999999996
2020-06-12,532.9,1325.5,2143.5
2020-06-13,280.6,1026.5,1456.9
2020-06-14,151.79999999999998,748.2,980.4999999999999
2020-06-15,477.29999999999995,1185.7999999999995,1917.4999999999998
2020-06-16,535.7,1246.5,2067.8
2020-06-17,725.0999999999999,1445.2,2557.6000000000004
2020-06-18,461.9,1072.1,1780.5
2020-06-19,608.1000000000001,921.9999999999999,1853.9999999999998
2020-06-20,263.4,670.9000000000001,1074.6999999999998
2020-06-21,85.49999999999999,319.9,451.49999999999994
2020-06-22,410.3,773.8999999999999,1403.1000000000001
2020-06-23,631.3000000000001,1380.9,2348.8000000000006
2020-06-24,602.2000000000002,1740.1999999999996,2663.3
2020-06-25,439.00000000000006,1748.4,2421.8
2020-06-26,387.6,1398.6,1993.3
2020-06-27,147.49999999999997,384.6,610.8000000000002
2020-06-28,69.99999999999999,254.0,361.3999999999999
2020-06-29,216.90000000000003,416.49999999999994,749.2000000000002
2020-06-30,432.50000000000006,649.9,1313.4
2020-07-01,357.80000000000007,642.9,1191.5
2020-07-02,335.80000000000007,668.1,1182.9999999999998
2020-07-03,360.80000000000007,627.9,1181.2
2020-07-04,186.29999999999998,362.09999999999997,648.1999999999999
2020-07-05,59.7,181.3,272.59999999999997
2020-07-06,255.70000000000002,512.8000000000001,904.8000000000001
2020-07-07,518.8000000000001,960.7,1756.0999999999997
2020-07-08,584.9999999999999,702.3000000000001,1599.3000000000002
2020-07-09,621.9000000000001,606.7000000000002,1560.0
2020-07-10,223.30000000000004,626.9,969.1
2020-07-11,111.3,491.9999999999999,662.7999999999998
2020-07-12,177.8,869.1,1141.3999999999999
2020-07-13,415.2,875.5,1512.1000000000001
2020-07-14,254.39999999999998,540.7000000000002,930.8000000000001
2020-07-15,386.5999999999999,671.9,1264.6
2020-07-16,269.3,563.5999999999999,976.4000000000001
2020-07-17,579.0000000000001,920.9999999999999,1809.1
2020-07-18,159.39999999999998,453.3,697.8
2020-07-19,76.19999999999999,332.29999999999995,449.5
2020-07-20,299.5,543.8000000000001,1003.4000000000001
2020-07-21,314.09999999999997,663.0,1144.9
2020-07-22,1198.5000000000005,1387.6,3225.3999999999996
2020-07-23,585.4000000000002,1161.5000000000002,2058.7
2020-07-24,604.0000000000001,920.8999999999999,1846.9
2020-07-25,289.2,551.2,994.5999999999998
2020-07-26,175.89999999999998,406.00000000000006,675.9000000000001
2020-07-27,641.9999999999999,755.5,1740.1
2020-07-28,283.29999999999995,564.5000000000001,998.8999999999999
2020-07-29,540.5,1020.5999999999999,1849.1000000000006
2020-07-30,1019.2,1734.3,3296.9999999999995
2020-07-31,887.8,1931.7,3293.3000000000006
2020-08-01,252.3,585.5000000000001,972.1999999999999
2020-08-02,149.0,453.3,681.6999999999998
2020-08-03,230.3,622.0999999999999,975.2000000000002
2020-08-04,631.9999999999999,1084.8999999999996,2054.1000000000004
2020-08-05,646.5999999999999,999.9999999999999,1991.8000000000004
2020-08-06,977.1,1386.6000000000001,2884.6
2020-08-07,1594.2,2621.5,5066.099999999999
2020-08-08,341.29999999999995,1389.6999999999998,1912.8999999999999
2020-08-09,107.60000000000001,924.9999999999999,1090.1000000000004
2020-08-10,581.4000000000001,1833.5999999999997,2724.4
2020-08-11,624.8999999999999,2517.5,3475.8000000000006
2020-08-12,651.6,2600.3,3599.3000000000006
2020-08-13,173.20000000000002,862.4999999999998,1127.9999999999998
2020-08-14,231.7,652.6999999999999,1008.1999999999998
2020-08-15,305.09999999999997,891.2,1358.8000000000002
2020-08-16,271.9,1125.8000000000002,1542.2000000000003
2020-08-17,705.3999999999999,1382.6000000000001,2464.2
2020-08-18,660.9000000000001,969.5999999999999,1982.5999999999997
2020-08-19,1209.1999999999996,1145.1,2999.7
2020-08-20,786.1000000000001,1266.9,2472.0
2020-08-21,498.30000000000007,829.5000000000001,1593.8000000000002
2020-08-22,244.9,571.1,947.0
2020-08-23,193.7,476.8999999999999,773.4999999999999
2020-08-24,660.5999999999999,977.1999999999998,1989.8000000000002
2020-08-25,650.5999999999999,868.1,1865.6
2020-08-26,311.4,688.5,1166.0
2020-08-27,1155.4999999999998,1291.2,3062.599999999999
2020-08-28,567.1999999999999,802.4000000000002,1671.8
2020-08-29,82.5,317.90000000000003,444.1
2020-08-30,74.6,318.50000000000006,432.79999999999995
2020-08-31,313.6,847.6999999999999,1328.4
2020-09-01,2082.492307692308,1881.8384615384614,5073.680769230769
2020-09-02,1690.7876923076924,1906.4615384615383,4496.969230769231
2020-09-03,1694.036923076923,1909.4153846153847,4505.092307692308
2020-09-04,1697.2861538461536,1912.3692307692304,4513.215384615383
2020-09-05,1700.5353846153844,1915.3230769230768,4521.338461538462
2020-09-06,1703.784615384615,1918.2769230769231,4529.461538461538
2020-09-07,1707.033846153846,1921.230769230769,4537.584615384615
2020-09-08,1710.283076923077,1924.1846153846154,4545.707692307692
2020-09-09,1713.5323076923078,1927.1384615384616,4553.830769230769
2020-09-10,1716.7815384615385,1930.0923076923075,4561.953846153846
2020-09-11,1720.0307692307695,1933.046153846154,4570.076923076923
2020-09-12,1723.28,1935.9999999999998,4578.2
2020-09-13,1726.5292307692307,1938.953846153846,4586.323076923077
2020-09-14,1729.7784615384617,1941.9076923076927,4594.446153846154
