MeasurementDateGMT,Ealing - Horn Lane TEOM: PM10 Particulate (ug/m3)
2020-10-19,441.50000000000006
2020-10-20,516.1999999999999
2020-10-21,216.2
2020-10-22,443.8
2020-10-23,370.6
2020-10-24,260.9
2020-10-25,137.2
2020-10-26,401.70000000000005
2020-10-27,237.10000000000005
2020-10-28,313.20000000000005
2020-10-29,282.0
2020-10-30,243.50000000000003
2020-10-31,266.9
2020-11-01,342.09999999999997
2020-11-02,332.1
2020-11-03,311.7
2020-11-04,761.3
2020-11-05,1570.2
2020-11-06,1231.3000000000002
2020-11-07,945.1999999999998
2020-11-08,890.8000000000001
2020-11-09,621.4000000000001
2020-11-10,498.70000000000005
2020-11-11,390.3
2020-11-12,547.2
2020-11-13,589.5
2020-11-14,403.4
2020-11-15,265.0
2020-11-16,482.2
2020-11-17,423.3999999999999
2020-11-18,507.0
2020-11-19,411.20000000000005
2020-11-20,416.20000000000005
2020-11-21,342.8999999999999
2020-11-22,374.09999999999997
2020-11-23,694.6
2020-11-24,398.35
2020-11-25,588.1
2020-11-26,893.9000000000002
2020-11-27,986.1
2020-11-28,975.0999999999998
2020-11-29,713.5999999999999
2020-11-30,615.5999999999999
2020-12-01,546.4000000000001
2020-12-02,932.1
2020-12-03,312.29999999999995
2020-12-04,416.90000000000003
2020-12-05,348.29999999999995
2020-12-06,363.70000000000005
2020-12-07,496.79999999999984
2020-12-08,619.9999999999999
2020-12-09,735.9999999999999
2020-12-10,449.09999999999997
2020-12-11,512.1
2020-12-12,376.9
2020-12-13,266.79999999999995
2020-12-14,345.99999999999994
2020-12-15,365.1
2020-12-16,312.2
2020-12-17,435.7000000000001
2020-12-18,269.09999999999997
2020-12-19,325.2
2020-12-20,242.0
2020-12-21,233.00000000000003
2020-12-22,413.19999999999993
2020-12-23,229.4
2020-12-24,150.0
2020-12-25,285.1
2020-12-26,202.1
2020-12-27,286.2
2020-12-28,324.79999999999995
2020-12-29,366.69999999999993
2020-12-30,481.70000000000005
2020-12-31,445.30000000000007
2021-01-01,554.2000000000002
2021-01-02,254.00000000000003
2021-01-03,240.20000000000002
2021-01-04,224.40000000000003
2021-01-05,254.39999999999998
2021-01-06,293.8999999999999
2021-01-07,568.5
2021-01-08,602.7
2021-01-09,544.3
2021-01-10,435.99999999999994
2021-01-11,503.8
2021-01-12,242.20000000000002
2021-01-13,509.90000000000003
2021-01-14,171.70000000000005
2021-01-15,581.1999999999999
2021-01-16,267.6
2021-01-17,367.79999999999995
2021-01-18,417.6
2021-01-19,259.6
2021-01-20,285.40000000000003
2021-01-21,379.30000000000007
2021-01-22,531.3000000000001
2021-01-23,323.2
2021-01-24,298.2
2021-01-25,380.40000000000003
2021-01-26,453.59999999999985
2021-01-27,485.7
2021-01-28,384.40000000000003
2021-01-29,338.2
2021-01-30,213.70000000000002
2021-01-31,335.69999999999993
2021-02-01,417.6
2021-02-02,534.9
2021-02-03,477.29999999999995
2021-02-04,362.50000000000006
2021-02-05,295.59999999999997
2021-02-06,314.6
2021-02-07,306.19999999999993
2021-02-08,211.1
2021-02-09,224.70000000000002
2021-02-10,361.30000000000007
2021-02-11,470.79999999999995
2021-02-12,531.2
2021-02-13,453.20000000000005
2021-02-14,463.80000000000007
2021-02-15,472.4
2021-02-16,403.99999999999994
2021-02-17,357.2
2021-02-18,428.1
2021-02-19,376.2
2021-02-20,874.9
2021-02-21,631.4999999999999
2021-02-22,809.9000000000002
2021-02-23,455.4000000000001
2021-02-24,579.8000000000001
2021-02-25,685.8000000000001
2021-02-26,995.6000000000003
2021-02-27,899.0999999999998
2021-02-28,652.7
2021-03-01,866.3
2021-03-02,1202.8
2021-03-03,1183.2999999999997
2021-03-04,519.8
2021-03-05,507.50000000000006
2021-03-06,442.8
2021-03-07,732.5999999999999
2021-03-08,1400.8
2021-03-09,996.6
2021-03-10,444.1000000000001
2021-03-11,527.8999999999999
2021-03-12,489.8
2021-03-13,230.79999999999995
2021-03-14,198.20000000000002
2021-03-15,455.2
2021-03-16,475.09999999999997
2021-03-17,613.3
2021-03-18,544.6
2021-03-19,300.2999999999999
2021-03-20,444.99999999999994
2021-03-21,398.2
2021-03-22,937.4000000000001
2021-03-23,932.9
2021-03-24,961.1999999999999
2021-03-25,568.3
2021-03-26,388.2
2021-03-27,427.6
2021-03-28,458.9
2021-03-29,746.5000000000001
2021-03-30,1174.1
2021-03-31,1824.0000000000002
2021-04-01,872.3999999999997
2021-04-02,325.3
2021-04-03,480.59999999999997
2021-04-04,563.5999999999999
2021-04-05,314.1
2021-04-06,517.4
2021-04-07,599.3999999999999
2021-04-08,740.1999999999998
2021-04-09,738.3000000000001
2021-04-10,274.2
2021-04-11,224.6
2021-04-12,613.0000000000001
2021-04-13,963.5
2021-04-14,698.2000000000002
2021-04-15,430.59999999999997
2021-04-16,502.49999999999994
2021-04-17,375.40000000000003
2021-04-18,413.20000000000005
2021-04-19,890.3
2021-04-20,1281.6999999999998
2021-04-21,1105.8999999999999
2021-04-22,613.7999999999998
2021-04-23,544.3999999999999
2021-04-24,461.5999999999999
2021-04-25,321.7000000000001
2021-04-26,416.7
2021-04-27,821.3
2021-04-28,699.1000000000003
2021-04-29,533.3
2021-04-30,668.1999999999999
2021-05-01,457.2
2021-05-02,461.34999999999997
2021-05-03,510.70000000000005
2021-05-04,594.6000000000001
2021-05-05,521.8499999999999
2021-05-06,430.40000000000003
2021-05-07,787.0
2021-05-08,315.69999999999993
2021-05-09,257.0
2021-05-10,438.9000000000001
2021-05-11,472.49999999999994
2021-05-12,665.2000000000002
2021-05-13,386.4
2021-05-14,472.09999999999997
2021-05-15,297.8999999999999
2021-05-16,205.44999999999996
2021-05-17,296.8
2021-05-18,368.40000000000003
2021-05-19,303.99999999999994
2021-05-20,494.22500000000014
2021-05-21,576.0749999999999
2021-05-22,206.39999999999998
2021-05-23,195.49999999999994
2021-05-24,240.20000000000002
2021-05-25,489.29999999999995
2021-05-26,525.3000000000001
2021-05-27,656.2
2021-05-28,721.4999999999997
2021-05-29,371.25000000000006
2021-05-30,400.1000000000001
2021-05-31,534.4000000000001
2021-06-01,650.9
2021-06-02,722.2
2021-06-03,904.9999999999998
2021-06-04,389.5
2021-06-05,544.1
2021-06-06,315.0
2021-06-07,540.1999999999999
2021-06-08,832.5
2021-06-09,1122.5000000000002
2021-06-10,843.5999999999999
2021-06-11,964.0999999999999
2021-06-12,570.5000000000001
2021-06-13,554.5
2021-06-14,948.2000000000003
2021-06-15,841.5999999999998
2021-06-16,1120.2
2021-06-17,798.4
2021-06-18,190.7
2021-06-19,267.0
2021-06-20,239.60000000000002
2021-06-21,267.9
2021-06-22,520.0
2021-06-23,728.1999999999999
2021-06-24,1263.6999999999998
2021-06-25,860.4
2021-06-26,398.69999999999993
2021-06-27,584.6999999999999
2021-06-28,448.1
2021-06-29,500.40000000000003
2021-06-30,9.6
