MeasurementDateGMT,Barking and Dagenham - Scrattons Farm: Nitric Oxide (ug/m3),Barking and Dagenham - Scrattons Farm: Nitrogen Dioxide (ug/m3),Barking and Dagenham - Scrattons Farm: Oxides of Nitrogen (ug/m3),Barking and Dagenham - Scrattons Farm: PM10 Particulate (ug/m3)
2019-02-16,1028.9999999999998,962.0,2539.9,829.25
2019-02-17,119.20000000000002,557.8000000000001,740.6500000000001,687.4
2019-02-18,86.29999999999998,662.8999999999999,795.1999999999999,387.69999999999993
2019-02-19,136.79999999999998,725.7000000000002,935.3,423.3
2019-02-20,82.4,408.9,535.5,416.1
2019-02-21,100.1,680.3000000000001,833.6,555.9999999999999
2019-02-22,627.3000000000001,1204.7999999999997,2166.7,753.5
2019-02-23,634.6,1041.8,2014.6,757.5
2019-02-24,969.0,1322.3000000000002,2807.5000000000005,970.6999999999998
2019-02-25,1645.4,1566.3999999999999,4089.6,1149.9999999999998
2019-02-26,2501.4,1943.1499999999999,5778.950000000001,1397.7
2019-02-27,2371.5999999999995,1759.5000000000002,5395.85,1383.1999999999998
2019-02-28,578.4000000000002,922.7999999999998,1809.7000000000003,683.4000000000002
2019-03-01,202.3,875.0,1185.3,626.6999999999999
2019-03-02,74.0,420.20000000000005,533.6999999999999,388.00000000000006
2019-03-03,45.70000000000001,193.89999999999995,264.1,221.4
2019-03-04,89.69999999999999,433.3,570.8,185.9
2019-03-05,94.19999999999999,478.99999999999994,623.2,277.5
2019-03-06,54.1,217.9,300.9,281.20000000000005
2019-03-07,63.99999999999999,330.1,428.29999999999995,231.7
2019-03-08,148.10000000000002,528.8999999999999,756.0,268.59999999999997
2019-03-09,47.300000000000004,282.09999999999997,354.59999999999997,393.5
2019-03-10,45.599999999999994,281.49999999999994,351.0,201.50000000000003
2019-03-11,73.8,336.45000000000005,448.99999999999994,323.4
2019-03-12,51.0,278.5,356.7,249.90000000000006
2019-03-13,64.30000000000001,336.6,435.5,358.4
2019-03-14,58.10000000000001,367.30000000000007,457.0,322.84999999999997
2019-03-15,52.25,274.75,355.05000000000007,185.05
2019-03-16,29.6,66.60000000000001,111.59999999999998,242.39999999999998
2019-03-17,34.49999999999999,226.8,279.5,107.9
2019-03-18,238.60000000000002,772.5000000000001,1138.6999999999996,417.29999999999995
2019-03-19,186.9,757.6999999999998,1044.1499999999999,426.0
2019-03-20,68.89999999999999,527.9,634.0000000000001,369.1
2019-03-21,125.40000000000002,585.45,777.3500000000001,416.80000000000007
2019-03-22,78.10000000000001,444.20000000000005,563.9000000000001,468.1000000000001
2019-03-23,60.949999999999996,622.4000000000001,715.5500000000001,472.1
2019-03-24,123.3,493.09999999999985,682.4999999999998,444.20000000000016
2019-03-25,71.5,452.69999999999993,562.0999999999999,458.1
2019-03-26,1048.7,950.85,2558.5,677.7500000000001
2019-03-27,261.6,951.0000000000002,1351.3000000000002,445.40000000000003
2019-03-28,592.8000000000001,944.8000000000002,1854.1000000000001,627.8
2019-03-29,1229.0000000000002,1056.5,2941.2000000000007,1015.9000000000001
2019-03-30,855.4,891.1999999999999,2202.7000000000003,1204.6
2019-03-31,27.400000000000002,184.8,226.40000000000003,669.3000000000002
2019-04-01,165.8,474.19999999999993,728.0000000000002,487.9
2019-04-02,174.1,678.0,945.4,585.7000000000002
2019-04-03,186.1,664.3000000000001,949.4999999999999,388.75
2019-04-04,122.9,565.1,753.9000000000001,368.5
2019-04-05,91.90000000000002,552.0999999999999,693.0,479.2
2019-04-06,38.800000000000004,282.6000000000001,341.6,415.2000000000001
2019-04-07,54.599999999999994,245.00000000000003,328.8,937.8999999999997
2019-04-08,244.1,710.1999999999999,1084.4,985.6999999999998
2019-04-09,72.10000000000001,404.90000000000003,515.95,853.1999999999998
2019-04-10,55.4,296.5,381.90000000000003,454.85
2019-04-11,66.19999999999999,486.1500000000001,587.4,394.19999999999993
2019-04-12,78.7909090909091,488.45454545454555,609.4409090909091,405.65000000000003
2019-04-13,48.80909090909091,431.94545454545454,507.40909090909093,454.65
2019-04-14,32.300000000000004,376.7,426.4,523.0
2019-04-15,125.39999999999999,651.5,843.3,924.0000000000002
2019-04-16,759.0609353507565,891.7093535075654,2056.8352132049517,1226.8
2019-04-17,461.98514442916087,928.6514442916096,1638.9936726272354,1261.7
2019-04-18,448.3576341127922,907.576341127923,1596.922696011004,1209.3000000000002
2019-04-19,434.73012379642364,886.5012379642366,1554.851719394773,982.4000000000002
2019-04-20,421.10261348005497,865.4261348005505,1512.7807427785422,927.8
2019-04-21,407.4751031636864,844.3510316368639,1470.7097661623109,1066.1
2019-04-22,393.84759284731774,823.2759284731774,1428.6387895460796,1347.3999999999999
2019-04-23,380.2200825309491,802.2008253094913,1386.5678129298485,1041.1999999999998
2019-04-24,366.59257221458046,781.1257221458047,1344.4968363136177,1431.0058823529412
2019-04-25,352.96506189821184,760.0506189821182,1302.4258596973866,1375.1999999999998
2019-04-26,339.3375515818432,738.9755158184321,1260.3548830811553,1327.7647058823532
2019-04-27,325.7100412654745,717.9004126547457,1218.2839064649243,1280.3294117647058
2019-04-28,312.08253094910594,696.8253094910591,1176.2129298486932,1232.894117647059
2019-04-29,298.4550206327373,675.7502063273729,1134.1419532324621,1185.4588235294113
2019-04-30,284.82751031636866,654.6751031636865,1092.0709766162308,1138.0235294117647
2019-05-01,271.19999999999993,633.6,1050.0,1090.5882352941178
2019-05-02,257.5724896836314,612.5248968363137,1007.9290233837688,1043.1529411764704
2019-05-03,243.9449793672627,591.4497936726274,965.8580467675376,995.7176470588237
2019-05-04,230.3174690508941,570.3746905089408,923.7870701513067,948.2823529411764
2019-05-05,216.68995873452545,549.2995873452545,881.7160935350757,900.8470588235294
2019-05-06,203.06244841815678,528.2244841815682,839.6451169188445,853.4117647058821
2019-05-07,189.43493810178813,507.14938101788175,797.5741403026136,805.9764705882353
2019-05-08,175.80742778541952,486.07427785419543,755.5031636863824,758.5411764705882
2019-05-09,162.17991746905088,464.99917469050905,713.4321870701513,711.105882352941
2019-05-10,148.55240715268224,443.9240715268226,671.3612104539203,663.6705882352941
2019-05-11,134.92489683631365,422.84896836313624,629.2902338376891,616.2352941176471
2019-05-12,121.29738651994498,401.7738651994499,587.219257221458,568.8000000000001
2019-05-13,107.66987620357632,380.6987620357635,545.148280605227,521.364705882353
2019-05-14,94.04236588720768,359.6236588720771,503.0773039889959,473.9294117647059
2019-05-15,80.41485557083907,338.5485557083908,461.00632737276476,467.90000000000003
2019-05-16,56.03906464924346,349.7906464924347,435.26478679504817,496.09999999999985
2019-05-17,67.10000000000001,568.7,671.3000000000001,492.7
2019-05-18,86.19999999999999,604.0999999999999,736.3,498.70000000000016
2019-05-19,97.40000000000002,638.0,787.4000000000001,665.3
2019-05-20,112.70000000000002,682.1999999999999,855.0,511.2
2019-05-21,81.30000000000001,599.8,724.4,392.4
2019-05-22,93.49999999999999,483.6,626.8999999999999,420.9999999999999
2019-05-23,70.8,545.3999999999999,653.3999999999997,433.7000000000001
2019-05-24,64.69999999999999,519.9000000000001,618.9000000000001,374.9
2019-05-25,38.60000000000001,326.6500000000001,385.69999999999993,320.6
2019-05-26,42.9,331.0,396.40000000000003,406.50000000000006
2019-05-27,48.699999999999996,354.4,428.99999999999994,341.5
2019-05-28,68.80000000000001,409.4,514.8000000000001,220.79999999999995
2019-05-29,111.79999999999998,494.4,665.4999999999998,359.5999999999999
2019-05-30,82.89999999999999,357.3,484.09999999999997,444.0
2019-05-31,77.70000000000002,359.7,478.8,377.90000000000003
2019-06-01,79.49999999999999,388.70000000000005,511.4999999999999,361.8
2019-06-02,57.99999999999999,393.59999999999985,482.79999999999995,438.7000000000001
2019-06-03,46.30000000000001,248.8,319.99999999999994,513.7
2019-06-04,140.9,616.3000000000001,832.3999999999999,453.20000000000005
2019-06-05,63.79999999999998,290.84999999999997,388.7,301.7
2019-06-06,65.1,392.40000000000003,491.8999999999999,347.1
2019-06-07,116.65000000000002,680.6,859.45,404.30000000000007
2019-06-08,48.699999999999996,272.2,346.90000000000003,236.8
2019-06-09,58.3,311.40000000000003,400.9000000000001,273.6
2019-06-10,115.99999999999999,505.30000000000007,683.2999999999997,257.7
2019-06-11,85.8,346.6000000000001,478.20000000000005,219.30000000000004
2019-06-12,95.70000000000002,491.80000000000007,638.9,216.60000000000002
2019-06-13,41.900000000000006,228.20000000000002,292.49999999999994,240.19999999999996
2019-06-14,48.89999999999999,191.60000000000002,266.3,244.5
2019-06-15,56.09999999999999,196.1,281.80000000000007,214.7
2019-06-16,27.400000000000002,122.89999999999999,164.60000000000002,198.1
2019-06-17,45.50000000000001,240.4,309.8,333.2000000000001
2019-06-18,92.5,633.0,775.2,390.8
2019-06-19,107.0,619.2000000000002,783.3999999999999,473.29999999999995
2019-06-20,100.5,450.2,604.7,296.2
2019-06-21,77.10000000000002,447.8,565.9999999999999,308.0
2019-06-22,117.7,430.5,610.8,310.59999999999997
2019-06-23,42.8,386.9000000000001,452.9000000000001,592.0
2019-06-24,99.89999999999999,575.4000000000001,728.7000000000002,666.9
2019-06-25,84.2,526.9,655.8000000000002,411.49999999999994
2019-06-26,46.5,250.80000000000004,322.5,270.0
2019-06-27,54.9,222.39999999999998,306.6,386.20000000000005
2019-06-28,62.800000000000004,297.6,394.09999999999997,544.5000000000001
2019-06-29,85.59999999999997,522.8,654.6,594.8000000000001
2019-06-30,28.900000000000002,204.20000000000002,248.70000000000002,253.7
2019-07-01,47.800000000000004,254.3,327.5999999999999,204.59999999999997
2019-07-02,71.8,302.0,411.9,270.3
2019-07-03,73.00000000000001,383.1,494.9999999999999,294.49999999999994
2019-07-04,82.39999999999998,522.5000000000001,648.7000000000002,421.4000000000001
2019-07-05,74.19999999999999,522.9000000000001,636.6,420.8
2019-07-06,58.49999999999999,320.80000000000007,410.09999999999997,251.00000000000003
2019-07-07,39.5,244.59999999999994,304.5,265.4
2019-07-08,93.20000000000003,493.3,636.3,382.1000000000001
2019-07-09,44.39999999999999,374.0000000000001,442.2999999999999,379.7
2019-07-10,92.99999999999999,501.0,643.5,516.6
2019-07-11,70.3,537.0999999999999,645.0,407.2
2019-07-12,52.900000000000006,303.9,385.09999999999997,210.95
2019-07-13,43.999999999999986,237.70000000000005,304.9,234.5
2019-07-14,37.6,192.09999999999994,249.8,183.70000000000002
2019-07-15,61.10000000000001,294.59999999999997,388.50000000000006,202.70000000000002
2019-07-16,94.60000000000002,527.9000000000001,673.1999999999998,443.40000000000003
2019-07-17,65.00000000000001,373.00000000000006,472.19999999999993,412.35
2019-07-18,89.10000000000001,418.2,554.9000000000001,363.45000000000005
2019-07-19,72.7,318.40000000000003,429.5,275.6
2019-07-20,46.10000000000001,179.29999999999998,249.89999999999995,183.1
2019-07-21,51.5,231.2,309.69999999999993,165.1
2019-07-22,85.7,262.2,393.6000000000001,346.2999999999999
2019-07-23,374.4499999999999,615.0499999999998,1189.6999999999998,616.4999999999999
2019-07-24,90.69999999999999,650.45,789.75,626.9000000000001
2019-07-25,173.2999999999999,926.5999999999999,1192.2,872.8999999999999
2019-07-26,153.99999999999997,649.7,886.1000000000001,451.49999999999994
2019-07-27,67.7,425.0,528.7,185.8
2019-07-28,46.7,298.6,370.2,197.89999999999998
2019-07-29,50.6,371.09999999999997,448.7999999999999,289.55
2019-07-30,49.5,285.4,361.40000000000003,383.0
2019-07-31,66.00000000000001,277.2,378.4000000000001,313.55
2019-08-01,90.0,429.50000000000006,567.0999999999999,383.9
2019-08-02,45.8,326.6,397.40000000000003,433.90000000000003
2019-08-03,40.90000000000001,327.49999999999994,390.09999999999997,357.00000000000006
2019-08-04,45.500000000000014,337.6,406.8999999999999,387.90000000000003
2019-08-05,47.9,225.29999999999995,298.59999999999997,395.1
2019-08-06,57.4,186.2,274.6,477.1000000000001
2019-08-07,68.5,323.0,428.70000000000005,415.5999999999999
2019-08-08,83.7,427.7,556.5999999999999,368.70000000000005
2019-08-09,59.7,325.3999999999999,416.7,483.1
2019-08-10,33.2,85.8,137.1,460.5999999999999
2019-08-11,27.399999999999995,111.00000000000001,152.6,365.49999999999994
2019-08-12,109.29999999999998,553.0,720.8000000000001,310.8
2019-08-13,79.89999999999999,427.40000000000003,549.6999999999999,289.90000000000003
2019-08-14,49.40000000000001,266.9,342.4,243.29999999999995
2019-08-15,128.8,389.70000000000005,586.9000000000001,320.09999999999997
2019-08-16,67.9,245.29999999999998,349.5,282.1
2019-08-17,48.699999999999996,172.10000000000002,246.50000000000003,306.8999999999999
2019-08-18,35.400000000000006,162.6,217.3,273.1
2019-08-19,71.30000000000001,338.59999999999997,448.3,341.7
2019-08-20,91.90000000000002,579.1,720.0,481.3
2019-08-21,114.70000000000005,427.59999999999997,603.7,473.79999999999995
2019-08-22,91.70000000000002,393.4,534.1,679.6999999999999
2019-08-23,178.00000000000003,713.6000000000001,987.0500000000002,538.9000000000001
2019-08-24,77.89999999999998,827.8,947.3999999999999,781.6
2019-08-25,51.49999999999998,644.4000000000001,723.3,837.7999999999998
2019-08-26,102.0,880.2,1037.4999999999998,776.7
2019-08-27,314.0,1103.0000000000002,1585.1,1014.6999999999999
2019-08-28,63.40000000000001,418.9000000000001,515.6999999999999,436.3000000000001
2019-08-29,76.50000000000001,351.29999999999995,468.2000000000001,426.4
2019-08-30,74.95000000000002,318.09999999999997,433.05,556.9
2019-08-31,69.6,402.1000000000001,508.8000000000001,375.90000000000003
2019-09-01,36.0,325.09999999999997,380.2,221.50000000000003
2019-09-02,130.60000000000002,539.6,740.0999999999999,445.8
2019-09-03,75.60000000000001,386.4,502.20000000000005,457.4000000000001
2019-09-04,76.70000000000002,288.9000000000001,406.09999999999997,304.95
2019-09-05,139.4,496.6,710.0,272.4
2019-09-06,169.99999999999997,642.5000000000001,902.9000000000001,491.3
2019-09-07,61.300000000000004,373.6000000000001,467.59999999999997,276.99999999999994
2019-09-08,50.7,450.5,528.5000000000001,296.1
2019-09-09,101.8,637.2,793.2,448.9000000000001
2019-09-10,433.2,725.3999999999999,1389.1999999999996,431.79999999999995
2019-09-11,94.7,444.79999999999995,590.1999999999999,348.40000000000003
2019-09-12,111.6,430.0,601.0999999999999,362.49999999999994
2019-09-13,63.59999999999999,379.3,476.8,279.2
2019-09-14,142.60000000000002,639.8,858.6,390.80000000000007
2019-09-15,88.19999999999999,640.8000000000001,775.8000000000001,369.50000000000006
2019-09-16,160.39999999999998,558.6999999999999,805.2000000000003,337.0
2019-09-17,108.30000000000003,467.4,633.4,308.7
2019-09-18,130.9,639.6999999999999,840.2,416.80000000000007
2019-09-19,435.0000000000001,768.6,1435.5999999999997,487.40000000000003
2019-09-20,215.80000000000004,667.6000000000001,998.4000000000001,634.2
2019-09-21,64.89999999999999,713.5,812.9000000000001,645.0
2019-09-22,25.9,446.20000000000005,485.5999999999999,378.79999999999995
2019-09-23,43.70000000000001,286.0,352.4999999999999,341.3
2019-09-24,55.8,345.99999999999994,431.79999999999995,283.15
2019-09-25,56.8,327.49999999999994,414.70000000000005,214.90000000000006
2019-09-26,43.199999999999996,269.29999999999995,335.4,289.85
2019-09-27,42.1,277.1,341.49999999999994,331.90000000000003
2019-09-28,30.699999999999996,210.49999999999997,257.7,280.50000000000006
2019-09-29,13.7,159.20000000000002,180.3,157.85000000000002
2019-09-30,117.30000000000003,423.1999999999999,602.8,277.1
2019-10-01,72.7,399.70000000000005,510.9999999999999,270.15
2019-10-02,272.90000000000003,551.4,969.9000000000001,224.5
2019-10-03,1520.4999999999998,674.4000000000001,3005.8000000000006,556.8999999999997
2019-10-04,276.59999999999997,661.4999999999999,1085.3000000000002,419.69999999999993
2019-10-05,56.29999999999999,517.8999999999999,603.9000000000001,298.09999999999997
2019-10-06,51.4,375.0,453.50000000000006,272.00000000000006
2019-10-07,247.10000000000002,471.9000000000001,850.6999999999998,275.40000000000003
2019-10-08,93.79999999999998,479.20000000000005,622.8000000000002,408.30000000000007
2019-10-09,66.10000000000001,432.0999999999999,533.3000000000001,257.9
2019-10-10,110.4,427.6,597.0999999999998,368.90000000000003
2019-10-11,41.699999999999996,289.5,353.59999999999997,214.90000000000003
2019-10-12,58.400000000000006,533.6999999999999,623.3000000000001,190.9
2019-10-13,24.9,308.5,346.59999999999997,226.05
2019-10-14,400.20000000000005,748.6000000000003,1362.2000000000003,361.3
2019-10-15,118.7,501.90000000000003,683.5999999999998,236.39999999999998
2019-10-16,222.0,732.9,1073.1,330.74827586206914
2019-10-17,219.89999999999995,487.7,824.4000000000002,369.37931034482773
2019-10-18,66.3,340.20000000000005,441.99999999999994,411.751724137931
2019-10-19,76.09999999999998,449.69999999999993,566.6000000000001,454.12413793103445
2019-10-20,530.4,479.0,1292.6000000000006,496.4965517241377
2019-10-21,77.1,397.0,515.0,538.8689655172413
2019-10-22,1521.1,749.1000000000003,3081.4000000000005,581.2413793103448
2019-10-23,1301.7499999999998,852.1499999999999,2848.9,572.1896551724136
2019-10-24,676.8000000000001,754.7,1792.2000000000003,459.40000000000003
2019-10-25,77.89999999999998,316.7,435.9000000000001,238.99999999999997
2019-10-26,32.4,214.5,264.20000000000005,261.09999999999997
2019-10-27,367.9,686.0999999999999,1250.6,610.7
2019-10-28,872.3000000000001,686.2999999999998,2023.6999999999998,450.59999999999997
2019-10-29,94.39999999999999,639.8,784.6999999999999,245.4
2019-10-30,203.5,850.5999999999999,1162.3999999999996,516.2
2019-10-31,895.1,900.7,2273.2999999999997,800.0000000000001
2019-11-01,433.59999999999997,579.7000000000002,1244.6000000000001,437.0000000000001
2019-11-02,37.5,157.1,214.80000000000004,297.99999999999994
2019-11-03,70.10000000000001,448.69999999999993,556.7,253.8
2019-11-04,573.0,756.9,1636.1999999999998,315.1000000000001
2019-11-05,282.2,582.3999999999999,1015.5,314.50000000000006
2019-11-06,433.3,844.2,1508.6999999999998,524.7
2019-11-07,173.2,608.9,874.1,238.00000000000003
2019-11-08,154.30000000000004,711.9999999999999,947.7499999999999,481.7
2019-11-09,283.5,806.0999999999999,1240.8000000000004,383.4999999999999
2019-11-10,588.5999999999999,654.2,1556.8000000000002,404.9
2019-11-11,168.60000000000002,658.4000000000001,916.6000000000001,339.49999999999994
2019-11-12,122.89999999999999,728.1999999999999,916.8000000000002,259.20000000000005
2019-11-13,330.50000000000006,906.0,1413.3,350.99999999999994
2019-11-14,238.89999999999998,950.6999999999999,1317.1,269.7
2019-11-15,162.89999999999995,560.1,809.6999999999999,339.5000000000001
2019-11-16,399.9,794.8000000000002,1408.1999999999998,379.99999999999994
2019-11-17,1637.3999999999999,858.6999999999999,3369.499999999999,631.5
2019-11-18,336.9,774.0,1290.5,352.8
2019-11-19,3017.8,1375.6999999999998,6002.600000000001,833.8
2019-11-20,686.1,1118.4,2170.6,537.8
2019-11-21,265.4,801.6000000000003,1208.8000000000002,638.5
2019-11-22,154.99999999999997,881.4000000000001,1118.6000000000001,382.5
2019-11-23,245.4,749.8,1126.2,377.9
2019-11-24,658.3000000000001,633.3000000000001,1642.9999999999995,455.69999999999993
2019-11-25,190.00000000000006,809.3999999999999,1100.3000000000002,299.4
2019-11-26,61.60000000000001,517.1,611.4999999999999,274.49999999999994
2019-11-27,144.80000000000007,915.3,1137.3999999999999,263.1
2019-11-28,198.39999999999998,693.6999999999998,998.1,271.7
2019-11-29,1157.1000000000001,866.3,2640.8,520.6
2019-11-30,1268.3000000000002,1118.9999999999998,3063.9000000000005,479.8
2019-12-01,58.30000000000001,484.8,573.9000000000001,220.09999999999994
2019-12-02,1466.7999999999997,1183.5000000000002,3432.8,590.0
2019-12-03,860.3,1277.4,2596.8,501.19999999999993
2019-12-04,3354.2999999999997,1339.6,6482.499999999999,753.7
2019-12-05,1379.5999999999997,965.9999999999999,3081.6,580.4999999999999
2019-12-06,41.4,498.40000000000003,562.0,181.30000000000004
2019-12-07,92.20000000000002,581.9000000000001,723.1000000000001,270.0
2019-12-08,10.399999999999999,244.7,260.8,335.4999999999999
2019-12-09,420.0,712.8000000000001,1356.7,285.59999999999997
2019-12-10,147.9,503.20000000000016,730.0000000000001,303.6000000000001
2019-12-11,124.69999999999999,808.1,1000.0,273.0
2019-12-12,92.30000000000001,702.4999999999999,844.6,277.50000000000006
2019-12-13,51.90000000000002,546.0999999999999,625.6,274.19999999999993
2019-12-14,27.599999999999998,403.20000000000016,445.0999999999999,328.6
2019-12-15,16.000000000000004,215.9,240.89999999999998,260.5
2019-12-16,459.29999999999995,870.1,1574.4999999999998,304.0
2019-12-17,266.3,1142.6,1550.9,247.8
2019-12-18,1363.3000000000002,1124.7,3215.0,442.1
2019-12-19,56.3,436.2,522.3999999999999,366.9
2019-12-20,252.70000000000005,864.0999999999998,1251.2999999999997,126.8
2019-12-21,24.299999999999994,355.2,392.40000000000003,189.5
2019-12-22,36.699999999999996,473.00000000000006,529.7,119.60000000000001
2019-12-23,57.699999999999996,543.7,632.3,244.10000000000005
2019-12-24,36.300000000000004,426.9,482.6,253.2
2019-12-25,411.2,659.0,1289.5,229.39999999999998
2019-12-26,53.099999999999994,510.69999999999993,592.1000000000001,248.20000000000002
2019-12-27,635.8000000000001,656.0,1630.6999999999998,311.5
2019-12-28,378.5999999999999,557.8,1138.8,343.5
2019-12-29,97.6,473.0,622.9,352.9
2019-12-30,1149.0,851.8000000000002,2613.7,559.4999999999999
2019-12-31,329.3,795.0,1300.0000000000005,550.4000000000001
2020-01-01,375.8,921.9999999999999,1498.0000000000002,782.0000000000001
2020-01-02,29.0,358.40000000000003,402.7,266.99999999999994
2020-01-03,75.8,706.7,823.3,261.5
2020-01-04,55.099999999999994,868.0999999999999,952.2,281.50000000000006
2020-01-05,14.200000000000001,469.99999999999994,492.1,170.8
2020-01-06,40.800000000000004,440.90000000000003,503.7,319.8999999999999
2020-01-07,73.80000000000001,526.3999999999999,639.5999999999999,385.7000000000001
2020-01-08,163.60000000000002,818.9000000000002,1069.9000000000003,582.6999999999999
2020-01-09,46.89999999999999,379.0,451.3,307.7
2020-01-10,99.3,727.0999999999999,879.5,314.3999999999999
2020-01-11,20.1,197.20000000000002,228.60000000000002,435.7000000000001
2020-01-12,18.1,301.6,329.80000000000007,252.7
2020-01-13,16.5,224.8,249.79999999999993,326.0
2020-01-14,29.299999999999997,241.6,286.40000000000003,304.1
2020-01-15,95.00000000000001,656.2,801.6,311.99999999999994
2020-01-16,66.9,429.1000000000001,532.0,383.2000000000001
2020-01-17,52.199999999999996,529.6999999999999,609.8000000000002,289.00000000000006
2020-01-18,254.29999999999998,1066.4,1456.3000000000002,433.1
2020-01-19,704.3499999999999,943.15,2023.4,492.09999999999997
2020-01-20,2410.1,1479.4,5175.0,896.8999999999999
2020-01-21,4075.7,1623.1999999999998,7872.2,1086.3
2020-01-22,1316.6000000000001,1174.9,3194.0000000000005,760.3999999999999
2020-01-23,473.30000000000007,1042.1999999999998,1767.7999999999997,518.8000000000001
2020-01-24,370.6,987.1999999999999,1554.8999999999999,488.49999999999994
2020-01-25,75.0,555.2,670.6000000000001,604.9000000000001
2020-01-26,30.799999999999997,313.0,359.79999999999995,533.3
2020-01-27,123.9,767.1,957.0,320.70000000000005
2020-01-28,64.69999999999999,574.0999999999999,673.5000000000001,229.99999999999997
2020-01-29,104.09999999999998,717.5,877.3999999999997,415.70000000000005
2020-01-30,82.1,587.1999999999999,712.9,258.3
2020-01-31,62.19999999999999,423.09999999999985,518.6999999999999,165.8
2020-02-01,24.999999999999996,297.6,336.1,339.80000000000007
2020-02-02,22.3,378.2,412.2,394.20000000000005
2020-02-03,53.1,531.0,612.3999999999999,436.50000000000006
2020-02-04,89.59999999999998,651.7000000000002,789.1,339.2
2020-02-05,834.4000000000001,1264.7999999999997,2544.2,748.3
2020-02-06,1985.6999999999996,1340.3999999999999,4385.499999999999,904.6
2020-02-07,458.9,899.7,1603.7000000000003,752.4999999999999
2020-02-08,40.39999999999999,375.4,437.3999999999999,388.99999999999994
2020-02-09,9.6,151.49999999999997,166.0,327.4
2020-02-10,43.000000000000014,368.99999999999994,435.49999999999994,268.70000000000005
2020-02-11,54.800000000000004,432.90000000000003,516.7999999999998,348.29999999999995
2020-02-12,84.70000000000002,636.4000000000001,765.9999999999999,317.90000000000003
2020-02-13,71.8,562.0999999999999,672.4000000000001,210.50000000000003
2020-02-14,185.39999999999995,554.0000000000001,838.5999999999999,444.6
2020-02-15,4.900000000000001,116.89999999999999,124.29999999999997,203.60000000000002
2020-02-16,8.100000000000001,154.8,167.20000000000002,127.2
2020-02-17,41.199999999999996,356.5,418.90000000000003,327.3
2020-02-18,66.89999999999999,481.5,584.2,329.9
2020-02-19,117.19999999999997,598.2000000000002,778.2000000000002,297.2
2020-02-20,37.99999999999999,375.8,434.49999999999994,151.0
2020-02-21,55.50000000000001,423.70000000000005,509.00000000000006,480.8
2020-02-22,22.799999999999994,240.59999999999997,275.59999999999997,420.4
2020-02-23,29.2,381.9,426.80000000000007,191.1
2020-02-24,54.1,456.90000000000003,539.5,202.50000000000003
2020-02-25,68.34999999999998,506.0499999999999,611.0499999999998,229.55000000000004
2020-02-26,76.8,609.1999999999998,726.1,244.50000000000003
2020-02-27,139.60000000000002,820.6,1034.7,247.1
2020-02-28,140.70000000000002,595.4000000000002,811.1000000000001,357.1000000000001
2020-02-29,24.700000000000003,184.79999999999998,222.69999999999996,430.8
2020-03-01,13.400000000000004,167.20000000000002,187.30000000000004,279.5
2020-03-02,96.7,608.4,756.6999999999999,231.50000000000003
2020-03-03,136.9,854.0,1064.1999999999998,354.6000000000001
2020-03-04,148.59999999999997,890.2000000000002,1118.3000000000002,370.79999999999995
2020-03-05,59.8,433.19999999999993,524.5000000000001,301.3999999999999
2020-03-06,561.1,835.1,1695.2,499.29999999999995
2020-03-07,258.3,631.2999999999998,1027.1,564.8999999999999
2020-03-08,8.000000000000002,222.20000000000002,234.29999999999995,306.0
2020-03-09,110.84444444444446,540.0777777777778,710.0444444444445,345.9
2020-03-10,74.15555555555555,469.9222222222223,584.0555555555557,201.9
2020-03-11,44.5,409.40000000000003,477.7,347.5
2020-03-12,40.60000000000001,383.50000000000006,445.90000000000003,414.90000000000003
2020-03-13,54.70000000000001,532.9,616.9999999999999,468.8
2020-03-14,16.8,297.6,323.6,309.6
2020-03-15,6.5,309.8999999999999,319.5,224.30000000000004
2020-03-16,165.60000000000002,835.2,1088.7999999999997,381.6
2020-03-17,76.4,483.90000000000015,601.0999999999999,520.1999999999999
2020-03-18,51.699999999999996,435.80000000000007,514.8,463.70000000000005
2020-03-19,62.099999999999994,500.2,595.5000000000001,395.6
2020-03-20,41.10000000000001,293.09999999999997,356.40000000000003,328.90000000000003
2020-03-21,32.5,273.6,323.8,423.20000000000005
2020-03-22,31.2,300.4,348.3,417.4000000000001
2020-03-23,120.1,762.3000000000001,946.1999999999999,605.9
2020-03-24,194.7,932.8,1231.7000000000003,673.1
2020-03-25,327.6999999999999,883.9000000000001,1387.0000000000005,724.3499999999999
2020-03-26,66.19999999999999,591.9,693.5,873.8000000000002
2020-03-27,34.7,373.0,426.1,850.5000000000001
2020-03-28,17.399999999999995,200.8,227.8,528.4
2020-03-29,16.0,138.6,163.29999999999998,339.6
2020-03-30,42.800000000000004,304.5,370.20000000000005,333.49999999999994
2020-03-31,37.7,419.0,477.19999999999993,377.59999999999997
2020-04-01,175.3,700.3999999999999,969.2000000000002,417.69999999999993
2020-04-02,37.8,474.99999999999994,532.8000000000001,306.3999999999999
2020-04-03,91.10000000000001,611.2,751.0999999999998,447.5
2020-04-04,297.49999999999994,567.4999999999999,1023.5999999999999,483.4
2020-04-05,36.0,512.2,567.8,419.90000000000003
2020-04-06,35.89999999999999,510.1000000000001,565.4,342.3
2020-04-07,351.8,778.2000000000002,1318.0,714.4
2020-04-08,84.00000000000001,884.05,1012.8,1005.0354838709677
2020-04-09,152.50000000000003,870.2999999999998,1104.2,946.7225806451613
