MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Carbon Monoxide (mg/m3), Ozone (ug/m3), Sulphur Dioxide (ug/m3)
2018-01-01,1783.75,1722.97,4457.89,913.19,249.85,4.9,519.7,136.4
2018-01-02,2334.64,1877.43,5457.5,942.71,276.6,8.7,371.1,163.5
2018-01-03,1722.94,1687.41,4329.54,967.59,290.45,4.5,699.7,114.8
2018-01-04,2446.42,2009.13,5760.11,927.17,268.45,7.8,399.5,190.9
2018-01-05,2883.49,2265.16,6686.38,939.32,301.45,7.8,276.0,232.3
2018-01-06,1600.38,1687.7,4141.5,941.12,334.9,5.7,383.0,72.1
2018-01-07,832.86,1080.67,2357.73,903.82,200.3,2.0,1012.3,10.5
2018-01-08,2657.35,1650.14,5724.91,951.96,336.95,7.1,325.8,139.1
2018-01-09,3942.58,1790.85,7836.26,1006.21,490.0,9.7,87.7,222.4
2018-01-10,3521.97,2182.83,7583.25,971.87,377.25,10.55,134.4,283.45
2018-01-11,2075.62,1488.38,4670.95,963.54,409.55,5.0,63.2,129.3
2018-01-12,3588.74,1952.9,7455.58,975.8,442.15,8.8,161.4,162.6
2018-01-13,2387.27,1631.99,5292.56,975.24,433.25,4.7,365.7,99.4
2018-01-14,2076.41,1605.21,4788.69,990.92,465.55,7.1,277.5,138.1
2018-01-15,2110.75,1698.6,4935.24,915.97,287.65,6.3,290.3,229.9
2018-01-16,2245.41,1969.39,5412.59,927.38,281.86,9.9,308.2,298.4
2018-01-17,2335.29,1885.7,5466.66,958.69,316.25,8.6,480.1,201.1
2018-01-18,2033.83,1767.99,4886.44,960.99,337.2,7.0,578.1,179.3
2018-01-19,2712.96,2144.75,6304.54,974.88,360.64,9.2,184.2,295.4
2018-01-20,1920.78,1983.08,4928.02,907.96,275.7,6.4,449.1,124.4
2018-01-21,2337.59,1858.24,5442.7,933.66,361.35,9.4,249.6,162.3
2018-01-22,2796.59,2104.61,6392.83,934.81,301.9,8.5,261.1,169.4
2018-01-23,2258.96,1887.22,5350.73,918.51,288.6,7.0,379.0,202.6
2018-01-24,2272.23,1895.27,5379.45,908.52,282.2,9.25,528.15,207.25
2018-01-25,3027.0,2264.79,6906.1,959.26,323.35,10.0,322.7,230.6
2018-01-26,2128.99,1923.41,5187.78,938.39,314.9,2.1,242.2,122.6
2018-01-27,2300.55,1875.75,5403.36,944.67,352.2,8.0,186.1,185.5
2018-01-28,1486.61,1603.78,3883.36,902.96,256.95,5.5,342.0,148.9
2018-01-29,1794.95,1796.97,4549.34,902.65,247.6,4.6,533.9,151.7
2018-01-30,4298.91,2536.58,9128.15,976.06,369.75,9.6,110.2,303.9
2018-01-31,2616.33,2091.66,6103.15,919.07,277.4,7.3,384.8,255.5
2018-02-01,2118.32,1799.65,5047.68,910.86,230.15,4.8,605.8,122.9
2018-02-02,2022.65,1721.28,4822.81,921.58,263.6,5.2,540.5,91.2
2018-02-03,2727.61,2111.66,6294.09,929.59,330.65,11.3,166.1,184.2
2018-02-04,695.05,1004.84,2070.69,893.81,232.95,4.1,872.9,21.5
2018-02-05,1431.33,1588.87,3783.8,909.23,260.5,6.3,719.4,31.7
2018-02-06,1504.2,1643.89,3950.69,943.84,350.2,4.7,487.6,76.3
2018-02-07,2085.69,1815.86,5014.03,931.02,293.65,7.7,480.25,110.85
2018-02-08,3191.29,2257.01,7150.66,979.01,347.45,15.8,158.4,297.0
2018-02-09,1781.32,1687.24,4418.45,907.71,238.7,7.4,589.3,105.1
2018-02-10,2203.77,1890.31,5269.36,930.4,281.7,16.3,250.2,210.8
2018-02-11,1345.66,1505.66,3569.01,884.99,206.35,13.8,733.0,104.6
2018-02-12,3066.78,2258.38,6960.67,944.44,299.7,12.8,300.1,263.4
2018-02-13,2315.29,1877.66,5427.7,910.12,262.75,6.8,387.0,176.1
2018-02-14,2537.92,1924.49,5816.0,932.4,314.7,11.4,213.2,214.5
2018-02-15,2972.81,2208.9,6767.21,952.35,313.35,16.5,232.0,259.1
2018-02-16,3769.07,2493.8,8273.06,972.4,333.1,15.0,158.8,301.0
2018-02-17,3583.32,2475.21,7969.64,995.24,384.05,10.5,142.2,229.4
2018-02-18,2124.31,2028.37,5285.87,969.88,369.55,6.1,190.3,186.9
2018-02-19,2809.1,1856.19,6163.57,944.27,362.0,6.6,265.2,205.3
2018-02-20,1188.53,1404.44,3227.08,893.56,243.35,6.9,651.6,74.9
2018-02-21,1607.9,1719.09,4184.57,1031.59,553.15,6.6,569.3,56.8
2018-02-22,2429.0,2162.88,5887.38,980.24,435.35,12.3,588.0,100.8
2018-02-23,2339.13,2209.65,5796.41,974.27,397.9,9.35,403.2,126.1
2018-02-24,2059.24,1892.8,5050.23,994.79,425.4,5.8,454.8,103.7
2018-02-25,1343.05,1533.8,3593.14,926.61,272.4,3.2,855.9,55.2
2018-02-26,1553.38,1590.23,3972.08,910.14,231.3,5.1,1103.5,26.1
2018-02-27,2179.75,1967.23,5309.31,911.64,258.45,4.8,735.4,79.6
2018-02-28,1976.68,1860.68,4891.56,954.42,366.7,6.2,657.5,96.1
2018-03-01,1933.28,1810.9,4775.48,1038.97,510.05,5.6,671.5,99.6
2018-03-02,2325.59,1885.31,5451.04,1075.36,614.6,8.2,454.9,123.0
2018-03-03,2303.89,1964.47,5496.97,1197.06,921.95,6.8,172.3,130.4
2018-03-04,2113.83,1899.43,5140.69,971.85,413.22,4.6,277.9,130.9
2018-03-05,2709.19,2169.93,6324.07,953.88,301.1,5.6,449.7,156.5
2018-03-06,3392.5,2550.44,7752.19,938.32,328.1,18.9,311.2,290.7
2018-03-07,2994.81,2532.93,7124.76,961.72,380.38,10.0,190.05,212.8
2018-03-08,2435.59,2107.22,5841.79,932.61,270.28,12.9,384.5,202.2
2018-03-09,3715.14,2454.35,8150.83,959.59,365.77,16.8,175.9,183.95
2018-03-10,2132.14,1880.35,5149.75,957.13,341.65,10.2,215.3,198.8
2018-03-11,1992.19,2072.58,5127.13,971.15,348.05,7.9,233.7,144.2
2018-03-12,2049.06,1799.96,4941.41,906.52,276.7,4.5,333.0,116.4
2018-03-13,2730.42,2067.82,6254.41,935.08,317.95,10.5,446.6,155.9
2018-03-14,2404.53,2200.68,5887.49,933.91,288.3,9.4,587.3,109.6
2018-03-15,3179.32,2457.09,7331.91,923.08,289.6,14.5,540.8,150.9
2018-03-16,2680.54,2325.44,6435.69,962.42,320.65,15.1,419.2,212.5
2018-03-17,868.85,1172.8,2505.0,934.69,291.55,9.5,1078.7,28.0
2018-03-18,1039.05,1311.0,2904.26,973.68,363.93,2.0,1040.1,28.2
2018-03-19,1156.94,1545.43,3319.16,945.28,275.6,8.3,1397.4,26.0
2018-03-20,1171.57,1685.61,3482.0,923.78,231.4,8.0,1126.0,31.3
2018-03-21,2920.42,2432.14,6909.98,972.01,366.37,9.3,293.7,174.3
2018-03-22,2486.88,2291.96,6105.31,965.33,345.83,7.87,240.55,192.91
2018-03-23,2199.45,2188.5,5560.92,975.14,318.35,13.23,241.8,217.09
2018-03-24,1979.47,1912.04,4946.99,983.72,450.0,3.4,366.4,103.7
2018-03-25,1076.03,1435.33,3085.23,997.29,462.7,6.0,616.6,53.7
2018-03-26,2290.12,2343.49,5855.11,930.68,296.7,12.7,561.1,134.5
2018-03-27,2459.48,2162.15,5933.07,924.21,290.35,8.9,420.7,174.8
2018-03-28,2826.37,2570.54,6904.57,920.66,297.55,10.7,382.4,177.7
2018-03-29,2712.43,2525.18,6684.39,933.37,265.8,10.7,259.5,209.1
2018-03-30,2117.61,2216.14,5463.35,909.39,248.8,4.6,485.6,124.2
2018-03-31,1726.66,1695.27,4342.68,899.09,261.6,7.8,651.0,129.7
2018-04-01,1576.21,1735.96,4152.47,908.08,298.25,6.2,916.0,53.8
2018-04-02,1551.02,1817.3,4195.46,913.17,287.9,5.8,416.7,132.2
2018-04-03,1865.22,1993.43,4853.5,931.01,262.3,10.3,443.6,177.0
2018-04-04,1777.87,2008.02,4734.32,925.13,247.3,9.5,532.0,169.5
2018-04-05,2036.5,2060.51,5183.07,903.31,182.55,11.4,840.0,112.9
2018-04-06,2722.89,2508.06,6683.22,944.88,321.7,8.5,563.9,113.9
2018-04-07,2307.12,2405.86,5943.39,993.23,510.5,5.6,221.4,162.8
2018-04-08,1600.61,1895.15,4349.38,954.16,462.45,6.2,372.2,121.4
2018-04-09,2431.18,2199.39,5927.34,962.16,571.65,6.9,350.1,128.6
2018-04-10,1917.76,2006.86,4947.31,988.82,633.3,5.95,543.2,81.0
2018-04-11,1742.48,1747.54,4419.18,1036.18,980.75,4.8,364.3,58.0
2018-04-12,1335.88,1385.35,3433.87,1000.71,786.25,5.2,474.5,68.5
2018-04-13,3047.2,2054.57,6726.95,992.34,615.1,12.4,295.8,235.4
2018-04-14,2314.07,2205.66,5753.81,1054.7,870.75,6.9,368.1,149.7
2018-04-15,1421.11,1694.88,3873.9,993.64,626.35,7.0,420.8,117.6
2018-04-16,2049.42,2156.43,5299.09,958.41,281.4,12.3,525.0,168.8
2018-04-17,1795.1,2009.79,4762.33,942.91,263.7,6.5,612.0,124.3
2018-04-18,2893.76,2639.73,7076.69,967.23,382.25,9.4,313.95,195.35
2018-04-19,3276.07,3341.98,8365.07,1064.23,697.45,8.9,258.8,172.1
2018-04-20,2026.24,2370.32,5477.5,1006.88,561.15,6.7,633.0,119.8
2018-04-21,2226.55,2554.3,5968.18,1067.95,838.4,8.6,548.2,119.3
2018-04-22,1282.88,1968.45,3935.33,995.7,583.52,6.6,700.5,117.0
2018-04-23,2027.63,2096.13,5205.43,927.87,243.35,8.1,477.3,177.1
2018-04-24,2239.8,2019.06,5453.44,926.06,245.85,9.5,452.4,176.9
2018-04-25,2165.71,2116.16,5437.12,922.4,206.75,12.1,485.2,167.7
2018-04-26,2256.51,2223.0,5683.12,942.31,224.3,10.2,449.5,201.3
2018-04-27,2859.21,2474.27,6858.54,944.26,291.7,7.1,393.5,164.7
2018-04-28,981.85,1459.08,2964.59,896.14,208.65,4.6,918.7,56.1
2018-04-29,648.41,985.78,1979.7,892.56,161.75,3.6,1492.0,14.0
2018-04-30,1086.8,1491.57,3158.18,909.54,201.5,5.1,1218.1,43.3
2018-05-01,2307.19,2287.23,5824.75,935.57,248.3,8.4,396.6,187.0
2018-05-02,1748.54,1909.18,4590.27,907.81,193.35,9.1,634.65,140.9
2018-05-03,3029.78,2595.76,7241.53,954.97,301.4,7.4,347.2,206.5
2018-05-04,2553.39,2511.92,6426.96,965.72,329.35,8.6,536.1,172.6
2018-05-05,2168.68,2718.63,6043.67,995.09,470.3,5.5,701.7,113.9
2018-05-06,1422.94,2471.02,4652.84,1000.25,582.28,8.5,1194.1,73.65
2018-05-07,1279.25,2609.79,4571.25,983.4,593.06,5.9,1096.4,75.1
2018-05-08,2451.62,2793.98,6553.03,954.82,472.77,8.5,391.8,178.6
2018-05-09,2523.71,2206.74,6076.21,960.57,316.9,9.7,337.9,208.0
2018-05-10,2009.24,2053.86,5134.71,923.37,226.1,10.7,786.0,95.7
2018-05-11,2387.1,2356.33,6016.87,959.04,299.45,6.4,537.3,119.8
2018-05-12,2366.53,2248.78,5877.71,944.28,316.0,7.5,372.0,154.8
2018-05-13,1361.31,1667.37,3754.78,941.44,321.75,6.35,694.1,92.1
2018-05-14,989.87,1390.65,2908.76,904.82,171.65,4.4,1254.5,40.7
2018-05-15,933.27,1497.29,2927.97,910.76,215.05,6.75,1506.4,37.7
2018-05-16,914.63,1212.08,2614.67,938.22,242.4,5.85,1164.95,25.05
2018-05-17,1118.16,1347.33,3061.83,939.39,218.15,4.0,1183.8,20.4
2018-05-18,1578.99,1822.12,4243.48,937.52,214.21,3.8,819.7,54.2
2018-05-19,1824.35,2048.25,4845.64,971.84,300.04,4.1,799.2,71.1
2018-05-20,1809.49,2102.69,4877.38,980.92,362.11,5.75,667.7,89.5
2018-05-21,1652.47,2172.27,4705.94,1000.4,462.67,8.7,845.7,67.7
2018-05-22,910.3,1327.87,2723.73,966.87,424.74,6.45,1479.2,41.7
2018-05-23,888.72,1258.47,2621.11,966.03,480.3,3.3,1506.9,27.8
2018-05-24,2009.44,1863.78,4944.8,995.82,572.68,6.5,794.4,112.3
2018-05-25,2325.71,2186.71,5752.91,989.11,568.3,8.6,651.4,159.1
2018-05-26,1187.91,1785.03,3606.64,1037.0,768.1,4.75,1403.4,42.3
2018-05-27,1352.05,1940.62,4013.9,1009.83,523.75,8.7,739.0,97.2
2018-05-28,772.31,1238.5,2422.88,1029.45,705.0,6.4,989.3,50.4
2018-05-29,892.91,1345.07,2714.44,953.03,465.9,2.7,1269.3,37.2
2018-05-30,2483.85,2192.7,6001.42,968.16,458.98,7.6,531.3,114.45
2018-05-31,2198.84,2449.06,5820.76,1041.68,693.5,7.25,525.8,113.2
2018-06-01,2517.48,2330.28,6190.54,980.54,526.3,9.55,273.6,216.7
2018-06-02,1922.85,1962.28,4910.58,899.28,261.5,8.25,401.9,154.5
2018-06-03,1500.89,1915.87,4217.12,900.58,276.0,8.1,632.2,127.3
2018-06-04,1073.67,1482.33,3128.79,899.39,318.05,2.7,1073.0,42.7
2018-06-05,1196.4,1471.83,3306.52,846.34,212.45,4.7,1176.7,27.2
2018-06-06,1363.92,1604.68,3695.97,818.92,274.8,5.4,991.2,46.4
2018-06-07,1407.62,1703.82,3862.33,708.98,263.36,5.4,886.8,43.1
2018-06-08,1361.25,1592.49,3680.11,648.02,274.14,4.7,930.1,52.8
2018-06-09,1251.19,1581.95,3501.03,626.01,243.49,4.5,1026.7,49.2
2018-06-10,1138.82,1360.23,3107.22,593.1,215.47,4.25,1011.3,45.1
2018-06-11,1793.61,1794.44,4545.33,600.07,138.2,6.7,748.9,85.9
2018-06-12,1389.67,1523.52,3655.06,588.14,150.75,4.55,748.6,39.6
2018-06-13,1956.37,1970.04,4970.32,611.16,243.5,8.15,435.8,154.2
2018-06-14,1607.82,1646.99,4113.19,670.16,251.3,7.05,580.1,115.9
2018-06-15,1733.61,1915.29,4574.23,652.22,261.85,6.8,504.7,129.6
2018-06-16,1398.62,1625.82,3771.15,569.37,209.2,4.95,485.9,112.8
2018-06-17,1174.9,1369.26,3171.25,547.7,194.27,9.3,443.0,115.7
2018-06-18,1480.79,1548.43,3815.79,560.68,207.62,9.55,342.0,137.0
2018-06-19,1892.45,1521.98,4411.02,578.13,208.56,9.2,194.1,183.5
2018-06-20,1963.49,1473.07,4461.54,629.74,228.0,7.9,236.8,166.2
2018-06-21,863.71,1244.07,2536.75,659.93,255.94,5.1,1161.3,45.6
2018-06-22,1229.75,1582.27,3426.7,705.58,270.16,4.5,873.9,43.9
2018-06-23,1068.87,1622.59,3211.07,747.78,211.7,5.7,1003.8,53.7
2018-06-24,1057.31,1664.93,3226.39,785.61,243.3,4.5,1144.3,45.8
2018-06-25,1436.79,2242.49,4409.19,794.97,310.86,12.35,1181.4,78.82
2018-06-26,1945.32,2283.18,5266.77,756.21,291.27,8.25,586.5,111.38
2018-06-27,1771.56,1939.77,4656.39,748.35,249.38,7.3,733.0,90.0
2018-06-28,1429.93,1833.71,4026.67,756.99,258.9,5.5,1073.5,39.4
2018-06-29,1351.8,1742.76,3815.89,735.31,239.58,5.6,1081.2,46.7
2018-06-30,1167.2,1712.43,3502.28,675.24,216.86,6.0,1332.1,48.0
2018-07-01,964.46,1799.82,3278.99,763.85,265.69,4.7,1758.0,36.5
2018-07-02,1421.01,2068.34,4247.41,778.71,206.76,6.4,1443.7,58.5
2018-07-03,1654.29,2083.88,4620.85,709.68,208.49,6.6,1103.0,76.9
2018-07-04,1976.69,2284.28,5315.47,802.2,289.77,7.25,691.0,108.2
2018-07-05,1899.4,2536.95,5449.97,884.98,373.55,6.45,686.35,128.65
2018-07-06,1101.87,2033.76,3723.5,858.02,341.88,4.75,1095.6,76.35
2018-07-07,1176.07,2080.79,3884.58,872.3,394.4,5.5,1038.1,74.3
2018-07-08,976.31,1718.2,3215.85,792.54,267.73,4.1,1336.5,42.8
2018-07-09,1519.37,1984.77,4314.82,768.02,253.01,5.8,707.0,80.0
2018-07-10,1244.86,1418.65,3327.65,705.11,177.89,4.7,838.0,44.6
2018-07-11,1252.24,1565.64,3486.2,743.0,212.44,4.1,911.7,38.6
2018-07-12,1583.55,2006.1,4434.61,808.93,252.73,4.3,714.3,55.7
2018-07-13,1797.58,2204.38,4961.0,808.67,295.48,6.8,633.5,96.6
2018-07-14,1747.78,2435.53,5115.6,778.37,312.85,5.7,681.3,120.2
2018-07-15,1262.2,2151.28,4086.76,722.76,268.77,6.3,1000.6,95.6
2018-07-16,1724.18,2383.11,5026.89,781.54,286.1,9.6,557.4,137.6
2018-07-17,1910.97,1953.65,4884.12,761.45,238.96,9.5,376.0,151.9
2018-07-18,2230.22,2333.72,5753.51,754.67,270.21,8.8,362.8,169.5
2018-07-19,2472.93,2589.55,6381.57,785.64,284.56,7.8,422.9,174.5
2018-07-20,2142.31,2577.96,5863.04,787.71,298.9,6.1,522.9,153.8
2018-07-21,1373.21,2383.01,4488.36,851.49,313.25,6.0,1078.9,84.6
2018-07-22,1348.92,2018.92,4087.26,745.47,327.59,5.3,622.8,95.3
2018-07-23,1838.56,2306.5,5125.47,778.18,341.93,6.3,396.4,160.3
2018-07-24,1815.0,2320.86,5103.84,726.91,342.91,9.7,385.7,153.9
2018-07-25,1933.52,2476.18,5441.02,731.3,276.33,8.3,498.1,114.75
2018-07-26,2133.75,2903.29,6175.06,1048.25,418.38,9.9,447.0,146.8
2018-07-27,1996.45,2607.66,5668.76,861.69,336.26,6.8,511.6,152.4
2018-07-28,709.23,852.33,1939.87,908.68,221.39,9.8,612.0,99.7
2018-07-29,741.03,856.25,1992.5,407.74,183.76,5.1,388.7,103.4
2018-07-30,1822.05,1455.58,4249.29,468.96,213.54,8.0,257.4,134.1
2018-07-31,1905.06,1717.12,4638.03,546.96,239.67,9.4,341.6,143.7
2018-08-01,2145.32,2060.24,5349.78,627.03,253.2,8.6,350.0,137.3
2018-08-02,2073.67,2126.43,5306.12,636.08,259.32,7.0,360.6,142.3
2018-08-03,1564.02,2086.68,4484.68,644.82,233.75,5.7,599.3,84.4
2018-08-04,863.85,1279.79,2604.38,512.14,189.18,5.3,821.9,31.7
2018-08-05,1120.46,1639.8,3358.06,549.7,222.46,6.8,760.8,60.3
2018-08-06,1994.61,2614.61,5672.87,763.55,299.38,7.9,588.3,130.6
2018-08-07,1841.67,2459.99,5283.97,800.47,309.46,8.1,475.5,146.0
2018-08-08,1949.03,1756.81,4745.25,584.13,227.54,9.6,382.6,145.15
2018-08-09,2340.48,1805.05,5394.0,551.42,219.23,7.0,236.4,117.1
2018-08-10,2067.43,1704.64,4874.96,487.52,226.6,8.4,243.5,140.0
2018-08-11,1821.68,1810.08,4603.53,447.22,224.12,6.9,287.8,106.4
2018-08-12,1173.96,1444.61,3244.75,379.91,215.65,6.4,386.3,101.8
2018-08-13,2168.05,1733.17,5057.42,491.04,218.28,5.7,389.5,95.0
2018-08-14,2828.31,1976.04,6312.8,521.48,227.56,7.0,347.0,94.8
2018-08-15,2617.43,1861.88,5875.35,550.9,254.98,6.7,286.2,137.1
2018-08-16,2619.79,1618.26,5635.3,571.83,264.41,10.0,232.2,155.0
2018-08-17,2646.6,1862.13,5920.23,607.38,246.49,7.8,196.4,163.0
2018-08-18,1718.45,1429.77,4064.53,525.44,247.57,7.1,245.6,119.0
2018-08-19,1147.41,1089.55,2849.44,463.44,229.34,5.5,322.2,82.1
2018-08-20,2468.71,1741.02,5526.04,449.5,227.72,8.5,193.1,121.1
2018-08-21,2042.73,1798.12,4930.54,418.3,233.25,9.0,284.6,120.4
2018-08-22,2675.49,1741.13,5843.94,500.92,286.33,8.25,134.9,166.2
2018-08-23,1994.4,1508.37,4566.25,485.43,219.13,7.1,283.4,111.7
2018-08-24,2230.43,1622.23,5041.92,521.61,201.56,8.4,282.9,116.2
2018-08-25,2109.62,1610.81,4845.61,487.17,194.86,7.5,418.3,70.9
2018-08-26,1876.64,1525.82,4403.35,449.73,229.59,7.7,167.0,110.2
2018-08-27,2286.94,1603.68,5110.63,521.43,213.77,7.4,258.8,91.2
2018-08-28,2346.2,1809.87,5407.46,550.9,259.89,9.4,263.2,132.8
2018-08-29,1462.61,1663.33,3905.6,587.06,232.72,4.9,376.4,70.0
2018-08-30,1361.75,1583.58,3671.53,693.32,214.7,8.0,450.4,54.5
2018-08-31,2068.15,2007.0,5178.36,724.33,270.58,7.3,398.4,77.4
2018-09-01,1705.03,2098.73,4712.9,676.36,310.95,9.7,370.9,128.4
2018-09-02,1167.14,1957.21,3746.53,694.25,335.43,9.8,684.7,87.4
2018-09-03,1700.01,2344.69,4951.26,870.79,348.01,5.6,758.6,77.6
2018-09-04,797.77,1382.59,2605.97,785.01,261.54,4.3,872.4,32.0
2018-09-05,994.11,1438.96,2963.13,712.26,249.59,3.95,863.0,35.2
2018-09-06,1896.51,1761.55,4669.38,594.13,274.84,8.2,430.6,105.8
2018-09-07,2128.24,1817.41,5080.84,485.4,229.67,7.8,369.0,112.5
2018-09-08,2100.83,1832.69,5053.9,452.34,254.85,5.4,284.7,125.7
2018-09-09,1341.84,1570.29,3627.5,436.58,232.88,5.5,490.2,102.1
2018-09-10,2031.46,1731.0,4845.74,528.53,243.75,8.4,379.4,146.5
2018-09-11,1969.61,1484.11,4504.35,504.2,268.98,6.4,375.6,136.7
2018-09-12,1334.89,1527.94,3574.85,498.05,199.76,8.1,465.3,71.2
2018-09-13,3159.86,2058.74,6904.24,630.88,289.34,6.9,197.3,171.5
2018-09-14,2776.41,1994.94,6252.05,491.43,275.02,8.2,142.5,202.9
2018-09-15,2055.47,1775.54,4927.17,526.36,264.64,8.0,223.7,155.1
2018-09-16,1101.11,1486.8,3175.09,466.64,246.32,8.5,447.5,106.7
2018-09-17,1904.93,2035.55,4956.21,522.29,265.55,10.1,435.3,145.3
2018-09-18,1799.93,1690.27,4449.79,538.74,258.63,8.4,522.7,153.2
2018-09-19,1649.1,1586.89,4115.18,645.98,268.0,6.95,445.2,140.3
2018-09-20,1657.23,1492.95,4033.75,599.82,271.98,6.9,470.1,156.8
2018-09-21,1714.04,1586.16,4214.43,480.96,237.36,14.3,327.4,153.03
2018-09-22,2031.49,1795.38,4910.33,420.51,256.47,9.8,257.3,149.27
2018-09-23,578.71,1019.6,1907.05,303.81,308.41,3.59,703.19,145.5
2018-09-24,2218.56,1828.03,5229.78,515.83,344.02,5.91,545.01,141.73
2018-09-25,4487.88,2548.38,9429.17,752.73,332.07,9.9,94.5,137.97
2018-09-26,3525.82,2673.15,8079.15,689.81,331.65,9.38,121.66,134.2
2018-09-27,2971.74,2624.75,7181.2,749.82,356.75,11.28,234.24,130.43
2018-09-28,884.08,1311.29,2667.03,618.4,186.2,7.2,666.8,126.67
2018-09-29,2635.54,2277.14,6318.3,678.39,285.98,7.6,184.4,122.9
2018-09-30,1104.91,1488.73,3182.79,527.77,245.06,6.1,598.5,119.13
2018-10-01,1363.89,1534.75,3626.13,490.59,195.39,6.4,613.1,115.37
2018-10-02,1941.99,1742.82,4720.32,478.39,212.56,7.1,395.7,111.6
2018-10-03,2675.06,1834.38,5935.88,552.3,257.69,9.45,236.3,107.83
2018-10-04,2874.13,1690.32,6097.29,577.94,338.87,7.6,78.2,104.07
2018-10-05,3562.88,2477.17,7940.31,855.62,390.05,10.2,132.1,100.3
2018-10-06,785.84,1252.46,2457.16,493.49,231.72,3.9,639.3,96.53
2018-10-07,1214.71,1407.62,3270.13,404.4,207.05,6.2,536.5,92.77
2018-10-08,2491.15,2003.69,5823.37,472.39,265.83,7.9,174.6,89.0
2018-10-09,2419.44,2211.22,5920.99,618.28,303.86,9.5,220.8,85.23
2018-10-10,3474.86,2671.43,7999.75,1331.38,572.09,6.2,125.6,81.47
2018-10-11,1711.91,1768.73,4393.32,639.08,285.26,7.1,325.6,77.7
2018-10-12,1120.44,1310.95,3029.01,632.33,229.99,5.8,459.8,73.93
2018-10-13,988.38,1332.55,2847.96,515.68,251.62,4.7,475.9,70.17
2018-10-14,489.74,1000.53,1751.74,247.64,162.33,3.8,840.8,66.4
2018-10-15,1076.97,1362.96,3014.36,480.6,233.64,4.4,402.85,69.6
2018-10-16,2581.75,1864.09,5822.71,762.01,360.3,11.3,179.9,191.0
2018-10-17,2511.82,1917.7,5769.26,555.08,276.33,7.45,167.5,180.15
2018-10-18,1237.61,1519.85,3418.08,599.31,230.26,4.4,474.3,37.5
2018-10-19,2151.5,2077.25,5376.26,727.62,276.29,8.3,333.6,116.5
2018-10-20,3922.76,2215.79,8230.76,960.5,498.46,14.0,71.3,329.2
2018-10-21,1636.59,1594.18,4103.76,630.6,343.24,14.6,238.6,159.7
2018-10-22,1549.48,1520.4,3896.06,659.14,223.47,10.6,590.7,67.6
2018-10-23,2033.31,1673.05,4791.15,619.31,253.55,10.7,208.9,153.5
2018-10-24,2123.51,1639.06,4894.76,641.01,258.47,9.7,241.3,121.8
2018-10-25,1981.5,1782.75,4820.67,616.92,274.7,6.6,313.6,138.6
2018-10-26,1588.87,1642.03,4078.25,393.77,192.48,7.7,473.9,114.2
2018-10-27,856.88,1156.36,2470.2,299.24,144.31,4.0,841.6,51.7
2018-10-28,508.38,969.99,1749.48,269.46,151.93,4.8,909.6,32.3
2018-10-29,836.11,1216.04,2498.07,422.02,156.86,4.0,655.6,57.8
2018-10-30,1925.32,1494.85,4446.98,477.01,242.44,6.7,392.4,136.9
2018-10-31,3112.18,2020.81,6792.54,750.86,315.02,8.8,118.6,200.8
2018-11-01,2826.99,1882.34,6217.07,551.77,314.6,8.4,79.8,182.5
2018-11-02,3371.17,2199.2,7368.05,706.67,336.62,11.1,88.4,219.1
2018-11-03,1349.49,1696.04,3765.58,568.26,304.1,6.7,196.3,134.0
2018-11-04,1261.01,1492.24,3425.79,672.96,328.53,4.9,308.3,110.1
2018-11-05,3636.7,1800.75,7376.85,1250.1,616.61,10.9,62.9,200.8
2018-11-06,2459.12,1623.61,5394.15,778.33,390.93,10.0,129.2,182.3
2018-11-07,1477.74,1351.9,3617.69,539.77,231.01,10.4,350.3,174.4
2018-11-08,1868.27,1742.85,4607.67,655.92,232.54,7.9,281.4,148.8
2018-11-09,1728.8,1592.34,4243.09,606.08,243.87,7.5,283.7,140.3
2018-11-10,1304.89,1579.95,3580.72,535.22,250.04,8.8,275.3,157.2
2018-11-11,1298.87,1568.36,3559.88,394.03,224.42,9.4,299.3,139.9
2018-11-12,1813.02,1811.4,4591.01,560.91,245.9,10.6,198.7,195.1
2018-11-13,2007.54,1899.81,4977.68,620.22,259.68,10.6,261.6,209.2
2018-11-14,2306.54,1720.62,5257.39,678.38,273.21,10.55,160.1,158.95
2018-11-15,2983.57,1701.05,6275.69,923.96,393.78,10.3,91.1,150.7
2018-11-16,3445.99,1859.31,7142.89,641.07,307.41,8.5,98.3,131.5
2018-11-17,3183.22,1989.05,6869.84,801.35,399.09,9.1,119.0,99.8
2018-11-18,2774.56,1927.92,6182.28,618.62,268.57,4.1,460.2,42.7
2018-11-19,2912.41,1955.85,6421.81,395.02,173.79,3.9,721.1,32.3
2018-11-20,3069.97,2086.82,6794.64,432.88,242.62,4.5,492.0,48.1
2018-11-21,3708.87,2367.48,8055.1,796.3,397.8,9.6,93.7,166.3
2018-11-22,4171.63,2433.63,8830.56,1238.73,616.73,5.9,47.1,165.1
2018-11-23,3161.63,2081.67,6929.49,1136.88,558.7,7.3,40.5,186.7
2018-11-24,1332.56,1644.93,3688.02,915.35,403.58,4.2,198.2,72.1
2018-11-25,679.51,1122.22,2164.34,716.76,317.41,3.7,396.8,32.6
