MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3)
2019-12-31,230.0,810.6,1163.4
2020-01-01,389.6,924.3,1521.7
2020-01-02,261.8,615.7,1017.2
2020-01-03,374.5,1015.3,1589.6
2020-01-04,253.6,877.3,1266.3
2020-01-05,132.5,549.7,753.1
2020-01-06,228.6,622.4,973.2
2020-01-07,231.1,605.0,959.3
2020-01-08,250.4,748.8,1133.0
2020-01-09,181.1,491.8,769.8
2020-01-10,358.9,1059.9,1610.1
2020-01-11,146.2,453.4,678.0
2020-01-12,98.9,410.1,561.6
2020-01-13,191.85,540.7,834.95
2020-01-14,178.6,456.2,729.9
2020-01-15,281.4,776.5,1208.0
2020-01-16,142.4,466.95,685.1
2020-01-17,223.8,684.4,1027.7
2020-01-18,905.7,1390.9,2779.5
2020-01-19,1122.5,1419.0,3140.0
2020-01-20,1477.3,1491.2,3756.5
2020-01-21,1813.2,1471.1,4251.6
2020-01-22,1456.0,1331.4,3563.8
2020-01-23,444.8,1105.0,1787.0
2020-01-24,454.1,1089.7,1786.0
2020-01-25,149.2,578.5,807.4
2020-01-26,143.3,489.5,708.8
2020-01-27,244.3,763.5,1137.6
2020-01-28,169.9,559.6,820.5
2020-01-29,198.1,603.6,907.2
2020-01-30,216.3,555.0,886.8
2020-01-31,194.3,462.05,759.95
2020-02-01,95.6,315.8,462.5
2020-02-02,67.2,306.3,409.3
2020-02-03,188.2,603.0,891.1
2020-02-04,232.7,803.1,1160.0
2020-02-05,900.9,1285.3,2667.0
2020-02-06,572.81,817.41,1695.69
2020-02-07,282.39,613.09,1046.21
2020-02-08,197.0,534.2,836.5
2020-02-09,53.0,141.6,222.9
2020-02-10,121.2,309.3,495.8
2020-02-11,138.7,378.6,591.8
2020-02-12,200.5,577.7,885.4
2020-02-13,260.8,808.7,1208.3
2020-02-14,441.4,788.1,1464.7
2020-02-15,129.1,268.2,465.6
2020-02-16,69.4,222.4,328.8
2020-02-17,154.8,369.6,606.8
2020-02-18,137.8,397.5,609.1
2020-02-19,274.6,631.8,1052.9
2020-02-20,161.4,497.9,744.7
2020-02-21,131.3,355.8,557.4
2020-02-22,78.2,259.7,379.8
2020-02-23,107.3,502.7,667.0
2020-02-24,117.7,340.9,521.6
2020-02-25,150.5,450.0,681.2
2020-02-26,229.3,755.2,1106.8
2020-02-27,274.4,890.2,1311.0
2020-02-28,183.3,581.7,862.4
2020-02-29,144.1,341.6,562.2
2020-03-01,83.4,276.3,404.0
2020-03-02,330.6,847.2,1354.1
2020-03-03,450.8,1017.3,1708.5
2020-03-04,286.3,803.2,1242.0
2020-03-05,153.9,614.7,850.6
2020-03-06,570.5,1183.2,2057.3
2020-03-07,259.8,745.2,1143.8
2020-03-08,77.9,273.3,392.4
2020-03-09,185.4,495.5,779.4
2020-03-10,130.4,291.0,490.3
2020-03-11,156.0,414.7,653.5
2020-03-12,144.9,315.8,538.5
2020-03-13,211.4,625.3,949.4
2020-03-14,172.3,453.2,717.6
2020-03-15,112.7,493.7,666.5
2020-03-16,342.6,939.2,1464.8
2020-03-17,188.65,545.15,834.3
2020-03-18,214.9,524.6,854.3
2020-03-19,54.8,405.8,489.7
2020-03-20,47.9,235.4,308.8
2020-03-21,26.8,242.1,283.8
2020-03-22,32.8,309.8,360.1
2020-03-23,74.2,519.4,633.2
2020-03-24,73.3,445.1,557.7
2020-03-25,127.8,685.8,881.7
2020-03-26,151.0,670.0,902.0
2020-03-27,102.5,521.7,678.8
2020-03-28,43.4,218.3,284.7
2020-03-29,23.4,155.4,191.0
2020-03-30,166.5,514.7,770.2
2020-03-31,55.9,369.6,455.9
2020-04-01,252.3,879.8,1266.9
2020-04-02,161.9,613.7,862.1
2020-04-03,176.9,702.7,974.0
2020-04-04,121.7,405.8,592.7
2020-04-05,25.3,230.3,268.9
2020-04-06,121.1,615.1,800.2
2020-04-07,146.45,661.8,886.4
2020-04-08,144.25,983.05,1204.3
2020-04-09,151.9,825.0,1058.0
2020-04-10,50.4,655.9,732.9
2020-04-11,157.2,656.4,897.3
2020-04-12,33.2,405.4,456.3
2020-04-13,4.7,109.7,116.8
2020-04-14,20.4,239.1,270.4
2020-04-15,49.5,479.4,554.7
2020-04-16,170.5,883.5,1145.2
2020-04-17,26.3,323.85,363.5
2020-04-18,44.9,355.4,424.2
2020-04-19,37.2,306.2,363.5
2020-04-20,27.9,290.1,333.0
2020-04-21,33.0,352.0,402.25
2020-04-22,53.4,443.9,525.8
2020-04-23,253.9,633.4,1022.8
2020-04-24,63.4,550.7,647.9
2020-04-25,12.1,233.2,251.7
2020-04-26,39.1,345.1,404.8
2020-04-27,91.6,532.0,672.2
2020-04-28,35.4,300.7,355.0
2020-04-29,120.8,384.8,569.7
2020-04-30,119.9,373.3,556.85
2020-05-01,93.2,345.0,488.2
2020-05-02,96.1,406.9,554.2
2020-05-03,50.5,251.8,329.4
2020-05-04,33.5,234.8,286.2
2020-05-05,14.8,166.7,189.4
2020-05-06,42.8,327.9,392.7
2020-05-07,87.2,529.2,663.0
2020-05-08,41.9,379.3,444.0
2020-05-09,44.1,418.0,485.4
2020-05-10,38.9,325.2,384.8
2020-05-11,28.8,141.0,185.3
2020-05-12,104.7,468.7,629.35
2020-05-13,45.2,235.0,304.2
2020-05-14,52.4,293.9,374.3
2020-05-15,115.1,557.6,734.3
2020-05-16,89.0,540.6,676.9
2020-05-17,68.1,324.6,428.9
2020-05-18,82.1,361.7,487.4
2020-05-19,89.3,449.5,586.8
2020-05-20,84.7,377.7,507.5
2020-05-21,69.2,445.5,552.2
2020-05-22,66.6,243.1,345.1
2020-05-23,50.6,150.5,227.8
2020-05-24,71.5,364.4,474.6
2020-05-25,58.4,381.5,471.1
2020-05-26,60.8,479.4,572.5
2020-05-27,47.6,474.95,547.75
2020-05-28,21.5,235.7,268.9
2020-05-29,46.5,390.5,462.0
2020-05-30,26.3,276.9,317.0
2020-05-31,20.7,234.0,266.1
2020-06-01,44.2,291.5,359.8
2020-06-02,81.9,582.2,708.1
2020-06-03,79.4,565.3,687.2
2020-06-04,113.8,434.7,609.6
2020-06-05,101.2,368.2,523.4
2020-06-06,161.4,328.5,576.0
2020-06-07,111.1,365.6,536.2
2020-06-08,119.3,379.9,562.6
2020-06-09,75.6,355.9,472.0
2020-06-10,110.2,374.6,543.0
2020-06-11,41.3,284.2,347.5
2020-06-12,40.4,363.8,425.9
2020-06-13,31.4,227.8,275.8
2020-06-14,70.7,357.7,466.0
2020-06-15,110.6,496.9,666.2
2020-06-16,84.5,355.4,484.4
2020-06-17,71.5,487.0,596.5
2020-06-18,114.5,471.6,647.4
2020-06-19,157.2,351.7,593.1
2020-06-20,116.7,309.3,488.1
2020-06-21,67.3,223.1,326.3
2020-06-22,127.0,368.0,562.6
2020-06-23,63.5,342.6,439.9
2020-06-24,45.6,482.95,552.25
2020-06-25,57.3,531.9,619.7
2020-06-26,58.6,479.8,569.7
2020-06-27,103.5,260.3,419.1
2020-06-28,48.0,137.5,211.1
2020-06-29,89.35,210.0,347.55
2020-06-30,181.0,342.9,620.3
2020-07-01,141.8,324.7,541.6
2020-07-02,152.6,439.6,673.9
2020-07-03,123.7,272.2,461.8
2020-07-04,113.6,194.0,368.4
2020-07-05,51.7,108.6,187.8
2020-07-06,161.5,423.8,671.3
2020-07-07,143.9,463.3,683.9
2020-07-08,257.6,354.0,749.3
2020-07-09,227.9,301.7,651.2
2020-07-10,214.2,569.6,897.9
2020-07-11,161.1,512.4,759.6
2020-07-12,64.3,344.0,442.2
2020-07-13,124.5,441.1,632.3
2020-07-14,201.8,512.3,821.7
2020-07-15,201.8,487.7,797.0
2020-07-16,208.3,504.8,824.7
2020-07-17,145.9,461.2,684.6
2020-07-18,105.4,374.4,536.0
2020-07-19,62.4,259.5,355.3
2020-07-20,129.2,415.5,613.3
2020-07-21,110.5,448.2,617.2
2020-07-22,105.8,383.3,545.7
2020-07-23,115.4,419.55,596.3
2020-07-24,150.8,346.1,577.4
2020-07-25,150.2,268.1,498.2
2020-07-26,82.4,151.6,278.6
2020-07-27,143.5,239.9,459.9
2020-07-28,160.7,352.5,598.8
2020-07-29,155.4,425.6,663.4
2020-07-30,102.2,367.7,524.5
2020-07-31,37.5,380.8,438.1
2020-08-01,115.1,236.4,413.1
2020-08-02,68.7,209.9,315.6
2020-08-03,152.5,445.9,679.8
2020-08-04,119.1,331.8,514.4
2020-08-05,135.5,305.7,512.9
2020-08-06,154.3,417.0,653.3
2020-08-07,27.56,369.18,410.61
2020-08-08,25.17,336.12,374.14
2020-08-09,22.79,303.06,337.67
2020-08-10,20.4,270.0,301.2
2020-08-11,18.01,236.94,264.73
2020-08-12,15.63,203.88,228.26
2020-08-13,13.24,170.82,191.79
2020-08-14,154.1,553.2,790.0
2020-08-15,206.8,610.0,927.0
2020-08-16,76.7,383.9,501.7
2020-08-17,161.7,495.1,743.0
2020-08-18,213.8,386.4,714.6
2020-08-19,103.1,284.7,442.3
2020-08-20,180.6,374.9,651.6
2020-08-21,137.8,238.3,450.05
2020-08-22,85.0,210.7,341.7
2020-08-23,83.8,216.3,345.2
2020-08-24,173.45,402.8,668.25
2020-08-25,111.2,221.2,392.0
2020-08-26,145.0,423.6,646.0
2020-08-27,161.9,430.3,678.6
2020-08-28,205.2,437.7,752.2
2020-08-29,187.1,405.5,692.1
2020-08-30,108.2,358.5,524.3
2020-08-31,145.9,495.7,719.3
2020-09-01,171.1,531.7,794.5
2020-09-02,186.1,594.1,879.1
2020-09-03,172.2,357.6,621.6
2020-09-04,208.9,437.0,757.7
2020-09-05,195.6,543.8,843.9
2020-09-06,117.6,455.7,636.2
2020-09-07,237.4,423.4,786.2
2020-09-08,174.7,382.0,649.6
2020-09-09,209.7,532.9,854.55
2020-09-10,198.1,760.7,1064.7
2020-09-11,219.3,646.6,982.4
2020-09-12,117.4,349.3,529.2
2020-09-13,69.2,309.3,415.3
2020-09-14,1012.02,846.77,2397.72
2020-09-15,880.2,687.2,2036.2
2020-09-16,322.53,338.11,832.71
2020-09-17,21.4,251.12,284.07
2020-09-18,31.6,357.2,405.1
2020-09-19,10.0,298.8,314.6
2020-09-20,17.7,289.9,317.6
2020-09-21,176.1,796.6,1066.4
2020-09-22,91.1,647.5,787.0
2020-09-23,132.2,440.7,643.0
2020-09-24,175.0,423.3,691.8
2020-09-25,155.5,443.4,681.6
2020-09-26,167.3,404.1,660.3
2020-09-27,129.8,378.3,577.3
2020-09-28,324.9,751.2,1249.8
2020-09-29,338.26,733.35,1251.35
2020-09-30,189.34,573.4,863.4
2020-10-01,199.2,452.7,758.3
2020-10-02,37.0,328.9,385.4
2020-10-03,170.1,510.3,771.2
2020-10-04,100.6,284.2,438.3
2020-10-05,177.4,417.8,689.5
2020-10-06,152.5,347.1,580.4
2020-10-07,218.2,532.3,866.9
2020-10-08,254.6,605.7,996.5
2020-10-09,303.4,765.3,1230.5
2020-10-10,190.2,601.5,893.1
2020-10-11,235.7,699.2,1060.8
2020-10-12,411.9,815.4,1447.3
2020-10-13,430.2,744.9,1404.7
2020-10-14,104.9,482.9,644.0
2020-10-15,234.3,682.9,1042.1
2020-10-16,308.4,838.6,1311.6
2020-10-17,215.6,851.1,1181.2
2020-10-18,260.1,919.1,1317.4
2020-10-19,82.8,441.9,569.0
2020-10-20,156.5,489.3,729.1
2020-10-21,151.7,485.65,717.9
2020-10-22,198.9,616.4,921.1
2020-10-23,203.8,603.7,916.3
2020-10-24,113.8,354.5,528.9
2020-10-25,118.2,407.2,588.6
2020-10-26,228.0,582.9,931.9
2020-10-27,199.9,541.5,847.8
2020-10-28,173.5,443.4,709.9
2020-10-29,183.3,442.3,723.0
2020-10-30,155.2,397.5,635.0
2020-10-31,142.9,380.3,599.1
2020-11-01,83.0,195.9,323.4
2020-11-02,128.1,290.7,487.4
2020-11-03,224.9,664.7,1010.0
2020-11-04,1084.7,1328.9,2991.7
2020-11-05,1338.3,1212.1,3264.3
2020-11-06,671.8,1089.7,2119.3
2020-11-07,584.4,895.6,1791.5
2020-11-08,273.7,660.9,1080.7
2020-11-09,129.9,496.4,695.4
2020-11-10,214.9,691.3,1020.8
2020-11-11,181.2,423.3,701.0
2020-11-12,154.1,473.6,709.6
2020-11-13,186.6,633.8,920.0
2020-11-14,94.6,282.7,428.0
2020-11-15,58.6,189.3,279.1
2020-11-16,116.7,338.7,517.6
2020-11-17,131.3,354.7,556.0
2020-11-18,140.05,334.2,549.25
2020-11-19,327.3,786.7,1289.2
2020-11-20,311.0,759.8,1235.6
2020-11-21,96.7,318.3,466.0
2020-11-22,305.3,729.7,1198.2
2020-11-23,523.0,816.4,1618.0
2020-11-24,174.6,459.8,727.6
2020-11-25,240.6,679.7,1048.8
2020-11-26,536.9,1026.0,1849.0
2020-11-27,1038.4,1115.6,2708.2
2020-11-28,293.0,952.5,1401.8
2020-11-29,168.0,840.2,1097.8
2020-11-30,298.5,722.6,1180.7
2020-12-01,370.4,921.3,1489.5
2020-12-02,640.6,1137.6,2119.9
2020-12-03,267.0,779.3,1188.7
2020-12-04,274.4,738.9,1159.6
2020-12-05,80.85,377.04,501.23
2020-12-06,294.0,624.0,1074.3
2020-12-07,515.31,842.27,1631.35
2020-12-08,732.94,1043.09,2165.87
2020-12-09,320.3,800.5,1291.4
2020-12-10,62.1,348.3,443.9
2020-12-11,459.8,938.5,1642.9
2020-12-12,222.5,760.6,1101.8
2020-12-13,73.1,364.6,476.8
2020-12-14,186.3,546.1,831.6
2020-12-15,290.4,781.4,1226.8
2020-12-16,111.65,433.15,604.15
2020-12-17,270.4,605.1,1020.4
2020-12-18,145.3,371.5,594.5
2020-12-19,156.4,447.5,687.3
2020-12-20,102.1,379.6,536.1
2020-12-21,126.2,322.2,515.9
2020-12-22,306.4,669.3,1139.4
2020-12-23,187.6,601.7,889.8
2020-12-24,186.4,513.8,799.5
2020-12-25,56.1,495.6,581.8
2020-12-26,56.2,219.6,305.5
2020-12-27,77.7,337.1,456.4
2020-12-28,158.2,638.1,880.5
2020-12-29,295.1,782.4,1234.8
2020-12-30,655.6,881.5,1886.9
2020-12-31,616.5,1043.5,1988.8
2021-01-01,262.4,695.8,1098.2
2021-01-02,381.3,829.8,1414.2
2021-01-03,115.9,437.0,614.9
2021-01-04,59.1,314.4,404.7
2021-01-05,137.4,406.6,617.0
2021-01-06,253.8,577.1,965.9
2021-01-07,461.0,942.0,1648.9
2021-01-08,353.9,881.4,1424.2
2021-01-09,757.7,991.6,2153.1
2021-01-10,182.8,683.4,963.4
2021-01-11,97.5,355.1,504.9
2021-01-12,460.0,867.9,1572.8
2021-01-13,421.3,851.0,1496.8
2021-01-14,28.8,539.5,583.9
2021-01-15,933.2,952.0,2382.8
2021-01-16,255.4,650.2,1041.3
2021-01-17,101.6,507.1,662.9
2021-01-18,193.4,527.4,823.9
2021-01-19,84.6,210.7,340.8
2021-01-20,115.7,254.4,431.8
2021-01-21,167.6,464.3,721.2
2021-01-22,233.8,639.3,997.8
2021-01-23,344.5,899.4,1427.7
2021-01-24,133.4,714.6,919.0
2021-01-25,345.2,949.4,1478.4
2021-01-26,386.0,768.2,1359.9
2021-01-27,329.0,742.4,1246.9
2021-01-28,134.6,418.0,624.0
2021-01-29,149.1,487.9,716.8
2021-01-30,31.5,340.4,389.0
2021-01-31,67.3,446.6,549.7
2021-02-01,321.7,709.5,1202.7
2021-02-02,110.7,373.4,543.5
2021-02-03,182.8,626.5,906.7
2021-02-04,79.7,399.7,522.2
2021-02-05,179.6,564.1,839.5
2021-02-06,198.6,583.2,887.7
2021-02-07,43.5,193.1,260.0
2021-02-08,57.0,314.8,401.9
2021-02-09,38.1,318.6,376.6
2021-02-10,63.9,463.1,560.8
2021-02-11,58.2,530.0,619.4
2021-02-12,51.4,379.4,458.0
2021-02-13,40.3,275.2,337.5
2021-02-14,50.3,242.8,320.3
2021-02-15,209.0,544.4,864.6
2021-02-16,164.7,431.6,684.2
2021-02-17,125.9,326.6,520.0
2021-02-18,123.5,368.0,556.9
2021-02-19,141.4,404.3,620.6
2021-02-20,107.1,321.6,485.5
2021-02-21,150.3,485.7,716.2
2021-02-22,288.6,755.4,1197.9
2021-02-23,150.1,412.1,642.7
2021-02-24,172.7,464.2,729.2
2021-02-25,292.0,966.5,1414.2
2021-02-26,500.0,1176.3,1943.3
2021-02-27,291.3,861.8,1308.0
2021-02-28,89.7,527.3,664.9
2021-03-01,71.1,531.0,640.0
2021-03-02,442.5,798.9,1476.9
2021-03-03,359.8,914.1,1466.0
2021-03-04,188.2,660.4,948.7
2021-03-05,58.5,365.0,454.6
2021-03-06,113.4,574.5,748.2
2021-03-07,256.6,809.8,1203.3
2021-03-08,506.6,1101.0,1877.5
2021-03-09,279.4,734.7,1163.3
2021-03-10,174.3,304.8,571.7
2021-03-11,136.2,164.9,373.4
2021-03-12,146.25,277.95,502.55
2021-03-13,76.0,238.0,354.5
2021-03-14,64.0,260.5,358.4
2021-03-15,239.7,870.9,1237.7
2021-03-16,203.2,686.1,997.6
2021-03-17,297.7,789.2,1245.7
2021-03-18,308.4,855.7,1328.4
2021-03-19,75.7,376.8,493.2
2021-03-20,294.6,931.8,1383.2
2021-03-21,147.9,531.2,758.1
2021-03-22,250.0,855.5,1238.9
2021-03-23,214.0,684.2,1012.5
2021-03-24,179.2,554.4,829.3
2021-03-25,162.8,485.9,735.6
2021-03-26,150.1,396.4,625.7
2021-03-27,108.4,290.9,456.7
2021-03-28,67.4,206.2,309.5
2021-03-29,157.9,543.5,785.9
2021-03-30,372.5,1090.9,1662.4
2021-03-31,548.4,1312.25,2153.25
2021-04-01,53.9,439.5,522.1
2021-04-02,61.2,172.6,266.5
2021-04-03,58.8,203.7,294.3
2021-04-04,90.1,366.8,505.1
2021-04-05,99.8,326.9,480.0
2021-04-06,209.3,634.3,954.9
2021-04-07,237.2,739.9,1103.7
2021-04-08,148.0,489.5,716.0
2021-04-09,147.1,511.7,737.2
2021-04-10,48.6,279.3,353.6
2021-04-11,123.8,559.5,749.6
2021-04-12,186.0,787.7,1072.7
2021-04-13,288.6,973.5,1416.2
2021-04-14,207.5,569.5,887.3
2021-04-15,85.5,485.6,616.7
2021-04-16,222.3,659.5,1000.0
2021-04-17,151.6,556.3,788.9
2021-04-18,83.9,480.3,609.0
2021-04-19,161.8,623.6,872.1
2021-04-20,161.3,598.2,845.8
2021-04-21,99.9,491.6,644.9
2021-04-22,63.4,301.9,398.9
2021-04-23,122.7,536.1,723.9
2021-04-24,69.5,514.2,620.7
2021-04-25,27.1,144.8,186.7
2021-04-26,37.0,228.1,285.2
2021-04-27,117.7,511.9,692.7
2021-04-28,83.2,645.5,772.8
2021-04-29,140.1,714.2,928.9
2021-04-30,142.0,803.2,1021.4
2021-05-01,73.2,610.8,722.8
2021-05-02,55.1,531.1,615.7
2021-05-03,28.0,262.9,305.0
2021-05-04,75.5,347.2,463.5
2021-05-05,140.3,517.7,733.0
2021-05-06,175.7,645.5,915.1
2021-05-07,159.7,586.0,830.9
2021-05-08,84.1,302.5,431.4
2021-05-09,52.4,283.6,363.5
2021-05-10,97.4,381.1,530.4
2021-05-11,83.5,427.0,555.6
2021-05-12,83.2,361.9,489.5
2021-05-13,21.2,398.2,430.9
2021-05-14,75.0,559.8,674.4
2021-05-15,70.5,399.3,508.0
2021-05-16,52.09,282.88,361.43
2021-05-17,125.5,440.75,631.22
2021-05-18,192.46,582.59,875.3
2021-05-19,235.79,792.24,1152.11
2021-05-20,140.6,400.4,615.9
2021-05-21,96.1,219.3,366.6
2021-05-22,151.1,524.2,756.2
2021-05-23,70.8,245.4,354.3
2021-05-24,148.5,503.5,731.3
2021-05-25,151.0,457.0,688.9
2021-05-26,212.3,756.7,1082.2
2021-05-27,114.0,581.3,756.0
2021-05-28,32.6,446.5,497.0
2021-05-29,52.5,396.9,477.3
2021-05-30,13.3,155.3,175.5
2021-05-31,23.6,289.4,325.5
2021-06-01,32.2,395.4,444.8
2021-06-02,17.9,708.3,735.8
2021-06-03,46.1,476.2,547.2
2021-06-04,167.4,693.9,950.1
2021-06-05,67.4,535.7,639.1
2021-06-06,-19.4,324.9,294.6
2021-06-07,41.3,386.5,450.0
2021-06-08,68.6,427.7,532.9
2021-06-09,61.3,408.4,502.5
2021-06-10,174.4,413.8,681.0
2021-06-11,103.8,352.8,512.0
2021-06-12,45.5,401.6,470.9
2021-06-13,-46.0,371.2,300.7
2021-06-14,-42.8,412.4,347.0
2021-06-15,-21.95,254.85,221.15
2021-06-16,2.75,412.75,417.0
2021-06-17,24.1,356.7,393.5
2021-06-18,123.6,400.7,590.3
2021-06-19,109.8,230.5,398.9
2021-06-20,98.2,175.0,325.5
2021-06-21,100.3,178.3,332.2
2021-06-22,135.2,184.4,391.3
2021-06-23,177.5,333.8,606.2
2021-06-24,249.7,513.8,897.3
2021-06-25,254.2,462.1,852.1
2021-06-26,122.6,286.0,474.2
2021-06-27,86.7,187.2,320.4
2021-06-28,174.1,341.5,608.4
2021-06-29,241.0,365.3,734.4
2021-06-30,7.0,15.1,25.8
