MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Sulphur Dioxide (ug/m3)
2018-01-01,466.11,926.8,1641.31,913.3,223.01,119.15,24.0
2018-01-02,886.93,1163.14,2523.06,798.5,352.28,167.28,24.0
2018-01-03,372.27,793.21,1364.39,1131.0,448.46,186.18,24.0
2018-01-04,912.4,1188.39,2587.14,966.3,278.96,148.1,24.0
2018-01-05,1178.82,1534.2,3341.68,826.5,318.46,172.68,24.0
2018-01-06,1704.2,1507.01,4120.24,193.9,501.01,352.45,24.0
2018-01-07,789.29,948.1,2158.61,779.1,303.48,113.72,24.0
2018-01-08,1752.61,1214.67,3901.97,286.4,447.31,320.68,24.0
2018-01-09,2791.43,1427.86,5708.16,40.6,745.16,612.5,24.0
2018-01-10,1808.05,1748.3,4520.79,378.7,448.22,309.98,24.0
2018-01-11,3008.69,1575.09,6188.65,26.3,635.27,530.28,24.0
2018-01-12,2689.08,1617.29,5740.55,316.2,622.58,489.59,24.0
2018-01-13,1468.01,1273.76,3525.12,484.7,605.3,487.3,24.0
2018-01-14,1293.1,1295.55,3278.26,428.5,678.14,564.6,24.0
2018-01-15,641.99,1088.87,2073.31,770.5,227.35,145.75,24.0
2018-01-16,667.12,1195.58,2218.49,964.6,229.39,98.55,24.0
2018-01-17,669.58,1142.15,2168.6,851.0,302.63,114.28,25.4
2018-01-18,600.4,1079.99,2000.34,843.4,225.54,84.75,65.1
2018-01-19,1053.95,1550.39,3166.36,722.4,345.99,156.22,20.1
2018-01-20,1620.36,1765.58,4250.12,659.9,303.45,196.9,46.1
2018-01-21,1396.09,1549.94,3690.39,347.5,367.94,299.55,47.9
2018-01-22,1032.84,1431.44,3014.86,403.4,349.85,173.19,71.9
2018-01-23,897.88,1315.55,2691.67,982.7,295.96,150.06,30.3
2018-01-24,791.63,1319.01,2532.13,1162.7,228.64,118.04,33.4
2018-01-25,957.73,1437.68,2905.34,907.1,424.06,194.43,22.9
2018-01-26,1459.76,1639.75,3877.3,286.5,531.13,294.3,58.9
2018-01-27,725.31,1410.45,2521.75,586.0,359.3,247.87,37.0
2018-01-28,416.66,1212.74,1850.82,1105.9,172.07,106.61,18.3
2018-01-29,983.62,1511.1,3019.17,908.0,218.73,124.93,32.4
2018-01-30,2008.94,1917.79,4997.99,356.0,521.67,308.1,60.1
2018-01-31,653.16,1243.29,2244.92,961.2,217.2,116.58,43.65
2018-02-01,828.71,1210.42,2481.21,577.6,244.95,114.75,48.6
2018-02-02,1725.54,1546.41,4192.55,331.0,388.24,206.1,34.1
2018-02-03,2030.5,1999.46,5112.81,212.5,389.15,319.83,34.1
2018-02-04,1114.1,1170.11,2878.31,569.7,282.01,170.15,32.4
2018-02-05,2160.68,1576.71,4889.91,479.3,435.82,243.18,34.7
2018-02-06,3265.91,2113.37,7121.2,266.1,674.28,421.85,52.5
2018-02-07,2919.05,2133.81,6609.65,268.0,692.56,282.0,49.7
2018-02-08,1473.81,1818.24,4078.04,655.3,500.11,307.85,40.2
2018-02-09,851.26,1334.11,2639.31,666.2,326.36,186.72,71.8
2018-02-10,770.72,1422.01,2603.68,750.2,333.31,207.82,50.4
2018-02-11,364.58,883.72,1442.82,768.6,251.79,131.19,78.0
2018-02-12,943.84,1522.54,2969.71,781.6,387.7,193.79,27.5
2018-02-13,1582.65,1605.55,4032.45,878.9,367.81,209.37,66.6
2018-02-14,1551.6,1613.5,3992.75,591.3,452.26,245.37,67.6
2018-02-15,783.39,1431.51,2632.77,718.8,465.02,206.64,57.6
2018-02-16,1787.29,1901.5,4642.14,650.4,559.44,246.16,26.5
2018-02-17,2004.1,1959.15,5032.09,556.0,702.46,385.67,75.5
2018-02-18,1170.9,1659.91,3455.19,883.7,554.23,349.95,29.5
2018-02-19,1658.41,1521.36,4064.34,380.3,434.92,349.25,67.3
2018-02-20,1703.52,1458.25,4070.51,446.8,312.11,194.62,47.4
2018-02-21,2854.06,1915.91,6292.01,426.1,1126.49,859.65,32.2
2018-02-22,2183.43,1908.84,5256.71,595.8,791.09,557.08,44.3
2018-02-23,1879.35,1805.51,4686.99,482.9,706.3,474.05,55.4
2018-02-24,1169.57,1468.64,3261.71,563.6,788.95,537.7,63.7
2018-02-25,826.15,1186.46,2453.0,896.4,417.35,220.42,30.6
2018-02-26,1756.32,1565.06,4257.95,914.42,507.03,176.88,24.7
2018-02-27,2742.79,2170.43,6376.16,630.43,550.3,230.36,27.45
2018-02-28,2243.39,1889.0,5328.82,735.5,566.69,428.68,36.4
2018-03-01,1599.17,1478.79,3930.7,905.8,917.7,655.95,52.1
2018-03-02,1786.08,1672.41,4411.16,622.0,1066.07,862.3,31.2
2018-03-03,1798.27,1787.52,4544.82,298.5,1665.38,1452.82,29.0
2018-03-04,1981.54,1964.25,5002.79,736.1,598.41,478.83,35.8
2018-03-05,2086.55,1944.15,5143.6,991.5,481.81,245.82,39.5
2018-03-06,2433.85,2155.94,5887.86,959.7,418.07,243.31,38.3
2018-03-07,2155.43,2150.56,5455.27,526.1,487.8,321.27,60.8
2018-03-08,1500.3,1596.57,3897.28,1153.3,262.82,116.15,44.1
2018-03-09,2999.5,2309.8,6908.95,430.3,562.24,321.9,41.0
2018-03-10,1580.19,1676.85,4099.72,796.9,504.49,303.23,12.8
2018-03-11,1871.62,2026.13,4895.97,264.6,628.69,365.7,65.0
2018-03-12,2064.55,1789.35,4955.0,207.2,320.92,236.77,80.0
2018-03-13,1792.01,1712.1,4459.93,628.5,379.56,255.98,44.6
2018-03-14,1569.01,1736.33,4142.28,1003.6,384.45,223.8,48.65
2018-03-15,1952.76,2097.68,5092.0,889.5,404.5,227.62,25.6
2018-03-16,1445.43,1657.84,3874.18,1109.4,506.19,261.6,36.1
2018-03-17,1002.62,1073.16,2610.39,949.6,479.75,293.98,18.6
2018-03-18,846.39,1024.41,2322.4,993.2,704.3,425.65,23.2
2018-03-19,1237.78,1351.79,3249.44,1212.7,695.04,271.3,42.4
2018-03-20,1907.96,1820.28,4745.88,868.7,645.66,190.55,41.1
2018-03-21,1167.32,1628.98,3418.9,577.7,577.15,302.88,57.0
2018-03-22,742.05,1283.3,2421.14,1011.2,498.68,224.98,45.4
2018-03-23,883.51,1319.89,2674.62,1565.6,542.55,191.02,49.5
2018-03-24,2255.8,1811.38,5270.45,511.0,927.05,610.42,23.9
2018-03-25,1529.44,1658.93,4003.95,541.9,959.01,635.9,43.0
2018-03-26,1180.65,1641.52,3451.86,1040.3,432.84,192.25,35.95
2018-03-27,1032.76,1404.73,2988.26,866.1,294.8,143.62,39.4
2018-03-28,1406.26,1814.92,3971.06,786.3,291.46,163.18,32.9
2018-03-29,1833.51,1985.38,4796.6,960.9,382.12,168.48,35.9
2018-03-30,1373.01,1679.16,3784.55,859.1,312.27,181.52,32.9
2018-03-31,993.1,1165.44,2688.32,830.1,246.9,170.55,56.9
2018-04-01,1106.11,1370.65,3066.46,951.6,344.71,237.25,17.3
2018-04-02,845.62,1271.81,2568.0,1069.5,282.21,181.85,29.99
2018-04-03,619.61,1061.26,2011.5,1378.0,317.62,158.65,36.53
2018-04-04,724.51,1160.1,2270.74,1390.0,308.79,135.67,37.0
2018-04-05,1139.91,1387.9,3135.55,1229.4,243.16,102.52,37.48
2018-04-06,1520.02,1802.46,4133.26,1079.5,480.0,261.23,37.95
2018-04-07,1174.19,1616.35,3416.79,801.4,694.1,462.5,38.43
2018-04-08,1157.65,1491.25,3266.32,684.7,496.2,399.72,38.91
2018-04-09,2021.65,1828.06,4927.85,380.2,545.24,461.08,39.38
2018-04-10,2068.43,1933.26,5104.73,579.1,781.61,597.3,39.86
2018-04-11,2409.93,1717.58,5412.85,279.7,1088.11,888.65,40.33
2018-04-12,2463.7,1691.05,5468.6,364.9,917.29,702.82,35.75
2018-04-13,1304.03,1441.99,3441.3,728.5,690.54,499.42,36.7
2018-04-14,1443.24,1892.84,4106.16,773.6,1039.99,777.85,50.6
2018-04-15,793.24,1323.6,2539.89,1002.1,740.56,520.9,50.9
2018-04-16,739.42,1244.52,2378.62,1604.5,486.62,182.28,30.6
2018-04-17,735.74,1230.38,2358.46,1649.0,425.11,155.27,37.3
2018-04-18,1351.95,1781.8,3854.78,1062.3,541.25,252.04,29.8
2018-04-19,2633.49,2793.32,6830.93,1219.2,902.74,538.8,86.5
2018-04-20,1476.66,1988.56,4252.82,987.4,689.72,392.94,50.7
2018-04-21,1447.4,2154.46,4373.98,816.9,893.4,592.2,61.9
2018-04-22,409.75,1077.34,1705.64,1467.3,557.25,356.46,34.6
2018-04-23,525.36,970.16,1775.72,1271.9,237.68,80.37,19.6
2018-04-24,698.09,1010.19,2080.6,1187.4,227.64,93.03,25.58
2018-04-25,535.18,934.76,1755.48,1267.6,248.84,96.22,25.38
2018-04-26,646.18,1091.51,2082.12,1364.8,341.99,130.43,19.5
2018-04-27,2253.88,2177.02,5633.08,862.8,426.78,244.23,32.85
2018-04-28,1570.66,1693.68,4101.99,830.5,302.52,192.9,31.7
2018-04-29,783.09,1059.65,2260.45,1280.9,257.18,122.1,36.4
2018-04-30,1412.64,1679.26,3845.23,901.6,335.72,161.35,59.6
2018-05-01,910.82,1453.72,2850.65,1174.8,354.05,180.85,35.1
2018-05-02,821.0,1414.24,2672.94,1086.1,238.18,109.79,35.2
2018-05-03,1197.2,1704.3,3540.16,909.2,395.78,201.37,39.2
2018-05-04,1530.71,1955.51,4302.54,1079.1,478.19,199.51,29.33
2018-05-05,1600.64,2433.07,4887.41,1256.4,641.3,247.64,32.27
2018-05-06,972.52,2011.2,3502.31,1684.5,719.23,288.9,44.8
2018-05-07,1098.36,2374.89,4059.19,1575.0,747.72,308.71,41.5
2018-05-08,1659.3,2044.81,4588.99,1168.5,714.91,308.41,52.5
2018-05-09,863.84,1193.45,2517.91,1153.8,400.01,205.55,34.9
2018-05-10,642.21,1148.42,2133.2,1269.7,296.73,136.04,26.0
2018-05-11,1228.32,1696.14,3579.64,1364.8,468.22,208.07,31.4
2018-05-12,908.04,1440.48,2832.6,1086.1,377.72,226.28,29.4
2018-05-13,758.76,1374.49,2538.03,895.0,412.64,263.09,35.9
2018-05-14,1330.48,1585.02,3624.91,1114.8,352.23,166.63,41.0
2018-05-15,1407.27,1789.53,3947.15,1335.0,358.37,196.19,55.35
2018-05-16,1301.66,1352.95,3348.58,1103.2,479.85,204.03,41.6
2018-05-17,1582.25,1530.45,3956.51,1096.9,472.49,170.91,47.2
2018-05-18,1964.01,1983.52,4994.85,975.3,525.52,213.4,35.2
2018-05-19,1452.6,1992.82,4220.31,1026.6,650.67,302.86,57.0
2018-05-20,980.55,1647.02,3150.41,1057.0,672.17,380.12,75.15
2018-05-21,1928.85,2388.75,5346.2,1046.8,791.59,465.28,45.7
2018-05-22,1277.05,1610.98,3568.89,1452.4,634.99,333.19,39.5
2018-05-23,1173.94,1510.02,3309.99,1453.2,618.73,329.35,28.4
2018-05-24,1499.63,1679.23,3978.89,833.4,792.42,419.63,49.55
2018-05-25,1728.52,1960.15,4610.46,947.5,844.48,476.09,47.6
2018-05-26,808.22,1453.52,2692.88,1753.5,1014.25,632.31,35.2
2018-05-27,694.06,1394.02,2458.4,1505.2,807.85,417.07,42.95
2018-05-28,834.58,1384.94,2664.46,1086.8,1016.13,608.83,45.76
2018-05-29,1168.12,1394.74,3186.19,1214.0,727.37,396.04,59.89
2018-05-30,2237.45,2007.76,5438.58,821.5,816.61,419.77,51.75
2018-05-31,2118.4,2274.01,5523.02,955.3,1005.6,606.51,35.33
2018-06-01,1557.71,1819.76,4208.92,1104.2,770.08,417.69,29.77
2018-06-02,1278.88,1598.65,3560.28,1127.3,510.33,177.28,41.3
2018-06-03,1409.65,1692.62,3854.74,1216.3,561.4,215.11,47.4
2018-06-04,1433.14,1425.54,3623.19,1127.2,640.33,277.3,52.8
2018-06-05,1671.75,1684.52,4248.13,1216.1,604.01,187.53,49.4
2018-06-06,1612.1,1570.52,4042.26,1090.0,716.35,229.3,37.9
2018-06-07,1996.55,1729.18,4790.39,879.0,703.72,250.98,50.75
2018-06-08,1622.29,1576.15,4063.59,1153.6,678.83,237.02,63.25
2018-06-09,1232.4,1401.17,3290.69,1305.7,697.84,267.73,42.4
2018-06-10,834.98,1071.97,2352.04,1198.9,634.86,264.24,27.6
2018-06-11,1562.04,1478.35,3873.49,1068.9,562.66,172.82,36.2
2018-06-12,1719.85,1379.08,4016.09,735.0,599.42,206.99,30.5
2018-06-13,1222.39,1271.61,3145.85,1167.1,575.86,192.55,34.9
2018-06-14,754.31,953.91,2110.52,1065.9,560.4,203.72,34.6
2018-06-15,789.0,1113.45,2323.46,1252.6,563.31,200.51,33.1
2018-06-16,555.65,822.9,1674.82,1251.8,469.55,149.4,38.99
2018-06-17,390.86,625.49,1224.64,1208.0,444.82,146.74,33.41
2018-06-18,489.1,691.34,1441.34,1066.7,448.39,142.35,32.7
2018-06-19,821.64,686.06,1946.02,591.9,414.4,115.73,47.6
2018-06-20,881.82,642.25,1994.55,422.3,468.44,152.49,55.8
2018-06-21,1386.76,1306.12,3432.69,883.9,587.71,158.98,39.55
2018-06-22,1640.2,1453.94,3968.8,927.6,596.85,182.69,58.0
2018-06-23,866.28,1285.25,2613.41,1064.0,567.25,182.67,101.4
2018-06-24,967.81,1426.81,2910.39,1359.2,613.48,226.61,73.8
2018-06-25,1304.85,1975.64,3976.13,1839.7,663.07,261.44,35.1
2018-06-26,1699.98,1986.66,4592.64,1071.4,689.99,260.7,50.2
2018-06-27,1395.27,1361.43,3500.94,1063.8,672.75,246.58,27.5
2018-06-28,1450.93,1346.5,3571.78,1332.8,691.07,284.13,43.7
2018-06-29,1459.09,1370.95,3608.41,1197.6,652.82,250.64,50.0
2018-06-30,1201.52,1249.76,3092.3,1660.6,608.0,205.7,50.2
2018-07-01,1035.76,1296.88,2885.46,2064.5,680.42,253.76,76.3
2018-07-02,1401.02,1445.0,3593.76,1790.0,633.75,188.39,84.4
2018-07-03,1486.22,1525.53,3804.64,1540.6,585.29,185.7,59.1
2018-07-04,1687.64,1796.23,4383.88,1317.7,690.42,272.99,59.4
2018-07-05,1597.46,1945.85,4395.86,1430.0,784.9,386.8,28.6
2018-07-06,1738.91,1926.48,4593.22,1589.9,783.02,397.93,38.5
2018-07-07,1407.16,1659.82,3818.1,1602.2,834.39,452.64,94.7
2018-07-08,1515.15,1715.8,4039.36,1530.4,663.84,293.17,57.6
2018-07-09,1708.17,1759.12,4378.71,962.8,659.14,259.92,124.8
2018-07-10,1808.41,1492.87,4266.16,802.2,549.62,181.23,31.8
2018-07-11,1815.8,1547.69,4332.46,920.1,615.77,239.91,28.6
2018-07-12,1787.95,1731.33,4473.3,966.2,688.77,296.67,53.6
2018-07-13,1806.16,1798.0,4567.82,1033.8,679.86,301.33,50.4
2018-07-14,1501.65,1679.9,3982.68,1688.6,641.46,285.74,65.7
2018-07-15,1221.45,1470.43,3343.46,1804.5,558.88,259.18,74.7
2018-07-16,1317.73,1489.27,3510.25,1525.0,601.98,236.69,56.9
2018-07-17,1169.73,1174.5,2968.55,1113.3,471.36,162.76,69.75
2018-07-18,1519.61,1558.17,3888.56,1213.6,547.93,217.03,31.9
2018-07-19,1855.06,1871.22,4716.02,995.4,628.87,261.04,82.2
2018-07-20,1613.74,1734.56,4209.09,1344.6,620.97,279.82,120.15
2018-07-21,1452.81,1585.26,3813.12,1870.5,692.29,373.87,51.8
2018-07-22,1173.31,1323.39,3122.67,1251.0,566.09,248.9,36.8
2018-07-23,1280.09,1420.1,3383.31,1309.6,516.38,221.72,40.2
2018-07-24,1224.27,1298.87,3176.53,1412.0,539.16,252.93,36.5
2018-07-25,1604.9,1535.75,3996.96,1201.2,631.34,307.04,48.65
2018-07-26,1538.8,1798.06,4157.96,1410.6,877.29,462.64,65.3
2018-07-27,1300.16,1500.95,3494.96,1403.7,661.13,292.65,41.0
2018-07-28,1094.16,1069.24,2747.25,1214.4,550.31,179.61,30.3
2018-07-29,1100.6,1022.29,2709.92,881.4,419.54,140.25,40.2
2018-07-30,1293.7,1072.95,3057.12,648.6,428.98,155.16,21.6
2018-07-31,1189.85,1171.96,2996.71,1047.1,454.75,165.1,31.6
2018-08-01,1280.39,1289.32,3252.82,1129.0,498.24,192.81,42.7
2018-08-02,1385.62,1479.44,3604.1,1101.8,513.79,205.84,48.8
2018-08-03,1768.22,1669.26,4380.81,1052.6,553.61,225.15,35.2
2018-08-04,1529.72,1409.29,3754.77,907.1,432.73,191.16,57.7
2018-08-05,1370.88,1427.53,3529.76,1240.8,447.8,216.57,55.35
2018-08-06,1525.21,1708.97,4048.06,712.98,509.38,312.22,199.39
2018-08-07,1288.5,1574.86,3551.14,1918.47,490.58,330.53,195.1
2018-08-08,1091.12,1129.15,2802.26,1161.6,457.04,294.41,173.46
2018-08-09,1877.19,1495.75,4374.42,427.0,464.92,312.41,151.82
2018-08-10,1270.34,1272.09,3220.1,593.1,449.11,294.98,130.18
2018-08-11,1215.03,1272.81,3136.12,753.5,437.99,299.71,108.53
2018-08-12,1055.54,1096.66,2715.11,985.8,414.55,295.63,86.89
2018-08-13,1151.04,1155.77,2921.02,707.5,448.99,303.23,59.13
2018-08-14,1083.82,1112.39,2774.37,811.5,430.59,299.93,48.45
2018-08-15,1130.69,1137.59,2871.35,910.8,470.45,306.13,31.1
2018-08-16,1243.26,1213.01,3119.55,531.7,457.02,307.33,36.9
2018-08-17,1128.43,1132.8,2863.15,631.4,468.58,300.48,41.6
2018-08-18,1060.74,1053.99,2680.72,758.1,466.02,307.21,34.7
2018-08-19,965.11,944.09,2424.29,713.0,429.37,302.66,29.9
2018-08-20,1126.2,1107.81,2835.02,604.7,407.65,296.21,35.35
2018-08-21,1186.58,1250.16,3069.71,854.4,454.06,301.61,37.05
2018-08-22,1158.81,1215.47,2992.38,498.3,471.44,312.01,42.4
2018-08-23,1140.06,1076.37,2824.81,670.2,419.37,297.68,48.05
2018-08-24,977.01,1033.55,2531.64,762.6,399.6,291.16,41.05
2018-08-25,1391.54,1288.7,3422.52,656.0,427.5,294.28,42.3
2018-08-26,1163.08,1247.16,3030.46,561.1,423.71,303.03,36.55
2018-08-27,928.69,980.92,2404.69,741.9,366.64,293.61,30.8
2018-08-28,1447.12,1450.45,3669.55,909.4,454.04,301.01,34.3
2018-08-29,1795.75,1669.27,4422.7,378.2,547.4,316.13,40.4
2018-08-30,1766.2,1518.57,4227.14,583.8,559.95,316.13,43.25
2018-08-31,1596.28,1578.15,4025.94,667.1,584.46,313.76,46.1
2018-09-01,1289.93,1541.16,3519.14,1179.7,596.93,306.88,42.4
2018-09-02,1197.22,1568.05,3404.05,1342.7,644.52,368.34,57.5
2018-09-03,1642.6,1888.62,4407.34,1113.3,742.46,414.35,50.55
2018-09-04,1568.31,1531.16,3935.84,807.0,629.83,322.84,40.4
2018-09-05,1716.4,1588.12,4220.06,836.5,605.72,302.92,41.0
2018-09-06,1414.29,1349.03,3517.31,679.2,571.65,291.23,44.6
2018-09-07,954.35,1125.72,2589.05,706.8,419.65,177.74,50.65
2018-09-08,1066.36,1258.83,2894.08,788.5,432.33,198.85,50.7
2018-09-09,879.1,1012.17,2360.12,1134.2,392.72,179.16,42.4
2018-09-10,921.25,1083.31,2495.96,1020.4,448.59,194.3,41.65
2018-09-11,963.65,1006.21,2483.88,883.8,457.79,210.53,41.2
2018-09-12,2579.18,1875.4,5830.17,521.7,483.17,223.54,34.65
2018-09-13,1905.81,1601.66,4523.79,453.8,534.31,275.86,56.3
2018-09-14,1099.9,1368.8,3055.54,615.6,426.12,199.59,27.6
2018-09-15,1037.44,1230.82,2821.35,837.1,476.68,219.9,27.85
2018-09-16,854.48,1041.81,2351.97,1217.3,457.18,204.76,26.0
2018-09-17,1275.47,1512.96,3468.46,1337.7,476.41,238.57,29.1
2018-09-18,928.22,1003.34,2426.73,1275.4,495.99,216.23,21.8
2018-09-19,930.56,983.65,2410.35,1122.3,563.37,232.99,32.3
2018-09-20,952.71,980.25,2440.76,1148.9,535.05,232.88,41.55
2018-09-21,925.27,998.84,2417.6,1069.7,373.89,148.71,31.7
2018-09-22,1643.46,1489.47,4009.5,674.4,424.89,202.5,32.2
2018-09-23,1597.99,1458.65,3908.88,614.5,390.47,214.06,41.4
2018-09-24,2621.31,1912.13,5931.37,394.4,479.88,240.3,58.0
2018-09-25,3544.7,2137.81,7572.95,531.6,608.21,351.13,77.0
2018-09-26,1658.31,1954.99,4497.8,710.8,561.92,308.29,34.25
2018-09-27,1291.35,1761.88,3742.1,715.8,572.18,344.74,64.6
2018-09-28,1794.87,1405.26,4157.52,622.3,390.21,148.02,30.4
2018-09-29,1875.11,1759.68,4634.89,482.1,566.62,258.33,78.2
2018-09-30,811.48,1207.31,2451.38,598.7,393.49,232.12,67.1
2018-10-01,1160.79,1176.09,2956.1,675.6,283.05,110.45,64.7
2018-10-02,538.83,810.55,1637.09,753.7,252.91,91.05,31.4
2018-10-03,1354.66,1205.68,3282.62,406.9,318.42,169.45,45.1
2018-10-04,1292.07,1084.68,3066.1,350.6,411.44,265.0,43.3
2018-10-05,2190.22,1854.48,5212.82,596.1,712.09,465.42,65.8
2018-10-06,1030.5,1199.01,2778.88,685.1,360.29,220.18,26.1
2018-10-07,893.69,1218.98,2589.11,662.6,293.7,144.93,45.8
2018-10-08,945.75,1272.95,2722.96,772.1,317.68,156.75,85.1
2018-10-09,1597.41,1747.29,4196.41,830.2,450.0,263.95,110.6
2018-10-10,2455.18,2336.95,6101.76,220.4,1081.44,859.38,51.2
2018-10-11,817.74,1217.59,2471.38,989.2,419.54,228.42,84.6
2018-10-12,562.36,848.37,1710.84,1257.6,361.18,129.55,80.3
2018-10-13,473.99,839.06,1565.72,1199.8,351.82,183.15,35.0
2018-10-14,707.61,965.56,2050.69,931.8,166.08,84.38,43.5
2018-10-15,1752.79,1401.88,4089.56,367.0,340.11,203.7,66.2
2018-10-16,1418.42,1323.2,3498.0,687.8,562.98,363.8,72.4
2018-10-17,1938.31,1614.52,4586.24,421.3,392.21,219.3,45.2
2018-10-18,1862.82,1529.04,4385.4,436.3,424.58,218.82,91.8
2018-10-19,2824.29,2103.96,6434.46,307.1,544.15,315.22,73.7
2018-10-20,2842.41,1958.48,6316.9,283.0,859.84,623.05,74.4
2018-10-21,905.58,1243.53,2631.99,447.2,516.25,379.25,74.0
2018-10-22,1900.05,1571.41,4484.9,527.2,430.56,192.12,40.8
2018-10-23,849.19,1180.12,2481.98,295.0,383.31,166.53,37.9
2018-10-24,869.06,1155.56,2488.19,336.7,395.35,201.95,27.05
2018-10-25,934.18,1274.19,2706.69,521.0,416.54,246.55,34.0
2018-10-26,695.68,1197.39,2263.88,613.1,224.72,95.0,25.5
2018-10-27,1115.19,1175.38,2885.21,647.4,211.81,99.4,65.9
2018-10-28,971.2,1076.64,2565.64,736.2,215.42,83.82,23.8
2018-10-29,1715.91,1425.0,4055.66,428.7,262.74,110.38,35.6
2018-10-30,969.54,1097.36,2583.81,334.1,299.61,166.85,56.4
2018-10-31,3203.78,2111.36,7023.74,290.9,566.67,336.33,83.7
2018-11-01,1967.0,1679.16,4695.15,82.7,431.78,316.55,37.6
2018-11-02,1960.59,1820.48,4826.4,196.5,546.76,342.38,48.6
2018-11-03,1056.09,1504.59,3123.69,797.2,469.81,275.57,32.4
2018-11-04,1350.49,1421.49,3491.99,683.0,568.11,379.22,59.9
2018-11-05,3462.26,1836.94,7145.84,13.4,1265.31,993.12,4.93
2018-11-06,2298.49,1577.62,5101.83,317.1,696.99,482.72,5.21
2018-11-07,1056.29,1117.39,2737.08,814.2,284.99,129.4,5.49
2018-11-08,1574.44,1553.31,3967.41,770.9,407.89,157.93,5.76
2018-11-09,1615.06,1480.66,3957.3,692.0,415.64,195.37,6.04
2018-11-10,1074.74,1365.15,3012.76,897.7,373.04,176.6,6.31
2018-11-11,615.41,1088.65,2032.15,985.4,269.15,110.43,6.59
2018-11-12,1070.86,1399.15,3040.69,769.7,348.67,157.22,6.87
2018-11-13,963.28,1297.39,2774.35,864.2,386.46,157.0,7.14
2018-11-14,1845.14,1546.97,4376.27,659.9,457.29,250.78,7.42
2018-11-15,2803.02,1709.63,6007.61,220.3,697.82,476.56,7.7
2018-11-16,2946.66,1538.24,6056.48,101.9,488.09,358.04,7.97
2018-11-17,1642.0,1407.56,3925.41,89.4,668.01,517.35,8.25
2018-11-18,1031.28,1193.18,2774.26,410.6,484.09,297.12,8.53
2018-11-19,1293.51,1138.0,3121.02,684.7,269.42,114.32,8.8
2018-11-20,1877.78,1313.84,4192.9,397.7,362.86,249.34,9.08
2018-11-21,2881.06,1676.66,6094.16,124.7,670.78,524.74,9.36
2018-11-22,3939.0,1854.28,7894.14,17.2,1195.05,1001.8,9.63
2018-11-23,3042.72,1739.26,6405.68,16.3,1051.19,865.85,9.91
2018-11-24,1546.68,1415.89,3787.5,169.0,723.38,577.62,10.19
2018-11-25,1107.45,1070.05,2768.31,311.8,560.05,430.43,10.46
2018-11-26,2254.54,1528.21,4985.12,206.2,453.54,288.93,10.74
2018-11-27,2533.21,1618.75,5503.01,147.7,524.14,384.3,11.02
2018-11-28,706.7,1129.65,2213.24,945.2,279.49,149.96,11.29
2018-11-29,553.65,935.1,1783.9,1004.0,294.46,152.32,11.57
2018-11-30,865.45,1275.65,2602.5,822.3,409.61,186.53,11.84
2018-12-01,633.67,1149.1,2120.89,922.1,281.71,163.15,31.2
2018-12-02,324.22,735.54,1232.7,992.88,174.43,108.12,54.9
2018-12-03,676.05,1109.14,2145.83,640.59,332.09,172.05,25.95
2018-12-04,2335.63,1915.97,5497.39,241.23,494.44,285.78,26.08
2018-12-05,1539.15,1451.2,3811.15,440.5,352.91,236.42,28.51
2018-12-06,681.2,1126.3,2170.99,830.5,277.15,151.99,30.94
2018-12-07,532.24,941.31,1757.52,1021.4,223.54,203.89,33.37
