MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Ozone (ug/m3), Sulphur Dioxide (ug/m3)
2018-01-01,867.47,967.27,2297.18,311.35,109.25,861.73,24.9
2018-01-02,1499.37,1165.27,3464.6,439.47,145.48,744.82,12.7
2018-01-03,898.71,852.71,2230.43,597.65,194.0,1089.22,6.4
2018-01-04,1296.29,1135.78,3122.92,397.61,130.38,843.26,-2.7
2018-01-05,2055.3,1607.66,4758.76,479.5,161.03,628.2,51.0
2018-01-06,871.33,1101.72,2436.72,447.49,302.16,334.24,17.5
2018-01-07,213.77,566.84,894.28,331.58,112.3,805.72,5.5
2018-01-08,557.07,809.77,1661.87,453.68,306.84,351.95,10.1
2018-01-09,1865.11,1157.31,4016.73,790.23,605.41,74.7,26.2
2018-01-10,3271.47,1836.32,6852.91,641.81,303.16,340.58,27.3
2018-01-11,1898.5,1216.87,4128.17,615.57,494.06,23.22,39.9
2018-01-12,1713.79,1352.25,3979.71,712.17,479.18,192.43,11.9
2018-01-13,529.12,791.03,1602.27,638.3,477.42,495.52,10.3
2018-01-14,1032.96,1128.98,2713.06,706.99,521.09,325.01,9.2
2018-01-15,1273.44,993.19,2945.08,338.37,130.57,732.6,15.1
2018-01-16,1350.69,1123.18,3193.84,462.46,99.29,946.99,-2.4
2018-01-17,1313.67,1103.25,3117.3,565.01,111.16,926.17,11.3
2018-01-18,1380.8,1173.03,3290.34,444.13,101.89,893.96,13.9
2018-01-19,1950.21,1506.58,4496.46,568.15,129.04,672.62,5.4
2018-01-20,789.68,1311.87,2522.2,284.74,161.15,700.27,18.1
2018-01-21,1232.41,1393.36,3283.59,407.09,264.08,373.86,24.7
2018-01-22,1890.64,1558.91,4457.61,568.59,161.03,510.59,6.3
2018-01-23,1310.1,1023.11,3032.0,325.99,102.95,810.15,14.3
2018-01-24,1134.04,974.6,2714.57,259.75,79.47,993.07,14.4
2018-01-25,1867.92,1403.89,4268.04,603.43,135.96,723.0,17.3
2018-01-26,1853.23,1653.6,4494.73,627.48,296.9,205.06,28.6
2018-01-27,1640.02,1276.51,3791.65,486.45,222.33,493.69,24.4
2018-01-28,789.14,755.21,1965.48,240.67,83.6,1012.84,19.6
2018-01-29,1085.21,1091.6,2755.46,375.19,97.04,867.15,12.8
2018-01-30,3232.99,1830.86,6788.59,778.36,226.83,293.41,26.25
2018-01-31,1468.65,1149.85,3401.9,372.4,80.53,929.58,24.4
2018-02-01,1313.88,1195.47,3210.13,489.74,113.19,703.88,27.6
2018-02-02,1428.56,1331.4,3521.12,580.12,172.64,432.57,9.1
2018-02-03,1604.23,1564.85,4023.7,440.82,247.51,277.21,31.6
2018-02-04,183.23,527.51,808.36,272.57,128.33,873.1,26.2
2018-02-05,483.84,884.18,1626.33,402.79,199.66,626.36,2.7
2018-02-06,524.77,1055.02,1859.2,615.49,323.5,479.34,20.7
2018-02-07,1373.92,1440.65,3547.74,739.12,234.92,397.94,27.6
2018-02-08,2825.07,1754.65,6085.22,984.87,219.3,519.9,30.7
2018-02-09,1425.16,1279.81,3465.18,456.36,102.43,769.19,18.2
2018-02-10,1487.92,1251.86,3532.98,384.81,118.17,704.68,12.3
2018-02-11,836.65,870.93,2153.5,313.3,66.87,1096.64,23.4
2018-02-12,2068.71,1523.71,4695.77,639.28,130.84,701.93,13.3
2018-02-13,1152.39,1169.22,2935.5,318.2,122.25,828.23,13.9
2018-02-14,1967.2,1341.99,4358.76,464.54,181.2,603.03,27.3
2018-02-15,1832.35,1449.17,4259.24,590.33,135.5,684.05,21.05
2018-02-16,3007.9,2009.68,6621.31,861.49,211.63,422.49,22.3
2018-02-17,2457.77,1875.39,5643.66,839.86,356.6,285.39,27.0
2018-02-18,1597.15,1534.2,3982.89,724.35,296.71,499.8,18.3
2018-02-19,2232.85,1523.91,4947.62,498.91,282.97,265.41,23.6
2018-02-20,471.16,856.06,1578.8,285.58,157.09,579.0,24.5
2018-02-21,558.81,1022.65,1879.6,1040.01,808.21,546.91,29.6
2018-02-22,569.23,1185.05,2058.0,786.39,505.51,689.27,2.3
2018-02-23,821.21,1289.18,2548.44,748.21,442.35,577.49,11.5
2018-02-24,437.97,1018.9,1690.67,762.35,468.85,729.79,27.2
2018-02-25,256.51,732.46,1125.64,472.61,219.03,1067.36,14.8
2018-02-26,378.42,785.85,1366.07,436.89,149.99,1127.44,19.3
2018-02-27,788.59,1290.41,2499.39,450.26,212.36,783.41,25.4
2018-02-28,687.88,1102.94,2156.93,588.7,382.08,836.84,27.4
2018-03-01,301.91,819.73,1282.37,934.66,603.61,960.89,20.8
2018-03-02,359.32,990.07,1541.05,1019.2,813.63,727.13,14.8
2018-03-03,426.65,1199.23,1853.5,1497.45,1338.61,391.11,35.6
2018-03-04,1138.28,1368.16,3112.83,661.8,343.74,580.98,25.1
2018-03-05,1187.01,1245.81,3065.98,543.16,191.09,910.66,29.3
2018-03-06,2511.05,1886.96,5737.63,769.65,219.05,610.21,17.3
2018-03-07,2197.63,1961.39,5331.71,664.58,272.51,427.49,31.3
2018-03-08,1533.44,1311.38,3661.84,487.38,107.46,1010.58,14.6
2018-03-09,1769.3,1541.08,4253.66,597.34,258.31,464.01,30.9
2018-03-10,1472.28,1248.16,3504.79,605.15,235.44,645.33,44.4
2018-03-11,676.48,1400.59,2437.61,561.38,306.94,379.59,18.1
2018-03-12,1249.2,1398.51,3313.18,352.56,187.23,339.22,8.05
2018-03-13,2035.68,1572.06,4693.61,633.19,225.97,503.13,20.5
2018-03-14,941.31,1063.74,2507.82,522.75,195.58,935.64,21.1
2018-03-15,1009.45,1289.12,2837.4,412.67,196.56,863.69,17.3
2018-03-16,1483.33,1476.23,3750.96,732.03,226.78,797.12,16.1
2018-03-17,228.08,611.23,960.66,450.63,286.81,1001.41,30.6
2018-03-18,210.62,584.8,907.87,617.21,387.01,1188.97,29.0
2018-03-19,339.49,790.83,1311.31,566.8,261.38,1291.01,23.4
2018-03-20,277.18,889.39,1314.24,474.19,159.68,1170.62,14.9
2018-03-21,2674.28,1899.23,5999.46,1131.09,296.36,531.03,24.9
2018-03-22,1515.92,1300.16,3623.83,787.44,206.09,989.29,25.4
2018-03-23,1346.69,1214.89,3278.57,743.34,151.59,1233.32,23.0
2018-03-24,617.87,1094.04,2041.41,707.85,549.6,509.51,22.5
2018-03-25,1248.34,1345.05,3258.74,862.2,613.61,526.37,13.5
2018-03-26,1644.31,1790.99,4312.31,733.34,233.65,587.14,8.2
2018-03-27,1572.22,1410.84,3821.26,493.94,124.47,832.13,23.6
2018-03-28,2041.19,1805.01,4934.83,360.72,136.21,658.26,20.4
2018-03-29,2124.69,1653.66,4911.53,522.55,131.14,708.89,28.1
2018-03-30,706.17,1156.98,2239.9,321.24,178.44,810.28,22.4
2018-03-31,1146.98,1058.77,2816.68,311.52,148.36,803.78,25.0
2018-04-01,635.21,871.08,1845.34,395.45,237.6,972.17,25.0
2018-04-02,888.16,842.03,2203.84,316.19,144.81,1070.6,22.6
2018-04-03,1370.3,1036.92,3137.92,464.68,147.5,1063.33,15.2
2018-04-04,1210.47,911.31,2766.55,478.33,143.6,1232.11,13.4
2018-04-05,1224.11,1017.34,2893.91,342.25,118.5,1110.03,24.3
2018-04-06,1407.23,1142.92,3300.17,579.07,290.15,966.81,24.9
2018-04-07,974.39,1260.44,2754.7,690.06,394.68,628.44,38.5
2018-04-08,667.13,1099.75,2122.48,445.25,356.07,608.17,9.0
2018-04-09,647.26,1057.85,2050.59,580.33,514.28,603.51,20.5
2018-04-10,579.33,1093.05,1982.12,718.81,600.55,595.21,21.1
2018-04-11,483.06,914.46,1655.14,997.26,916.68,363.41,19.4
2018-04-12,420.65,741.54,1386.47,784.22,670.82,528.3,10.0
2018-04-13,1923.71,1409.98,4359.1,825.05,471.06,497.39,21.8
2018-04-14,1054.46,1256.74,2873.59,923.7,750.84,625.16,23.5
2018-04-15,653.58,1017.92,2019.44,732.81,499.67,811.45,10.1
2018-04-16,1311.52,1213.99,3225.55,662.25,172.13,1129.06,24.9
2018-04-17,1196.72,1179.26,3015.02,547.79,163.83,1176.71,5.6
2018-04-18,1458.13,1563.53,3799.89,721.08,322.35,729.17,14.1
2018-04-19,1610.55,2028.65,4498.12,1136.73,604.85,763.92,31.4
2018-04-20,1628.39,1779.07,4275.88,918.28,524.52,833.74,34.6
2018-04-21,547.13,1373.28,2212.17,1038.62,807.97,653.74,26.5
2018-04-22,482.31,1004.61,1743.6,848.66,543.27,1180.35,12.9
2018-04-23,1248.75,1053.02,2967.13,425.73,117.83,1143.45,26.2
2018-04-24,1269.68,979.02,2925.62,460.19,133.77,1003.13,17.95
2018-04-25,1302.86,1047.99,3045.82,429.67,100.62,1117.29,27.9
2018-04-26,1351.68,1178.96,3251.01,588.78,123.58,1105.66,19.3
2018-04-27,959.69,1280.72,2751.33,409.43,219.83,735.14,11.1
2018-04-28,379.74,909.91,1492.14,276.04,211.29,878.81,17.7
2018-04-29,100.71,397.59,551.68,227.42,129.06,1461.71,-0.4
2018-04-30,464.8,868.96,1581.5,299.31,133.12,1216.04,17.1
2018-05-01,1650.65,1401.84,3933.12,444.33,164.57,935.51,16.2
2018-05-02,1384.89,1331.48,3454.51,326.9,129.87,1014.25,18.4
2018-05-03,1945.81,1641.04,4624.55,548.7,207.85,706.26,23.3
2018-05-04,1562.86,1596.83,3992.21,661.54,300.98,796.03,15.7
2018-05-05,728.6,1408.39,2525.66,670.3,466.33,1112.39,14.6
2018-05-06,407.04,1327.11,1951.3,799.32,681.46,1259.59,28.3
2018-05-07,432.95,1586.65,2250.61,906.58,796.31,1233.42,39.4
2018-05-08,1517.95,1830.54,4157.3,919.48,543.14,837.68,29.7
2018-05-09,1507.94,1399.2,3711.01,595.77,227.75,827.8,44.8
2018-05-10,1099.12,1202.91,2888.15,433.26,171.36,1048.16,23.0
2018-05-11,1040.41,1278.56,2873.11,568.28,259.39,1010.36,17.3
2018-05-12,1299.73,1528.92,3521.23,443.92,223.45,795.48,-1.6
2018-05-13,1077.7,1234.05,2885.29,508.64,338.28,730.13,10.6
2018-05-14,339.83,768.57,1289.88,385.0,184.14,1209.16,22.3
2018-05-15,235.15,790.78,1151.22,421.1,247.3,1518.79,4.7
2018-05-16,134.86,588.29,794.82,607.39,219.02,1275.86,35.7
2018-05-17,243.67,615.84,989.19,485.72,206.86,1247.3,27.8
2018-05-18,398.3,903.32,1514.59,449.58,233.81,1011.74,14.8
2018-05-19,589.83,1051.94,1956.5,538.53,355.98,939.4,36.2
2018-05-20,343.69,878.33,1404.13,567.08,444.14,1033.7,43.1
2018-05-21,569.72,1312.81,2185.77,810.4,564.3,976.4,17.5
2018-05-22,161.35,645.92,893.36,702.54,383.83,1493.71,-0.8
2018-05-23,151.54,583.93,816.14,669.7,354.95,1695.16,5.2
2018-05-24,853.43,1143.77,2452.17,826.03,465.77,874.83,10.7
2018-05-25,966.97,1362.47,2845.0,760.79,551.97,900.75,7.9
2018-05-26,205.86,782.48,1098.06,951.35,809.06,1542.95,15.4
2018-05-27,408.58,1037.77,1664.28,841.04,643.47,977.18,20.9
2018-05-28,197.81,743.44,1046.69,833.35,702.32,1017.42,24.1
2018-05-29,198.13,709.5,1012.82,592.84,483.2,1243.41,21.7
2018-05-30,755.5,1152.65,2311.14,602.72,408.55,787.08,14.8
2018-05-31,531.84,1174.41,1989.56,839.7,720.26,814.24,23.1
2018-06-01,1530.35,1475.11,3821.11,761.44,435.24,629.41,9.2
2018-06-02,1075.66,1233.72,2882.68,450.27,213.19,763.84,15.7
2018-06-03,439.67,900.28,1573.96,415.81,246.16,1011.81,28.2
2018-06-04,246.75,715.34,1093.47,525.78,353.14,1107.7,5.8
2018-06-05,289.66,689.96,1134.13,443.65,239.17,1088.11,13.7
2018-06-06,321.62,751.24,1244.02,595.12,273.29,926.62,21.6
2018-06-07,357.26,811.06,1358.14,541.43,300.65,900.04,14.5
2018-06-08,330.48,738.2,1244.48,518.24,277.73,944.82,14.4
2018-06-09,250.37,677.26,1061.42,502.19,303.67,1100.61,15.8
2018-06-10,185.64,561.76,845.68,412.19,287.94,1053.85,11.3
2018-06-11,391.38,782.33,1382.71,409.68,220.08,799.76,15.8
2018-06-12,285.95,713.27,1151.56,411.7,218.06,816.57,26.1
2018-06-13,1225.07,1251.71,3129.64,461.95,178.55,743.43,36.5
2018-06-14,1070.98,1012.76,2654.23,498.94,202.91,771.22,20.0
2018-06-15,1181.08,1359.93,3170.72,544.19,208.82,701.23,26.6
2018-06-16,1089.01,1072.84,2742.45,415.47,142.66,791.56,17.9
2018-06-17,859.23,903.04,2220.57,321.64,127.56,840.06,4.4
2018-06-18,1171.12,1030.43,2826.45,442.08,132.07,671.55,33.3
2018-06-19,1339.94,976.09,3030.27,363.76,102.74,376.04,9.9
2018-06-20,1330.21,891.13,2930.1,357.98,138.36,272.06,7.7
2018-06-21,348.1,674.61,1207.88,361.64,123.05,964.27,7.05
2018-06-22,521.39,822.35,1621.5,452.74,166.33,861.07,31.4
2018-06-23,750.0,1084.11,2234.25,417.21,183.45,958.66,31.9
2018-06-24,236.42,804.14,1165.97,465.15,277.71,1003.66,44.3
2018-06-25,948.16,1517.89,2972.55,603.8,281.6,1215.06,26.4
2018-06-26,458.09,1003.33,1705.96,493.18,263.15,880.72,26.7
2018-06-27,360.51,718.0,1270.76,490.93,243.65,979.24,22.2
2018-06-28,283.12,736.76,1171.37,563.2,301.57,1082.96,15.0
2018-06-29,280.17,704.85,1134.82,487.15,286.26,1091.73,19.6
2018-06-30,223.7,635.67,978.66,482.13,238.6,1377.88,12.3
2018-07-01,175.79,830.1,1099.74,519.64,299.33,1593.49,17.3
2018-07-02,294.87,887.14,1339.62,548.45,219.55,1403.44,54.7
2018-07-03,286.31,719.36,1158.73,440.41,199.4,1318.54,23.15
2018-07-04,448.53,941.19,1629.05,516.45,265.21,975.11,13.9
2018-07-05,1414.99,1808.8,3978.21,849.76,460.35,884.61,13.6
2018-07-06,645.88,1335.29,2326.14,835.14,509.8,1093.34,22.7
2018-07-07,609.5,1311.01,2245.41,780.41,574.08,1189.2,28.8
2018-07-08,203.97,834.44,1146.87,452.08,320.27,1209.41,14.0
2018-07-09,760.72,1117.12,2283.7,540.64,260.53,725.9,18.1
2018-07-10,225.76,481.38,827.66,430.81,138.33,818.75,20.9
2018-07-11,272.84,603.38,1021.74,467.79,231.91,899.69,24.9
2018-07-12,438.42,964.54,1635.7,588.21,324.88,780.57,7.1
2018-07-13,430.91,895.19,1556.18,515.23,309.09,932.44,7.1
2018-07-14,595.63,1126.06,2038.99,452.94,271.31,1113.6,18.0
2018-07-15,674.7,1354.82,2389.67,506.58,265.11,1159.0,26.6
2018-07-16,1204.66,1537.36,3384.23,540.62,253.76,905.23,25.9
2018-07-17,1236.39,1073.7,2969.83,428.18,136.6,761.81,44.5
2018-07-18,1397.95,1387.21,3530.68,460.27,172.57,668.72,17.8
2018-07-19,792.67,1229.92,2445.27,444.31,218.57,722.62,32.2
2018-07-20,978.84,1501.19,3002.0,518.64,275.71,846.08,46.2
2018-07-21,847.61,1511.16,2810.47,559.7,383.43,1267.15,25.4
2018-07-22,914.33,1356.69,2758.3,409.63,251.7,800.48,19.4
2018-07-23,1338.46,1422.44,3475.06,516.94,206.5,733.37,19.3
2018-07-24,1360.27,1448.23,3533.52,516.88,231.64,775.31,54.6
2018-07-25,610.33,1239.66,2175.74,565.73,336.28,808.27,41.0
2018-07-26,859.13,1618.14,2935.4,973.95,559.42,868.24,-40.0
2018-07-27,1327.83,1659.63,3695.16,771.73,346.94,772.59,34.5
2018-07-28,986.18,816.16,2328.31,478.96,185.76,734.39,10.2
2018-07-29,516.2,471.91,1262.66,289.25,96.63,646.76,10.1
2018-07-30,1252.96,749.21,2670.38,344.46,105.46,372.26,17.0
2018-07-31,1353.86,1072.73,3148.91,724.2,132.42,526.37,28.9
2018-08-01,1374.05,1166.12,3272.41,496.76,149.04,592.22,24.7
2018-08-02,1405.16,1382.62,3537.17,625.68,187.56,566.22,7.4
2018-08-03,806.78,1322.57,2559.04,563.06,271.12,714.21,20.7
2018-08-04,238.58,579.77,945.71,314.45,168.11,722.96,21.7
2018-08-05,254.16,670.99,1060.36,317.94,189.05,776.54,25.6
2018-08-06,1049.03,1626.46,3235.01,574.01,278.98,868.31,12.5
2018-08-07,1257.46,1651.41,3578.44,587.46,294.66,904.92,7.1
2018-08-08,1161.32,986.94,2767.82,399.95,117.38,709.39,36.0
2018-08-09,1644.33,1300.3,3821.75,401.41,195.08,257.24,21.5
2018-08-10,1539.84,1082.43,3443.05,393.37,106.34,406.78,20.5
2018-08-11,1257.9,1076.82,3005.21,363.26,140.55,477.14,24.4
2018-08-12,744.51,777.52,1919.16,281.69,125.12,629.06,24.7
2018-08-13,1271.17,1006.33,2954.79,448.18,154.63,403.4,14.4
2018-08-14,1333.67,1077.1,3122.05,467.21,149.8,515.13,-5.25
2018-08-15,1303.95,937.2,2936.57,404.82,158.35,609.19,19.6
2018-08-16,1512.05,994.18,3316.42,606.94,150.17,356.04,5.9
2018-08-17,1648.06,1096.0,3623.15,450.99,162.7,359.51,8.2
2018-08-18,1099.48,805.21,2490.84,411.54,170.54,505.66,30.1
2018-08-19,718.28,613.87,1714.56,430.79,161.98,466.05,10.8
2018-08-20,1512.41,1080.74,3400.19,447.58,172.76,280.15,13.5
2018-08-21,1433.47,1174.18,3372.91,384.27,143.49,381.48,27.2
2018-08-22,1555.19,1041.62,3426.17,456.02,213.53,275.06,24.0
2018-08-23,1147.11,893.1,2651.87,387.57,157.58,399.32,31.7
2018-08-24,1324.01,965.09,2996.04,367.41,98.13,536.86,26.8
2018-08-25,1220.16,1048.83,2919.83,326.16,148.29,428.86,9.3
2018-08-26,853.03,788.3,2095.99,277.59,147.99,456.26,9.3
2018-08-27,919.52,762.15,2171.85,256.27,112.63,499.76,5.1
2018-08-28,1854.23,1394.32,4236.67,476.75,198.56,322.66,20.1
2018-08-29,869.45,1135.85,2469.22,433.6,222.72,290.98,14.8
2018-08-30,638.87,932.16,1911.19,439.46,231.08,413.28,36.9
2018-08-31,892.82,1173.98,2542.73,523.15,322.54,365.37,29.6
2018-09-01,1273.1,1430.63,3382.84,528.71,316.88,571.34,18.9
2018-09-02,712.07,1179.58,2271.47,573.46,428.36,823.08,52.2
2018-09-03,1716.4,1514.36,4146.21,689.74,433.72,671.95,29.2
2018-09-04,925.01,856.44,2274.25,513.03,316.29,882.66,17.2
2018-09-05,1030.33,662.84,2243.69,436.79,251.35,789.45,37.7
2018-09-06,1342.09,849.61,2908.46,498.79,293.15,469.46,46.9
2018-09-07,1628.51,1039.0,3535.91,396.98,119.74,490.62,30.4
2018-09-08,1479.57,1177.55,3446.5,330.02,139.62,518.74,25.3
2018-09-09,746.04,928.96,2072.85,332.9,154.64,773.62,27.2
2018-09-10,1273.8,1005.04,2958.1,404.4,149.55,693.08,28.5
2018-09-11,1025.09,806.75,2381.11,374.72,161.16,622.78,11.35
2018-09-12,848.83,955.87,2257.63,331.15,168.98,519.96,27.4
2018-09-13,2817.0,1641.35,5961.1,575.5,265.91,213.01,63.5
2018-09-14,1624.86,1272.28,3764.29,501.9,129.23,442.31,6.3
2018-09-15,1465.01,1282.77,3528.36,433.86,184.93,485.79,35.6
2018-09-16,756.17,931.69,2090.41,349.13,148.72,804.51,18.5
2018-09-17,1008.49,1130.67,2677.45,430.68,193.72,846.51,13.4
2018-09-18,947.88,876.66,2329.22,441.71,171.36,866.87,14.7
2018-09-19,886.5,745.05,2104.23,559.56,181.42,786.92,36.8
2018-09-20,952.68,741.23,2202.27,508.76,184.22,858.87,13.4
2018-09-21,1082.73,842.69,2502.54,351.14,85.56,761.47,68.1
2018-09-22,1048.88,1020.93,2628.97,330.3,127.49,560.98,49.4
2018-09-23,356.78,676.3,1223.53,200.11,128.27,665.99,33.6
2018-09-24,2094.94,1363.66,4574.86,405.32,210.2,262.33,48.5
2018-09-25,2607.3,1622.58,5619.79,591.34,260.3,304.36,76.5
2018-09-26,2510.42,1923.94,5774.22,612.57,278.36,341.04,60.4
2018-09-27,2823.47,2119.39,6448.96,690.76,374.24,373.9,53.3
2018-09-28,272.46,670.34,1088.3,371.35,149.01,662.63,52.6
2018-09-29,2164.27,1632.55,4951.31,581.88,303.29,267.03,58.9
2018-09-30,847.1,1075.91,2375.32,410.81,222.86,522.31,48.3
2018-10-01,773.17,935.55,2120.8,318.21,122.18,564.72,74.0
2018-10-02,1079.27,956.03,2611.22,386.59,106.2,607.14,90.8
